dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)	T (14)	dT (14)	Base Mean (14)	Body Mean (14)	Proj Mean (14)	Tip Mean (14)	Tip Th Mean (14)	Length (14)	dL (14)	DCTM (14)	DCBM (14)	T (15)	dT (15)	Base Mean (15)	Body Mean (15)	Proj Mean (15)	Tip Mean (15)	Tip Th Mean (15)	Length (15)	dL (15)	DCTM (15)	DCBM (15)	T (16)	dT (16)	Base Mean (16)	Body Mean (16)	Proj Mean (16)	Tip Mean (16)	Tip Th Mean (16)	Length (16)	dL (16)	DCTM (16)	DCBM (16)	T (17)	dT (17)	Base Mean (17)	Body Mean (17)	Proj Mean (17)	Tip Mean (17)	Tip Th Mean (17)	Length (17)	dL (17)	DCTM (17)	DCBM (17)	T (18)	dT (18)	Base Mean (18)	Body Mean (18)	Proj Mean (18)	Tip Mean (18)	Tip Th Mean (18)	Length (18)	dL (18)	DCTM (18)	DCBM (18)	T (19)	dT (19)	Base Mean (19)	Body Mean (19)	Proj Mean (19)	Tip Mean (19)	Tip Th Mean (19)	Length (19)	dL (19)	DCTM (19)	DCBM (19)	T (20)	dT (20)	Base Mean (20)	Body Mean (20)	Proj Mean (20)	Tip Mean (20)	Tip Th Mean (20)	Length (20)	dL (20)	DCTM (20)	DCBM (20)	T (21)	dT (21)	Base Mean (21)	Body Mean (21)	Proj Mean (21)	Tip Mean (21)	Tip Th Mean (21)	Length (21)	dL (21)	DCTM (21)	DCBM (21)	T (22)	dT (22)	Base Mean (22)	Body Mean (22)	Proj Mean (22)	Tip Mean (22)	Tip Th Mean (22)	Length (22)	dL (22)	DCTM (22)	DCBM (22)
11.000	12.000	11.000	137.733	494.691	133.397	127.692	137.812	1.625	0.649	0.000	-0.643	12.000	11.000	166.136	494.691	141.596	131.091	138.692	2.168	0.268	0.234	0.038	12.000	11.000	192.000	494.691	166.990	147.048	153.400	2.168	-0.306	-0.234	0.055	12.000	11.000	220.071	494.691	186.619	191.267	233.222	0.920	0.066	0.138	0.368	12.000	11.000	206.182	494.691	163.580	149.222	161.789	1.414	0.130	0.182	-0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	11.000	202.233	494.691	132.844	117.591	125.154	16.027	-0.035	-0.048	-0.004	20.000	11.000	324.941	487.051	249.210	209.879	245.125	1.333	0.249	0.000	-0.163	32.000	11.000	171.571	475.288	156.776	148.167	157.125	0.870	-1.094	-0.390	0.585	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	11.000	217.667	490.802	164.319	142.188	153.182	2.704	0.073	0.034	-0.034	50.000	11.000	242.750	489.382	241.187	228.562	240.364	1.341	0.184	0.004	-0.291	55.000	11.000	224.323	483.819	222.643	221.727	243.667	0.504	-0.091	0.288	0.198	65.000	11.000	202.000	471.468	198.316	195.188	205.400	0.550	-0.094	-0.108	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	11.000	189.143	468.944	170.923	170.000	214.000	0.504	-1.443	-0.018	1.262	97.000	11.000	225.452	459.001	223.860	211.385	234.111	1.238	0.595	-0.090	-0.719	103.000	11.000	146.704	455.500	134.711	135.094	138.778	0.672	-2.397	0.315	2.822	103.000	11.000	193.488	455.500	177.250	176.704	197.214	0.905	-0.006	0.072	-0.054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	11.000	264.119	460.075	NaN	NaN	NaN	NaN	NaN	0.000	0.000	121.000	11.000	147.929	464.338	137.828	128.129	135.350	5.192	0.119	-0.187	-0.291
12.000	13.000	12.000	136.023	492.944	129.531	123.207	141.400	1.468	-0.157	0.092	0.228	13.000	12.000	162.195	492.944	141.286	135.045	141.818	2.195	0.027	0.182	0.051	13.000	12.000	197.000	492.944	162.180	138.611	147.000	2.390	0.222	0.355	0.097	13.000	12.000	233.619	492.944	191.946	191.406	218.227	1.005	0.085	0.092	-0.092	13.000	12.000	202.543	492.944	160.428	143.032	160.235	1.728	0.314	0.201	-0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	12.000	181.111	492.944	130.064	121.130	126.353	15.437	-0.590	-0.044	0.558	21.000	12.000	339.864	484.605	253.013	216.469	233.292	1.555	0.222	0.000	-0.125	33.000	12.000	185.179	473.831	156.368	143.292	148.938	1.260	0.390	0.260	-0.134	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	12.000	234.600	501.442	170.372	142.484	156.632	2.950	0.246	0.142	-0.152	51.000	12.000	234.667	487.818	234.172	232.720	247.071	0.916	-0.425	-0.013	0.390	56.000	12.000	196.359	482.963	197.791	199.478	212.278	0.865	0.361	0.332	0.008	66.000	12.000	203.667	470.022	207.500	203.071	223.167	0.531	-0.019	-0.144	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	12.000	233.081	454.905	215.574	199.720	213.227	1.874	0.636	0.224	-0.183	104.000	12.000	153.667	452.793	145.798	141.529	152.900	0.878	0.206	0.268	-0.143	104.000	12.000	192.784	452.793	172.241	167.500	179.833	1.016	0.111	0.201	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	12.000	262.714	463.051	224.570	205.160	226.154	2.447	2.447	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13.000	14.000	13.000	139.933	491.659	132.133	126.038	134.450	1.717	0.249	-0.092	-0.322	14.000	13.000	166.944	491.659	143.592	135.120	151.000	1.946	-0.249	-0.183	0.051	14.000	13.000	202.118	491.659	170.564	149.348	166.833	1.931	-0.460	-0.669	-0.174	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	13.000	193.333	491.659	148.309	134.514	144.148	5.237	3.509	3.546	0.288	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	13.000	195.217	491.659	131.291	119.000	124.538	15.208	-0.230	-0.139	0.092	22.000	13.000	250.795	482.839	222.561	213.429	248.895	0.906	-0.649	0.000	0.802	34.000	13.000	170.111	477.594	153.211	140.048	152.667	1.038	-0.222	0.000	0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	13.000	234.978	500.119	174.351	141.848	153.864	3.141	0.192	0.134	-0.092	52.000	13.000	241.000	490.119	233.238	227.850	242.917	1.146	0.230	0.145	-0.233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	13.000	193.679	472.092	194.941	190.312	210.571	0.496	-0.034	0.000	0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	13.000	218.433	459.415	218.147	217.457	244.304	1.590	-0.284	-0.439	-0.287	105.000	13.000	157.444	460.212	152.400	133.514	145.842	3.058	2.180	0.175	-1.912	105.000	13.000	207.718	460.212	173.230	158.607	171.200	1.395	0.379	0.254	-0.070	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14.000	15.000	14.000	138.533	489.540	131.477	126.323	139.333	1.468	-0.249	-0.033	0.233	15.000	14.000	160.938	489.540	142.909	133.045	144.500	1.962	0.016	0.183	0.049	15.000	14.000	195.625	489.540	166.435	140.778	148.615	2.574	0.643	0.682	0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	14.000	170.929	489.540	144.322	132.333	146.533	3.790	-1.447	-0.032	1.218	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	14.000	172.217	489.540	133.109	125.136	126.391	15.116	-0.092	-0.092	0.000	23.000	14.000	241.667	484.609	220.091	221.800	247.917	0.630	-0.277	0.065	0.195	35.000	14.000	183.148	485.716	156.895	143.696	149.500	1.130	0.092	-0.065	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	14.000	238.651	499.309	168.922	141.900	154.095	3.233	0.092	0.136	-0.044	53.000	14.000	258.561	486.753	236.717	228.538	238.364	1.563	0.417	-0.156	-0.301	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	14.000	189.241	474.031	191.083	189.364	197.333	0.451	-0.046	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	14.000	325.615	458.751	NaN	NaN	NaN	NaN	NaN	0.000	0.000	106.000	14.000	153.100	453.714	141.789	134.818	143.875	1.352	-1.706	0.211	1.845	106.000	14.000	188.727	453.714	169.197	160.400	172.733	1.433	0.038	0.089	0.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15.000	16.000	15.000	138.133	487.512	133.512	124.857	130.083	1.579	0.111	-0.004	-0.140	16.000	15.000	167.200	487.512	143.068	128.045	138.933	2.398	0.436	0.042	-0.191	16.000	15.000	204.485	487.512	167.584	141.130	144.238	2.685	0.111	-0.034	-0.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	15.000	163.452	487.512	141.930	134.429	144.538	3.438	-0.352	-0.036	0.290	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	15.000	173.780	487.512	133.223	121.957	128.875	14.783	-0.333	-0.184	0.000	24.000	15.000	235.296	482.862	217.800	212.966	237.056	0.645	0.015	0.016	0.000	36.000	15.000	186.636	483.241	159.868	138.143	146.923	1.528	0.398	0.065	-0.263	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	15.000	222.889	497.417	164.359	139.531	146.688	3.279	0.046	0.136	0.184	54.000	15.000	264.235	486.148	237.037	249.346	264.824	2.069	0.506	-0.272	-0.989	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	15.000	190.741	465.276	186.909	187.300	197.571	0.451	4.441E-16	0.021	0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	15.000	245.917	458.734	214.605	208.167	225.875	0.889	0.889	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	15.000	188.233	452.593	167.805	157.176	164.769	1.571	0.138	0.145	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
16.000	17.000	16.000	138.222	473.556	131.915	123.000	132.682	1.854	0.276	0.012	-0.234	17.000	16.000	166.326	473.556	142.290	130.320	138.333	2.544	0.146	0.183	0.000	17.000	16.000	197.333	473.556	165.493	140.318	142.261	2.485	-0.200	-0.178	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	16.000	150.812	473.556	141.286	143.167	152.667	0.462	-2.976	0.436	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	16.000	133.833	473.556	129.917	126.500	133.867	11.207	-3.576	-0.046	3.217	25.000	16.000	238.370	481.508	208.634	196.733	229.833	0.656	0.011	0.000	-0.064	37.000	16.000	174.069	484.479	153.703	141.435	150.353	1.038	-0.490	-0.125	0.264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	16.000	253.000	492.517	173.787	144.129	152.042	3.785	0.506	0.045	-0.460	55.000	16.000	256.852	483.819	234.354	239.773	249.714	2.535	0.466	0.174	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	16.000	180.667	468.861	185.611	182.267	193.333	0.531	0.080	0.036	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	16.000	200.150	456.209	169.954	157.500	171.941	1.793	0.222	0.145	-0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17.000	18.000	17.000	137.644	475.632	131.402	125.200	136.889	1.652	-0.203	0.041	0.183	18.000	17.000	167.727	475.632	143.204	130.500	138.615	2.471	-0.073	-0.092	0.000	18.000	17.000	205.825	475.632	162.306	138.273	145.235	2.807	0.322	0.354	0.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	17.000	149.667	475.632	142.000	142.000	155.333	0.473	0.011	0.065	3.980E-18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	17.000	138.188	475.632	129.990	121.783	135.000	11.023	-0.184	-0.184	0.046	26.000	17.000	254.879	482.167	214.788	196.969	231.917	0.935	0.280	0.064	-0.331	38.000	17.000	179.333	483.114	163.133	155.393	168.667	0.757	-0.282	-0.367	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	17.000	235.244	496.854	172.118	143.963	155.550	3.777	-0.008	0.092	0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	17.000	182.364	465.080	182.536	182.829	200.188	1.008	0.477	-0.086	-0.495	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	17.000	200.295	456.945	168.335	153.129	166.688	1.893	0.100	0.073	-0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18.000	19.000	18.000	134.977	473.924	128.506	121.455	130.957	1.495	-0.157	-0.040	0.143	19.000	18.000	168.837	473.924	145.103	128.944	132.667	2.498	0.027	0.103	0.000	19.000	18.000	197.333	473.924	158.672	136.091	141.267	2.669	-0.138	-0.025	0.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	18.000	131.793	473.924	128.895	118.391	129.300	10.885	-0.138	-0.184	-0.092	27.000	18.000	356.941	482.944	250.520	195.242	209.259	1.666	0.731	-0.015	-0.693	39.000	18.000	178.815	484.747	150.959	137.083	149.000	1.352	0.596	0.577	-0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	18.000	209.978	491.418	160.287	139.656	152.842	3.390	-0.387	0.047	0.462	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	18.000	188.773	469.502	178.014	181.882	191.917	1.571	0.563	0.291	-0.291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	18.000	200.426	457.995	168.138	153.179	166.900	1.984	0.092	0.132	0.051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19.000	20.000	19.000	143.978	487.051	133.953	125.455	139.562	2.130	0.636	0.000	-0.650	20.000	19.000	164.889	487.051	146.432	130.167	132.889	2.471	-0.027	0.052	0.143	20.000	19.000	201.361	487.051	159.397	136.043	146.846	2.769	0.100	0.089	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	19.000	175.837	487.051	132.609	122.318	127.643	14.223	3.338	-0.136	-3.096	28.000	19.000	346.382	483.748	240.672	196.000	216.562	1.685	0.019	-0.045	-0.062	40.000	19.000	184.250	481.893	159.967	147.864	157.500	1.084	-0.268	-0.320	-0.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	19.000	211.978	489.382	161.431	139.906	153.882	3.785	0.395	0.184	-0.229	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	19.000	174.935	470.984	171.680	168.094	175.290	1.850	0.279	-0.036	-0.217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	19.000	201.000	461.528	165.619	146.920	158.400	2.168	0.184	0.182	-0.051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20.000	21.000	20.000	138.000	484.605	131.339	127.083	143.889	1.311	-0.819	-0.039	0.773	21.000	20.000	171.630	484.605	147.382	127.810	136.250	2.739	0.268	0.091	-0.143	21.000	20.000	191.524	484.605	157.871	138.640	145.412	2.696	-0.073	0.000	0.111	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	20.000	188.978	484.605	133.091	124.913	129.812	14.066	-0.157	-0.092	0.092	29.000	20.000	358.267	486.120	238.716	187.515	203.364	1.769	0.084	0.000	-0.189	41.000	20.000	172.185	484.749	152.027	138.810	145.000	1.130	0.046	0.193	0.185	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.000	20.000	222.222	487.818	164.643	143.500	160.474	3.961	0.176	0.093	-0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	20.000	175.522	467.513	168.567	161.562	181.812	1.969	0.119	0.173	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	20.000	192.268	462.378	163.871	149.625	160.667	1.912	-0.257	-0.068	0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21.000	22.000	21.000	134.267	482.839	129.748	122.406	135.500	1.560	0.249	0.008	-0.233	22.000	21.000	166.957	482.839	145.977	128.056	137.455	2.517	-0.222	-0.052	0.182	22.000	21.000	203.500	482.839	161.989	139.769	147.375	2.742	0.046	-0.121	-0.178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	21.000	193.422	482.839	132.118	124.458	130.111	13.837	-0.230	-0.136	0.092	30.000	21.000	342.000	485.823	233.447	185.000	207.700	1.834	0.065	0.050	0.064	42.000	21.000	182.167	490.802	164.765	165.214	172.778	0.672	-0.458	-0.804	-0.158	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	21.000	201.091	490.119	158.419	141.074	156.111	3.823	-0.138	0.046	0.184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	21.000	172.936	469.263	167.783	161.440	170.176	2.218	0.249	0.030	-0.291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	21.000	184.903	463.126	164.105	154.333	162.824	1.200	-0.712	-0.008	0.566	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
