dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)
79.000	80.000	79.000	201.488	333.144	140.253	114.609	120.636	12.138	1.604	0.181	-1.368	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	79.000	154.694	333.144	133.256	122.111	127.250	3.950	-0.157	0.081	0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	79.000	166.043	333.144	138.870	126.057	146.059	17.305	0.276	-0.031	-0.243	90.000	79.000	167.844	343.075	132.082	118.423	129.077	4.845	-0.292	-0.123	0.366	94.000	79.000	153.923	333.016	126.773	123.138	131.769	4.431	-3.450	-0.064	3.394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
80.000	81.000	80.000	166.356	332.273	131.328	121.679	137.000	10.794	-1.344	0.033	1.460	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.000	80.000	155.788	332.273	135.455	117.031	123.500	3.977	0.027	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.000	80.000	164.087	332.273	137.607	127.361	135.138	17.156	-0.149	-0.222	-0.195	91.000	80.000	169.907	339.246	133.495	117.613	125.421	4.715	-0.130	-0.050	-0.042	95.000	80.000	139.111	332.264	124.786	127.750	136.217	3.727	-0.704	-0.201	0.330	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
81.000	82.000	81.000	174.022	335.773	130.496	121.484	127.400	10.759	-0.035	0.144	0.217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.000	81.000	157.389	335.773	133.654	116.562	127.417	4.053	0.076	-0.018	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.000	81.000	166.140	335.773	139.612	124.694	136.789	17.045	-0.111	-0.104	-0.052	92.000	81.000	159.609	341.408	134.899	117.393	121.381	4.485	-0.230	-0.225	0.050	96.000	81.000	141.444	330.436	124.064	126.618	135.045	3.678	-0.049	-0.094	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
82.000	83.000	82.000	169.600	337.409	129.234	119.355	126.632	11.008	0.249	0.234	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.000	82.000	163.684	337.409	136.742	116.871	125.765	4.302	0.249	0.081	-0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.000	82.000	173.778	337.409	138.780	124.970	135.368	17.213	0.168	-0.221	-0.338	93.000	82.000	170.239	340.517	140.492	121.704	129.353	4.405	-0.081	-0.132	0.000	97.000	82.000	139.815	329.773	126.825	127.194	141.917	3.253	-0.425	-0.348	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83.000	84.000	83.000	172.239	340.747	133.672	122.324	131.824	11.536	0.528	0.240	-0.289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	83.000	161.065	340.747	133.075	115.031	123.750	4.080	-0.222	-0.017	0.080	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	83.000	171.150	340.747	138.601	127.677	139.571	17.076	-0.138	-0.182	-0.105	94.000	83.000	165.156	333.016	141.071	118.821	126.444	4.313	-0.092	-0.091	0.000	98.000	83.000	148.852	328.885	128.739	132.543	143.647	3.345	0.092	-0.129	-0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84.000	85.000	84.000	178.047	341.495	132.016	118.733	128.067	11.731	0.195	0.221	0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	84.000	162.512	341.495	134.950	118.182	132.500	4.294	0.214	-0.016	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	84.000	170.791	341.495	139.514	126.765	135.000	17.022	-0.054	-0.219	-0.106	95.000	84.000	176.581	332.264	147.286	122.793	131.250	4.294	-0.019	-0.040	-0.091	99.000	84.000	141.963	324.887	131.064	134.618	143.182	3.261	-0.084	-0.128	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85.000	86.000	85.000	182.933	339.209	137.064	120.846	127.647	10.293	-1.438	-1.194	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	85.000	158.139	339.209	136.533	122.206	130.357	3.988	-0.306	-0.016	0.252	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	85.000	165.643	339.209	139.137	124.375	140.250	16.849	-0.173	-0.144	0.075	96.000	85.000	184.521	330.436	150.441	126.118	136.524	4.386	0.092	-0.142	-0.183	100.000	85.000	138.481	326.362	131.344	130.594	142.111	3.020	-0.241	-0.202	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
86.000	87.000	86.000	175.289	339.131	134.432	119.963	123.080	10.198	-0.095	-0.219	-0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	86.000	161.487	339.131	135.133	118.562	126.667	4.118	0.130	0.113	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	86.000	157.083	339.131	139.544	127.500	138.714	16.340	-0.509	-0.219	0.159	97.000	86.000	183.745	329.773	152.185	127.594	137.722	4.313	-0.073	-0.092	0.008	101.000	86.000	152.033	336.763	148.732	128.156	136.360	7.632	4.612	-0.135	-4.556	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87.000	88.000	87.000	181.000	341.515	139.068	121.643	128.400	10.534	0.336	0.010	-0.287	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	87.000	166.238	341.515	139.055	118.182	129.750	4.229	0.111	0.015	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	87.000	151.455	341.515	138.715	124.576	131.893	15.418	-0.923	-0.195	0.690	98.000	87.000	182.955	328.885	153.428	124.758	140.923	4.221	-0.092	-0.081	0.000	102.000	87.000	144.788	328.041	129.399	123.375	133.278	3.131	-4.501	-0.000	4.403	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88.000	89.000	88.000	183.422	342.845	143.174	122.750	129.733	9.374	-1.160	-1.133	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	88.000	167.571	342.845	137.840	117.406	125.235	4.367	0.138	0.063	-0.079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	88.000	168.476	342.845	139.860	131.879	140.714	16.714	1.297	-0.234	-1.289	99.000	88.000	180.368	324.887	157.444	129.656	140.333	4.056	-0.165	-0.050	0.091	103.000	88.000	157.333	321.792	134.827	121.828	129.158	3.326	0.195	0.010	-0.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89.000	90.000	89.000	168.595	343.075	139.720	121.900	131.368	9.906	0.533	0.597	0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	89.000	168.023	343.075	141.247	121.059	126.522	4.397	0.030	0.127	0.078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	89.000	163.310	343.075	139.936	126.406	135.000	16.546	-0.168	0.034	0.090	100.000	89.000	187.333	326.362	156.349	130.758	138.174	4.183	0.127	0.041	-0.142	104.000	89.000	150.676	323.836	134.801	118.083	123.786	3.602	0.276	0.252	-0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90.000	91.000	90.000	170.489	339.246	145.128	126.478	131.938	8.413	-1.493	-1.352	0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	90.000	142.821	339.246	132.072	121.750	128.905	3.050	-1.347	0.137	1.165	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	90.000	161.048	339.246	140.592	127.371	137.036	16.343	-0.203	-0.144	0.107	101.000	90.000	189.477	336.763	153.049	127.970	141.000	4.275	0.092	0.092	0.050	105.000	90.000	152.262	323.810	133.735	117.957	123.214	3.464	-0.138	-0.268	-0.049	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91.000	92.000	91.000	177.978	341.408	144.981	119.964	124.500	8.559	0.146	-0.195	-0.325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	91.000	150.024	341.408	133.738	121.700	128.421	3.716	0.666	0.023	-0.471	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	91.000	162.884	341.408	142.964	126.161	131.308	16.290	-0.054	-0.121	-0.038	102.000	91.000	190.103	328.041	156.359	137.351	154.333	4.118	-0.157	-0.191	-0.099	106.000	91.000	151.111	321.587	135.099	119.200	128.222	2.890	-0.574	-0.268	0.204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92.000	93.000	92.000	172.250	340.517	141.945	115.810	129.750	11.170	2.611	2.357	0.043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	92.000	152.152	340.517	133.835	115.688	127.211	3.992	0.276	0.155	-0.078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	92.000	160.953	340.517	140.851	126.032	136.667	16.412	0.122	-0.000	-0.106	103.000	92.000	178.610	321.792	155.419	140.057	152.000	3.999	-0.119	-0.131	0.079	107.000	92.000	151.933	328.781	142.049	117.857	124.000	10.198	7.308	2.098	-4.524	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
93.000	94.000	93.000	185.591	333.016	141.253	122.303	129.875	14.928	3.758	2.909	-0.321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	93.000	141.519	333.016	131.151	119.222	126.762	3.101	-0.891	0.159	0.867	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	93.000	159.116	333.016	140.016	122.562	131.556	16.431	0.019	-0.037	-0.053	104.000	93.000	171.100	323.836	164.259	141.450	185.286	3.321	-0.678	-0.650	0.076	108.000	93.000	147.667	329.067	141.196	116.379	122.778	10.163	-0.035	0.570	0.380	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94.000	95.000	94.000	182.178	332.264	142.219	124.750	134.938	15.368	0.441	0.185	-0.321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	94.000	137.821	332.264	130.576	117.567	126.500	2.860	-0.241	0.205	0.455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	94.000	161.795	332.264	140.182	120.286	127.150	16.377	-0.054	-0.069	0.091	105.000	94.000	169.250	323.810	165.341	139.400	177.533	3.210	-0.111	-0.090	-0.019	109.000	94.000	159.333	328.382	142.165	117.103	123.438	10.515	0.352	0.331	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95.000	96.000	95.000	172.311	330.436	144.189	116.906	124.316	14.985	-0.383	0.051	0.500	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	95.000	140.567	330.436	130.484	115.966	120.583	3.407	0.547	0.189	-0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	95.000	170.700	330.436	140.235	119.826	128.300	16.959	0.582	0.166	-0.394	106.000	95.000	166.458	321.587	155.778	156.625	165.000	0.593	-2.617	2.436	-0.322	110.000	95.000	152.061	319.554	124.166	116.448	124.833	5.895	-4.620	0.205	4.460	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96.000	97.000	96.000	180.844	329.773	146.752	117.000	123.412	15.548	0.563	0.092	-0.412	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	96.000	144.972	329.773	126.185	115.633	120.368	3.564	0.157	0.205	0.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	96.000	165.476	329.773	140.556	119.208	122.500	17.054	0.095	-0.160	-0.122	107.000	96.000	166.391	328.781	150.438	151.214	180.000	0.593	3.331E-16	-0.046	-0.046	111.000	96.000	145.467	321.689	123.485	116.419	132.375	6.098	0.203	0.265	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97.000	98.000	97.000	176.628	328.885	144.922	118.034	124.118	15.578	0.030	-0.035	-0.044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	97.000	142.464	328.885	128.046	116.667	126.417	3.258	-0.306	0.000	0.268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	97.000	180.163	328.885	140.415	119.400	127.667	17.417	0.363	0.037	-0.250	108.000	97.000	171.351	329.067	165.143	165.143	172.000	0.360	-0.233	-0.065	-0.130	112.000	97.000	142.939	323.811	123.713	120.400	136.889	6.488	0.390	0.326	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98.000	99.000	98.000	186.950	324.887	148.457	114.926	120.500	15.979	0.401	0.158	-0.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	98.000	141.074	324.887	128.321	118.200	124.895	3.265	0.008	0.225	0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	98.000	151.205	324.887	139.107	120.364	136.000	16.204	-1.213	0.053	1.110	109.000	98.000	168.294	328.382	165.667	165.667	171.250	0.310	-0.050	0.000	-0.065	113.000	98.000	149.639	325.623	123.425	117.903	124.529	7.089	0.601	0.435	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99.000	100.000	99.000	182.548	326.362	147.815	124.844	133.294	16.087	0.108	0.183	0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	99.000	141.926	326.362	129.839	120.097	128.000	3.395	0.130	0.062	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	99.000	152.417	326.362	138.289	117.577	132.667	15.974	-0.230	-0.202	-0.053	110.000	99.000	167.314	319.554	161.625	161.625	179.750	0.375	0.065	3.980E-18	3.980E-18	114.000	99.000	158.051	326.408	124.262	114.833	118.333	7.644	0.555	0.266	-0.266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100.000	101.000	100.000	178.324	336.763	149.385	122.567	130.706	16.186	0.100	0.178	-0.049	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	100.000	141.750	336.763	128.609	117.393	123.941	3.506	0.111	0.000	-0.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	100.000	168.923	336.763	138.322	120.032	129.333	16.510	0.536	0.090	-0.341	111.000	100.000	162.312	321.689	NaN	NaN	NaN	NaN	NaN	0.000	0.000	115.000	100.000	155.303	326.826	123.420	117.433	128.400	7.911	0.268	0.266	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101.000	102.000	101.000	180.444	328.041	150.603	122.464	135.462	16.719	0.533	0.363	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	101.000	144.778	328.041	130.272	116.000	123.000	3.544	0.038	0.000	-0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	101.000	162.121	328.041	140.043	125.240	131.846	16.234	-0.276	-0.107	0.144	112.000	101.000	167.767	323.811	159.000	159.000	186.000	0.245	0.245	0.000	0.000	116.000	101.000	153.147	325.974	125.451	118.333	126.923	8.301	0.390	0.205	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
