dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)
-20.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.000	-20.000	141.697	322.298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	-20.000	165.538	341.903	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	-20.000	190.606	321.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	-20.000	204.750	333.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-19.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.000	-19.000	155.167	328.672	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	-19.000	205.500	337.488	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	-19.000	207.125	326.106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.000	-19.000	213.700	332.273	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-18.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.000	-18.000	159.636	338.290	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	-18.000	197.793	337.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	-18.000	235.471	327.773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.000	-18.000	201.207	335.773	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-17.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.000	-17.000	170.778	337.562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	-17.000	205.967	339.508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	-17.000	240.353	327.926	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.000	-17.000	215.000	337.409	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-16.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.000	-16.000	186.821	344.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	-16.000	213.812	339.225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	-16.000	209.806	327.619	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	-16.000	224.800	340.747	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-15.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.000	-15.000	190.923	345.102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	-15.000	205.346	338.658	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	-15.000	214.906	327.743	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	-15.000	219.065	341.495	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-14.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000	-14.000	140.273	384.757	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	-14.000	196.410	345.929	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	-14.000	201.923	338.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	-14.000	240.344	329.715	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	-14.000	223.581	339.209	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-13.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.000	-13.000	133.136	308.602	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	-13.000	192.605	346.429	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	-13.000	200.917	335.330	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	-13.000	232.265	326.017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	-13.000	218.567	339.131	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-12.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.000	-12.000	125.636	309.573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	-12.000	190.946	347.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	-12.000	204.357	332.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	-12.000	232.188	329.640	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	-12.000	218.290	341.515	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-11.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.000	-11.000	126.545	312.099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	-11.000	199.026	346.467	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	-11.000	183.000	329.786	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	-11.000	211.710	324.491	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	-11.000	197.879	342.845	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-10.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000	-10.000	161.882	384.757	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.000	-10.000	123.591	316.612	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	-10.000	163.708	346.939	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	-10.000	177.520	330.043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	-10.000	226.647	327.622	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	-10.000	228.949	343.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-9.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.000	-9.000	161.824	308.602	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.000	-9.000	125.227	322.298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	-9.000	171.125	344.958	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	-9.000	176.500	329.527	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	-9.000	218.833	326.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	-9.000	220.250	339.246	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-8.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.000	-8.000	162.529	309.573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.000	-8.000	130.182	328.672	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	-8.000	161.875	344.178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	-8.000	170.107	328.176	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	-8.000	222.833	326.633	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	-8.000	216.419	341.408	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-7.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.000	-7.000	167.412	312.099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.000	-7.000	125.273	338.290	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	-7.000	182.769	344.273	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	-7.000	164.148	325.711	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	-7.000	229.000	325.283	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	-7.000	216.667	340.517	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-6.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.000	-6.000	156.941	316.612	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.000	-6.000	128.091	337.562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	-6.000	172.720	345.536	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	-6.000	167.138	322.736	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	-6.000	234.742	324.513	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	-6.000	192.115	333.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-5.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.000	-5.000	163.059	322.298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.000	-5.000	134.864	344.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	-5.000	171.083	344.905	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	-5.000	172.129	325.326	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	-5.000	236.250	323.698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	-5.000	190.321	332.264	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-4.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.000	-4.000	161.235	328.672	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.000	-4.000	142.091	345.102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	-4.000	177.219	346.619	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	-4.000	165.933	322.413	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	-4.000	227.788	324.959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	-4.000	190.028	330.436	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-3.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.000	-3.000	174.471	338.290	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	-3.000	122.933	345.929	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	-3.000	182.583	343.038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	-3.000	160.094	325.468	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	-3.000	235.750	327.391	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	-3.000	161.100	329.773	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-2.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.000	-2.000	139.038	337.562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	-2.000	125.811	346.429	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	-2.000	173.378	342.458	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	-2.000	155.793	322.711	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	-2.000	216.968	333.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	-2.000	164.727	328.885	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.000	-1.000	136.143	344.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	-1.000	132.667	347.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	-1.000	168.947	341.504	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	-1.000	152.800	323.073	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.000	-1.000	201.893	332.273	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	-1.000	165.077	324.887	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.000	1.000	0.000	164.628	384.757	126.490	118.852	127.938	4.917	0.000	NaN	NaN	1.000	0.000	172.741	384.757	133.845	122.900	140.667	2.289	0.000	NaN	NaN	1.000	0.000	133.296	384.757	122.533	121.656	135.000	9.362	0.000	NaN	NaN	1.000	0.000	146.900	384.757	134.838	124.156	132.562	1.360	0.000	NaN	NaN	1.000	0.000	183.143	384.757	137.469	119.556	123.095	3.193	0.000	NaN	NaN	1.000	0.000	182.935	384.757	127.127	121.065	132.077	13.460	0.000	NaN	NaN	11.000	0.000	128.667	345.102	124.030	124.621	131.462	0.630	0.630	NaN	NaN	15.000	0.000	125.357	346.467	126.917	127.364	141.333	0.470	0.470	NaN	NaN	26.000	0.000	142.556	341.857	141.083	140.091	153.333	0.470	0.470	NaN	NaN	50.000	0.000	157.312	324.524	148.000	146.500	156.000	0.515	0.515	NaN	NaN	82.000	0.000	212.966	335.773	174.500	173.889	181.571	0.477	0.477	NaN	NaN	100.000	0.000	145.483	326.362	131.657	130.241	141.000	0.649	0.649	NaN	NaN
1.000	2.000	1.000	168.302	308.602	124.795	113.233	119.056	5.055	0.138	-0.000	-0.145	2.000	1.000	178.786	308.602	133.890	125.353	131.600	2.346	0.057	0.065	0.004	2.000	1.000	127.000	308.602	119.199	122.917	127.800	4.684	-4.678	-0.026	4.486	2.000	1.000	150.821	308.602	135.402	126.588	136.500	1.555	0.195	0.189	0.000	2.000	1.000	190.828	308.602	139.314	121.594	129.667	3.193	0.000	0.016	-0.000	2.000	1.000	163.400	308.602	120.180	113.281	122.529	12.240	-1.221	0.053	1.058	12.000	1.000	150.154	345.929	134.350	125.121	131.250	1.731	1.101	0.268	-0.867	16.000	1.000	131.864	346.939	122.833	123.600	144.667	0.920	0.450	-0.145	-0.291	27.000	1.000	143.852	338.254	136.939	137.034	148.833	0.626	0.156	0.063	-0.063	51.000	1.000	162.021	325.863	140.900	137.222	158.357	1.003	0.487	0.385	0.008	83.000	1.000	180.769	337.409	157.471	156.688	170.000	0.485	0.007	0.216	0.162	101.000	1.000	148.593	336.763	135.141	129.625	139.667	0.805	0.156	0.293	-0.115
2.000	3.000	2.000	161.000	309.573	124.473	116.594	130.111	5.284	0.230	-0.000	-0.200	3.000	2.000	177.593	309.573	131.165	120.424	127.429	2.438	0.092	0.124	0.053	3.000	2.000	121.967	309.573	118.515	119.048	126.767	4.673	-0.011	-0.096	0.064	3.000	2.000	150.037	309.573	132.677	121.457	129.938	1.666	0.111	0.268	0.125	3.000	2.000	177.214	309.573	137.477	119.824	127.474	3.128	-0.065	-0.000	-0.000	3.000	2.000	142.750	309.573	119.472	116.125	124.800	11.880	-0.360	0.053	0.325	13.000	2.000	153.952	346.429	136.773	124.500	135.500	2.221	0.490	0.118	-0.330	17.000	2.000	127.605	344.958	117.667	116.263	126.083	0.939	0.018	-0.052	-0.091	28.000	2.000	138.185	338.579	127.500	125.667	139.250	0.531	-0.095	0.180	0.198	52.000	2.000	167.930	325.844	143.515	136.361	153.471	1.146	0.143	0.250	0.016	84.000	2.000	202.129	340.747	153.309	140.750	154.444	0.805	0.321	0.226	-0.164	102.000	2.000	148.429	328.041	133.732	127.364	137.071	1.295	0.490	0.326	-0.105
3.000	4.000	3.000	163.267	312.099	127.313	117.406	122.130	5.330	0.046	-0.055	-0.090	4.000	3.000	186.000	312.099	132.248	119.879	129.583	2.530	0.092	0.065	-0.007	4.000	3.000	123.667	312.099	121.041	120.614	127.194	4.846	0.173	0.040	-0.000	4.000	3.000	145.500	312.099	128.938	119.000	128.684	1.953	0.287	0.205	0.062	4.000	3.000	184.323	312.099	136.736	119.000	124.562	3.166	0.038	0.051	0.013	4.000	3.000	154.935	312.099	119.532	113.750	122.529	12.565	0.685	0.191	-0.249	14.000	3.000	152.125	347.060	133.369	117.926	124.529	2.489	0.268	0.167	-0.083	18.000	3.000	131.953	344.178	119.203	118.889	127.571	0.971	0.033	-0.000	-0.262	29.000	3.000	138.128	338.470	132.974	134.167	142.800	0.836	0.306	0.062	-0.187	53.000	3.000	152.533	323.993	134.000	134.182	154.941	1.043	-0.103	0.270	0.541	85.000	3.000	192.862	341.495	142.239	127.094	144.625	1.341	0.536	0.578	0.084	103.000	3.000	155.436	321.792	134.159	123.233	138.091	1.969	0.674	0.122	-0.425
