dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)
10.000	11.000	10.000	115.056	180.974	110.134	108.114	116.308	2.555	-0.785	-0.776	-0.000	11.000	10.000	122.609	180.974	108.548	104.833	110.846	7.520	0.149	0.062	-0.062	11.000	10.000	116.952	180.974	110.414	107.969	112.222	3.036	-0.027	0.144	0.082	11.000	10.000	110.148	180.974	106.471	105.406	110.400	2.606	-0.333	0.065	0.325	28.000	10.000	116.034	178.009	109.770	107.839	110.481	1.360	0.038	-0.004	-0.043	41.000	10.000	120.804	180.294	115.094	115.185	117.889	1.479	0.130	0.091	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11.000	12.000	11.000	115.767	182.132	110.403	107.273	114.312	6.137	3.582	3.097	-0.087	12.000	11.000	116.675	182.132	109.039	103.926	108.800	7.371	-0.149	-0.000	0.062	12.000	11.000	117.923	182.132	110.355	107.914	113.700	3.128	0.092	0.081	-0.044	12.000	11.000	109.857	182.132	109.000	108.071	113.133	3.161	0.555	0.130	-0.390	29.000	11.000	118.250	177.929	110.795	108.848	114.042	1.471	0.111	-0.020	-0.129	42.000	11.000	118.556	182.139	111.915	111.545	117.333	1.541	0.062	0.134	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12.000	13.000	12.000	118.481	182.083	111.818	111.103	114.667	2.352	-3.785	-3.149	0.048	13.000	12.000	124.279	182.083	108.386	106.321	117.000	7.731	0.360	0.166	-0.083	13.000	12.000	118.667	182.083	109.289	106.970	110.952	3.246	0.119	0.226	0.062	13.000	12.000	107.667	182.083	106.792	106.273	109.500	2.105	-1.056	0.197	1.167	30.000	12.000	114.484	177.981	110.800	107.500	113.000	1.444	-0.027	-0.103	-0.062	43.000	12.000	119.553	180.132	113.832	112.893	122.900	1.265	-0.276	0.000	0.183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13.000	14.000	13.000	116.296	182.224	111.138	108.892	114.760	2.555	0.203	0.137	-0.000	14.000	13.000	119.733	182.224	108.434	106.143	111.833	7.620	-0.111	-0.021	0.082	14.000	13.000	115.571	182.224	109.251	108.143	112.714	2.809	-0.437	-0.040	0.364	14.000	13.000	112.259	182.224	108.021	106.034	111.867	3.096	0.991	0.065	-0.845	31.000	13.000	117.667	176.660	111.308	108.324	117.111	1.490	0.046	-0.115	-0.097	44.000	13.000	121.625	180.177	114.929	112.688	119.944	1.671	0.406	-0.049	-0.324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14.000	15.000	14.000	114.533	180.078	111.621	110.000	113.759	2.341	-0.214	-0.184	-0.000	15.000	14.000	114.200	180.078	108.084	106.935	121.750	7.306	-0.314	0.082	0.411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	14.000	111.429	180.078	107.824	107.759	115.200	3.172	0.076	0.136	-0.000	32.000	14.000	116.697	175.773	110.379	108.571	112.000	1.593	0.103	0.347	0.238	45.000	14.000	118.767	181.584	114.467	113.200	118.583	1.441	-0.230	-0.100	0.175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15.000	16.000	15.000	117.467	180.523	111.104	111.576	119.125	2.398	0.057	-0.188	-0.236	16.000	15.000	117.488	180.523	107.897	105.097	111.909	7.084	-0.222	-0.000	0.184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	15.000	112.556	180.523	108.014	107.758	113.933	3.153	-0.019	-0.000	0.061	33.000	15.000	112.167	175.817	109.427	106.931	111.176	1.176	-0.417	0.013	0.331	46.000	15.000	118.610	181.199	115.560	113.000	121.455	1.192	-0.249	-0.129	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
16.000	17.000	16.000	116.000	181.394	110.291	110.200	113.545	2.279	-0.119	-0.026	0.039	17.000	16.000	113.282	181.394	107.001	105.448	112.500	6.621	-0.463	-0.062	0.309	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	16.000	112.370	181.394	108.314	106.323	113.471	3.348	0.195	-0.130	-0.322	34.000	16.000	114.978	178.335	109.980	108.519	115.250	1.785	0.609	5.575E-16	-0.422	47.000	16.000	117.681	182.376	112.205	109.241	118.444	1.249	0.057	-0.009	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17.000	18.000	17.000	121.345	179.755	112.340	108.524	111.812	2.244	-0.035	-0.437	-0.289	18.000	17.000	114.233	179.755	107.813	106.968	113.071	6.602	-0.019	-0.000	0.040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	17.000	113.400	179.755	107.313	106.484	112.308	3.811	0.463	0.195	-0.260	35.000	17.000	117.413	179.930	109.567	106.562	109.545	2.099	0.314	0.084	-0.176	48.000	17.000	120.044	180.727	116.165	114.241	118.250	1.165	-0.084	-0.105	-0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18.000	19.000	18.000	115.893	178.777	110.032	108.818	110.429	2.057	-0.187	0.365	0.362	19.000	18.000	112.522	178.777	107.127	104.357	108.647	6.483	-0.119	-0.021	0.082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	18.000	109.185	178.777	107.825	107.207	110.684	3.673	-0.138	0.133	0.260	36.000	18.000	114.861	177.138	109.638	107.118	114.083	1.885	-0.214	-0.000	0.086	49.000	18.000	118.140	183.353	116.908	113.778	123.300	1.146	-0.019	0.046	0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19.000	20.000	19.000	111.722	177.499	111.536	110.429	113.704	1.476	-0.582	-0.535	0.111	20.000	19.000	113.860	177.499	107.025	104.964	111.091	6.464	-0.019	0.166	0.206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	19.000	109.852	177.499	107.420	107.815	123.500	3.627	-0.046	0.063	0.065	37.000	19.000	115.118	179.377	111.646	112.367	118.615	1.950	0.065	-0.115	-0.201	50.000	19.000	120.424	181.879	115.356	114.125	117.783	0.905	-0.241	-0.040	0.040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20.000	21.000	20.000	119.600	178.952	111.724	108.968	115.833	1.609	0.133	-0.116	-0.291	21.000	20.000	115.913	178.952	107.792	108.000	115.167	6.326	-0.138	-0.000	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	20.000	107.556	178.952	106.856	107.000	113.571	3.505	-0.122	0.134	0.324	38.000	20.000	116.050	179.125	110.350	107.485	111.957	2.225	0.276	0.177	-0.032	51.000	20.000	118.471	180.780	114.753	111.967	122.636	0.905	0.000	0.043	0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21.000	22.000	21.000	114.095	177.836	111.359	109.867	118.000	1.533	-0.076	0.340	0.514	22.000	21.000	112.692	177.836	106.855	106.929	112.312	5.909	-0.417	0.062	0.369	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	21.000	106.000	177.836	106.436	105.692	107.636	3.562	0.057	0.192	0.065	39.000	21.000	120.265	179.008	111.521	109.444	114.778	2.260	0.035	0.073	-0.037	52.000	21.000	119.462	180.966	114.810	113.800	119.591	1.016	0.111	-0.040	-0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
22.000	23.000	22.000	113.306	178.585	111.990	109.828	119.833	1.135	-0.398	-0.183	0.102	23.000	22.000	114.452	178.585	106.706	106.520	111.091	6.242	0.333	-0.040	-0.288	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	22.000	113.370	178.585	107.937	107.250	111.650	4.656	1.094	0.134	-0.912	40.000	22.000	115.378	180.208	113.462	112.545	116.400	0.532	-1.728	0.715	-0.455	53.000	22.000	117.650	180.669	115.559	112.893	118.000	1.100	0.084	0.043	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23.000	24.000	23.000	123.516	178.448	111.105	110.000	120.833	1.950	0.815	0.288	-0.576	24.000	23.000	115.444	178.448	108.085	106.697	115.111	6.399	0.157	0.062	-0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	23.000	111.214	178.448	108.091	107.346	122.667	4.721	0.065	-0.000	-0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	23.000	122.263	181.131	116.634	114.545	118.739	0.951	-0.149	-0.049	0.043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24.000	25.000	24.000	115.344	178.103	109.064	105.409	115.375	1.809	-0.141	0.041	0.247	25.000	24.000	117.400	178.103	108.305	107.448	115.333	6.334	-0.065	-0.000	-0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	24.000	112.481	178.103	108.701	107.179	110.368	5.149	0.428	0.195	-0.263	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	24.000	118.375	181.436	115.473	114.774	122.188	0.982	0.031	-0.124	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
25.000	26.000	25.000	114.833	177.084	111.684	110.600	119.375	1.219	-0.590	-0.022	0.328	26.000	25.000	117.238	177.084	107.012	105.739	116.500	5.909	-0.425	-0.000	0.432	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	25.000	118.214	177.084	108.044	107.345	113.154	5.371	0.222	-0.065	-0.257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	25.000	118.564	179.085	111.243	111.857	116.941	0.798	-0.184	0.034	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
26.000	27.000	26.000	115.889	175.783	112.012	110.719	112.882	1.506	0.287	-0.067	-0.256	27.000	26.000	115.846	175.783	108.103	108.111	112.214	5.818	-0.092	0.062	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	26.000	110.200	175.783	108.335	106.719	112.562	5.425	0.054	0.193	0.260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	26.000	121.854	180.268	116.579	115.077	127.000	0.970	0.173	-0.054	-0.108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
27.000	28.000	27.000	115.667	178.009	111.842	111.103	114.667	1.422	-0.084	0.058	0.174	28.000	27.000	116.205	178.009	107.554	106.031	110.556	6.028	0.211	0.144	-0.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	27.000	115.100	178.009	108.504	106.320	112.500	5.807	0.382	0.065	-0.390	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	27.000	120.357	180.495	115.174	114.474	132.300	0.854	-0.116	-0.039	0.078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
28.000	29.000	28.000	114.794	177.929	110.195	109.111	114.040	1.457	0.035	0.198	0.036	29.000	28.000	114.810	177.929	108.083	104.600	114.333	5.929	-0.100	-0.000	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	28.000	116.593	177.929	108.852	106.862	109.840	5.926	0.119	0.133	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	28.000	119.805	179.823	115.324	113.731	120.938	0.903	0.048	0.010	-0.081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
29.000	30.000	29.000	113.871	177.981	111.227	108.852	113.941	1.173	-0.284	0.032	0.274	30.000	29.000	114.071	177.981	107.686	106.393	112.200	6.066	0.138	0.062	-0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	29.000	109.207	177.981	107.158	107.129	114.200	5.406	-0.520	0.133	0.652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	29.000	120.086	177.975	114.833	113.769	118.800	0.783	-0.119	0.046	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
30.000	31.000	30.000	110.548	176.660	109.563	110.741	113.722	1.030	-0.143	-1.650E-15	0.368	31.000	30.000	113.000	176.660	106.411	105.423	108.938	5.688	-0.379	-0.184	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	30.000	109.481	176.660	107.302	106.200	110.600	5.027	-0.379	0.065	0.389	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	30.000	121.829	179.506	115.760	113.172	120.450	0.868	0.084	0.049	-0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
31.000	32.000	31.000	112.892	175.773	111.529	109.688	116.857	1.062	0.032	-0.081	-0.313	32.000	31.000	115.167	175.773	107.472	105.484	111.308	6.001	0.314	0.041	-0.206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	31.000	110.889	175.773	107.724	106.387	110.792	5.647	0.620	0.065	-0.523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	31.000	119.512	178.390	113.090	111.576	118.400	1.154	0.286	0.142	-0.102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
32.000	33.000	32.000	114.400	175.817	110.912	111.321	117.875	1.525	0.463	0.306	-0.108	33.000	32.000	115.256	175.817	107.333	105.630	109.444	5.818	-0.184	-0.144	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	32.000	108.821	175.817	106.668	103.733	109.500	5.593	-0.054	0.069	0.069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	32.000	123.250	178.729	116.203	114.290	128.143	1.027	-0.127	-0.312	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
33.000	34.000	33.000	112.100	178.335	111.033	107.154	116.818	1.809	0.284	0.200	-0.090	34.000	33.000	116.844	178.335	107.659	107.609	112.111	5.974	0.157	-0.062	-0.206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	33.000	111.000	178.335	106.723	104.897	111.600	5.742	0.149	0.069	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	33.000	119.048	181.412	112.691	110.714	115.588	1.054	0.027	0.394	0.218	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
34.000	35.000	34.000	115.457	179.930	110.207	108.115	111.762	2.157	0.349	0.494	0.049	35.000	34.000	121.077	179.930	109.063	106.750	111.400	6.242	0.268	-0.000	-0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	34.000	111.964	179.930	107.115	106.370	110.588	5.609	-0.133	-0.124	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	34.000	118.956	180.522	114.719	112.655	121.667	0.962	-0.092	-0.198	-0.108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
35.000	36.000	35.000	113.167	177.138	110.469	105.444	115.286	2.027	-0.130	-0.022	0.082	36.000	35.000	115.567	177.138	108.366	105.036	109.000	5.844	-0.398	-0.020	0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	35.000	109.571	177.138	107.132	106.826	112.929	5.655	0.046	0.065	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	35.000	118.286	181.103	113.833	111.771	117.056	1.054	0.092	0.051	0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36.000	37.000	36.000	113.407	179.377	109.354	108.806	116.333	2.276	0.249	0.363	0.092	37.000	36.000	113.077	179.377	108.181	106.067	109.769	5.929	0.084	-0.124	-0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	36.000	112.667	179.377	107.911	107.440	109.208	4.775	-0.880	-0.855	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	36.000	119.128	179.286	115.786	116.867	120.227	1.119	0.065	0.043	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
37.000	38.000	37.000	112.323	179.125	110.136	109.929	114.941	1.989	-0.287	-0.323	-0.092	38.000	37.000	112.310	179.125	106.914	105.688	110.467	5.531	-0.398	0.083	0.534	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	37.000	107.667	179.125	106.772	105.720	108.688	4.228	-0.547	-0.065	0.454	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	37.000	119.238	178.779	114.786	112.647	115.219	0.970	-0.149	-0.036	0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
38.000	39.000	38.000	112.765	179.008	110.378	108.871	114.550	2.747	0.758	0.506	-0.137	39.000	38.000	117.083	179.008	108.255	104.037	111.444	5.596	0.065	-0.101	-0.268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	38.000	109.185	179.008	107.492	106.586	112.182	5.422	1.194	1.118	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	38.000	117.289	177.923	112.113	111.182	112.600	0.924	-0.046	0.088	0.120	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
39.000	40.000	39.000	113.000	180.208	110.767	109.818	113.500	2.636	-0.111	0.046	0.092	40.000	39.000	114.067	180.208	108.020	105.931	110.333	5.317	-0.279	0.043	0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	39.000	112.370	180.208	108.115	106.967	109.400	5.395	-0.027	0.007	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	39.000	119.383	178.769	112.675	109.966	113.905	1.211	0.287	0.087	-0.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40.000	41.000	40.000	112.098	180.294	108.512	108.314	113.800	5.357	2.722	2.209	-0.090	41.000	40.000	113.467	180.294	108.061	105.000	109.952	5.087	-0.230	-0.101	0.081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	40.000	111.000	180.294	107.601	105.536	109.312	5.039	-0.355	0.032	0.374	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	40.000	118.780	178.035	113.263	111.645	114.885	1.173	-0.038	0.000	0.015	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
41.000	42.000	41.000	114.844	182.139	109.203	107.472	109.853	5.116	-0.241	9.285E-4	0.137	42.000	41.000	112.515	182.139	106.706	104.143	108.316	4.976	-0.111	-0.124	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	41.000	111.667	182.139	107.297	106.087	110.667	5.169	0.130	-0.000	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	41.000	120.675	175.492	113.745	112.036	118.111	1.257	0.084	0.090	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42.000	43.000	42.000	121.241	180.132	110.511	106.767	115.000	5.866	0.750	-0.041	-0.508	43.000	42.000	114.107	180.132	107.617	106.714	112.000	4.578	-0.398	-0.019	0.268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	42.000	107.296	180.132	106.773	106.520	114.571	4.420	-0.750	0.128	0.843	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	42.000	117.722	177.738	112.560	112.033	116.526	0.951	-0.306	-0.091	0.053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43.000	44.000	43.000	115.528	180.177	109.778	109.914	124.714	2.441	-3.425	-2.481	0.332	44.000	43.000	112.333	180.177	107.152	104.633	109.533	4.819	0.241	-0.185	-0.206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	43.000	110.259	180.177	107.322	106.000	111.000	4.363	-0.057	-0.128	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	43.000	118.139	176.690	113.643	111.448	116.556	1.035	0.084	0.020	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44.000	45.000	44.000	127.733	181.584	111.197	109.857	116.105	3.416	0.975	0.035	-0.536	45.000	44.000	113.244	181.584	107.372	107.867	114.000	4.949	0.130	0.062	-0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	44.000	110.963	181.584	106.658	105.875	109.429	4.921	0.558	-0.000	-0.514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	44.000	117.000	178.336	113.203	113.133	117.889	0.943	-0.092	-0.198	-0.054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
45.000	46.000	45.000	112.219	181.199	110.237	109.971	118.214	5.078	1.663	2.436	0.512	46.000	45.000	112.051	181.199	107.502	105.519	107.545	4.800	-0.149	0.062	0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	45.000	108.926	181.199	107.136	105.871	111.706	5.051	0.130	0.055	-0.129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	45.000	119.059	175.577	113.521	112.267	119.062	0.970	0.027	0.180	0.180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46.000	47.000	46.000	113.472	182.376	108.091	107.870	112.133	3.053	-2.026	-1.870	-0.044	47.000	46.000	114.436	182.376	107.981	103.680	107.357	4.884	0.084	0.021	-0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	46.000	111.926	182.376	107.416	105.571	109.778	5.766	0.715	0.057	-0.653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	46.000	119.364	176.319	111.941	110.767	113.346	0.878	-0.092	0.228	0.114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47.000	48.000	47.000	113.214	180.727	109.078	110.031	114.222	2.923	-0.130	-0.400	-0.140	48.000	47.000	115.214	180.727	107.518	106.036	111.800	4.781	-0.103	0.123	0.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	47.000	110.000	180.727	107.348	108.061	112.227	5.265	-0.501	-0.065	0.460	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	47.000	113.567	174.482	111.024	110.094	115.267	0.970	0.092	0.057	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48.000	49.000	48.000	127.226	183.353	110.443	107.938	109.581	3.569	0.647	0.075	-0.530	49.000	48.000	111.963	183.353	106.772	105.750	115.167	4.735	-0.046	0.144	0.206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	48.000	112.400	183.353	106.897	106.588	110.350	6.087	0.823	-0.000	-0.646	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	48.000	120.400	172.598	112.552	108.065	119.875	1.563	0.593	0.145	-0.178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49.000	50.000	49.000	117.214	181.879	110.234	108.773	115.750	3.620	0.051	0.338	0.209	50.000	49.000	114.056	181.879	107.776	106.333	110.929	5.263	0.528	0.062	-0.329	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	49.000	113.444	181.879	107.344	106.964	109.818	6.014	-0.073	0.137	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	49.000	117.583	173.838	110.945	108.296	119.750	1.514	-0.049	0.250	0.071	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50.000	51.000	50.000	118.679	180.780	110.981	108.192	114.059	3.302	-0.318	-0.434	-0.050	51.000	50.000	111.000	180.780	107.139	106.219	112.000	5.087	-0.176	-0.062	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.000	50.000	110.963	180.780	107.423	106.161	109.368	5.739	-0.276	-0.142	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.000	50.000	119.211	173.745	111.325	109.714	124.800	1.744	0.230	0.115	-0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
