 	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)
1	-20.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.000	427.000	251.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.000	403.000	271.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	397.000	271.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2	-19.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.000	428.000	250.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.000	403.000	274.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	396.000	272.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3	-18.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.000	427.000	250.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.000	403.000	275.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	398.000	269.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4	-17.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.000	427.000	249.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.000	403.000	275.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	397.000	270.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5	-16.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000	405.000	170.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.000	423.000	251.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.000	403.000	275.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	396.000	270.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6	-15.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000	405.000	171.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.000	416.000	259.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.000	403.000	275.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	395.000	272.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7	-14.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.000	406.000	172.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.000	417.000	257.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	404.000	274.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	394.000	272.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8	-13.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.000	406.000	173.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.000	419.000	255.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	403.000	275.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	390.000	283.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9	-12.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.000	407.000	173.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.000	417.000	258.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	403.000	273.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	388.000	285.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
10	-11.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.000	409.000	172.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.000	416.000	259.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	403.000	273.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	386.000	289.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11	-10.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.000	409.000	173.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	419.000	255.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	403.000	271.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	384.000	291.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12	-9.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.000	407.000	175.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	421.000	254.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	403.000	272.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	381.000	298.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13	-8.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.000	410.000	174.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	419.000	255.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	403.000	269.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	379.000	300.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14	-7.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.000	411.000	172.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	415.000	261.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	403.000	270.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	379.000	300.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15	-6.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.000	410.000	169.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	422.000	252.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	403.000	270.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	376.000	303.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
16	-5.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.000	411.000	171.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	415.000	259.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	403.000	272.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	376.000	304.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17	-4.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	411.000	172.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	414.000	261.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	403.000	272.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	377.000	302.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18	-3.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	411.000	171.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	415.000	260.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	402.000	274.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	378.000	301.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19	-2.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	410.000	169.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	414.000	262.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	402.000	274.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	378.000	302.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20	-1.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	408.000	169.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	415.000	261.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	402.000	274.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	328.000	372.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
