dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)
-20.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	-20.000	164.118	524.898	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	-20.000	186.231	526.453	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-19.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	-19.000	162.000	531.680	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	-19.000	174.080	519.809	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-18.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	-18.000	152.176	513.440	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	-18.000	187.500	511.520	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-17.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	-17.000	162.176	507.344	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	-17.000	174.600	515.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-16.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	-16.000	156.294	511.245	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	-16.000	194.231	512.931	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-15.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000	-15.000	258.594	537.733	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	-15.000	156.412	517.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	-15.000	203.000	509.071	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-14.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.000	-14.000	260.625	522.677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	-14.000	158.118	520.881	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	-14.000	211.520	501.302	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-13.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.000	-13.000	254.300	520.389	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	-13.000	149.647	519.614	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	-13.000	174.385	519.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-12.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.000	-12.000	255.700	515.151	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	-12.000	167.471	518.659	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	-12.000	172.235	509.172	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-11.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.000	-11.000	267.057	521.901	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	-11.000	160.647	526.453	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	-11.000	164.550	505.174	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-10.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.000	-10.000	262.606	525.368	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	-10.000	148.882	519.809	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	-10.000	181.000	501.841	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-9.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.000	-9.000	266.370	529.669	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	-9.000	167.235	511.520	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	-9.000	214.500	486.686	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-8.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.000	-8.000	264.286	521.896	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	-8.000	152.647	515.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	-8.000	200.360	485.489	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-7.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.000	-7.000	279.886	510.600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	-7.000	156.150	512.931	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	-7.000	197.036	489.111	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-6.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.000	-6.000	287.639	521.862	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	-6.000	159.412	509.071	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	-6.000	199.111	487.484	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-5.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.000	-5.000	277.000	522.869	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	-5.000	164.471	501.302	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	-5.000	209.692	494.852	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-4.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	-4.000	263.970	524.898	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	-4.000	183.812	519.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	-4.000	213.233	496.908	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-3.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	-3.000	268.633	531.680	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	-3.000	176.906	509.172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	-3.000	216.769	498.957	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-2.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	-2.000	257.441	513.440	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	-2.000	174.034	505.174	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	-2.000	209.364	498.991	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	-1.000	262.194	507.344	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	-1.000	173.655	501.841	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	-1.000	195.450	497.663	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.000	1.000	0.000	239.433	537.733	154.575	128.233	144.385	13.112	0.000	NaN	NaN	1.000	0.000	162.364	537.733	150.069	130.886	161.000	7.463	0.000	NaN	NaN	1.000	0.000	190.881	537.733	146.210	130.567	148.556	8.745	0.000	NaN	NaN	1.000	0.000	156.972	537.733	151.639	131.000	150.533	8.209	0.000	NaN	NaN	1.000	0.000	173.238	537.733	142.171	125.906	138.800	6.748	0.000	NaN	NaN	1.000	0.000	204.891	537.733	144.371	145.139	163.571	14.873	0.000	NaN	NaN	1.000	0.000	161.933	537.733	147.566	142.972	176.125	14.232	0.000	NaN	NaN	1.000	0.000	186.929	537.733	148.987	126.943	138.842	18.860	0.000	NaN	NaN	16.000	0.000	228.857	511.245	160.442	135.094	145.524	2.336	2.336	NaN	NaN	32.000	0.000	166.822	486.686	144.862	126.824	135.250	15.743	15.743	NaN	NaN	41.000	0.000	177.565	498.730	159.750	143.364	152.800	1.479	1.479	NaN	NaN
1.000	2.000	1.000	221.811	522.677	150.200	128.688	140.929	12.871	-0.241	0.000	0.450	2.000	1.000	166.194	522.677	147.961	133.611	145.556	8.037	0.574	0.000	-0.535	2.000	1.000	178.690	522.677	145.037	122.114	132.208	8.856	0.111	0.000	-0.056	2.000	1.000	153.528	522.677	151.065	126.909	141.118	8.190	-0.019	0.061	0.061	2.000	1.000	166.154	522.677	137.404	127.867	139.800	6.664	-0.084	0.169	0.205	2.000	1.000	204.522	522.677	143.448	148.500	160.120	14.800	-0.073	-0.038	0.000	2.000	1.000	147.152	522.677	145.394	135.971	152.731	14.129	-0.103	0.115	0.230	2.000	1.000	151.697	522.677	143.424	121.515	139.667	16.113	-2.747	-0.000	2.543	17.000	1.000	234.500	517.145	164.151	140.882	157.412	2.363	0.027	0.000	-0.061	33.000	1.000	177.109	485.489	144.272	130.792	139.176	15.727	-0.016	-0.324	-0.234	42.000	1.000	186.022	492.432	156.669	151.906	166.000	3.271	1.793	1.972	0.227
2.000	3.000	2.000	175.741	520.389	144.620	125.938	137.125	11.988	-0.883	0.000	0.653	3.000	2.000	165.700	520.389	148.042	133.000	146.167	7.842	-0.195	0.000	0.062	3.000	2.000	206.826	520.389	148.769	124.824	147.429	9.556	0.701	0.000	-0.592	3.000	2.000	154.212	520.389	150.337	131.972	145.292	7.904	-0.287	-0.061	0.266	3.000	2.000	168.405	520.389	138.502	129.125	139.700	6.867	0.203	0.145	0.000	3.000	2.000	209.378	520.389	145.900	144.351	159.917	14.781	-0.019	0.053	0.037	3.000	2.000	158.152	520.389	145.555	135.028	161.067	14.294	0.165	0.208	0.057	3.000	2.000	153.833	520.389	142.695	126.364	144.786	15.264	-0.848	0.065	0.772	18.000	2.000	238.556	520.881	165.442	138.688	160.267	2.447	0.084	0.000	-0.032	34.000	2.000	174.783	489.111	144.928	132.000	137.304	15.562	-0.165	-0.215	-0.055	43.000	2.000	181.848	497.630	161.464	147.829	170.429	3.758	0.487	0.405	-0.102
3.000	4.000	3.000	145.028	515.151	140.799	125.771	144.250	6.718	-5.270	-0.065	5.271	4.000	3.000	156.273	515.151	146.177	131.528	142.955	7.926	0.084	0.000	0.000	4.000	3.000	195.289	515.151	145.938	127.133	140.867	9.326	-0.230	0.000	0.178	4.000	3.000	154.533	515.151	149.137	128.625	146.389	7.858	-0.046	-0.000	-0.061	4.000	3.000	177.619	515.151	139.564	125.759	133.300	6.913	0.046	0.230	0.145	4.000	3.000	181.659	515.151	145.561	142.969	158.765	13.820	-0.961	0.091	0.952	4.000	3.000	159.972	515.151	144.464	130.364	143.682	14.413	0.119	0.297	0.145	4.000	3.000	186.667	515.151	147.478	124.514	137.682	18.313	3.048	-0.065	-2.709	19.000	3.000	232.161	519.614	164.742	138.529	146.250	2.474	0.027	-0.029	0.029	35.000	3.000	179.304	487.484	142.931	126.833	135.571	15.800	0.238	0.055	-0.234	44.000	3.000	162.185	466.181	143.000	143.000	152.000	0.401	-3.357	-0.065	2.275
4.000	5.000	4.000	175.303	521.901	144.417	125.794	139.688	11.774	5.056	0.065	-4.886	5.000	4.000	159.515	521.901	148.044	134.176	143.941	7.517	-0.409	0.000	0.391	5.000	4.000	179.786	521.901	143.307	125.967	134.895	8.810	-0.517	0.000	0.412	5.000	4.000	171.905	521.901	151.890	132.750	149.105	9.736	1.878	-0.000	-1.622	5.000	4.000	172.619	521.901	140.271	128.867	135.130	7.097	0.184	0.375	0.205	5.000	4.000	192.044	521.901	145.721	137.129	149.050	14.069	0.249	0.091	-0.144	5.000	4.000	162.472	521.901	144.783	137.618	148.724	15.003	0.590	0.241	-0.258	5.000	4.000	145.444	521.901	142.973	121.424	132.316	13.822	-4.491	0.008	3.848	20.000	4.000	231.458	518.659	165.213	141.562	157.714	2.382	-0.092	0.031	0.000	36.000	4.000	184.191	494.852	144.301	125.480	132.050	15.984	0.184	0.090	-0.110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.000	6.000	5.000	147.889	525.368	143.363	128.629	141.222	10.022	-1.752	-0.065	1.503	6.000	5.000	164.500	525.368	148.480	132.000	142.455	8.110	0.593	0.000	-0.617	6.000	5.000	203.222	525.368	149.293	129.969	145.750	9.372	0.563	-0.089	-0.502	6.000	5.000	154.273	525.368	147.737	126.531	148.083	7.904	-1.833	0.023	1.680	6.000	5.000	171.762	525.368	135.206	125.375	133.095	7.234	0.138	0.120	0.000	6.000	5.000	192.133	525.368	145.648	137.323	145.815	14.356	0.287	0.038	-0.197	6.000	5.000	165.212	525.368	145.495	135.314	150.522	15.381	0.379	0.234	-0.113	6.000	5.000	175.148	525.368	146.834	128.800	138.500	16.419	2.597	-0.005	-2.512	21.000	5.000	242.955	526.453	161.853	136.774	161.000	2.436	0.054	0.000	-0.030	37.000	5.000	177.442	496.908	142.763	130.929	143.000	16.554	0.571	0.366	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
