 	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)	T (9)	Base X (9)	Base Y (9)	Tip X (9)	Tip Y (9)	||[body,base]|| (9)	||[base,tip]||  (9)	||[base,tip]|| : [body,base] (9)	[base,tip] ? [body,base] (9)	?||[base,tip]|| : [body,base] (9)	||[tip(t-1),tip(t)]|| : [base,tip] (9)	||[base(t-1),base(t)]|| : [base,tip] (9)	T (10)	Base X (10)	Base Y (10)	Tip X (10)	Tip Y (10)	||[body,base]|| (10)	||[base,tip]||  (10)	||[base,tip]|| : [body,base] (10)	[base,tip] ? [body,base] (10)	?||[base,tip]|| : [body,base] (10)	||[tip(t-1),tip(t)]|| : [base,tip] (10)	||[base(t-1),base(t)]|| : [base,tip] (10)	T (11)	Base X (11)	Base Y (11)	Tip X (11)	Tip Y (11)	||[body,base]|| (11)	||[base,tip]||  (11)	||[base,tip]|| : [body,base] (11)	[base,tip] ? [body,base] (11)	?||[base,tip]|| : [body,base] (11)	||[tip(t-1),tip(t)]|| : [base,tip] (11)	||[base(t-1),base(t)]|| : [base,tip] (11)
31	10.000	20.605	16.380	15.600	13.390	4.651	5.830	5.235	24.349	-0.132	-0.033	-0.089	10.000	32.825	19.110	33.280	17.160	9.755	2.002	0.686	6.688	0.051	0.063	-0.015	10.000	11.245	20.930	9.490	20.410	11.913	1.830	1.724	20.538	-0.969	-0.125	0.829	10.000	26.000	24.245	27.300	27.885	4.889	3.865	3.713	18.151	-0.010	0.210	0.206	10.000	34.515	22.880	33.930	25.740	11.668	2.919	0.067	0.782	0.072	0.064	0.013	10.000	23.075	24.310	14.885	33.800	4.031	12.535	9.621	38.777	-0.831	0.078	-0.141	20.000	28.210	17.225	31.135	15.730	6.619	3.285	3.223	21.332	0.145	0.028	-0.145	24.000	11.375	20.930	9.555	20.410	11.913	1.893	1.846	21.987	0.269	0.143	-0.125	35.000	15.990	21.905	15.275	22.035	8.842	0.727	0.712	6.295	-0.711	0.128	0.843	59.000	26.260	17.095	28.080	14.625	4.616	3.068	2.742	12.658	0.231	0.196	NaN	91.000	31.850	19.825	32.630	17.225	6.503	2.714	0.858	5.577	-0.037	0.062	-0.044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
32	11.000	20.930	16.510	15.730	13.390	3.995	6.064	4.839	19.334	-0.395	-0.111	-0.346	11.000	33.345	19.695	33.280	17.095	10.932	2.601	0.059	0.642	-0.627	0.065	-0.598	11.000	9.555	20.605	9.360	20.540	12.876	0.206	0.193	2.484	-1.531	0.082	1.706	11.000	25.935	23.855	27.300	28.080	5.057	4.440	3.989	20.170	0.276	0.186	-0.391	11.000	34.515	22.880	33.930	25.675	12.380	2.856	0.030	0.376	-0.037	-0.064	NaN	11.000	23.140	23.985	14.885	33.865	3.837	12.875	8.169	31.345	-1.452	0.050	-0.291	21.000	27.625	17.680	31.200	15.925	5.868	3.983	3.880	22.769	0.657	-0.028	-0.726	25.000	11.700	20.995	9.555	20.410	11.783	2.223	2.174	25.616	0.328	NaN	-0.331	36.000	16.315	21.840	15.210	22.035	8.450	1.122	1.103	9.325	0.392	0.064	-0.331	60.000	26.520	17.160	28.275	14.625	4.745	3.083	2.789	13.233	0.047	0.111	0.095	92.000	32.045	19.305	32.630	17.290	7.244	2.098	0.763	5.531	-0.094	-0.062	0.554	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
33	12.000	20.930	16.510	15.730	13.390	4.056	6.064	4.817	19.536	-0.022	NaN	NaN	12.000	33.280	19.955	33.345	17.225	10.860	2.731	0.147	1.593	0.088	-0.128	-0.261	12.000	9.620	20.605	9.490	20.670	12.809	0.145	0.132	1.686	-0.061	-0.058	-0.058	12.000	25.870	23.660	27.365	28.275	4.826	4.851	4.299	20.749	0.310	0.206	-0.206	12.000	34.645	22.880	33.930	25.675	12.494	2.885	-0.118	-1.470	-0.148	NaN	-0.032	12.000	23.075	24.180	14.820	33.670	3.954	12.578	8.004	31.645	-0.165	-0.104	0.190	22.000	28.210	17.225	31.135	15.925	6.396	3.201	3.111	19.900	-0.769	-0.059	0.719	26.000	11.830	20.930	9.685	20.475	11.741	2.193	2.175	25.540	0.001	-0.141	-0.114	37.000	15.600	21.970	15.145	22.100	9.647	0.473	0.463	4.470	-0.640	0.080	0.723	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	31.980	19.695	32.630	17.160	8.920	2.617	0.797	7.106	0.033	0.126	-0.394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
34	13.000	20.995	16.575	15.665	13.390	4.177	6.209	4.882	20.390	0.065	0.056	-0.089	13.000	33.280	20.020	33.215	17.355	10.800	2.666	0.047	0.511	-0.099	-0.127	-0.065	13.000	9.685	20.735	9.555	20.670	12.808	0.145	0.129	1.648	-0.003	-0.058	-0.116	13.000	25.805	23.465	27.495	28.470	4.464	5.283	4.607	20.567	0.308	0.226	-0.206	13.000	34.645	22.880	33.930	25.675	12.391	2.885	-0.159	-1.969	-0.041	NaN	NaN	13.000	22.880	24.570	14.625	33.605	4.114	12.238	8.212	33.779	0.208	0.084	0.419	23.000	28.145	17.095	30.940	15.860	6.543	3.056	2.920	19.105	-0.191	-0.152	-0.007	27.000	13.195	20.800	9.880	20.540	11.047	3.325	3.324	36.719	1.149	-0.199	-1.351	38.000	16.640	21.840	14.950	22.165	8.012	1.721	1.708	13.681	1.244	0.204	-1.046	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	32.045	19.760	32.630	17.290	9.069	2.538	0.795	7.212	-0.001	-0.127	-0.048	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
35	14.000	21.190	16.705	15.730	13.325	4.193	6.422	4.973	20.855	0.091	-0.021	-0.234	14.000	33.280	19.890	33.150	17.420	10.753	2.473	0.050	0.532	0.002	-0.061	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	25.675	23.270	27.495	28.470	4.061	5.509	4.727	19.198	0.120	NaN	-0.227	14.000	34.580	22.815	33.995	25.675	12.215	2.919	-0.074	-0.900	0.085	-0.013	-0.051	14.000	22.685	24.895	14.690	33.540	4.227	11.775	8.395	35.486	0.183	-0.092	0.371	24.000	28.015	17.160	30.875	15.795	6.485	3.169	3.023	19.604	0.103	-0.031	-0.145	28.000	12.285	20.930	9.880	20.540	11.602	2.436	2.435	28.253	-0.889	NaN	0.877	39.000	15.795	21.905	14.690	22.165	9.249	1.135	1.119	10.351	-0.588	0.253	0.837	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	32.045	19.630	32.695	17.225	9.054	2.491	0.804	7.280	0.009	0.080	0.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36	15.000	21.190	16.705	15.795	13.390	4.378	6.332	4.832	21.155	-0.141	-0.089	NaN	15.000	33.215	19.955	33.020	17.420	10.699	2.542	0.021	0.228	-0.028	0.010	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	25.610	22.945	27.495	28.535	3.696	5.899	4.704	17.386	-0.023	0.062	-0.329	15.000	34.515	22.880	33.930	25.675	12.129	2.856	-0.113	-1.365	-0.039	0.013	0.077	15.000	22.555	25.285	14.495	33.345	4.420	11.399	8.060	35.625	-0.335	1.174E-15	0.368	25.000	27.430	17.615	30.940	15.665	5.654	4.015	3.852	21.776	0.829	0.120	-0.732	29.000	13.650	20.735	9.815	20.475	10.829	3.844	3.834	41.519	1.399	0.069	-1.349	40.000	16.120	21.840	14.430	22.165	9.111	1.721	1.704	15.527	0.585	0.255	-0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	32.045	19.825	32.695	17.225	9.123	2.680	0.834	7.605	0.030	NaN	-0.189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
37	16.000	19.175	15.600	15.795	13.390	5.916	4.038	3.765	22.274	-1.067	NaN	2.291	16.000	33.345	19.955	33.215	17.420	10.735	2.538	-0.022	-0.241	-0.044	-0.010	-0.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	25.610	22.880	27.430	28.535	3.878	5.941	5.005	19.410	0.301	-0.020	-0.062	16.000	34.515	22.880	33.930	25.610	12.149	2.792	-0.018	-0.215	0.095	-0.064	NaN	16.000	22.490	25.350	14.430	33.345	4.942	11.353	8.204	40.543	0.144	0.046	0.092	26.000	27.820	17.225	30.810	15.470	6.349	3.467	3.314	21.041	-0.538	-0.013	0.534	30.000	13.650	20.735	9.750	20.475	10.804	3.909	3.903	42.166	0.069	0.065	NaN	41.000	16.445	21.840	14.170	22.230	8.914	2.308	2.290	20.411	0.586	0.267	-0.320	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	32.045	19.760	32.695	17.225	8.989	2.617	0.814	7.313	-0.020	NaN	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
38	17.000	21.190	16.640	15.795	13.455	4.749	6.265	4.781	22.701	1.016	-0.033	-2.264	17.000	33.475	19.305	33.345	17.420	10.878	1.889	0.187	2.036	0.210	-0.009	0.640	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	25.610	22.685	27.430	28.535	3.258	6.127	4.399	14.331	-0.606	NaN	-0.186	17.000	34.645	22.880	33.930	25.675	12.024	2.885	-0.299	-3.600	-0.282	0.063	-0.032	17.000	22.425	25.740	14.495	33.150	4.626	10.853	7.949	36.774	-0.256	-0.181	0.314	27.000	27.690	17.355	30.745	15.340	5.798	3.660	3.453	20.022	0.139	0.017	-0.180	31.000	13.715	20.735	9.490	20.410	10.847	4.237	4.226	45.841	0.323	0.264	-0.065	42.000	16.445	21.905	13.845	22.425	8.714	2.651	2.614	22.781	0.324	0.357	0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	32.045	19.760	32.695	17.160	8.985	2.680	0.799	7.183	-0.014	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
39	18.000	21.320	16.770	15.795	13.390	4.687	6.477	5.026	23.559	0.246	0.034	-0.179	18.000	33.540	19.500	33.345	17.485	10.793	2.024	0.123	1.327	-0.064	-0.065	-0.200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	25.740	23.075	27.430	28.470	3.425	5.654	4.380	15.003	-0.019	-0.062	0.411	18.000	34.710	22.815	33.995	25.610	11.941	2.885	-0.328	-3.917	-0.029	-0.079	-0.079	18.000	22.360	25.870	14.430	33.150	4.709	10.765	8.111	38.194	0.162	0.048	0.136	28.000	27.625	17.550	30.615	15.275	6.203	3.757	3.637	22.557	0.183	-0.064	-0.170	32.000	13.715	20.735	9.490	20.410	10.804	4.237	4.233	45.736	0.007	NaN	NaN	43.000	16.770	21.970	13.715	22.750	8.515	3.153	3.061	26.064	0.447	0.206	-0.299	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	32.045	19.890	32.890	17.030	8.974	2.982	0.928	8.323	0.128	0.180	-0.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40	19.000	21.190	16.705	15.795	13.390	4.877	6.332	5.034	24.551	0.008	NaN	0.145	19.000	33.605	20.150	33.475	17.485	10.717	2.668	0.145	1.559	0.023	-0.006	-0.652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	25.675	22.815	27.495	28.535	3.144	6.003	4.418	13.892	0.038	0.082	-0.267	19.000	34.645	22.880	33.930	25.610	11.812	2.822	-0.333	-3.929	-0.005	0.016	0.079	19.000	22.360	26.000	14.365	33.215	4.781	10.769	8.139	38.912	0.028	0.092	0.087	29.000	27.625	17.615	30.680	15.210	5.645	3.888	3.725	21.028	0.089	0.091	-0.040	33.000	12.610	20.865	9.490	20.410	11.370	3.153	3.150	35.820	-1.083	NaN	1.075	44.000	16.965	22.035	13.585	23.010	8.450	3.518	3.380	28.561	0.319	0.197	-0.169	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	32.045	19.890	33.020	16.705	6.700	3.331	1.098	7.356	0.170	0.349	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
41	20.000	21.255	16.770	15.795	13.390	4.877	6.422	5.118	24.961	0.084	NaN	-0.089	20.000	33.540	20.150	33.670	17.680	10.595	2.473	0.402	4.259	0.257	-0.184	-0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	25.675	22.880	27.430	28.405	3.088	5.797	4.306	13.296	-0.112	-0.144	0.062	20.000	34.580	22.880	33.995	25.675	11.675	2.856	-0.206	-2.408	0.126	0.050	0.013	20.000	22.295	26.065	14.365	33.280	4.799	10.721	8.316	39.905	0.177	0.044	0.092	30.000	27.625	17.550	30.680	15.210	5.539	3.848	3.687	20.424	-0.038	NaN	0.040	34.000	14.560	20.605	9.620	20.410	10.443	4.944	4.917	51.346	1.767	-0.130	-1.938	45.000	17.160	22.100	13.390	23.270	7.737	3.947	3.739	28.933	0.359	0.263	-0.167	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	32.110	19.825	33.020	16.705	9.041	3.250	1.022	9.236	-0.076	NaN	0.081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42	21.000	21.125	16.640	15.795	13.390	5.130	6.243	5.032	25.815	-0.086	NaN	0.179	21.000	33.540	20.150	33.735	17.745	10.538	2.413	0.476	5.011	0.074	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	25.675	22.880	27.365	28.470	2.999	5.840	4.252	12.751	-0.054	0.043	NaN	21.000	34.515	22.815	33.930	25.675	11.529	2.919	-0.226	-2.603	-0.019	0.013	-0.051	21.000	22.165	26.260	14.300	33.280	4.959	10.542	8.344	41.380	0.028	0.048	0.227	31.000	27.625	17.680	30.810	15.210	5.661	4.031	3.834	21.704	0.147	0.103	-0.080	35.000	14.430	20.605	9.685	20.475	10.507	4.747	4.715	49.542	-0.202	-0.067	0.130	46.000	17.095	22.165	13.195	23.465	7.932	4.111	3.867	30.674	0.128	0.247	0.082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	32.110	19.825	33.085	16.640	8.909	3.331	0.882	7.854	-0.140	0.081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43	22.000	20.150	16.055	15.730	13.325	5.886	5.195	4.597	27.057	-0.435	0.089	1.137	22.000	33.800	20.280	34.060	17.745	10.693	2.548	0.460	4.914	-0.016	0.033	-0.103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	25.740	23.140	27.170	28.600	3.289	5.644	4.475	14.720	0.223	0.076	0.268	22.000	34.515	22.815	33.995	25.675	11.500	2.907	-0.094	-1.082	0.132	-0.012	NaN	22.000	22.230	26.325	14.300	33.280	5.279	10.548	8.218	43.382	-0.126	NaN	-0.006	32.000	27.625	17.680	30.875	15.210	5.395	4.082	3.912	21.108	0.078	0.052	NaN	36.000	14.300	20.605	9.880	20.475	10.545	4.422	4.402	46.424	-0.313	-0.195	0.130	47.000	17.225	22.165	13.000	23.530	7.801	4.440	4.202	32.778	0.335	0.206	-0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	32.110	19.760	33.215	16.380	8.909	3.556	1.006	8.961	0.124	0.288	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44	23.000	21.060	16.640	15.665	13.260	5.207	6.366	5.302	27.610	0.705	0.090	-1.082	23.000	33.995	20.085	34.255	17.680	10.868	2.419	0.546	5.932	0.086	0.086	0.215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	25.675	22.880	27.105	28.535	2.887	5.833	4.152	11.986	-0.323	-0.079	-0.268	23.000	34.970	22.815	33.995	25.675	11.852	3.022	-0.623	-7.381	-0.529	NaN	-0.147	23.000	22.230	26.260	14.300	33.280	4.972	10.591	8.439	41.954	0.221	NaN	-0.043	33.000	27.690	17.615	30.810	15.210	5.809	3.939	3.855	22.393	-0.058	-0.051	0.091	37.000	15.145	20.540	10.010	20.605	10.100	5.135	5.118	51.689	0.715	-0.128	-0.846	48.000	17.095	22.165	12.610	23.595	8.061	4.707	4.461	35.963	0.260	0.391	0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	32.045	19.955	33.345	16.250	8.849	3.926	1.135	10.047	0.130	0.166	-0.206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
45	24.000	21.060	16.640	15.600	13.195	5.412	6.456	5.374	29.085	0.072	0.090	NaN	24.000	33.995	20.150	34.190	17.680	10.820	2.478	0.520	5.623	-0.026	-0.005	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	25.740	23.140	26.975	28.535	2.921	5.535	3.925	11.467	-0.226	-0.029	0.268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	21.970	26.715	14.235	33.280	5.297	10.145	8.263	43.767	-0.176	0.050	0.493	34.000	27.755	17.615	30.745	15.275	5.319	3.797	3.581	19.046	-0.274	-0.091	0.051	38.000	14.170	20.605	9.945	20.540	10.489	4.226	4.220	44.261	-0.898	0.066	0.974	49.000	17.420	22.100	12.415	23.595	7.930	5.224	4.993	39.592	0.531	0.187	-0.330	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	32.110	19.825	33.410	16.120	8.971	3.926	1.246	11.179	0.111	0.144	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46	25.000	20.540	16.315	15.535	13.195	6.080	5.898	5.143	31.269	-0.231	0.055	0.613	25.000	33.995	20.020	34.190	17.615	10.655	2.413	0.560	5.961	0.040	0.065	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	25.740	22.880	26.910	28.730	2.589	5.966	3.819	9.887	-0.106	0.178	-0.255	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	21.775	27.170	14.170	33.410	5.778	9.837	8.192	47.328	-0.071	0.133	0.439	35.000	27.755	17.485	30.550	15.405	5.464	3.484	3.253	17.775	-0.327	-0.234	0.078	39.000	14.755	20.540	10.010	20.605	10.300	4.745	4.726	48.680	0.507	-0.064	-0.586	50.000	17.095	22.165	12.220	23.660	8.256	5.099	4.851	40.049	-0.142	0.205	0.330	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	32.110	19.760	33.410	16.055	6.760	3.926	1.336	9.029	0.089	0.061	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47	26.000	20.735	16.380	15.470	13.130	6.192	6.187	5.277	32.672	0.134	0.089	-0.200	26.000	34.060	19.825	34.190	17.615	10.733	2.214	0.556	5.966	-0.004	NaN	0.198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	25.740	23.140	27.040	28.730	2.532	5.739	3.862	9.777	0.043	0.029	0.253	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	21.580	27.560	15.665	33.800	5.982	8.598	7.827	46.821	-0.364	-0.745	0.417	36.000	27.755	17.550	30.420	15.535	5.283	3.341	3.170	16.744	-0.084	-0.182	-0.039	40.000	15.210	20.475	10.010	20.605	10.051	5.202	5.167	51.934	0.440	NaN	-0.456	51.000	17.095	22.165	12.220	23.660	8.324	5.099	4.826	40.171	-0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	32.110	19.825	33.410	16.055	6.825	3.988	1.264	8.627	-0.072	NaN	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48	27.000	20.605	16.315	15.470	13.065	6.690	6.077	5.491	36.736	0.214	0.035	0.145	27.000	34.060	19.695	34.255	17.550	10.139	2.154	0.671	6.806	0.116	0.071	0.129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	25.805	23.270	27.170	28.730	2.081	5.628	4.477	9.316	0.615	0.032	0.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	21.385	27.625	15.925	33.865	6.308	8.292	8.013	50.548	0.186	-0.122	0.177	37.000	27.755	17.550	30.290	15.535	4.489	3.238	3.094	13.892	-0.075	-0.102	NaN	41.000	15.470	20.410	9.945	20.605	9.935	5.528	5.474	54.384	0.307	0.065	-0.262	52.000	17.290	22.100	12.155	23.790	8.199	5.406	5.049	41.397	0.223	0.102	-0.206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	32.110	19.825	33.475	15.990	6.825	4.071	1.328	9.067	0.064	0.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49	28.000	20.930	16.510	15.405	13.065	6.570	6.511	5.507	36.179	0.016	0.055	-0.379	28.000	34.125	19.695	34.320	17.680	10.689	2.024	0.703	7.516	0.032	-0.123	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	25.740	22.880	26.975	28.665	2.002	5.915	2.517	5.040	-1.960	-0.104	-0.395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	20.930	28.535	15.990	33.800	6.746	7.220	6.863	46.298	-1.151	-0.092	0.975	38.000	27.820	17.615	30.290	15.600	4.886	3.188	3.138	15.333	0.044	-0.041	0.009	42.000	15.015	20.475	10.010	20.605	10.207	5.007	4.957	50.599	-0.517	-0.065	0.457	53.000	17.225	22.035	11.960	23.855	8.271	5.571	5.140	42.516	0.091	0.206	0.040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	32.175	19.760	33.475	15.990	9.295	3.988	1.300	12.084	-0.028	NaN	0.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50	29.000	20.735	16.380	15.340	13.065	6.890	6.332	5.665	39.031	0.158	0.055	0.234	29.000	34.125	19.695	34.320	17.745	10.074	1.960	0.679	6.845	-0.024	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	25.740	22.750	26.780	28.405	1.461	5.750	2.985	4.360	0.468	-0.291	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	21.190	28.015	16.185	33.800	6.604	7.650	7.482	49.407	0.619	-0.128	-0.563	39.000	27.820	17.680	30.095	15.925	4.589	2.873	2.778	12.747	-0.361	-0.353	-0.040	43.000	15.340	20.475	10.010	20.605	10.047	5.332	5.257	52.821	0.300	NaN	-0.325	54.000	16.965	22.100	11.700	23.790	8.345	5.530	5.117	42.706	-0.023	0.228	0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	32.110	19.825	33.540	15.860	9.231	4.215	1.374	12.683	0.074	0.144	-0.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
