 	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)	T (9)	Base X (9)	Base Y (9)	Tip X (9)	Tip Y (9)	||[body,base]|| (9)	||[base,tip]||  (9)	||[base,tip]|| : [body,base] (9)	[base,tip] ? [body,base] (9)	?||[base,tip]|| : [body,base] (9)	||[tip(t-1),tip(t)]|| : [base,tip] (9)	||[base(t-1),base(t)]|| : [base,tip] (9)	T (10)	Base X (10)	Base Y (10)	Tip X (10)	Tip Y (10)	||[body,base]|| (10)	||[base,tip]||  (10)	||[base,tip]|| : [body,base] (10)	[base,tip] ? [body,base] (10)	?||[base,tip]|| : [body,base] (10)	||[tip(t-1),tip(t)]|| : [base,tip] (10)	||[base(t-1),base(t)]|| : [base,tip] (10)	T (11)	Base X (11)	Base Y (11)	Tip X (11)	Tip Y (11)	||[body,base]|| (11)	||[base,tip]||  (11)	||[base,tip]|| : [body,base] (11)	[base,tip] ? [body,base] (11)	?||[base,tip]|| : [body,base] (11)	||[tip(t-1),tip(t)]|| : [base,tip] (11)	||[base(t-1),base(t)]|| : [base,tip] (11)
11	-10.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000	437.000	268.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.000	178.000	318.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	256.000	326.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	398.000	261.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	463.000	296.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	365.000	262.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12	-9.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000	437.000	268.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.000	179.000	318.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	253.000	326.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	398.000	260.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	464.000	296.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	365.000	261.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13	-8.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.000	437.000	267.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.000	181.000	318.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	253.000	328.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	398.000	260.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	463.000	296.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	354.000	259.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14	-7.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.000	437.000	266.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.000	188.000	318.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	257.000	329.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	398.000	260.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	463.000	297.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	352.000	257.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15	-6.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.000	437.000	266.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.000	188.000	318.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	256.000	328.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	398.000	259.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	463.000	296.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	347.000	252.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
16	-5.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.000	436.000	266.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.000	179.000	315.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	257.000	329.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	398.000	258.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	463.000	297.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	353.000	252.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17	-4.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.000	433.000	266.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.000	165.000	314.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	261.000	335.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	398.000	256.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	464.000	297.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	365.000	250.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18	-3.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.000	430.000	266.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.000	144.000	317.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	259.000	335.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	398.000	252.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	463.000	296.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	365.000	241.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19	-2.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.000	443.000	254.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	143.000	314.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	258.000	335.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	398.000	249.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	464.000	296.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	365.000	234.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20	-1.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.000	455.000	254.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	144.000	314.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	256.000	335.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	398.000	246.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	465.000	294.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	365.000	230.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21	0.000	18.785	15.405	15.145	13.065	8.241	4.327	4.327	35.659	NaN	NaN	NaN	0.000	33.410	19.890	33.605	17.810	7.670	2.089	0.177	1.360	NaN	NaN	NaN	0.000	16.185	21.905	7.670	20.150	9.779	8.694	7.947	77.710	NaN	NaN	NaN	0.000	26.130	24.440	26.455	25.545	4.631	1.152	1.128	5.226	NaN	NaN	NaN	0.000	34.580	22.880	33.930	25.675	9.353	2.870	0.299	2.793	NaN	NaN	NaN	0.000	23.400	23.725	16.575	33.605	4.548	12.008	11.983	54.503	NaN	NaN	NaN	10.000	30.095	16.835	30.355	16.835	7.761	0.260	0.233	1.808	0.233	NaN	NaN	14.000	9.815	20.735	9.685	20.670	12.740	0.145	0.130	1.652	0.130	NaN	NaN	25.000	16.770	22.100	16.640	22.165	6.710	0.145	0.134	0.900	0.134	NaN	NaN	49.000	26.195	16.250	26.325	16.120	5.975	0.184	0.147	0.879	0.147	NaN	NaN	81.000	30.550	19.435	30.680	19.305	5.958	0.184	0.145	0.862	0.145	NaN	NaN	99.000	24.050	15.015	24.050	14.755	5.227	0.260	0.255	1.335	0.255	NaN	NaN
22	1.000	18.915	15.470	15.145	13.065	6.481	4.472	4.359	28.253	0.032	NaN	-0.145	1.000	33.475	19.890	33.605	17.745	10.012	2.149	0.172	1.720	-0.006	0.065	0.004	1.000	11.765	21.125	7.670	20.280	11.746	4.181	4.004	47.033	-3.943	-0.026	4.486	1.000	26.130	24.440	26.455	25.740	5.106	1.340	1.278	6.528	0.150	0.189	NaN	1.000	34.580	22.880	33.865	25.675	11.461	2.885	-0.012	-0.135	-0.310	0.016	NaN	1.000	22.945	24.700	16.575	33.670	4.644	11.002	9.627	44.709	-2.357	0.053	1.058	11.000	29.250	17.030	30.615	16.770	7.532	1.390	1.347	10.144	1.114	0.268	-0.867	15.000	10.140	20.735	9.880	20.605	12.416	0.291	0.261	3.245	0.132	-0.145	-0.291	26.000	16.835	22.100	16.575	22.165	6.698	0.268	0.262	1.753	0.128	0.063	-0.063	50.000	26.390	16.510	26.845	16.185	5.878	0.559	0.400	2.353	0.253	0.385	0.008	82.000	30.745	19.370	30.875	19.175	6.203	0.234	0.148	0.917	0.003	0.216	0.162	100.000	24.115	15.145	24.245	14.495	5.155	0.663	0.600	3.093	0.344	0.293	-0.115
23	2.000	19.110	15.535	15.145	13.065	6.393	4.671	4.509	28.827	0.150	NaN	-0.200	2.000	33.345	19.825	33.540	17.615	9.888	2.219	0.282	2.789	0.110	0.124	0.053	2.000	11.700	21.125	7.735	20.475	11.800	4.018	3.903	46.057	-0.101	-0.096	0.064	2.000	26.130	24.570	26.520	26.000	5.106	1.482	1.423	7.267	0.145	0.268	0.125	2.000	34.580	22.880	33.865	25.675	11.430	2.885	-0.044	-0.499	-0.032	NaN	NaN	2.000	22.750	24.960	16.575	33.735	4.799	10.730	9.597	46.053	-0.030	0.053	0.325	12.000	28.925	17.095	30.680	16.575	7.238	1.830	1.805	13.064	0.458	0.118	-0.330	16.000	10.205	20.800	9.945	20.605	12.421	0.325	0.254	3.152	-0.008	-0.052	-0.091	27.000	16.640	22.165	16.445	22.295	7.543	0.234	0.198	1.496	-0.063	0.180	0.198	51.000	26.455	16.575	27.105	16.120	5.942	0.793	0.562	3.338	0.161	0.250	0.016	83.000	30.810	19.565	31.005	18.980	6.122	0.617	0.232	1.420	0.084	0.226	-0.164	101.000	24.180	15.275	24.505	14.235	4.999	1.090	1.086	5.429	0.486	0.326	-0.105
24	3.000	19.175	15.600	15.210	13.065	6.254	4.706	4.564	28.544	0.055	-0.055	-0.090	3.000	33.280	19.825	33.540	17.550	9.820	2.290	0.335	3.291	0.053	0.065	-0.007	3.000	11.700	21.125	7.670	20.735	11.805	4.049	3.984	47.033	0.081	0.040	NaN	3.000	26.130	24.635	26.585	26.195	5.217	1.625	1.574	8.209	0.150	0.205	0.062	3.000	34.515	22.880	33.930	25.740	11.382	2.919	0.118	1.344	0.162	0.051	0.013	3.000	22.815	24.700	16.250	33.735	4.596	11.168	9.873	45.377	0.275	0.191	-0.249	13.000	28.860	17.160	30.810	16.445	7.181	2.077	2.060	14.792	0.255	0.167	-0.083	17.000	10.465	20.865	9.945	20.605	12.288	0.581	0.525	6.456	0.272	NaN	-0.262	28.000	16.835	22.165	16.380	22.295	6.960	0.473	0.450	3.131	0.252	0.062	-0.187	52.000	27.040	16.315	27.300	15.925	6.369	0.469	0.442	2.814	-0.120	0.270	0.541	84.000	30.875	19.500	31.265	18.460	6.122	1.111	0.455	2.789	0.224	0.578	0.084	102.000	24.310	15.795	24.960	14.300	3.929	1.630	1.617	6.354	0.531	0.122	-0.425
25	4.000	19.110	15.600	15.275	13.130	6.389	4.562	4.451	28.438	-0.113	-0.090	0.055	4.000	33.215	19.630	33.475	17.485	9.634	2.161	0.375	3.617	0.040	0.057	0.186	4.000	11.960	21.190	7.670	21.320	11.681	4.292	4.285	50.049	0.301	0.018	-0.258	4.000	26.065	24.570	26.585	26.520	5.063	2.018	1.956	9.903	0.382	0.314	-0.080	4.000	34.515	22.945	33.865	25.675	11.272	2.806	0.047	0.532	-0.071	-0.048	0.063	4.000	22.815	24.765	15.860	33.735	4.680	11.350	10.004	46.821	0.131	0.239	0.051	14.000	28.795	17.095	30.875	16.250	7.192	2.245	2.225	16.000	0.165	0.134	-0.036	18.000	10.725	20.930	9.880	20.540	12.158	0.931	0.853	10.372	0.328	0.086	-0.263	29.000	16.705	22.165	16.315	22.295	7.670	0.411	0.389	2.983	-0.061	0.062	0.123	53.000	26.455	16.770	27.495	15.795	5.867	1.426	1.134	6.654	0.692	0.231	-0.738	85.000	30.940	19.500	31.330	18.330	6.058	1.233	0.465	2.814	0.009	0.144	0.021	103.000	24.245	15.990	25.090	14.040	3.661	2.125	2.110	7.723	0.492	0.290	-0.205
26	5.000	19.695	15.860	15.405	13.195	5.846	5.050	4.847	28.337	0.396	-0.145	-0.634	5.000	33.150	19.565	33.475	17.485	9.577	2.105	0.465	4.457	0.090	NaN	0.054	5.000	12.090	21.190	8.320	20.410	11.546	3.850	3.691	42.613	-0.594	-0.452	-0.127	5.000	26.065	24.570	26.650	26.780	5.007	2.286	2.211	11.070	0.255	0.268	NaN	5.000	34.450	22.880	33.930	25.675	11.177	2.843	0.161	1.804	0.114	-0.012	-0.052	5.000	22.815	24.570	15.665	33.735	4.424	11.624	10.282	45.491	0.278	0.120	-0.154	15.000	28.600	17.160	30.940	16.055	7.090	2.588	2.573	18.239	0.348	0.142	-0.204	19.000	10.920	20.930	9.880	20.540	12.029	1.111	1.050	12.633	0.197	NaN	-0.183	30.000	16.445	22.165	16.120	22.295	7.931	0.350	0.327	2.594	-0.062	0.181	0.241	54.000	26.455	16.835	27.625	15.665	6.030	1.655	1.375	8.289	0.241	0.184	-0.046	86.000	31.590	19.500	31.720	18.265	6.780	1.242	0.224	1.521	-0.240	0.105	0.068	104.000	24.180	15.860	24.960	13.780	3.831	2.221	2.210	8.467	0.100	0.198	0.099
27	6.000	19.760	15.925	15.470	13.260	5.798	5.050	4.858	28.164	0.010	-0.090	-0.090	6.000	33.085	19.370	33.410	17.355	9.463	2.041	0.504	4.766	0.038	0.118	0.182	6.000	12.220	21.190	8.840	20.215	11.481	3.518	3.285	37.717	-0.406	-0.446	-0.125	6.000	26.065	24.180	26.845	27.105	4.637	3.027	2.905	13.474	0.694	0.364	-0.377	6.000	34.450	22.880	33.930	25.675	11.114	2.843	0.165	1.838	0.004	NaN	NaN	6.000	22.880	24.505	15.470	33.865	4.360	11.938	10.535	45.934	0.253	0.223	-0.091	16.000	28.145	17.160	30.875	15.795	6.410	3.052	3.045	19.520	0.473	0.058	-0.407	20.000	10.985	20.995	9.880	20.540	12.029	1.195	1.117	13.436	0.067	NaN	-0.085	31.000	16.640	22.100	15.925	22.230	7.804	0.727	0.710	5.543	0.383	0.180	-0.203	55.000	26.585	16.705	27.820	15.340	5.966	1.841	1.581	9.430	0.206	0.372	0.184	87.000	31.655	19.695	31.980	18.135	6.604	1.593	0.492	3.249	0.268	0.180	-0.178	105.000	24.050	15.990	24.895	13.715	3.815	2.427	2.411	9.198	0.201	0.038	-0.167
28	7.000	20.345	16.250	15.535	13.325	5.436	5.630	5.367	29.174	0.509	-0.089	-0.669	7.000	33.020	19.175	33.345	17.290	9.175	1.913	0.563	5.163	0.059	0.053	0.181	7.000	12.545	21.190	8.970	20.215	11.406	3.706	3.493	39.842	0.208	-0.125	-0.314	7.000	26.000	24.245	26.845	27.300	4.420	3.170	3.093	13.672	0.188	0.188	0.045	7.000	34.580	22.880	33.930	25.675	10.957	2.870	0.014	0.156	-0.151	NaN	-0.029	7.000	22.880	24.635	15.340	33.865	4.414	11.918	10.747	47.438	0.212	0.082	0.101	17.000	28.470	17.095	30.875	15.730	6.997	2.765	2.752	19.258	-0.293	0.032	0.315	21.000	11.115	20.995	9.880	20.540	11.966	1.316	1.249	14.948	0.132	NaN	-0.122	32.000	16.575	21.970	15.795	22.100	7.865	0.791	0.779	6.126	0.069	0.107	0.043	56.000	26.455	16.770	27.885	15.145	5.750	2.165	1.857	10.677	0.276	0.189	-0.135	88.000	31.785	19.695	32.175	18.265	6.761	1.482	0.417	2.822	-0.075	-0.074	0.034	106.000	23.985	15.925	24.505	14.495	4.132	1.522	1.178	4.867	-1.233	-0.866	0.039
29	8.000	20.280	16.185	15.470	13.260	5.479	5.630	5.382	29.486	0.015	0.089	0.089	8.000	32.955	19.110	33.280	17.225	9.110	1.913	0.564	5.142	0.002	0.053	0.053	8.000	12.545	21.190	9.165	20.345	11.411	3.484	3.302	37.679	-0.191	-0.221	NaN	8.000	26.000	24.310	26.910	27.495	4.535	3.312	3.248	14.728	0.154	0.205	0.062	8.000	34.580	22.880	33.930	25.740	10.972	2.933	0.046	0.507	0.032	0.063	NaN	8.000	22.945	24.440	15.210	33.930	4.273	12.243	11.005	47.020	0.258	0.133	-0.192	18.000	27.690	17.615	30.940	15.730	5.993	3.757	3.733	22.371	0.981	0.056	-0.936	22.000	11.180	20.930	9.815	20.475	11.962	1.439	1.372	16.414	0.123	0.082	-0.041	33.000	15.730	21.970	15.535	22.035	8.190	0.206	0.194	1.593	-0.584	0.226	0.802	57.000	26.195	17.160	27.885	14.885	5.023	2.834	2.544	12.776	0.687	0.209	-0.468	89.000	31.785	19.695	32.500	17.745	6.696	2.077	0.753	5.040	0.335	0.600	NaN	107.000	23.855	15.925	24.440	13.715	4.093	2.286	1.866	7.639	0.688	0.737	-0.033
30	9.000	20.540	16.315	15.600	13.325	5.057	5.774	5.367	27.141	-0.015	-0.145	-0.290	9.000	32.890	19.110	33.280	17.225	9.377	1.925	0.635	5.953	0.070	NaN	-0.013	9.000	12.090	20.995	9.360	20.410	11.523	2.792	2.693	31.028	-0.609	-0.204	0.486	9.000	25.935	24.050	27.040	27.755	4.382	3.866	3.723	16.313	0.475	0.286	-0.268	9.000	34.580	22.880	33.930	25.675	11.274	2.870	-0.005	-0.055	-0.051	-0.063	NaN	9.000	23.010	24.440	15.080	33.865	4.137	12.317	10.452	43.234	-0.553	0.034	-0.042	19.000	28.340	17.160	31.070	15.665	6.773	3.113	3.078	20.850	-0.654	0.145	0.789	23.000	11.245	20.930	9.685	20.475	11.969	1.625	1.576	18.865	0.204	0.125	-0.062	34.000	16.835	21.840	15.405	22.035	8.064	1.443	1.423	11.475	1.228	0.129	-1.112	58.000	26.260	17.095	28.015	14.820	4.799	2.873	2.511	12.050	-0.032	0.131	0.091	90.000	31.785	19.760	32.630	17.290	6.501	2.611	0.894	5.814	0.141	0.473	-0.062	108.000	23.725	15.795	23.855	13.390	4.261	2.409	2.190	9.333	0.324	0.293	0.123
