 	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)	T (9)	Base X (9)	Base Y (9)	Tip X (9)	Tip Y (9)	||[body,base]|| (9)	||[base,tip]||  (9)	||[base,tip]|| : [body,base] (9)	[base,tip] ? [body,base] (9)	?||[base,tip]|| : [body,base] (9)	||[tip(t-1),tip(t)]|| : [base,tip] (9)	||[base(t-1),base(t)]|| : [base,tip] (9)	T (10)	Base X (10)	Base Y (10)	Tip X (10)	Tip Y (10)	||[body,base]|| (10)	||[base,tip]||  (10)	||[base,tip]|| : [body,base] (10)	[base,tip] ? [body,base] (10)	?||[base,tip]|| : [body,base] (10)	||[tip(t-1),tip(t)]|| : [base,tip] (10)	||[base(t-1),base(t)]|| : [base,tip] (10)
42	21.000	28.470	8.320	37.635	7.800	7.059	9.180	7.653	54.025	0.013	NaN	1.428	21.000	28.210	9.750	34.125	11.635	6.076	6.208	4.385	26.643	0.436	NaN	1.563	21.000	28.860	13.780	35.295	17.485	6.170	7.425	7.046	43.475	-0.124	-0.089	0.145	21.000	16.380	12.610	11.700	23.855	6.435	12.180	4.793	30.847	0.328	-0.025	0.085	21.000	27.430	24.310	28.665	27.495	12.638	3.416	3.416	43.171	-0.434	-0.229	0.205	21.000	29.250	19.500	37.635	30.875	9.475	14.131	14.044	133.071	0.187	0.091	-0.105	21.000	19.955	20.475	12.090	35.100	8.430	16.606	16.426	138.470	-1.310	-0.176	1.070	21.000	25.870	24.960	24.310	35.035	12.785	10.195	9.410	120.315	0.365	0.010	-0.375	36.000	22.425	2.795	24.375	1.625	9.362	2.274	1.129	10.571	-0.033	NaN	0.089	52.000	20.215	19.045	11.115	36.010	7.616	19.252	19.121	145.632	0.089	-0.260	-0.286	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43	22.000	31.655	8.255	37.570	7.800	8.764	5.932	5.359	46.965	-2.294	-0.065	3.181	22.000	28.210	9.750	34.125	11.570	5.048	6.189	3.843	19.401	-0.542	-0.019	NaN	22.000	28.795	13.780	35.295	17.550	4.887	7.514	7.214	35.253	0.167	0.033	-0.056	22.000	16.575	12.285	11.700	23.855	7.482	12.555	4.368	32.680	-0.426	NaN	-0.375	22.000	27.495	24.440	28.535	27.300	12.321	3.043	3.037	37.417	-0.379	-0.228	0.144	22.000	29.445	19.825	37.700	30.940	9.009	13.845	13.845	124.730	-0.199	0.091	0.377	22.000	19.955	20.345	12.285	35.035	8.752	16.572	16.572	145.036	0.146	-0.148	-0.115	22.000	25.870	25.025	24.310	34.970	12.548	10.067	9.614	120.628	0.203	-0.064	0.064	37.000	22.425	2.795	24.310	1.625	9.364	2.219	1.117	10.461	-0.012	-0.055	NaN	53.000	19.955	20.150	11.635	35.945	9.245	17.852	17.842	164.944	-1.279	-0.300	1.099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44	23.000	26.520	8.255	37.570	7.800	5.634	11.059	7.363	41.485	2.004	NaN	-5.131	23.000	28.405	9.750	34.125	11.635	6.164	6.023	4.192	25.840	0.349	0.020	0.185	23.000	28.990	13.845	35.295	17.550	6.170	7.313	6.919	42.689	-0.295	NaN	0.201	23.000	16.445	12.480	11.700	23.855	6.501	12.325	4.517	29.364	0.149	NaN	0.230	23.000	27.495	24.310	28.470	27.040	12.554	2.899	2.898	36.377	-0.139	-0.267	-0.122	23.000	29.445	19.890	37.830	31.005	9.760	13.923	13.876	135.420	0.031	0.130	0.052	23.000	19.955	20.540	11.310	35.620	8.475	17.382	17.160	145.433	0.589	0.992	0.169	23.000	25.870	24.960	24.375	34.970	12.692	10.121	9.396	119.251	-0.218	-0.010	-0.064	38.000	22.425	2.795	24.375	1.625	9.364	2.274	1.115	10.444	-0.002	0.056	NaN	54.000	19.825	20.475	11.830	35.620	8.985	17.126	16.961	152.400	-0.881	-0.378	0.348	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
45	24.000	25.935	8.190	37.570	7.800	5.336	11.642	6.842	36.512	-0.521	NaN	-0.582	24.000	27.430	9.490	34.125	11.635	5.463	7.030	4.271	23.335	0.079	NaN	-1.008	24.000	28.990	13.910	35.360	17.550	6.183	7.337	6.993	43.239	0.074	0.056	0.032	24.000	16.445	12.480	11.700	23.855	6.501	12.325	4.517	29.364	NaN	NaN	NaN	24.000	27.430	24.115	28.405	26.845	12.348	2.899	2.898	35.782	-6.701E-5	-0.206	-0.206	24.000	29.380	19.760	37.895	30.940	9.619	14.053	14.006	134.731	0.131	-0.012	-0.143	24.000	19.825	20.540	11.830	35.295	8.522	16.782	16.658	141.952	-0.503	-0.533	0.062	24.000	25.870	24.960	24.310	34.970	12.692	10.131	9.381	119.061	-0.015	0.010	NaN	39.000	22.425	2.860	24.310	1.560	9.234	2.290	1.246	11.509	0.131	-0.017	-0.037	55.000	19.825	20.605	11.960	35.360	9.477	16.720	16.710	158.357	-0.251	-0.291	0.115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46	25.000	25.740	8.255	37.635	7.800	5.175	11.904	6.808	35.228	-0.035	0.065	-0.197	25.000	28.080	9.685	34.125	11.635	5.910	6.352	4.287	25.337	0.016	NaN	0.678	25.000	28.860	13.845	35.360	17.550	6.043	7.482	7.120	43.023	0.127	NaN	-0.145	25.000	16.510	12.350	11.700	23.855	6.440	12.470	4.342	27.961	-0.175	NaN	-0.145	25.000	27.365	23.920	28.405	26.715	12.143	2.982	2.982	36.208	0.084	-0.122	-0.205	25.000	29.315	19.695	38.025	31.005	9.528	14.275	14.234	135.614	0.228	0.131	-0.091	25.000	19.630	20.410	12.415	34.515	8.475	15.843	15.803	133.937	-0.854	-0.961	-0.027	25.000	25.870	24.960	24.375	35.035	12.692	10.185	9.459	120.053	0.078	0.055	NaN	40.000	22.425	2.860	24.310	1.560	9.234	2.290	1.246	11.509	NaN	NaN	NaN	56.000	19.760	20.995	12.090	35.100	9.435	16.056	15.788	148.957	-0.922	-0.291	0.374	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47	26.000	31.655	8.255	37.570	7.800	8.877	5.932	5.377	47.734	-1.430	-0.065	5.898	26.000	27.820	9.620	34.190	11.570	4.914	6.662	3.869	19.013	-0.419	0.043	-0.268	26.000	28.990	13.780	35.360	17.550	5.203	7.402	7.055	36.707	-0.065	NaN	0.079	26.000	16.380	12.740	11.700	23.855	7.541	12.060	4.871	36.732	0.529	NaN	0.410	26.000	27.300	23.725	28.470	26.910	11.618	3.393	3.388	39.356	0.406	0.205	-0.205	26.000	29.185	19.435	38.155	30.940	8.620	14.589	14.588	125.749	0.354	0.029	-0.285	26.000	19.630	20.475	12.025	34.710	8.959	16.139	16.139	144.584	0.335	0.356	0.057	26.000	25.870	25.025	24.375	34.970	12.567	10.057	9.593	120.552	0.133	-0.064	0.064	41.000	22.360	2.860	24.375	1.625	10.403	2.363	1.184	12.320	-0.062	0.021	-0.055	57.000	20.280	18.460	12.285	34.905	6.870	18.285	18.203	125.052	2.415	-0.261	-2.507	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48	27.000	24.895	8.190	37.570	7.800	4.855	12.681	5.950	28.886	0.573	NaN	-6.755	27.000	27.495	9.555	34.125	11.635	5.608	6.949	4.500	25.240	0.632	-0.043	-0.330	27.000	28.990	13.780	35.360	17.550	6.361	7.402	6.981	44.405	-0.074	NaN	NaN	27.000	16.250	13.000	11.700	23.855	6.516	11.770	5.297	34.514	0.426	NaN	0.290	27.000	27.235	23.595	28.730	27.040	11.926	3.755	3.754	44.772	0.367	0.223	-0.145	27.000	29.250	19.565	38.285	30.875	9.567	14.476	14.437	138.124	-0.151	0.030	0.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	25.805	24.895	24.375	35.035	12.722	10.240	9.500	120.860	-0.093	0.064	-0.120	42.000	22.360	2.925	24.375	1.625	9.166	2.398	1.271	11.653	0.087	NaN	-0.035	58.000	19.955	20.150	12.415	34.710	8.141	16.397	16.245	132.259	-1.958	-0.233	1.650	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49	28.000	30.290	8.255	37.570	7.800	8.283	7.294	6.463	53.531	0.513	NaN	5.380	28.000	27.755	9.620	34.125	11.635	5.409	6.681	4.269	23.090	-0.232	NaN	0.267	28.000	28.925	13.715	35.360	17.550	5.838	7.491	7.073	41.295	0.092	NaN	-0.089	28.000	16.250	13.000	11.635	23.855	6.970	11.795	5.314	37.036	0.017	0.025	NaN	28.000	27.105	23.270	29.055	27.235	11.412	4.419	4.393	50.130	0.638	0.318	-0.349	28.000	29.055	19.240	38.350	30.940	8.891	14.943	14.926	132.707	0.489	0.091	-0.376	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	25.805	24.830	24.375	34.970	12.557	10.240	9.624	120.852	0.124	-0.064	-0.064	43.000	22.425	2.795	24.375	1.560	9.100	2.308	1.221	11.112	-0.050	0.035	0.124	59.000	20.020	19.955	12.675	34.450	7.914	16.250	16.042	126.957	-0.204	-0.349	-0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50	29.000	29.445	8.255	37.635	7.800	7.952	8.203	7.141	56.784	0.678	0.065	-0.844	29.000	27.430	9.555	34.190	11.570	5.554	7.054	4.612	25.612	0.343	0.044	-0.330	29.000	29.055	13.715	35.360	17.550	6.413	7.380	6.899	44.240	-0.174	NaN	0.111	29.000	16.250	13.000	11.700	23.855	6.516	11.770	5.297	34.514	-0.017	-0.025	NaN	29.000	27.105	23.205	29.250	27.430	11.515	4.738	4.722	54.380	0.330	0.262	-0.058	29.000	28.990	19.110	38.350	30.940	9.057	15.085	15.023	136.070	0.097	NaN	-0.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	25.805	24.830	24.310	34.970	12.659	10.250	9.480	120.003	-0.145	0.009	NaN	44.000	22.490	2.795	24.375	1.625	8.906	2.219	1.142	10.174	-0.079	-0.034	0.055	60.000	20.150	19.435	12.935	34.190	7.580	16.425	16.387	124.215	0.345	-0.348	-0.524	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
51	30.000	30.160	8.190	37.635	7.800	8.095	7.485	6.677	54.046	-0.464	NaN	0.717	30.000	27.430	9.555	34.190	11.570	5.050	7.054	4.679	23.630	0.067	NaN	NaN	30.000	28.795	13.650	35.360	17.550	5.833	7.636	7.321	42.702	0.422	NaN	-0.257	30.000	16.185	13.000	11.700	23.855	6.999	11.745	5.667	39.660	0.370	NaN	0.025	30.000	27.170	23.335	29.380	27.690	11.823	4.884	4.847	57.312	0.125	0.291	0.145	30.000	28.860	18.980	38.350	30.940	8.855	15.268	15.260	135.132	0.237	NaN	-0.183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	25.610	24.245	24.375	34.970	12.276	10.796	10.257	125.918	0.778	-0.007	-0.559	45.000	22.425	2.925	24.375	1.625	8.781	2.344	1.227	10.774	0.085	NaN	-0.126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
52	31.000	30.615	8.255	37.635	7.800	8.473	7.035	6.312	53.484	-0.365	NaN	0.450	31.000	28.080	9.685	34.190	11.570	5.563	6.394	4.336	24.121	-0.343	NaN	0.659	31.000	28.665	13.585	35.360	17.550	5.507	7.781	7.354	40.501	0.034	NaN	-0.145	31.000	16.055	13.065	11.700	23.855	7.239	11.636	5.213	37.733	-0.454	NaN	0.109	31.000	27.235	23.530	29.640	27.950	11.740	5.032	4.973	58.377	0.125	0.353	0.202	31.000	28.795	18.785	38.415	30.940	8.383	15.501	15.482	129.788	0.222	0.040	-0.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	25.740	24.765	24.375	34.970	12.531	10.296	9.736	121.997	-0.521	NaN	0.498	46.000	22.425	2.925	24.375	1.560	8.661	2.380	1.245	10.786	0.019	0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53	32.000	29.575	8.255	37.635	7.800	8.027	8.073	7.093	56.932	0.781	NaN	-1.038	32.000	28.340	9.750	34.190	11.570	6.221	6.127	4.458	27.733	0.122	NaN	0.268	32.000	28.730	13.585	35.360	17.550	6.081	7.725	7.240	44.029	-0.114	NaN	0.056	32.000	16.055	13.130	11.700	23.855	6.726	11.575	5.371	36.128	0.158	NaN	0.060	32.000	27.300	23.725	29.900	28.340	12.131	5.297	5.253	63.726	0.281	0.467	0.202	32.000	28.795	18.655	38.545	31.005	8.641	15.735	15.646	135.200	0.164	0.132	-0.102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	25.740	24.700	24.375	34.970	12.580	10.360	9.651	121.418	-0.084	NaN	-0.064	47.000	22.425	2.860	24.375	1.625	8.610	2.308	1.069	9.202	-0.177	-0.035	0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
54	33.000	29.445	8.255	37.635	7.800	7.570	8.203	7.329	55.483	0.236	NaN	-0.130	33.000	27.625	9.620	34.125	11.570	5.320	6.786	4.916	26.153	0.458	-0.062	-0.722	33.000	28.470	13.520	35.295	17.550	5.786	7.926	7.634	44.177	0.394	-0.056	-0.257	33.000	16.575	12.350	11.700	23.855	6.313	12.495	5.461	34.476	0.090	NaN	-0.921	33.000	27.365	23.855	30.030	28.665	12.652	5.499	5.442	68.855	0.189	0.347	0.145	33.000	28.860	18.655	38.675	31.070	8.928	15.826	15.793	141.005	0.147	0.132	0.040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	25.415	23.660	24.375	34.970	11.908	11.358	10.829	128.955	1.178	NaN	-1.006	48.000	22.360	2.925	24.310	1.625	8.745	2.344	1.121	9.802	0.052	-0.054	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
55	34.000	28.795	8.320	37.570	7.800	7.112	8.790	7.805	55.508	0.476	-0.065	-0.653	34.000	28.015	9.685	34.190	11.570	5.795	6.456	4.939	28.624	0.023	0.062	0.392	34.000	28.925	13.715	35.360	17.550	6.482	7.491	7.233	46.885	-0.402	0.056	0.491	34.000	16.315	12.610	11.700	23.855	6.403	12.155	5.733	36.707	0.272	NaN	0.339	34.000	27.365	23.725	30.160	28.925	12.662	5.904	5.865	74.259	0.422	0.291	-0.115	34.000	28.795	18.525	38.675	31.070	8.968	15.968	15.914	142.725	0.121	NaN	-0.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	25.415	23.530	24.310	34.970	11.888	11.493	10.880	129.344	0.051	0.006	-0.129	49.000	22.360	2.860	24.375	1.625	8.804	2.363	1.067	9.396	-0.054	0.055	0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56	35.000	24.895	8.320	37.570	7.800	4.258	12.686	7.023	29.905	-0.782	NaN	-3.897	35.000	28.405	9.750	34.125	11.570	6.132	6.003	4.680	28.696	-0.260	-0.062	0.391	35.000	28.925	13.715	35.295	17.550	6.482	7.435	7.170	46.479	-0.063	-0.056	NaN	35.000	16.315	12.675	4.095	21.125	6.410	14.857	13.086	83.883	7.354	4.702	0.037	35.000	27.430	23.790	30.355	29.250	12.746	6.194	6.156	78.471	0.292	0.379	0.088	35.000	28.990	18.785	38.740	31.070	9.292	15.684	15.640	145.319	-0.274	0.040	0.325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	25.415	23.335	24.375	34.970	11.698	11.681	11.071	129.509	0.191	-0.006	-0.194	50.000	22.425	2.860	24.375	1.625	8.913	2.308	0.875	7.795	-0.193	NaN	0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
57	36.000	24.895	8.320	37.570	7.800	4.459	12.686	6.914	30.830	-0.108	NaN	NaN	36.000	28.470	9.750	34.190	11.570	6.325	6.003	4.598	29.085	-0.081	0.062	0.062	36.000	28.795	13.650	35.295	17.485	6.353	7.547	7.220	45.871	0.049	-0.033	-0.145	36.000	16.380	12.610	4.095	21.125	6.257	14.947	12.872	80.533	-0.215	NaN	-0.090	36.000	27.430	24.115	30.550	29.510	12.891	6.232	6.170	79.531	0.013	0.323	0.281	36.000	28.730	18.655	38.740	31.135	8.921	15.998	15.949	142.281	0.309	0.051	-0.264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	25.350	23.075	24.310	34.970	11.256	11.940	11.288	127.054	0.217	0.006	-0.253	51.000	22.425	2.730	24.375	1.560	9.119	2.274	1.042	9.506	0.168	0.033	0.067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58	37.000	24.895	8.320	37.635	7.800	4.426	12.751	6.812	30.150	-0.102	0.065	NaN	37.000	28.145	9.685	34.125	11.570	5.993	6.270	4.671	27.995	0.073	-0.062	-0.330	37.000	28.080	13.260	35.295	17.485	5.507	8.361	7.916	43.594	0.696	NaN	-0.814	37.000	16.445	12.480	4.095	21.125	6.248	15.075	12.783	79.874	-0.089	NaN	-0.128	37.000	27.430	24.180	30.745	29.770	12.927	6.499	6.417	82.949	0.247	0.323	0.056	37.000	28.730	18.655	38.740	31.135	8.876	15.998	15.956	141.630	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	25.480	23.270	24.375	34.970	11.461	11.752	11.077	126.957	-0.210	-0.006	0.182	52.000	22.360	2.730	24.375	1.625	9.253	2.298	0.961	8.889	-0.082	-0.031	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
59	38.000	25.025	8.385	37.570	7.800	4.437	12.559	7.113	31.561	0.301	-0.065	0.127	38.000	27.950	9.620	34.125	11.570	5.843	6.476	4.718	27.568	0.046	NaN	-0.206	38.000	28.080	13.260	35.295	17.550	5.507	8.394	7.929	43.665	0.013	0.033	NaN	38.000	16.510	12.415	4.095	21.125	6.180	15.166	12.770	78.927	-0.013	NaN	-0.091	38.000	27.495	24.245	30.875	29.965	13.012	6.644	6.564	85.413	0.148	0.234	0.089	38.000	28.730	18.655	38.935	31.200	8.876	16.172	16.136	143.232	0.180	0.173	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	25.480	23.270	24.375	34.970	11.461	11.752	11.077	126.957	NaN	NaN	NaN	53.000	22.360	2.665	24.375	1.560	9.308	2.298	0.736	6.853	-0.224	0.031	0.031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
60	39.000	25.155	8.385	37.635	7.800	4.453	12.494	7.409	32.993	0.297	0.065	0.130	39.000	27.365	9.620	34.125	11.570	5.292	7.036	5.068	26.820	0.351	NaN	-0.562	39.000	28.600	13.520	35.295	17.485	6.085	7.781	7.439	45.271	-0.490	-0.033	0.580	39.000	16.510	12.285	3.900	21.190	6.178	15.437	12.885	79.603	0.114	0.197	-0.075	39.000	27.495	23.920	31.070	30.290	12.770	7.305	7.247	92.553	0.683	0.379	-0.283	39.000	28.730	18.655	38.935	31.265	8.924	16.222	16.189	144.474	0.053	0.051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	25.480	23.075	24.375	34.970	11.335	11.946	11.255	127.578	0.178	NaN	-0.194	54.000	22.360	2.665	24.375	1.560	9.374	2.298	0.992	9.295	0.255	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
61	40.000	25.350	8.515	37.570	7.800	4.459	12.241	7.877	35.122	0.467	-0.065	0.187	40.000	27.040	9.555	34.190	11.570	5.039	7.429	5.166	26.030	0.097	0.063	-0.330	40.000	28.535	13.520	35.295	17.485	6.022	7.837	7.508	45.216	0.069	NaN	-0.056	40.000	16.445	12.415	3.900	21.190	6.248	15.309	12.984	81.133	0.100	NaN	0.128	40.000	27.495	23.920	31.330	30.550	12.770	7.659	7.586	96.879	0.339	0.355	NaN	40.000	28.665	18.590	39.065	31.330	8.832	16.446	16.417	145.002	0.228	0.133	-0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	25.480	22.945	24.375	34.970	11.209	12.076	11.370	127.443	0.114	NaN	-0.129	55.000	22.360	2.600	24.375	1.560	9.628	2.268	0.685	6.595	-0.307	NaN	0.030	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
62	41.000	25.220	8.385	37.570	7.800	5.525	12.364	6.328	34.962	-1.549	NaN	-0.124	41.000	27.495	9.490	34.125	11.570	6.163	6.949	3.972	24.480	-1.193	-0.062	0.415	41.000	28.795	13.585	35.360	17.485	6.184	7.636	6.761	41.806	-0.747	0.056	0.257	41.000	16.250	12.740	3.965	21.125	6.391	14.874	11.562	73.895	-1.422	-0.090	0.344	41.000	27.625	24.310	31.330	30.745	12.131	7.425	7.390	89.650	-0.196	0.169	0.403	41.000	28.730	18.720	39.130	31.330	8.194	16.345	16.157	132.395	-0.260	0.041	0.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	26.065	26.455	24.375	34.970	13.637	8.681	7.812	106.533	-3.558	NaN	3.329	56.000	22.360	2.600	24.375	1.560	9.431	2.268	0.970	9.147	0.285	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
63	42.000	25.090	8.385	37.570	7.800	4.526	12.494	7.648	34.615	1.320	NaN	-0.130	42.000	27.235	9.490	34.125	11.570	5.411	7.197	5.043	27.285	1.071	NaN	-0.249	42.000	28.470	13.455	35.295	17.485	6.134	7.926	7.551	46.314	0.790	-0.056	-0.346	42.000	16.120	13.065	11.700	23.855	6.444	11.660	6.002	38.676	-5.560	-0.406	0.350	42.000	27.495	23.985	31.460	30.875	12.905	7.949	7.888	101.801	0.498	0.178	-0.347	42.000	28.795	18.785	39.325	31.330	9.197	16.379	16.352	150.380	0.195	0.125	0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	25.285	22.035	24.375	34.970	10.330	12.967	12.206	126.095	4.394	NaN	-4.354	57.000	22.360	2.600	24.375	1.560	9.431	2.268	0.970	9.147	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
