dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)	T (14)	dT (14)	Base Mean (14)	Body Mean (14)	Proj Mean (14)	Tip Mean (14)	Tip Th Mean (14)	Length (14)	dL (14)	DCTM (14)	DCBM (14)	T (15)	dT (15)	Base Mean (15)	Body Mean (15)	Proj Mean (15)	Tip Mean (15)	Tip Th Mean (15)	Length (15)	dL (15)	DCTM (15)	DCBM (15)	T (16)	dT (16)	Base Mean (16)	Body Mean (16)	Proj Mean (16)	Tip Mean (16)	Tip Th Mean (16)	Length (16)	dL (16)	DCTM (16)	DCBM (16)
38.000	39.000	38.000	176.069	317.935	130.193	124.200	131.208	1.471	0.157	0.063	-0.080	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	38.000	124.633	317.935	117.594	115.219	119.300	0.803	-1.464	0.233	1.599	39.000	38.000	168.822	317.935	124.332	111.788	119.067	9.955	0.130	-0.090	-0.198	39.000	38.000	158.867	317.935	120.553	112.056	119.708	11.459	0.157	-0.000	-0.092	39.000	38.000	143.310	317.935	117.106	108.742	116.667	11.820	0.046	0.036	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	38.000	123.643	317.935	117.292	113.903	117.455	12.932	3.954	-0.000	-3.748	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	38.000	138.667	318.153	126.462	126.727	136.250	0.535	-0.476	-0.058	0.116	80.000	38.000	135.152	327.039	117.623	109.387	114.545	6.775	0.341	0.109	-0.169	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	38.000	138.139	334.578	125.113	116.312	126.733	4.890	0.344	0.218	-0.000	106.000	38.000	127.700	329.243	118.643	111.222	114.955	9.649	-0.149	0.266	0.302	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
39.000	40.000	39.000	171.833	319.672	131.076	125.139	137.400	1.471	0.000	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	39.000	126.967	319.672	119.250	118.324	121.393	0.970	0.167	0.086	-0.118	40.000	39.000	146.308	319.672	121.797	110.257	119.583	9.079	-0.877	-0.000	0.756	40.000	39.000	157.556	319.672	121.770	115.625	128.727	11.486	0.027	-0.092	-0.135	40.000	39.000	145.140	319.672	119.004	109.667	116.643	11.957	0.138	0.000	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	39.000	122.489	319.672	116.311	114.296	122.133	13.070	0.138	0.077	0.268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	39.000	145.022	321.859	134.023	132.600	154.812	1.022	0.487	-0.111	-0.346	81.000	39.000	135.893	328.900	118.921	113.533	119.700	6.986	0.211	0.060	-0.170	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	39.000	140.467	344.183	121.097	113.697	117.920	5.185	0.295	0.255	-0.128	107.000	39.000	135.714	333.562	118.911	110.233	112.586	9.925	0.276	0.205	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40.000	41.000	40.000	158.704	321.153	129.708	126.364	133.200	1.287	-0.184	-0.041	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	40.000	128.306	321.153	119.385	111.281	116.857	1.230	0.260	0.061	-0.122	41.000	40.000	151.000	321.153	122.667	113.633	121.615	9.247	0.168	-0.053	-0.197	41.000	40.000	165.791	321.153	120.696	111.312	128.778	11.716	0.230	-0.000	-0.271	41.000	40.000	149.561	321.153	120.091	108.533	114.750	11.938	-0.019	0.000	-0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	40.000	120.233	321.153	116.675	113.536	118.600	11.388	-1.682	0.126	1.494	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	40.000	146.978	321.823	133.517	135.476	157.389	0.984	-0.038	-0.052	-0.000	82.000	40.000	136.148	327.123	119.115	110.094	119.667	6.875	-0.111	0.060	0.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	40.000	134.030	338.668	121.561	112.829	118.625	5.380	0.195	0.217	0.140	108.000	40.000	134.472	331.138	117.500	107.679	111.091	10.315	0.390	0.121	-0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
41.000	42.000	41.000	148.148	327.629	129.885	124.657	135.533	1.230	-0.057	0.046	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	41.000	152.444	327.629	122.338	109.452	117.444	9.301	0.054	-0.000	-0.037	42.000	41.000	155.717	327.629	121.062	110.656	125.000	11.827	0.111	-0.000	-0.044	42.000	41.000	154.587	327.629	120.522	110.933	119.154	12.049	0.111	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	41.000	121.556	327.629	117.146	113.370	124.250	11.226	-0.162	0.047	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	41.000	144.977	322.862	126.439	127.786	148.400	1.022	0.038	0.056	-0.000	83.000	41.000	137.357	329.672	118.846	110.469	115.000	6.813	-0.062	-0.022	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	41.000	143.000	340.975	124.881	113.387	121.450	5.724	0.344	0.268	-0.191	109.000	41.000	128.407	329.503	116.206	110.464	117.267	9.492	-0.823	0.182	0.821	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42.000	43.000	42.000	172.893	326.652	130.201	121.778	128.130	1.471	0.241	-0.000	-0.226	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	42.000	160.081	326.652	123.528	111.829	122.286	9.504	0.203	-0.000	-0.197	43.000	42.000	151.205	326.652	118.098	108.438	115.857	11.651	-0.176	-0.000	0.135	43.000	42.000	155.159	326.652	119.720	109.103	112.696	11.755	-0.295	0.000	0.216	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	42.000	116.259	326.652	116.669	112.156	113.000	8.458	-2.768	0.227	2.779	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	42.000	145.488	321.281	131.077	130.441	148.846	0.978	-0.044	-0.090	-0.180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	42.000	134.111	336.569	122.813	115.406	133.000	5.797	0.073	0.331	0.331	110.000	42.000	127.000	332.760	116.053	110.115	116.769	9.687	0.195	0.244	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43.000	44.000	43.000	153.148	323.014	128.858	122.971	127.222	1.360	-0.111	-0.000	0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	43.000	134.051	323.014	118.968	111.500	122.091	8.589	-0.915	-0.038	0.784	44.000	43.000	149.650	323.014	119.368	110.613	118.500	11.632	-0.019	0.044	-0.000	44.000	43.000	158.465	323.014	119.105	110.933	116.278	11.368	-0.387	0.000	0.360	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	43.000	119.407	323.014	116.002	111.667	121.462	10.443	1.985	0.062	-1.767	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	43.000	143.800	323.174	131.986	132.469	146.333	1.024	0.046	0.042	-0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	43.000	136.179	338.510	121.751	113.273	118.714	6.168	0.371	0.268	-0.000	111.000	43.000	133.633	328.248	115.542	110.393	112.346	10.185	0.498	0.010	-0.387	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44.000	45.000	44.000	163.036	329.466	132.207	125.970	133.889	1.379	0.019	-0.033	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	44.000	131.000	329.466	119.099	111.742	118.056	8.803	0.214	0.038	-0.143	45.000	44.000	151.044	329.466	120.088	114.472	124.944	11.938	0.306	0.048	-0.133	45.000	44.000	146.000	329.466	116.109	109.800	119.636	10.908	-0.460	0.000	0.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	44.000	123.800	329.466	118.091	112.133	117.000	14.462	4.019	0.127	-3.759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	44.000	151.000	318.152	135.731	131.938	143.800	1.192	0.167	-0.000	-0.184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	44.000	146.800	340.812	123.910	112.618	117.500	6.872	0.704	0.268	-0.523	112.000	44.000	129.679	325.404	115.277	110.786	114.941	10.059	-0.125	0.156	0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
45.000	46.000	45.000	165.214	321.325	131.648	126.286	131.852	1.479	0.100	0.061	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	45.000	131.667	321.325	119.348	111.062	116.240	9.217	0.414	-0.000	-0.393	46.000	45.000	148.600	321.325	119.912	109.656	117.300	11.911	-0.027	-0.092	-0.044	46.000	45.000	141.512	321.325	116.290	111.033	118.692	10.678	-0.230	0.000	0.214	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	45.000	118.179	321.325	113.215	111.000	117.000	9.942	-4.520	0.082	4.518	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	45.000	142.356	316.399	127.357	123.531	134.615	1.192	0.000	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	45.000	127.364	331.552	120.323	113.882	136.000	5.724	-1.148	0.319	1.453	113.000	45.000	135.304	326.897	115.920	110.071	114.810	10.671	0.612	0.034	-0.290	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46.000	47.000	46.000	158.963	324.291	130.186	123.303	127.276	1.406	-0.073	-0.000	0.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	46.000	150.000	324.291	118.974	110.879	118.533	9.799	0.582	0.054	-0.486	47.000	46.000	144.558	324.291	117.988	111.533	115.042	11.892	-0.019	-0.000	-0.092	47.000	46.000	141.622	324.291	115.709	108.000	112.095	10.908	0.230	-0.035	-0.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	46.000	118.519	324.291	114.288	111.935	117.263	10.879	0.937	-0.000	-1.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	46.000	143.844	318.042	126.867	122.714	132.750	1.100	-0.092	-0.032	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	46.000	150.000	330.855	122.857	115.161	123.474	7.457	1.733	0.268	-1.466	114.000	46.000	114.867	279.848	111.819	108.500	112.333	2.264	-8.408	0.149	7.719	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47.000	48.000	47.000	167.429	326.369	131.098	125.686	139.167	1.471	0.065	-0.021	-0.082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	47.000	153.026	326.369	119.576	109.774	120.929	9.753	-0.046	-0.053	-0.000	48.000	47.000	146.200	326.369	116.850	107.607	112.650	11.984	0.092	-0.047	-0.092	48.000	47.000	147.814	326.369	115.766	108.893	118.875	11.019	0.111	-0.019	-0.180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	47.000	118.889	326.369	115.910	114.500	119.500	11.223	0.344	-0.033	-0.377	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	47.000	175.065	327.768	138.694	123.824	129.864	1.973	0.873	-0.000	-0.866	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	47.000	147.393	330.398	121.996	114.000	120.389	7.614	0.157	0.191	-0.000	115.000	47.000	119.564	282.052	111.984	109.409	116.333	2.485	0.222	-0.065	-0.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48.000	49.000	48.000	156.926	325.603	131.242	124.417	130.370	1.341	-0.130	-0.062	0.081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	48.000	144.882	325.603	119.860	108.938	121.333	9.661	-0.092	-0.000	0.053	49.000	48.000	147.022	325.603	116.762	111.943	120.450	12.195	0.211	0.048	-0.139	49.000	48.000	143.574	325.603	115.799	107.967	114.083	11.268	0.249	0.054	-0.126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	48.000	120.407	325.603	115.899	112.967	117.000	11.180	-0.043	-0.185	-0.190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	48.000	154.778	319.046	132.977	124.250	137.000	1.690	-0.284	0.041	0.315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	48.000	129.429	326.901	120.094	113.324	120.000	6.428	-1.186	0.128	1.326	116.000	48.000	118.667	289.131	118.876	111.292	115.500	3.909	1.423	-0.077	-1.451	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49.000	50.000	49.000	165.370	328.810	130.930	123.389	131.263	1.517	0.176	0.025	-0.085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	49.000	142.769	328.810	119.813	113.333	119.000	9.669	0.008	0.053	0.053	50.000	49.000	151.133	328.810	117.443	107.303	113.412	12.267	0.073	-0.044	-0.092	50.000	49.000	147.581	328.810	115.242	107.767	115.667	11.414	0.146	0.000	-0.217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	49.000	122.000	328.810	115.711	116.033	124.188	11.918	0.737	-0.304	-1.085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	49.000	168.978	322.026	135.162	126.229	133.333	1.809	0.119	-0.037	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	49.000	144.407	331.863	122.076	113.697	118.737	7.744	1.316	0.128	-1.186	117.000	49.000	120.917	291.440	119.783	112.087	116.667	3.690	-0.219	-0.313	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50.000	51.000	50.000	162.321	327.646	131.098	125.457	134.944	1.517	0.000	0.062	0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.000	50.000	148.000	327.646	119.632	108.194	117.267	9.707	0.038	0.037	-0.000	51.000	50.000	149.178	327.646	118.505	109.909	116.706	12.424	0.157	-0.000	-0.136	51.000	50.000	138.227	327.646	115.388	111.107	122.333	11.644	0.230	0.000	-0.217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.000	50.000	122.963	327.646	116.107	111.969	115.818	11.444	-0.474	-0.163	0.320	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	50.000	164.533	325.093	133.026	123.312	132.100	1.809	0.000	0.043	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	50.000	138.750	329.939	121.613	113.879	119.353	7.809	0.065	0.128	0.128	118.000	50.000	114.667	285.886	112.615	109.909	115.867	1.479	-2.211	-0.349	1.541	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
51.000	52.000	51.000	156.207	329.047	131.147	123.606	129.400	1.452	-0.065	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	51.000	150.286	329.047	118.360	110.879	116.778	9.825	0.119	-0.037	-0.091	52.000	51.000	153.889	329.047	118.627	110.844	117.654	12.849	0.425	-0.000	-0.415	52.000	51.000	145.349	329.047	116.309	110.688	116.062	11.808	0.165	-0.036	-0.198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	51.000	121.567	329.047	116.042	113.606	120.765	11.631	0.187	-0.064	-0.192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	51.000	172.191	327.039	134.060	122.882	128.600	1.927	0.119	-0.000	-0.141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	51.000	148.675	333.853	121.839	110.875	118.333	8.115	0.306	0.064	-0.089	119.000	51.000	116.900	283.042	113.404	111.071	115.421	1.433	-0.046	-0.059	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
52.000	53.000	52.000	164.000	332.371	130.103	123.097	139.100	1.490	0.038	-0.035	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.000	52.000	148.929	332.371	119.944	108.968	126.833	9.615	-0.211	-0.091	0.144	53.000	52.000	157.884	332.371	120.419	110.206	126.000	12.857	0.008	-0.000	-0.044	53.000	52.000	151.689	332.371	116.555	109.688	114.292	12.141	0.333	-0.054	-0.288	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.000	52.000	120.630	332.371	116.276	112.062	118.000	12.040	0.409	-0.020	-0.514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.000	52.000	172.109	328.900	133.555	119.811	133.824	2.046	0.119	-0.000	-0.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	52.000	141.118	331.557	122.607	112.545	117.040	7.798	-0.317	0.204	0.445	120.000	52.000	114.167	284.678	112.735	112.556	122.250	1.563	0.130	-0.346	-0.433	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53.000	54.000	53.000	156.963	331.608	130.798	125.314	133.100	1.379	-0.111	0.033	0.078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	53.000	145.333	331.608	119.548	111.375	116.520	9.726	0.111	0.038	-0.000	54.000	53.000	161.511	331.608	120.225	110.767	116.458	13.133	0.276	-0.000	-0.279	54.000	53.000	151.133	331.608	117.748	109.000	114.667	12.141	0.000	0.090	0.054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	53.000	122.037	331.608	116.810	110.500	119.909	12.636	0.596	-0.064	-0.652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.000	53.000	167.047	327.123	134.624	125.455	140.867	1.954	-0.092	0.092	0.139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	53.000	144.525	329.029	121.418	114.735	121.100	7.909	0.111	0.178	0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
