 	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)	T (9)	Base X (9)	Base Y (9)	Tip X (9)	Tip Y (9)	||[body,base]|| (9)	||[base,tip]||  (9)	||[base,tip]|| : [body,base] (9)	[base,tip] ? [body,base] (9)	?||[base,tip]|| : [body,base] (9)	||[tip(t-1),tip(t)]|| : [base,tip] (9)	||[base(t-1),base(t)]|| : [base,tip] (9)	T (10)	Base X (10)	Base Y (10)	Tip X (10)	Tip Y (10)	||[body,base]|| (10)	||[base,tip]||  (10)	||[base,tip]|| : [body,base] (10)	[base,tip] ? [body,base] (10)	?||[base,tip]|| : [body,base] (10)	||[tip(t-1),tip(t)]|| : [base,tip] (10)	||[base(t-1),base(t)]|| : [base,tip] (10)	T (11)	Base X (11)	Base Y (11)	Tip X (11)	Tip Y (11)	||[body,base]|| (11)	||[base,tip]||  (11)	||[base,tip]|| : [body,base] (11)	[base,tip] ? [body,base] (11)	?||[base,tip]|| : [body,base] (11)	||[tip(t-1),tip(t)]|| : [base,tip] (11)	||[base(t-1),base(t)]|| : [base,tip] (11)	T (12)	Base X (12)	Base Y (12)	Tip X (12)	Tip Y (12)	||[body,base]|| (12)	||[base,tip]||  (12)	||[base,tip]|| : [body,base] (12)	[base,tip] ? [body,base] (12)	?||[base,tip]|| : [body,base] (12)	||[tip(t-1),tip(t)]|| : [base,tip] (12)	||[base(t-1),base(t)]|| : [base,tip] (12)	T (13)	Base X (13)	Base Y (13)	Tip X (13)	Tip Y (13)	||[body,base]|| (13)	||[base,tip]||  (13)	||[base,tip]|| : [body,base] (13)	[base,tip] ? [body,base] (13)	?||[base,tip]|| : [body,base] (13)	||[tip(t-1),tip(t)]|| : [base,tip] (13)	||[base(t-1),base(t)]|| : [base,tip] (13)	T (14)	Base X (14)	Base Y (14)	Tip X (14)	Tip Y (14)	||[body,base]|| (14)	||[base,tip]||  (14)	||[base,tip]|| : [body,base] (14)	[base,tip] ? [body,base] (14)	?||[base,tip]|| : [body,base] (14)	||[tip(t-1),tip(t)]|| : [base,tip] (14)	||[base(t-1),base(t)]|| : [base,tip] (14)	T (15)	Base X (15)	Base Y (15)	Tip X (15)	Tip Y (15)	||[body,base]|| (15)	||[base,tip]||  (15)	||[base,tip]|| : [body,base] (15)	[base,tip] ? [body,base] (15)	?||[base,tip]|| : [body,base] (15)	||[tip(t-1),tip(t)]|| : [base,tip] (15)	||[base(t-1),base(t)]|| : [base,tip] (15)
57	36.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	18.135	9.165	19.240	7.865	6.292	1.706	1.693	10.651	0.068	NaN	-0.084	36.000	20.475	9.555	23.140	6.435	7.565	4.103	4.048	30.627	0.014	-0.099	-0.099	36.000	27.690	11.050	30.745	10.790	13.432	3.066	3.022	40.594	0.837	-0.324	-1.177	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	19.370	14.560	20.670	15.210	4.682	1.453	1.318	6.169	0.019	-0.029	-0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	26.585	20.345	29.770	21.840	13.285	3.518	3.518	46.729	0.297	0.201	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	29.380	13.260	31.655	12.935	14.627	2.298	2.280	33.356	0.327	0.331	NaN	56.000	3.120	7.345	2.730	3.510	13.488	3.855	2.050	27.648	-0.267	0.007	0.466	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	29.380	14.170	29.705	14.300	14.630	0.350	0.328	4.804	-0.455	-0.036	0.435	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58	37.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	18.265	9.100	19.305	7.865	5.916	1.615	1.610	9.523	-0.083	0.042	0.133	37.000	20.345	9.620	23.140	6.370	6.995	4.287	4.201	29.385	0.152	0.049	-0.134	37.000	27.885	10.985	30.615	10.790	13.388	2.737	2.707	36.238	-0.315	-0.130	0.199	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	19.435	14.560	20.735	15.275	4.661	1.484	1.387	6.464	0.069	0.088	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	26.455	20.345	29.900	21.905	13.296	3.782	3.770	50.121	0.252	0.145	-0.118	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	29.445	13.260	31.915	13.000	14.691	2.484	2.473	36.335	0.193	0.252	0.065	57.000	3.120	7.995	3.055	7.150	12.936	0.847	0.428	5.535	-1.622	-3.654	-0.648	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	29.315	14.235	29.835	14.430	14.504	0.555	0.527	7.639	0.198	0.167	-0.038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
59	38.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	18.720	8.970	19.240	7.865	6.396	1.221	1.193	7.630	-0.417	-0.028	0.311	38.000	20.150	9.620	23.205	6.370	6.924	4.460	4.426	30.648	0.225	0.045	-0.134	38.000	27.625	11.180	30.615	10.855	13.121	3.008	2.989	39.216	0.282	-0.007	-0.280	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	19.565	14.625	20.735	15.210	4.781	1.308	1.233	5.894	-0.154	-0.029	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	26.520	20.345	30.095	22.035	13.291	3.954	3.949	52.483	0.179	0.232	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	29.445	13.260	32.110	13.000	14.691	2.678	2.668	39.200	0.195	0.194	NaN	58.000	3.120	7.540	2.795	3.510	13.023	4.043	2.101	27.357	1.673	3.649	0.454	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	29.315	14.365	29.705	14.560	14.507	0.436	0.398	5.767	-0.129	-0.058	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
60	39.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	18.785	9.100	19.240	7.865	5.981	1.316	1.219	7.292	0.026	NaN	-0.100	39.000	20.085	9.620	23.205	6.435	6.604	4.459	4.399	29.051	-0.027	-0.046	-0.045	39.000	27.560	11.180	30.875	10.855	13.017	3.331	3.319	43.209	0.330	0.259	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	19.305	14.495	20.670	15.210	4.653	1.541	1.485	6.908	0.252	-0.058	-0.291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	24.440	19.305	30.225	22.100	11.281	6.425	6.400	72.197	2.451	0.145	-2.325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.000	29.380	13.260	32.370	13.065	14.626	2.996	2.992	43.767	0.324	0.255	-0.065	59.000	3.380	7.995	3.185	7.475	12.645	0.555	0.407	5.146	-1.694	-3.849	-0.517	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	28.990	14.300	29.640	14.690	14.374	0.758	0.664	9.540	0.266	0.011	-0.312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
61	40.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	18.785	8.970	19.240	7.930	5.934	1.135	1.072	6.363	-0.147	-0.060	0.119	40.000	19.890	9.750	23.205	6.435	6.257	4.688	4.615	28.874	0.216	NaN	-0.230	40.000	27.495	11.115	31.135	10.790	12.930	3.654	3.642	47.092	0.323	0.265	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	19.370	14.495	20.670	15.210	4.761	1.484	1.436	6.836	-0.049	NaN	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	23.985	18.980	30.420	22.230	10.825	7.209	7.185	77.774	0.785	0.233	-0.553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	29.380	13.260	32.565	13.130	14.561	3.188	3.186	46.399	0.194	0.192	NaN	60.000	3.445	7.540	2.795	3.510	12.763	4.082	2.444	31.189	2.037	3.977	0.439	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	28.665	14.170	29.445	14.560	14.047	0.872	0.792	11.129	0.129	-0.233	-0.349	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
62	41.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	18.785	8.970	19.305	7.865	5.890	1.221	1.167	6.874	0.095	0.086	NaN	41.000	19.695	9.815	23.205	6.435	6.007	4.873	4.823	28.975	0.209	NaN	-0.186	41.000	27.365	11.180	31.395	10.855	12.727	4.043	4.027	51.253	0.385	0.254	-0.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	19.305	14.495	20.670	15.210	4.635	1.541	1.501	6.959	0.065	NaN	-0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	23.855	18.915	30.680	22.295	10.624	7.616	7.582	80.558	0.397	0.262	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.000	29.315	13.260	32.890	13.065	14.561	3.580	3.577	52.090	0.391	0.328	-0.065	61.000	50.000	119.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
63	42.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	18.785	8.905	19.240	7.930	5.938	1.076	1.030	6.114	-0.138	-0.086	0.059	42.000	19.695	9.750	23.205	6.435	6.045	4.828	4.791	28.962	-0.033	NaN	0.045	42.000	27.690	11.050	31.590	10.855	13.070	3.905	3.874	50.637	-0.153	0.195	0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	19.370	14.365	20.670	15.210	4.667	1.550	1.456	6.794	-0.046	NaN	-0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	24.050	19.045	30.940	22.490	10.859	7.703	7.671	83.300	0.089	0.320	0.233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	30.030	13.065	33.215	13.195	14.959	3.188	3.179	47.548	-0.399	0.330	0.706	62.000	3.575	8.255	2.795	3.510	12.297	4.809	2.783	34.218	2.783	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
64	43.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	18.785	8.970	19.240	7.865	5.981	1.195	1.123	6.718	0.094	0.060	-0.060	43.000	19.695	9.750	23.270	6.500	6.136	4.831	4.806	29.491	0.015	0.004	NaN	43.000	29.380	10.855	31.850	10.920	14.843	2.471	2.423	35.959	-1.452	0.262	1.684	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	19.370	14.365	20.735	15.145	4.717	1.572	1.497	7.060	0.041	0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	23.855	18.915	31.135	22.555	10.646	8.139	8.112	86.359	0.441	0.203	-0.233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	29.185	13.260	33.800	13.195	14.432	4.615	4.615	66.611	1.437	0.585	-0.848	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
65	44.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	18.655	9.100	19.240	7.865	5.803	1.367	1.313	7.622	0.190	NaN	-0.173	44.000	19.565	9.880	23.270	6.435	5.941	5.059	5.032	29.896	0.226	0.044	-0.184	44.000	29.250	10.855	31.980	10.985	14.662	2.733	2.664	39.056	0.241	0.133	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	19.370	14.365	20.670	15.210	4.640	1.550	1.440	6.684	-0.056	-0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	23.790	18.915	31.265	22.620	10.501	8.343	8.312	87.280	0.200	0.145	-0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	30.290	13.065	34.190	13.195	15.082	3.902	3.897	58.778	-0.718	0.390	1.098	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
66	45.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	18.655	9.165	19.240	7.865	5.750	1.426	1.352	7.774	0.039	NaN	-0.059	45.000	19.370	9.880	23.270	6.500	5.798	5.161	5.150	29.862	0.118	-0.043	-0.147	45.000	29.185	10.855	32.110	10.985	14.651	2.928	2.858	41.878	0.195	0.130	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	19.370	14.300	20.670	15.145	4.704	1.550	1.439	6.768	-0.002	-0.035	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	23.725	18.915	31.330	22.620	10.535	8.459	8.418	88.687	0.107	0.058	-0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	29.445	13.195	34.515	13.130	14.697	5.070	5.070	74.508	1.172	0.326	-0.847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
67	46.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	19.240	7.930	19.370	7.735	7.167	0.234	0.233	1.673	-1.119	0.180	1.352	46.000	19.695	9.620	23.205	6.435	6.294	4.740	4.729	29.761	-0.422	-0.004	0.415	46.000	28.925	10.855	32.435	10.985	14.418	3.512	3.425	49.390	0.567	0.325	-0.260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	19.370	14.300	20.670	15.210	4.680	1.587	1.433	6.709	-0.005	0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	23.790	18.915	31.330	22.620	10.523	8.401	8.373	88.112	-0.045	NaN	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	29.445	13.130	34.970	13.065	14.692	5.525	5.525	81.179	0.456	0.456	7.647E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68	47.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	19.175	7.865	19.305	7.670	7.126	0.234	0.234	1.665	1.409E-4	0.018	0.018	47.000	19.565	9.555	23.205	6.435	6.192	4.794	4.792	29.676	0.064	NaN	-0.056	47.000	28.860	10.855	32.695	10.985	14.343	3.837	3.748	53.755	0.322	0.260	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	19.240	14.300	20.670	15.210	4.564	1.695	1.574	7.183	0.140	NaN	-0.110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	23.725	18.915	31.525	22.750	10.501	8.692	8.657	90.905	0.284	0.232	-0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	29.120	13.260	35.100	13.065	14.435	5.983	5.983	86.367	0.458	0.130	-0.329	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
69	48.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	19.240	7.930	19.305	7.735	7.167	0.206	0.193	1.382	-0.041	-0.062	-0.041	48.000	20.800	9.165	23.205	6.435	7.450	3.638	3.547	26.427	-1.245	NaN	1.109	48.000	28.860	10.855	33.085	11.050	14.355	4.229	4.115	59.074	0.367	0.393	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	19.240	14.235	20.670	15.210	4.542	1.731	1.566	7.111	-0.008	NaN	-0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	23.725	18.915	31.525	22.750	10.467	8.692	8.661	90.656	0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	29.315	13.195	35.295	13.130	14.562	5.980	5.980	87.086	-0.003	0.194	0.196	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
70	49.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	19.175	8.125	19.305	7.865	6.924	0.291	0.283	1.960	0.090	-0.116	-0.203	49.000	20.280	9.230	23.205	6.435	6.955	4.046	4.021	27.970	0.474	NaN	-0.421	49.000	28.730	10.855	33.410	11.050	14.215	4.684	4.565	64.896	0.450	0.325	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	19.240	14.235	20.670	15.210	4.552	1.731	1.576	7.174	0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	23.790	18.915	31.590	22.620	10.557	8.635	8.592	90.702	-0.069	0.003	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	29.250	13.260	35.295	13.195	14.565	6.045	6.045	88.041	0.064	-6.989E-4	-0.066	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
