dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)	T (14)	dT (14)	Base Mean (14)	Body Mean (14)	Proj Mean (14)	Tip Mean (14)	Tip Th Mean (14)	Length (14)	dL (14)	DCTM (14)	DCBM (14)	T (15)	dT (15)	Base Mean (15)	Body Mean (15)	Proj Mean (15)	Tip Mean (15)	Tip Th Mean (15)	Length (15)	dL (15)	DCTM (15)	DCBM (15)
7.000	8.000	7.000	135.821	311.852	120.380	117.879	123.043	3.998	-0.961	-0.000	0.792	8.000	7.000	167.794	311.852	137.617	124.147	132.667	5.021	0.008	0.000	0.010	8.000	7.000	160.429	311.852	126.720	118.034	128.000	5.475	0.268	0.000	-0.221	8.000	7.000	130.926	311.852	117.970	114.240	119.778	6.462	0.084	0.266	0.193	8.000	7.000	121.277	311.852	115.167	109.893	116.143	6.840	-0.111	0.038	0.148	8.000	7.000	162.606	311.852	152.106	146.471	154.172	1.036	0.306	0.057	0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.000	7.000	134.194	311.852	127.439	119.676	127.500	4.357	-0.279	0.000	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	7.000	132.821	310.497	123.478	119.735	128.667	2.365	0.566	0.067	-0.451	28.000	7.000	140.037	305.756	121.591	117.516	123.227	4.423	-0.030	-0.000	0.130	35.000	7.000	139.304	302.506	128.154	122.621	135.444	1.964	-0.138	-0.130	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	7.000	133.111	284.186	121.147	118.136	126.556	2.262	0.509	0.260	-0.263	104.000	7.000	144.567	283.251	127.780	119.029	126.316	4.989	-0.103	-0.000	0.130	119.000	7.000	144.393	279.676	136.750	136.091	142.000	0.489	-4.894	-4.273	-0.029
8.000	9.000	8.000	135.345	314.730	122.745	116.188	122.100	5.345	1.347	-0.000	-1.096	9.000	8.000	156.143	314.730	135.876	122.267	129.632	4.791	-0.230	0.000	0.183	9.000	8.000	145.483	314.730	127.000	117.323	127.182	5.402	-0.073	0.000	0.103	9.000	8.000	138.871	314.730	118.346	112.900	121.000	7.739	1.278	0.809	-0.386	9.000	8.000	120.571	314.730	117.456	112.739	119.000	2.744	-4.096	-3.548	0.202	9.000	8.000	152.531	314.730	145.231	145.042	151.056	0.549	-0.487	0.029	0.233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.000	8.000	139.385	314.730	128.312	117.312	121.040	4.246	-0.111	0.000	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	8.000	130.963	308.616	123.164	116.935	127.235	2.430	0.065	0.130	0.061	29.000	8.000	132.741	301.465	122.284	117.515	125.600	4.063	-0.360	-0.065	0.195	36.000	8.000	138.667	302.638	128.748	121.091	130.053	1.333	-0.631	-0.251	0.194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	8.000	123.037	284.630	118.692	114.607	123.200	2.159	-0.103	0.000	0.130	105.000	8.000	142.323	283.689	126.365	122.031	132.000	5.200	0.211	0.065	-0.065	120.000	8.000	144.484	279.011	131.597	125.167	136.200	1.964	1.475	1.625	1.592E-17
9.000	10.000	9.000	145.000	313.023	125.381	118.250	127.647	5.284	-0.062	-0.000	-0.039	10.000	9.000	169.469	313.023	136.576	123.750	132.471	4.772	-0.019	0.000	0.000	10.000	9.000	161.964	313.023	126.068	113.300	125.875	5.670	0.268	0.051	-0.172	10.000	9.000	125.333	313.023	116.866	112.300	116.741	7.319	-0.420	0.150	0.640	10.000	9.000	116.897	313.023	115.341	110.333	118.833	2.706	-0.038	0.203	0.128	10.000	9.000	157.474	313.023	150.943	149.471	168.583	0.852	0.303	-0.065	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.000	9.000	139.929	313.023	129.623	122.406	133.125	4.330	0.084	0.000	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	9.000	135.107	309.789	122.455	118.636	140.000	2.698	0.268	0.133	-0.127	30.000	9.000	136.172	299.598	125.024	117.387	126.467	4.488	0.425	0.065	-0.329	37.000	9.000	139.071	303.436	131.734	129.938	136.760	0.730	-0.603	-0.331	0.176	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	9.000	134.481	285.916	121.816	117.038	120.882	2.002	-0.157	-0.652	-0.520	106.000	9.000	138.643	282.674	139.915	141.643	154.417	0.771	-4.428	-4.223	-0.018	121.000	9.000	143.536	278.340	135.611	130.630	141.929	1.612	-0.352	-0.324	-0.012
10.000	11.000	10.000	144.172	313.673	126.022	119.344	130.562	5.533	0.249	-0.000	-0.031	11.000	10.000	166.900	313.673	135.037	122.147	133.455	4.780	0.008	0.042	0.056	11.000	10.000	148.903	313.673	127.272	113.387	120.429	5.613	-0.057	-0.041	0.059	11.000	10.000	130.889	313.673	119.571	116.433	127.538	7.208	-0.111	-0.320	-0.256	11.000	10.000	119.605	313.673	115.700	111.619	135.500	1.325	-1.381	-1.407	0.015	11.000	10.000	158.250	313.673	149.071	146.677	154.450	0.824	-0.027	0.000	-0.408	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.000	10.000	141.810	313.673	128.364	115.941	126.062	4.441	0.111	-0.058	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	10.000	133.630	307.860	122.252	119.576	126.882	2.568	-0.130	0.065	0.189	31.000	10.000	143.367	300.097	123.710	117.406	124.611	5.051	0.563	-0.000	-0.484	38.000	10.000	140.214	301.144	131.600	131.478	141.091	0.565	-0.165	-0.130	0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	10.000	121.074	284.944	116.688	115.667	121.643	0.816	-1.186	-0.459	0.642	107.000	10.000	142.258	283.273	126.970	116.774	125.500	5.319	4.547	4.356	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11.000	12.000	11.000	133.214	310.224	121.822	115.719	120.040	4.477	-1.056	-0.007	0.718	12.000	11.000	178.907	310.224	137.464	119.871	133.909	4.715	-0.065	-0.048	0.048	12.000	11.000	152.677	310.224	128.550	114.469	122.000	5.727	0.114	0.000	0.007	12.000	11.000	131.889	310.224	120.831	117.086	128.389	7.281	0.073	-0.052	-0.064	12.000	11.000	120.077	310.224	115.792	116.053	121.450	0.776	-0.549	-0.610	0.058	12.000	11.000	147.000	310.224	142.538	141.958	155.400	0.577	-0.248	0.108	0.343	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	11.000	140.422	310.224	127.835	119.343	125.067	4.017	-0.425	-0.058	0.436	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	11.000	132.815	307.780	123.201	116.516	122.909	2.625	0.057	-0.065	-0.130	32.000	11.000	135.444	298.742	122.123	118.094	123.524	4.247	-0.804	-0.000	0.669	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	11.000	121.926	285.061	117.914	115.548	124.154	1.011	0.195	-0.134	-0.264	108.000	11.000	140.034	281.482	124.518	117.806	124.389	5.127	-0.192	-0.000	0.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12.000	13.000	12.000	133.000	311.416	121.963	115.265	119.586	4.940	0.463	0.008	-0.395	13.000	12.000	171.205	311.416	136.954	122.333	132.533	4.669	-0.046	0.006	0.049	13.000	12.000	158.457	311.416	129.774	116.871	127.778	6.060	0.333	0.043	-0.227	13.000	12.000	137.481	311.416	121.928	118.750	127.190	7.281	0.000	-0.203	-0.192	13.000	12.000	120.312	311.416	123.333	123.333	135.000	0.195	-0.581	-0.138	0.184	13.000	12.000	148.815	311.416	144.708	144.913	159.222	0.561	-0.016	-0.063	-0.173	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	12.000	131.023	311.416	128.107	121.633	131.579	3.446	-0.571	0.059	0.523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	12.000	135.111	305.680	124.376	116.500	128.083	2.866	0.241	0.195	-0.065	33.000	12.000	132.704	299.442	122.133	117.303	124.438	4.312	0.065	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	12.000	128.556	286.727	118.750	114.269	119.238	1.271	0.260	-0.195	-0.455	109.000	12.000	144.656	282.284	135.536	137.548	142.833	0.778	-4.348	-4.230	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13.000	14.000	13.000	134.107	312.391	122.685	123.387	131.095	4.959	0.019	-0.000	0.007	14.000	13.000	176.791	312.391	137.598	123.867	130.571	4.585	-0.084	0.000	0.048	14.000	13.000	152.767	312.391	128.847	117.367	130.364	6.117	0.057	0.000	-0.042	14.000	13.000	134.037	312.391	121.228	120.743	138.444	6.837	-0.444	-0.203	0.192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	13.000	160.000	312.391	150.621	148.097	156.842	1.183	0.622	-0.063	-0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	13.000	146.837	312.391	128.819	121.469	130.059	4.468	1.022	-0.028	-1.045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	13.000	137.429	308.517	123.545	120.143	129.867	2.847	-0.019	-0.132	-0.063	34.000	13.000	140.690	299.550	125.998	118.548	124.087	5.143	0.831	-0.000	-0.653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	13.000	133.259	286.775	122.994	117.931	127.062	1.650	0.379	0.000	-0.390	110.000	13.000	141.812	281.483	139.167	138.067	141.077	0.550	-0.229	-0.306	-0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14.000	15.000	14.000	133.214	309.067	123.160	121.229	130.632	4.412	-0.547	-0.000	0.524	15.000	14.000	174.543	309.067	135.966	125.484	132.789	4.642	0.057	0.000	0.000	15.000	14.000	149.100	309.067	130.627	117.586	124.529	6.117	0.000	0.000	8.281E-4	15.000	14.000	141.148	309.067	122.380	121.344	128.700	6.531	-0.306	-0.139	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	14.000	165.786	309.067	154.430	145.094	153.273	1.460	0.277	0.059	-0.637	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	14.000	140.571	309.067	131.588	120.500	129.200	4.403	-0.065	0.000	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	14.000	133.300	307.662	122.838	114.576	124.615	2.763	-0.084	-0.132	-0.067	35.000	14.000	140.586	302.506	125.696	120.968	126.579	4.867	-0.276	-0.000	0.137	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	14.000	125.889	286.093	121.638	117.696	124.400	1.482	-0.168	-0.065	0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15.000	16.000	15.000	133.567	310.058	124.154	124.727	133.238	4.680	0.268	-0.000	-0.266	16.000	15.000	174.370	310.058	137.770	121.581	130.000	4.577	-0.065	0.000	0.043	16.000	15.000	147.200	310.058	132.306	116.613	123.222	6.274	0.157	-0.045	-0.092	16.000	15.000	138.481	310.058	119.683	115.250	129.455	6.393	-0.138	-0.203	-0.054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	15.000	173.111	310.058	153.443	143.929	153.062	1.644	0.184	0.031	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	15.000	141.615	310.058	131.178	118.656	129.312	4.403	0.000	-0.027	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	15.000	136.871	305.756	123.810	119.742	127.769	2.809	0.046	-0.123	-0.068	36.000	15.000	140.074	302.638	125.736	120.968	129.278	4.277	-0.590	-0.065	0.458	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	15.000	126.296	286.975	123.541	121.966	135.100	1.000	-0.482	-0.704	-0.259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
16.000	17.000	16.000	135.250	310.365	124.949	125.088	136.850	4.645	-0.035	-0.065	-0.058	17.000	16.000	159.279	310.365	137.522	126.806	138.125	4.348	-0.230	-0.050	0.176	17.000	16.000	146.633	310.365	131.331	118.062	124.474	6.385	0.111	0.000	-0.139	17.000	16.000	124.111	310.365	120.576	121.438	132.389	5.051	-1.343	-0.148	1.102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	16.000	176.970	310.365	152.320	142.226	150.412	1.874	0.230	-0.059	0.490	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	16.000	143.375	310.365	130.872	119.933	127.176	4.449	0.046	0.000	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	16.000	132.138	301.465	120.464	119.057	130.167	2.828	0.019	0.130	0.065	37.000	16.000	146.448	303.436	128.040	117.125	128.182	4.962	0.685	0.065	-0.653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	16.000	124.641	284.182	120.484	119.000	123.474	1.520	0.520	0.455	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	17.000	176.792	308.646	139.092	122.400	135.615	4.577	0.230	0.049	-0.177	18.000	17.000	152.200	308.646	131.507	119.781	128.600	6.358	-0.027	0.000	0.047	18.000	17.000	124.593	308.646	118.863	116.667	128.333	5.135	0.084	-0.073	-0.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	17.000	181.226	308.646	157.662	146.333	158.786	1.847	-0.027	0.029	-0.640	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	17.000	142.886	308.646	129.873	115.944	126.625	3.933	-0.517	0.000	0.611	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	17.000	137.074	299.598	124.741	124.500	133.062	2.560	-0.268	-0.065	0.065	38.000	17.000	136.148	301.144	123.097	117.750	122.360	3.822	-1.140	-0.000	1.109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	17.000	134.750	284.311	122.819	117.065	122.208	2.671	1.151	0.523	-0.717	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	18.000	165.864	309.504	141.689	122.387	132.000	4.210	-0.368	0.000	0.327	19.000	18.000	149.722	309.504	130.235	116.719	124.611	6.025	-0.333	0.046	0.322	19.000	18.000	135.750	309.504	121.231	119.375	128.682	5.636	0.501	-0.258	-0.710	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	18.000	174.071	309.504	156.119	145.700	152.190	1.782	-0.065	0.000	0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	18.000	151.513	309.504	134.160	120.438	127.762	4.449	0.517	0.000	-0.581	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	18.000	135.500	300.097	124.780	125.125	136.000	2.457	-0.103	-0.236	-0.072	39.000	18.000	138.154	300.920	123.921	114.250	127.333	4.388	0.566	-0.000	-0.455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	18.000	138.054	284.972	123.582	122.080	135.286	2.587	-0.084	-0.448	-0.324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	19.000	165.773	310.497	139.696	124.926	135.833	4.229	0.019	-0.046	-1.280E-15	20.000	19.000	146.311	310.497	127.748	116.297	128.000	5.684	-0.341	-0.045	0.368	20.000	19.000	133.889	310.497	121.242	121.278	131.571	5.514	-0.122	-0.193	-0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	19.000	174.241	310.497	154.985	143.235	151.870	1.809	0.027	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	19.000	153.333	310.497	133.232	118.323	129.412	4.468	0.019	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	19.000	133.464	298.742	125.468	128.342	138.524	2.186	-0.271	-0.310	0.000	40.000	19.000	142.034	303.821	126.672	119.250	130.846	4.266	-0.122	-0.000	0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	19.000	137.053	285.324	121.584	115.348	119.600	2.373	-0.214	-0.314	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	20.000	170.575	308.616	139.633	124.133	133.684	4.118	-0.111	0.000	0.032	21.000	20.000	152.000	308.616	131.052	119.226	128.333	5.795	0.111	0.002	-0.047	21.000	20.000	139.793	308.616	123.029	119.312	127.842	5.582	0.068	-0.142	-0.317	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	20.000	173.074	308.616	153.721	143.219	154.765	1.690	-0.119	-0.031	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	20.000	146.119	308.616	128.239	116.226	123.824	3.749	-0.720	0.000	0.669	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	20.000	136.607	299.442	132.447	132.833	145.706	1.834	-0.352	-0.319	0.000	41.000	20.000	144.259	304.433	124.396	119.581	129.417	4.136	-0.130	-0.065	0.133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	20.000	133.939	284.546	121.527	117.560	124.538	2.400	0.027	0.065	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	21.000	165.111	309.789	140.743	125.226	133.222	3.980	-0.138	-0.043	0.141	22.000	21.000	155.326	309.789	132.384	120.138	128.588	5.757	-0.038	0.046	-0.046	22.000	21.000	140.074	309.789	122.260	117.710	125.773	5.295	-0.287	-0.201	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	21.000	177.500	309.789	155.675	145.000	152.500	1.919	0.230	0.033	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	21.000	144.545	309.789	127.803	117.735	127.333	3.703	-0.046	0.000	0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	21.000	135.714	299.550	133.576	132.111	146.929	1.601	-0.233	-0.232	0.000	42.000	21.000	145.852	304.639	125.372	119.125	126.650	4.239	0.103	0.065	-0.134	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	21.000	131.533	284.060	121.598	121.621	125.792	2.381	-0.019	-0.045	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
22.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	22.000	169.027	307.860	143.073	123.147	129.833	4.007	0.027	0.042	-0.007	23.000	22.000	151.059	307.860	132.565	118.433	126.615	5.416	-0.341	0.000	0.229	23.000	22.000	137.815	307.860	124.083	121.939	134.600	5.146	-0.149	-0.129	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	22.000	176.091	307.860	154.487	143.600	152.389	1.874	-0.046	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	22.000	137.395	307.860	126.550	118.000	130.333	3.362	-0.341	-0.058	0.232	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	22.000	138.655	302.506	135.031	134.135	148.944	1.379	-0.222	-0.188	0.017	43.000	22.000	134.963	303.705	125.350	119.281	126.632	4.136	-0.103	-0.000	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	22.000	132.810	283.255	118.922	116.900	120.333	1.929	-0.452	-0.194	0.078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	23.000	156.311	307.780	134.564	123.485	137.750	3.103	-0.903	0.047	0.914	24.000	23.000	158.348	307.780	132.027	116.829	124.714	5.906	0.490	-0.044	-0.283	24.000	23.000	133.964	307.780	123.810	122.094	134.400	5.081	-0.065	-0.264	-0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	23.000	176.645	307.780	157.404	146.500	162.867	1.690	-0.184	0.000	0.177	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	23.000	144.196	307.780	128.792	115.806	125.412	3.538	0.176	-0.027	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	23.000	142.677	302.638	137.684	136.278	151.263	1.249	-0.130	-0.247	-0.062	44.000	23.000	139.862	302.094	124.704	118.688	130.909	4.450	0.314	-0.000	-0.271	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	23.000	133.548	283.251	121.542	121.154	131.545	2.327	0.398	-0.137	-0.210	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
