dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)	T (14)	dT (14)	Base Mean (14)	Body Mean (14)	Proj Mean (14)	Tip Mean (14)	Tip Th Mean (14)	Length (14)	dL (14)	DCTM (14)	DCBM (14)	T (15)	dT (15)	Base Mean (15)	Body Mean (15)	Proj Mean (15)	Tip Mean (15)	Tip Th Mean (15)	Length (15)	dL (15)	DCTM (15)	DCBM (15)
-10.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.000	-10.000	118.679	317.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.000	-10.000	145.625	313.673	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	-10.000	152.560	308.646	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	-10.000	139.469	294.100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	-10.000	146.667	289.923	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	-10.000	146.250	283.159	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	-10.000	143.553	284.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-9.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.000	-9.000	123.400	319.765	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	-9.000	137.800	310.224	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	-9.000	146.655	309.504	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	-9.000	133.393	294.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	-9.000	138.133	288.550	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	-9.000	144.686	284.186	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	-9.000	146.923	283.255	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-8.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.000	-8.000	121.267	314.252	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	-8.000	137.087	311.416	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	-8.000	144.357	310.497	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	-8.000	133.000	294.868	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	-8.000	137.633	288.641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	-8.000	154.895	284.630	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	-8.000	145.256	283.251	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-7.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000	-7.000	153.462	328.863	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.000	-7.000	124.357	314.627	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	-7.000	137.136	312.391	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	-7.000	149.440	308.616	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	-7.000	135.464	294.962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	-7.000	138.633	288.136	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	-7.000	149.229	285.916	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	-7.000	142.769	283.689	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-6.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.000	-6.000	142.000	321.112	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.000	-6.000	123.367	315.158	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	-6.000	137.037	309.067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	-6.000	139.333	309.789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	-6.000	135.448	293.082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	-6.000	123.167	282.599	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	-6.000	153.590	284.944	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	-6.000	139.784	282.674	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-5.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.000	-5.000	129.758	317.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.000	-5.000	121.714	311.852	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	-5.000	134.880	310.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	-5.000	142.217	307.860	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	-5.000	145.382	289.675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	-5.000	124.667	283.389	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	-5.000	153.265	285.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	-5.000	144.769	283.273	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-4.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.000	-4.000	134.429	319.765	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.000	-4.000	121.120	314.730	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	-4.000	135.682	310.365	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	-4.000	138.844	307.780	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	-4.000	139.455	289.863	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	-4.000	128.667	284.725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	-4.000	155.750	286.727	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	-4.000	143.472	281.482	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-3.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.000	-3.000	125.143	314.252	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.000	-3.000	118.040	313.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	-3.000	140.500	308.646	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	-3.000	141.516	305.680	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	-3.000	145.594	291.443	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	-3.000	128.000	285.623	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	-3.000	149.927	286.775	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	-3.000	144.632	282.284	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-2.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.000	-2.000	126.765	314.627	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.000	-2.000	120.688	313.673	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	-2.000	148.771	309.504	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	-2.000	140.719	308.517	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	-2.000	140.967	290.689	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	-2.000	133.421	286.289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	-2.000	148.200	286.093	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	-2.000	145.154	281.483	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.000	-1.000	125.846	315.158	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	-1.000	121.833	310.224	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	-1.000	139.618	310.497	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	-1.000	138.778	307.662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	-1.000	135.433	291.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	-1.000	137.784	285.799	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	-1.000	152.605	286.975	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	-1.000	140.769	279.911	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.000	1.000	0.000	137.630	328.863	123.885	115.969	122.812	5.104	0.000	NaN	NaN	1.000	0.000	188.107	328.863	137.475	126.062	134.818	5.349	0.000	NaN	NaN	1.000	0.000	175.759	328.863	131.078	116.900	122.889	5.987	0.000	NaN	NaN	1.000	0.000	135.370	328.863	118.072	112.500	120.083	5.785	0.000	NaN	NaN	1.000	0.000	131.120	328.863	116.989	112.690	118.529	5.601	0.000	NaN	NaN	1.000	0.000	161.448	328.863	151.696	149.000	161.200	0.672	0.000	NaN	NaN	1.000	0.000	156.149	328.863	127.196	117.800	125.769	5.726	0.000	NaN	NaN	1.000	0.000	143.500	328.863	125.234	119.091	125.294	4.920	0.000	NaN	NaN	8.000	0.000	124.051	311.852	121.871	121.030	126.172	0.943	0.943	NaN	NaN	13.000	0.000	121.129	311.416	119.192	119.958	122.524	0.565	0.565	NaN	NaN	21.000	0.000	132.778	308.616	123.661	121.562	126.850	3.849	3.849	NaN	NaN	28.000	0.000	138.920	305.756	129.600	129.600	134.000	0.325	0.325	NaN	NaN	71.000	0.000	134.944	289.923	134.250	134.250	139.500	0.236	0.236	NaN	NaN	81.000	0.000	121.111	285.816	119.636	120.000	123.833	0.451	0.451	NaN	NaN	97.000	0.000	143.345	284.182	127.630	118.258	126.524	5.173	5.173	NaN	NaN	112.000	0.000	133.724	280.441	134.146	133.630	147.778	0.702	0.702	NaN	NaN
1.000	2.000	1.000	135.061	321.112	123.478	118.500	123.417	4.962	-0.143	-0.065	-0.003	2.000	1.000	178.071	321.112	135.674	120.312	126.846	5.564	0.214	0.000	-0.129	2.000	1.000	166.607	321.112	129.526	113.065	119.667	5.957	-0.030	0.054	0.073	2.000	1.000	136.828	321.112	118.732	111.833	115.094	6.137	0.352	0.129	-0.187	2.000	1.000	121.711	321.112	115.147	113.192	118.000	5.471	-0.130	0.129	0.459	2.000	1.000	153.741	321.112	148.407	150.381	160.900	0.568	-0.104	0.087	0.233	2.000	1.000	147.267	321.112	126.409	117.261	124.923	4.115	-1.611	-1.394	0.045	2.000	1.000	144.679	321.112	123.417	115.882	120.037	4.920	0.000	0.000	0.058	9.000	1.000	135.786	314.730	127.854	124.071	134.909	2.401	1.459	-0.071	-1.548	14.000	1.000	119.964	312.391	119.889	119.000	124.148	0.736	0.171	0.084	-0.024	22.000	1.000	136.567	309.789	124.144	115.559	125.923	4.415	0.566	-0.000	-0.519	29.000	1.000	133.917	301.465	125.467	124.500	128.636	0.439	0.114	0.090	-0.054	72.000	1.000	134.762	288.550	123.365	116.708	121.647	1.241	1.005	1.034	0.000	82.000	1.000	123.519	286.729	119.371	119.261	124.000	0.616	0.166	0.065	-0.130	98.000	1.000	145.393	284.311	127.574	120.294	130.643	5.108	-0.065	-0.000	0.060	113.000	1.000	134.690	281.258	131.618	131.278	136.692	0.798	0.096	0.111	-0.111
2.000	3.000	2.000	138.484	317.063	123.433	118.242	126.750	5.108	0.146	0.069	-0.013	3.000	2.000	140.523	317.063	130.333	126.267	132.905	3.887	-1.677	0.000	1.698	3.000	2.000	178.767	317.063	132.520	115.233	120.440	6.198	0.241	-0.054	-0.271	3.000	2.000	137.333	317.063	119.967	114.933	123.462	6.370	0.233	0.136	-0.129	3.000	2.000	119.276	317.063	115.809	111.412	119.471	5.295	-0.176	0.259	0.265	3.000	2.000	159.704	317.063	149.692	149.375	162.417	0.656	0.087	-0.076	-0.127	3.000	2.000	123.750	317.063	124.704	125.632	130.733	1.004	-3.112	-1.768	0.923	3.000	2.000	136.464	317.063	126.641	121.625	130.150	4.598	-0.322	-0.058	0.291	10.000	2.000	154.977	313.023	128.111	119.032	123.652	4.990	2.588	1.640	-0.793	15.000	2.000	123.857	309.067	118.758	115.767	127.182	0.889	0.154	0.192	-0.256	23.000	2.000	132.407	307.860	122.628	119.818	127.200	4.128	-0.287	-0.000	0.259	30.000	2.000	137.683	299.598	130.080	131.222	143.923	0.874	0.435	-0.174	-0.233	73.000	2.000	135.234	288.641	122.427	116.583	121.400	1.964	0.723	0.137	-0.258	83.000	2.000	125.000	287.952	121.714	121.034	127.211	0.672	0.056	-0.120	-0.193	99.000	2.000	149.613	284.972	129.936	119.839	128.118	5.127	0.019	-0.000	-0.063	114.000	2.000	137.100	280.365	124.375	116.853	128.462	5.173	4.375	4.424	0.073
3.000	4.000	3.000	141.643	319.765	122.518	120.576	125.538	5.280	0.173	-0.000	-0.108	4.000	3.000	174.424	319.765	135.517	123.559	133.045	5.636	1.750	0.000	-1.727	4.000	3.000	182.600	319.765	130.161	113.156	124.714	6.179	-0.019	0.019	0.000	4.000	3.000	134.519	319.765	118.148	112.655	118.000	6.378	0.008	0.202	0.185	4.000	3.000	124.286	319.765	115.093	110.438	114.048	6.137	0.842	0.402	-0.266	4.000	3.000	157.071	319.765	152.452	153.259	163.111	0.626	-0.030	-0.063	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.000	3.000	133.964	319.765	123.498	118.000	127.600	4.598	0.000	0.117	0.145	11.000	3.000	160.196	313.673	128.884	116.185	122.500	5.219	0.230	-0.069	-0.287	16.000	3.000	125.222	310.058	121.730	117.600	131.556	1.000	0.111	0.120	-0.009	24.000	3.000	135.481	307.780	123.065	116.970	127.556	3.998	-0.130	0.065	0.195	31.000	3.000	136.250	300.097	123.017	120.229	124.520	3.215	2.341	2.467	0.000	74.000	3.000	132.714	288.136	123.163	120.680	130.154	2.373	0.409	0.385	0.000	84.000	3.000	124.500	286.368	117.792	116.818	123.308	0.843	0.171	0.264	-0.070	100.000	3.000	143.133	285.324	127.586	119.000	129.667	5.027	-0.100	-0.000	0.065	115.000	3.000	138.379	281.092	124.333	118.548	127.278	5.268	0.095	-0.000	-0.138
4.000	5.000	4.000	136.750	314.252	121.648	115.235	124.474	5.330	0.049	-0.000	0.079	5.000	4.000	140.511	314.252	130.487	120.194	135.182	4.338	-1.298	0.000	1.295	5.000	4.000	155.652	314.252	125.822	115.643	121.727	5.272	-0.907	-0.054	0.793	5.000	4.000	126.593	314.252	118.678	113.258	117.846	6.313	-0.065	-0.137	-0.065	5.000	4.000	123.769	314.252	115.021	109.786	115.846	6.305	0.168	0.201	0.000	5.000	4.000	153.536	314.252	148.792	148.913	163.000	0.565	-0.061	0.065	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.000	4.000	136.167	314.252	126.248	119.647	129.000	4.671	0.073	0.087	0.000	12.000	4.000	162.739	310.224	129.544	118.562	123.455	5.304	0.084	-0.106	-0.144	17.000	4.000	132.179	310.365	122.292	116.355	122.105	1.937	0.937	0.195	-0.715	25.000	4.000	141.296	305.680	126.171	120.394	126.286	4.526	0.528	-0.065	-0.530	32.000	4.000	143.551	298.742	129.401	125.514	135.773	2.798	-0.417	-0.328	0.126	75.000	4.000	124.519	282.599	114.400	114.400	118.667	0.336	-2.037	0.260	0.195	85.000	4.000	127.833	286.258	119.019	117.167	122.091	1.019	0.176	-0.134	-0.264	101.000	4.000	146.067	284.546	126.877	118.844	124.545	5.081	0.054	-0.000	-0.007	116.000	4.000	144.767	280.115	123.347	116.129	126.333	5.322	0.054	-0.000	0.005
5.000	6.000	5.000	132.357	314.627	121.294	116.758	121.348	4.794	-0.536	-0.000	0.335	6.000	5.000	166.700	314.627	131.973	119.167	126.048	5.414	1.076	0.000	-1.096	6.000	5.000	143.800	314.627	124.306	113.862	124.231	5.115	-0.157	0.000	0.054	6.000	5.000	128.963	314.627	118.722	111.893	134.000	6.110	-0.203	-0.129	0.065	6.000	5.000	124.464	314.627	117.766	113.633	120.286	6.232	-0.073	0.187	0.129	6.000	5.000	157.071	314.627	152.135	153.935	163.118	0.640	0.076	-0.065	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.000	5.000	132.909	314.627	125.489	123.727	136.188	4.533	-0.138	-0.087	0.058	13.000	5.000	167.795	311.416	130.217	118.103	124.867	5.250	-0.054	-0.158	-0.179	18.000	5.000	125.000	308.646	120.053	118.719	134.429	0.711	-1.227	0.014	1.191	26.000	5.000	140.444	308.517	124.712	116.594	125.500	4.358	-0.168	0.065	0.200	33.000	5.000	141.438	299.442	125.965	121.914	127.792	2.603	-0.195	-0.197	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	5.000	122.889	283.523	119.210	116.714	125.286	1.306	0.287	0.321	0.061	102.000	5.000	140.467	284.060	125.086	118.091	126.526	4.924	-0.157	-0.065	0.069	117.000	5.000	142.500	279.296	124.193	117.818	122.692	5.368	0.046	-0.000	-0.063
6.000	7.000	6.000	132.167	315.158	123.535	120.176	130.154	4.959	0.165	-0.000	-0.136	7.000	6.000	169.794	315.158	134.522	122.594	132.000	5.013	-0.401	0.000	0.206	7.000	6.000	142.429	315.158	127.036	113.967	126.700	5.207	0.092	0.038	-0.076	7.000	6.000	135.867	315.158	119.879	112.286	116.667	6.378	0.268	-0.323	-0.581	7.000	6.000	125.234	315.158	115.754	111.679	116.632	6.951	0.720	0.202	-0.202	7.000	6.000	156.259	315.158	153.783	148.931	162.600	0.730	0.090	0.058	-0.233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.000	6.000	137.175	315.158	127.250	123.469	131.409	4.636	0.103	-0.087	-0.087	14.000	6.000	169.467	312.391	131.874	121.515	130.000	5.096	-0.154	-0.181	0.000	19.000	6.000	129.333	309.504	122.799	115.344	123.357	1.799	1.089	0.125	-0.977	27.000	6.000	143.793	307.662	125.006	117.424	130.000	4.453	0.095	-0.000	-0.126	34.000	6.000	145.286	299.550	130.503	129.167	136.389	2.102	-0.501	-0.385	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	6.000	126.000	283.159	120.822	116.839	124.857	1.753	0.447	0.127	-0.327	103.000	6.000	143.517	283.255	124.813	115.406	121.421	5.092	0.168	-0.000	-0.197	118.000	6.000	143.100	279.815	122.333	118.909	123.524	5.384	0.016	-0.000	0.066
