dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)
108.000	109.000	108.000	307.933	508.713	198.317	149.778	164.000	3.419	-0.046	0.062	0.062	109.000	108.000	262.870	508.713	167.756	140.679	162.091	11.595	-0.138	-0.062	0.081	109.000	108.000	213.191	508.713	180.102	139.423	149.188	4.745	0.617	0.090	-0.518	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109.000	110.000	109.000	309.259	510.535	195.030	158.033	189.429	3.297	-0.122	-0.000	0.017	110.000	109.000	260.140	510.535	164.449	138.783	147.692	11.576	-0.019	-0.000	0.062	110.000	109.000	212.174	510.535	177.426	138.000	152.000	4.940	0.195	0.080	-0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110.000	111.000	110.000	327.933	509.502	196.799	150.500	164.133	3.381	0.084	-0.000	-0.063	111.000	110.000	269.511	509.502	168.326	139.286	149.455	11.706	0.130	0.081	-0.062	111.000	110.000	218.854	509.502	183.126	139.160	152.583	4.940	0.000	0.123	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111.000	112.000	111.000	329.219	511.954	195.590	148.414	158.500	3.381	0.000	-0.000	-0.000	112.000	111.000	245.229	511.954	166.507	141.593	154.833	11.400	-0.306	0.143	0.287	112.000	111.000	210.000	511.954	180.244	138.464	146.412	5.457	0.517	0.256	-0.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112.000	113.000	112.000	297.000	514.892	192.300	149.759	160.579	3.197	-0.184	-0.063	0.079	113.000	112.000	273.641	514.892	167.622	137.292	155.250	11.752	0.352	0.225	-0.062	113.000	112.000	206.442	514.892	178.393	138.407	149.077	5.346	-0.111	0.145	0.240	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113.000	114.000	113.000	316.733	511.721	193.952	145.481	154.400	3.289	0.092	0.063	-0.000	114.000	113.000	254.000	511.721	164.720	132.261	146.923	11.668	-0.084	0.143	0.206	114.000	113.000	192.822	511.721	174.682	137.083	145.600	5.265	-0.081	0.088	0.264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114.000	115.000	114.000	298.333	513.242	192.660	153.333	171.067	3.189	-0.100	-0.000	0.091	115.000	114.000	283.868	513.242	166.916	136.440	149.400	11.936	0.268	0.101	-0.124	115.000	114.000	189.822	513.242	170.621	133.360	156.714	5.449	0.184	0.088	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
115.000	116.000	115.000	274.704	512.120	190.087	156.900	172.059	3.078	-0.111	-0.000	0.063	116.000	115.000	258.690	512.120	166.603	139.074	147.765	11.703	-0.233	-0.000	0.144	116.000	115.000	191.826	512.120	174.924	140.417	146.045	5.614	0.165	0.121	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
116.000	117.000	116.000	296.235	511.543	190.832	150.214	168.417	3.262	0.184	-0.000	-0.064	117.000	116.000	248.821	511.543	165.152	138.259	147.727	11.435	-0.268	-0.019	0.205	117.000	116.000	188.116	511.543	170.078	137.929	148.706	5.679	0.065	0.145	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
117.000	118.000	117.000	293.107	511.641	189.139	149.871	166.800	3.170	-0.092	-0.063	-0.015	118.000	117.000	273.471	511.641	166.013	143.840	157.750	11.798	0.363	-0.000	-0.268	118.000	117.000	186.000	511.641	171.605	142.292	156.000	6.020	0.341	0.248	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
118.000	119.000	118.000	297.700	512.747	191.046	147.607	160.238	3.216	0.046	0.126	0.063	119.000	118.000	278.179	512.747	166.309	140.259	147.208	11.917	0.119	0.062	-0.000	119.000	118.000	197.978	512.747	170.788	140.542	157.231	6.157	0.138	0.145	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
119.000	120.000	119.000	306.727	514.987	196.596	154.344	166.480	3.354	0.138	-0.045	-0.143	120.000	119.000	262.643	514.987	165.428	141.692	162.889	11.511	-0.406	-0.143	0.124	120.000	119.000	195.174	514.987	167.942	132.148	137.074	6.387	0.230	0.110	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
120.000	121.000	120.000	293.667	514.449	194.176	150.536	174.750	3.243	-0.111	-0.016	0.063	121.000	120.000	263.081	514.449	164.670	141.857	153.824	11.779	0.268	-0.062	-0.205	121.000	120.000	194.870	514.449	168.110	138.037	143.250	6.552	0.165	0.090	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
