dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)
-20.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.000	-20.000	278.200	812.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-19.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.000	-19.000	289.407	812.966	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-18.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.000	-18.000	292.267	798.834	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-17.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.000	-17.000	283.600	801.363	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-16.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.000	-16.000	281.833	789.831	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-15.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.000	-15.000	274.800	781.360	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-14.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.000	-14.000	293.267	778.425	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-13.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	-13.000	314.467	771.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-12.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	-12.000	339.250	770.148	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-11.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	-11.000	332.273	767.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-10.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	-10.000	300.308	764.302	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-9.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	-9.000	327.308	770.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-8.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	-8.000	333.240	768.102	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-7.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	-7.000	354.444	764.283	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-6.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	-6.000	377.200	763.424	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-5.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	-5.000	356.500	745.583	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-4.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	-4.000	306.095	748.822	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-3.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	-3.000	335.088	765.831	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-2.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	-2.000	397.242	768.275	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	-1.000	412.900	765.485	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.000	1.000	0.000	312.848	832.743	199.565	153.560	173.125	3.403	0.000	NaN	NaN	1.000	0.000	241.333	832.743	161.879	147.880	157.467	6.521	0.000	NaN	NaN	1.000	0.000	256.220	832.743	164.010	137.522	147.000	8.423	0.000	NaN	NaN	1.000	0.000	321.853	832.743	215.601	154.897	170.312	10.044	0.000	NaN	NaN	25.000	0.000	347.630	765.747	276.111	276.111	286.556	0.389	0.389	NaN	NaN
1.000	2.000	1.000	308.300	806.621	193.711	144.800	157.923	3.579	0.176	-0.063	-0.014	2.000	1.000	260.071	806.621	165.705	149.560	158.444	6.968	0.447	0.052	-0.371	2.000	1.000	236.719	806.621	160.745	132.931	146.125	8.496	0.073	0.030	-0.145	2.000	1.000	313.694	806.621	209.905	147.321	162.824	10.063	0.019	0.087	0.145	26.000	1.000	334.931	765.276	262.143	264.842	291.429	0.540	0.151	-0.021	-0.041
2.000	3.000	2.000	301.271	819.894	188.993	151.621	168.889	3.560	-0.019	-0.000	-0.000	3.000	2.000	262.069	819.894	164.355	143.704	150.696	7.144	0.176	0.064	-0.128	3.000	2.000	263.957	819.894	161.872	128.000	140.714	9.318	0.823	0.145	-0.436	3.000	2.000	367.894	819.894	215.235	146.962	157.000	10.343	0.279	0.234	0.030	27.000	2.000	355.679	770.328	269.326	259.152	312.077	0.609	0.069	-0.024	-0.169
3.000	4.000	3.000	301.205	812.413	194.359	150.931	172.600	3.495	-0.065	-0.000	-0.063	4.000	3.000	251.633	812.413	163.772	148.333	161.118	7.385	0.241	0.204	-0.000	4.000	3.000	271.979	812.413	162.522	132.074	139.316	9.659	0.341	0.203	-0.145	4.000	3.000	334.861	812.413	214.436	147.517	161.529	9.910	-0.433	0.145	0.518	28.000	3.000	311.333	770.620	252.535	244.867	280.286	0.687	0.079	0.021	-0.041
4.000	5.000	4.000	308.641	812.375	192.283	150.680	166.000	3.560	0.065	0.064	-0.000	5.000	4.000	241.321	812.375	161.490	145.407	158.364	7.561	0.176	0.256	0.064	5.000	4.000	277.295	812.375	165.793	137.929	151.462	9.973	0.314	0.145	-0.145	5.000	4.000	336.351	812.375	214.211	151.148	163.000	9.726	-0.184	0.179	0.222	29.000	4.000	353.679	774.234	256.430	219.226	245.762	0.974	0.287	0.029	-0.291
5.000	6.000	5.000	315.238	812.966	198.755	150.393	162.941	3.717	0.157	-0.063	-0.141	6.000	5.000	260.222	812.966	165.864	147.517	152.583	7.959	0.398	0.268	-0.076	6.000	5.000	280.614	812.966	167.869	145.800	157.000	10.214	0.241	0.116	-0.088	6.000	5.000	338.452	812.966	205.334	155.667	171.667	9.534	-0.192	0.205	0.445	30.000	5.000	329.867	776.252	247.186	215.212	231.000	1.066	0.092	0.017	-0.022
6.000	7.000	6.000	306.667	798.834	189.612	144.250	157.733	3.579	-0.138	0.064	0.077	7.000	6.000	260.179	798.834	163.455	145.414	153.500	8.154	0.195	0.204	0.012	7.000	6.000	271.622	798.834	166.230	142.000	152.526	10.344	0.130	-0.030	-0.175	7.000	6.000	335.860	798.834	200.900	145.724	154.056	9.465	-0.070	0.245	0.271	31.000	6.000	306.161	770.028	231.847	202.000	230.333	1.093	0.027	-0.000	-0.062
7.000	8.000	7.000	315.270	801.363	193.149	145.963	157.933	3.790	0.211	-0.000	-0.157	8.000	7.000	272.867	801.363	162.608	151.517	160.278	8.192	0.038	-0.012	-0.076	8.000	7.000	269.562	801.363	167.093	144.880	154.316	10.298	-0.046	-0.088	-0.030	8.000	7.000	325.478	801.363	193.494	144.034	154.350	9.365	-0.100	0.144	0.267	32.000	7.000	326.750	769.890	237.432	202.857	224.905	1.085	-0.008	-0.031	-0.031
8.000	9.000	8.000	310.000	789.831	193.608	154.889	171.750	3.587	-0.203	-0.141	0.014	9.000	8.000	264.296	789.831	162.407	147.120	154.125	8.230	0.038	0.192	0.139	9.000	8.000	267.590	789.831	165.032	141.862	153.810	9.946	-0.352	-0.058	0.175	9.000	8.000	318.745	789.831	187.976	141.833	153.167	9.284	-0.081	0.186	0.287	33.000	8.000	343.643	771.606	242.169	199.143	226.381	1.472	0.387	0.145	-0.145
9.000	10.000	9.000	308.200	781.360	189.863	154.200	172.909	3.438	-0.149	0.017	0.109	10.000	9.000	294.167	781.360	162.386	141.462	157.636	8.609	0.379	0.267	-0.076	10.000	9.000	268.121	781.360	166.954	139.500	159.833	9.797	-0.149	-0.000	0.084	10.000	9.000	295.025	781.360	188.335	139.208	157.545	9.165	-0.119	0.188	0.133	34.000	9.000	358.300	766.584	246.106	196.250	225.857	1.840	0.368	0.265	-0.114
10.000	11.000	10.000	315.025	778.425	190.826	144.923	158.438	3.622	0.184	0.063	-0.000	11.000	10.000	285.107	778.425	161.450	143.577	157.143	8.812	0.203	0.267	0.075	11.000	10.000	267.444	778.425	165.184	141.304	151.600	9.954	0.157	0.145	0.030	11.000	10.000	278.541	778.425	184.366	139.480	148.471	9.103	-0.062	0.252	0.237	35.000	10.000	339.931	766.760	246.609	201.759	239.455	1.748	-0.092	0.056	0.113
11.000	12.000	11.000	296.545	771.016	189.877	146.208	155.941	3.541	-0.081	-0.000	0.015	12.000	11.000	297.310	771.016	162.701	147.783	154.263	9.061	0.249	0.140	-0.064	12.000	11.000	280.436	771.016	165.107	140.960	151.529	10.195	0.241	0.145	-0.058	12.000	11.000	281.405	771.016	181.141	135.214	143.941	9.279	0.176	0.268	0.079	36.000	11.000	352.290	774.726	241.668	186.676	211.400	2.062	0.314	0.177	-0.113
12.000	13.000	12.000	311.629	770.148	187.823	145.385	159.769	3.652	0.111	-0.000	-0.127	13.000	12.000	266.964	770.148	161.272	150.833	160.765	9.015	-0.046	0.076	0.128	13.000	12.000	278.000	770.148	166.272	142.720	155.267	10.195	0.000	0.203	0.087	13.000	12.000	292.698	770.148	184.769	140.207	148.895	9.520	0.241	-0.063	-0.205	37.000	12.000	344.968	779.480	240.106	188.269	221.889	2.081	0.019	-0.000	-0.000
13.000	14.000	13.000	296.613	767.121	187.395	145.929	159.278	3.465	-0.187	-0.063	0.109	14.000	13.000	298.793	767.121	162.778	149.000	162.571	9.237	0.222	0.140	-0.077	14.000	13.000	281.111	767.121	164.459	139.115	151.000	10.555	0.360	0.291	-0.000	14.000	13.000	304.261	767.121	184.522	145.200	150.737	9.604	0.084	-0.015	-0.063	38.000	13.000	383.107	780.235	245.814	183.074	219.000	2.311	0.230	0.033	-0.145
14.000	15.000	14.000	305.032	764.302	187.447	149.967	161.583	3.492	0.027	-0.000	0.044	15.000	14.000	281.786	764.302	160.153	145.630	160.857	9.382	0.146	0.170	0.063	15.000	14.000	304.854	764.302	168.702	139.391	146.643	10.777	0.222	0.088	0.027	15.000	14.000	290.163	764.302	176.847	139.154	155.571	9.539	-0.065	0.205	0.220	39.000	14.000	325.143	779.488	243.371	188.833	217.133	2.227	-0.084	0.034	0.090
15.000	16.000	15.000	308.481	770.004	183.048	146.172	163.571	3.511	0.019	-0.000	-0.125	16.000	15.000	300.500	770.004	164.025	141.154	156.231	9.520	0.138	0.141	-0.000	16.000	15.000	323.524	770.004	168.083	138.208	149.214	10.960	0.184	0.176	-0.057	16.000	15.000	294.256	770.004	175.944	139.808	147.643	9.409	-0.130	-0.000	-0.000	40.000	15.000	296.128	776.296	226.427	194.429	206.733	1.748	-0.479	-0.091	0.396
16.000	17.000	16.000	318.514	768.102	184.851	144.393	159.500	3.752	0.241	-0.000	-0.063	17.000	16.000	274.667	768.102	161.654	141.160	150.375	9.474	-0.046	0.141	0.205	17.000	16.000	290.721	768.102	162.594	139.815	150.000	10.796	-0.165	0.145	0.408	17.000	16.000	299.911	768.102	177.864	142.741	146.708	9.520	0.111	-0.063	-0.078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17.000	18.000	17.000	299.000	764.283	184.474	140.321	158.545	3.492	-0.260	-0.000	0.125	18.000	17.000	269.963	764.283	159.063	140.875	149.562	9.639	0.165	0.156	0.015	18.000	17.000	279.000	764.283	159.637	141.913	147.000	10.658	-0.138	0.058	0.058	18.000	17.000	321.833	764.283	178.929	140.154	146.842	9.658	0.138	0.063	-0.079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18.000	19.000	18.000	285.917	763.424	182.120	148.040	163.727	3.400	-0.092	-0.000	-0.000	19.000	18.000	277.172	763.424	161.190	142.696	153.000	9.796	0.157	-0.000	-0.113	19.000	18.000	261.448	763.424	158.214	135.280	145.261	10.371	-0.287	0.029	0.233	19.000	18.000	320.302	763.424	177.524	138.481	146.722	9.880	0.222	0.142	-0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19.000	20.000	19.000	293.250	745.583	181.792	144.560	160.444	3.446	0.046	-0.000	-0.063	20.000	19.000	304.067	745.583	165.316	142.333	152.545	9.796	0.000	-0.048	-0.078	20.000	19.000	267.071	745.583	157.233	137.304	147.533	10.371	0.000	0.117	0.087	20.000	19.000	313.452	745.583	176.475	142.345	151.625	9.945	0.065	0.063	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20.000	21.000	20.000	302.000	748.822	179.859	143.480	148.952	3.530	0.084	-0.000	-0.063	21.000	20.000	289.857	748.822	165.412	133.304	145.083	9.650	-0.146	-0.092	-0.000	21.000	20.000	269.370	748.822	153.381	136.042	142.947	10.233	-0.138	0.087	0.232	21.000	20.000	325.854	748.822	177.525	141.724	151.500	10.075	0.130	0.126	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21.000	22.000	21.000	287.926	765.831	178.766	142.621	157.857	3.446	-0.084	-0.080	0.044	22.000	21.000	264.074	765.831	159.351	143.478	152.688	9.233	-0.417	-0.063	0.316	22.000	21.000	263.444	765.831	150.709	137.480	149.846	10.160	-0.073	0.145	0.232	22.000	21.000	303.400	765.831	174.340	138.036	147.952	10.056	-0.019	0.142	0.079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
22.000	23.000	22.000	302.778	768.275	185.472	140.840	156.455	3.576	0.130	0.081	-0.062	23.000	22.000	245.222	768.275	156.454	138.167	150.571	8.954	-0.279	0.016	0.331	23.000	22.000	276.214	768.275	154.000	137.519	147.667	10.149	-0.011	0.116	0.087	23.000	22.000	322.079	768.275	174.157	141.700	154.333	10.362	0.306	0.189	-0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23.000	24.000	23.000	288.208	765.485	182.555	141.889	152.556	3.492	-0.084	-0.000	0.080	24.000	23.000	232.321	765.485	153.970	141.167	148.938	9.008	0.054	0.096	0.063	24.000	23.000	283.000	765.485	155.940	136.917	140.909	10.130	-0.019	-0.000	0.058	24.000	23.000	311.829	765.485	173.524	140.077	155.333	10.473	0.111	0.189	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24.000	25.000	24.000	305.676	765.747	182.485	142.680	148.750	3.614	0.122	-0.000	-0.047	25.000	24.000	242.286	765.747	153.718	146.542	150.917	9.173	0.165	0.160	0.063	25.000	24.000	269.621	765.747	152.675	136.208	140.318	9.992	-0.138	0.087	0.233	25.000	24.000	345.585	765.747	174.846	137.759	146.944	10.982	0.509	0.205	-0.158	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
25.000	26.000	25.000	287.926	765.276	188.533	146.280	154.250	3.373	-0.241	-0.063	0.125	26.000	25.000	241.345	765.276	154.512	144.071	155.059	9.457	0.284	0.282	-0.000	26.000	25.000	240.724	765.276	152.655	142.217	160.000	9.843	-0.149	0.087	0.203	26.000	25.000	339.086	765.276	175.486	145.800	167.000	10.944	-0.038	-0.000	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
26.000	27.000	26.000	303.852	770.328	188.631	149.500	157.947	3.446	0.073	0.063	-0.000	27.000	26.000	246.357	770.328	156.415	141.040	153.200	9.706	0.249	0.328	0.082	27.000	26.000	269.256	770.328	158.859	147.065	163.778	10.279	0.436	-0.087	-0.349	27.000	26.000	328.650	770.328	174.528	145.185	154.812	11.166	0.222	0.189	0.109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
27.000	28.000	27.000	303.643	770.620	186.775	145.107	156.059	3.446	0.000	-0.000	0.044	28.000	27.000	245.658	770.620	155.205	141.120	148.286	10.084	0.379	0.207	0.021	28.000	27.000	251.559	770.620	160.460	143.880	158.214	10.252	-0.027	0.117	0.058	28.000	27.000	338.312	770.620	178.203	149.138	161.867	11.166	0.000	0.142	0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
28.000	29.000	28.000	305.868	774.234	188.537	149.100	162.312	3.622	0.176	-0.000	-0.109	29.000	28.000	246.244	774.234	153.255	142.917	155.125	10.314	0.230	0.250	0.122	29.000	28.000	273.000	774.234	168.841	141.542	148.353	10.520	0.268	-0.000	-0.233	29.000	28.000	309.581	774.234	175.832	154.655	170.944	11.147	-0.019	-0.126	-0.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
29.000	30.000	29.000	319.091	776.252	193.090	150.917	165.071	3.530	-0.092	-0.000	0.044	30.000	29.000	232.889	776.252	151.670	136.129	147.667	9.981	-0.333	-0.013	0.326	30.000	29.000	290.860	776.252	170.091	148.520	162.714	11.056	0.536	-0.027	-0.348	30.000	29.000	280.235	776.252	174.297	160.300	185.538	11.063	-0.084	-0.126	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
30.000	31.000	30.000	326.750	770.028	192.782	147.533	160.533	3.511	-0.019	-0.000	0.017	31.000	30.000	277.793	770.028	163.178	174.656	204.706	9.300	-0.682	-0.647	-0.186	31.000	30.000	289.622	770.028	171.102	142.000	153.278	11.209	0.154	0.208	-0.031	31.000	30.000	301.909	770.028	174.046	156.966	174.375	11.147	0.084	-0.062	0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
31.000	32.000	31.000	312.559	769.890	195.335	147.821	160.929	3.538	0.027	-0.000	-0.018	32.000	31.000	271.583	769.890	166.142	163.938	195.167	9.292	-0.008	-0.081	-0.044	32.000	31.000	301.128	769.890	171.159	139.760	153.125	11.569	0.360	0.120	-0.202	32.000	31.000	284.818	769.890	175.041	159.867	181.182	11.082	-0.065	0.046	0.080	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
32.000	33.000	32.000	302.667	771.606	196.645	151.667	163.059	3.446	-0.092	-0.000	0.062	33.000	32.000	296.298	771.606	169.039	157.241	197.182	9.479	0.187	-0.080	-0.250	33.000	32.000	288.394	771.606	170.516	142.280	156.538	11.623	0.054	0.177	0.057	33.000	32.000	306.227	771.606	178.975	164.034	182.857	11.220	0.138	0.018	-0.080	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
33.000	34.000	33.000	295.121	766.584	189.542	146.621	159.333	3.511	0.065	-0.000	-0.062	34.000	33.000	305.356	766.584	167.203	151.867	182.909	9.154	-0.325	-0.081	0.231	34.000	33.000	282.139	766.584	170.662	139.750	149.312	11.945	0.322	0.355	0.056	34.000	33.000	283.915	766.584	176.628	160.033	176.118	11.212	-0.008	-0.000	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
34.000	35.000	34.000	297.185	766.760	188.399	152.107	161.600	3.465	-0.046	-0.000	0.017	35.000	34.000	261.071	766.760	164.100	146.600	163.750	8.404	-0.750	-0.063	0.428	35.000	34.000	296.091	766.760	170.882	135.250	142.438	12.396	0.452	0.245	-0.145	35.000	34.000	270.419	766.760	173.594	159.742	172.682	10.841	-0.371	0.063	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
35.000	36.000	35.000	306.778	774.726	196.412	150.080	171.500	3.614	0.149	-0.000	-0.080	36.000	35.000	258.786	774.726	167.265	152.067	182.000	8.320	-0.084	-0.062	0.044	36.000	35.000	315.118	774.726	174.960	143.536	159.867	12.913	0.517	0.282	-0.145	36.000	35.000	296.800	774.726	176.002	163.935	178.381	11.017	0.176	0.063	-0.017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36.000	37.000	36.000	313.865	779.480	195.189	150.655	162.158	3.622	0.008	-0.000	0.062	37.000	36.000	242.036	779.480	168.970	144.690	168.667	8.255	-0.065	-0.000	0.081	37.000	36.000	318.265	779.480	177.445	143.643	159.231	13.143	0.230	0.250	0.055	37.000	36.000	294.882	779.480	181.078	157.871	177.250	11.082	0.065	0.063	-0.047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
37.000	38.000	37.000	298.042	780.235	190.502	148.393	166.455	3.354	-0.268	-0.000	0.080	38.000	37.000	256.577	780.235	169.858	143.962	163.737	8.385	0.130	-0.000	-0.125	38.000	37.000	374.841	780.235	185.169	142.038	150.375	14.019	0.877	0.270	-0.433	38.000	37.000	307.739	780.235	184.080	153.621	178.417	11.518	0.436	0.017	-0.177	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
38.000	39.000	38.000	300.267	779.488	193.885	147.172	160.133	3.465	0.111	-0.000	-0.063	39.000	38.000	261.182	779.488	171.589	154.071	170.412	8.591	0.206	-0.017	-0.188	39.000	38.000	354.979	779.488	179.480	140.500	150.429	14.433	0.414	0.434	0.108	39.000	38.000	304.523	779.488	182.885	157.680	174.846	11.380	-0.138	0.046	0.079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
