dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)
-10.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	-10.000	173.947	366.046	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	-10.000	174.625	366.355	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-9.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	-9.000	183.105	364.209	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	-9.000	172.348	369.367	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-8.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	-8.000	176.400	364.832	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	-8.000	177.455	365.862	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-7.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	-7.000	173.208	362.147	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	-7.000	172.100	366.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-6.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	-6.000	164.176	360.948	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	-6.000	170.091	366.308	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-5.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	-5.000	163.667	360.742	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	-5.000	172.522	363.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-4.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	-4.000	178.190	361.712	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	-4.000	188.867	363.292	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-3.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	-3.000	174.176	361.953	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	-3.000	204.759	361.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-2.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	-2.000	164.474	364.472	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	-2.000	192.625	356.921	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	-1.000	172.435	364.981	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	-1.000	189.900	357.181	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.000	1.000	0.000	234.310	402.755	159.413	135.438	141.480	2.515	0.000	NaN	NaN	1.000	0.000	236.903	402.755	144.989	123.571	140.000	5.752	0.000	NaN	NaN	1.000	0.000	181.150	402.755	137.972	124.259	133.385	8.173	0.000	NaN	NaN	1.000	0.000	173.370	402.755	141.258	126.034	132.412	4.565	0.000	NaN	NaN	1.000	0.000	189.464	402.755	149.663	125.071	136.000	4.302	0.000	NaN	NaN	1.000	0.000	235.684	402.755	159.850	136.423	148.462	2.827	0.000	NaN	NaN	1.000	0.000	223.811	402.755	165.959	140.750	146.292	1.816	0.000	NaN	NaN	1.000	0.000	193.947	402.755	135.314	117.036	124.400	7.828	0.000	NaN	NaN	1.000	0.000	199.786	402.755	156.692	129.758	150.000	3.804	0.000	NaN	NaN	48.000	0.000	167.107	366.290	149.000	149.833	181.000	0.452	0.452	NaN	NaN	81.000	0.000	167.103	358.948	147.696	148.136	157.357	0.525	0.525	NaN	NaN
1.000	2.000	1.000	217.357	391.616	153.616	132.125	146.000	2.477	-0.038	-0.065	-0.008	2.000	1.000	221.400	391.616	141.879	127.538	139.889	5.606	-0.146	-0.088	0.088	2.000	1.000	186.111	391.616	135.995	125.111	132.267	8.433	0.260	0.012	-0.116	2.000	1.000	179.517	391.616	141.918	125.655	132.278	5.077	0.512	0.130	-0.390	2.000	1.000	190.286	391.616	148.594	127.821	134.118	4.321	0.019	0.064	0.064	2.000	1.000	249.043	391.616	160.216	132.107	140.600	2.946	0.119	0.038	-0.000	2.000	1.000	250.463	391.616	168.967	137.536	146.409	2.149	0.333	0.084	-0.145	2.000	1.000	190.524	391.616	135.528	121.857	128.375	7.912	0.084	0.060	0.000	2.000	1.000	189.860	391.616	151.777	127.103	147.462	4.312	0.509	0.032	-0.258	49.000	1.000	172.700	361.847	149.333	148.700	164.400	0.465	0.013	0.276	0.138	82.000	1.000	182.000	355.605	149.982	140.630	152.889	0.936	0.412	0.000	-0.360
2.000	3.000	2.000	237.364	387.864	156.783	129.966	145.300	2.523	0.046	-0.052	-0.076	3.000	2.000	198.893	387.864	143.293	126.464	142.769	5.330	-0.276	0.000	0.234	3.000	2.000	193.615	387.864	136.220	127.129	137.643	8.211	-0.222	-0.075	0.011	3.000	2.000	186.655	387.864	143.976	127.333	141.000	5.177	0.100	-0.002	0.000	3.000	2.000	175.778	387.864	139.545	125.423	140.571	3.858	-0.463	0.000	0.438	3.000	2.000	257.170	387.864	162.162	134.654	147.250	2.938	-0.008	-0.038	-0.038	3.000	2.000	237.314	387.864	163.990	134.867	140.818	2.149	0.000	0.061	-0.000	3.000	2.000	187.780	387.864	132.385	116.655	123.526	7.939	0.027	0.180	0.205	3.000	2.000	171.852	387.864	148.682	124.692	141.417	3.379	-0.934	-0.090	0.563	50.000	2.000	172.808	365.248	149.273	148.900	153.875	0.430	-0.035	0.108	0.144	83.000	2.000	177.786	356.733	147.279	136.393	144.500	0.806	-0.130	0.041	0.021
3.000	4.000	3.000	207.286	386.735	154.673	134.030	140.720	2.355	-0.168	-0.075	0.128	4.000	3.000	204.607	386.735	141.394	122.897	133.500	5.403	0.073	0.000	-0.088	4.000	3.000	183.361	386.735	134.898	127.406	138.714	8.081	-0.130	-0.128	0.000	4.000	3.000	172.862	386.735	136.208	122.607	134.100	4.817	-0.360	0.259	0.520	4.000	3.000	200.429	386.735	141.708	122.677	130.167	3.977	0.119	0.064	-0.055	4.000	3.000	270.125	386.735	165.127	132.840	143.688	2.957	0.019	-0.000	0.015	4.000	3.000	248.512	386.735	169.889	137.893	161.286	2.371	0.222	0.062	-0.124	4.000	3.000	190.729	386.735	135.327	121.267	130.643	7.997	0.057	0.027	0.033	4.000	3.000	202.844	386.735	156.629	132.111	143.800	4.580	1.202	0.145	-0.749	51.000	3.000	183.611	366.530	153.758	148.600	171.130	0.728	0.298	0.067	-0.100	84.000	3.000	180.419	355.640	146.458	136.120	143.938	1.066	0.260	-0.081	-0.258
