dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)	T (14)	dT (14)	Base Mean (14)	Body Mean (14)	Proj Mean (14)	Tip Mean (14)	Tip Th Mean (14)	Length (14)	dL (14)	DCTM (14)	DCBM (14)	T (15)	dT (15)	Base Mean (15)	Body Mean (15)	Proj Mean (15)	Tip Mean (15)	Tip Th Mean (15)	Length (15)	dL (15)	DCTM (15)	DCBM (15)	T (16)	dT (16)	Base Mean (16)	Body Mean (16)	Proj Mean (16)	Tip Mean (16)	Tip Th Mean (16)	Length (16)	dL (16)	DCTM (16)	DCBM (16)	T (17)	dT (17)	Base Mean (17)	Body Mean (17)	Proj Mean (17)	Tip Mean (17)	Tip Th Mean (17)	Length (17)	dL (17)	DCTM (17)	DCBM (17)
-10.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	-10.000	151.600	260.945	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.000	-10.000	168.182	251.832	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	-10.000	138.583	251.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	-10.000	147.853	250.805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	-10.000	158.459	250.315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	-10.000	162.654	256.314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	-10.000	144.773	256.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	-10.000	136.846	250.367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	-10.000	145.760	247.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	-10.000	152.231	248.491	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-9.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	-9.000	151.393	261.987	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	-9.000	155.926	251.759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	-9.000	138.333	250.805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	-9.000	150.051	250.635	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	-9.000	158.974	251.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	-9.000	158.375	256.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	-9.000	134.282	254.455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	-9.000	135.077	250.201	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	-9.000	128.500	248.491	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	-9.000	149.000	245.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-8.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	-8.000	164.793	263.068	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.000	-8.000	141.500	250.995	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	-8.000	144.607	250.635	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	-8.000	158.911	248.657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	-8.000	158.128	250.169	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	-8.000	150.414	254.455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	-8.000	148.938	257.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	-8.000	128.500	250.793	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	-8.000	130.786	245.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	-8.000	143.923	248.097	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-7.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	-7.000	142.433	262.126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	-7.000	158.741	251.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	-7.000	138.214	248.657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	-7.000	156.244	250.315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	-7.000	155.914	249.870	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	-7.000	158.952	257.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	-7.000	161.972	256.793	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	-7.000	121.519	251.439	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	-7.000	134.000	248.097	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	-7.000	149.000	250.699	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-6.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	-6.000	141.400	261.650	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	-6.000	137.333	250.805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	-6.000	132.905	250.315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	-6.000	154.459	251.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	-6.000	163.513	241.765	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	-6.000	160.609	256.793	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.000	-6.000	147.114	254.970	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	-6.000	139.176	250.454	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	-6.000	134.438	250.699	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	-6.000	142.923	251.993	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-5.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	-5.000	143.300	260.347	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	-5.000	154.800	250.635	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	-5.000	137.000	251.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	-5.000	156.194	250.169	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	-5.000	167.250	243.759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.000	-5.000	152.875	254.970	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.000	-5.000	146.083	254.684	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	-5.000	133.030	249.823	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	-5.000	131.321	251.993	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	-5.000	136.615	252.711	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-4.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	-4.000	144.133	260.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	-4.000	141.167	248.657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	-4.000	137.176	250.169	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	-4.000	152.718	249.870	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	-4.000	167.941	243.547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.000	-4.000	159.750	254.684	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.000	-4.000	148.281	252.382	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	-4.000	141.455	247.476	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	-4.000	129.242	252.711	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	-4.000	134.538	251.871	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-3.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	-3.000	151.067	259.987	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	-3.000	137.964	250.315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	-3.000	137.409	249.870	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	-3.000	154.442	241.765	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	-3.000	167.757	247.687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.000	-3.000	125.821	252.382	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	-3.000	142.643	252.980	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	-3.000	140.406	244.901	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	-3.000	128.469	251.871	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	-3.000	141.615	252.433	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-2.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	-2.000	156.128	256.416	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	-2.000	142.091	251.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	-2.000	127.824	241.765	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	-2.000	142.794	243.759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	-2.000	156.269	247.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	-2.000	132.600	252.980	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	-2.000	152.750	254.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	-2.000	147.062	247.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	-2.000	127.484	252.433	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	-2.000	141.615	250.177	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	-1.000	154.872	254.769	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	-1.000	142.826	250.169	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	-1.000	133.147	243.759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	-1.000	151.167	243.547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	-1.000	154.400	250.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	-1.000	125.533	254.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	-1.000	147.667	253.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	-1.000	147.241	248.491	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	-1.000	134.000	250.177	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	-1.000	134.529	252.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.000	1.000	0.000	155.643	266.237	135.417	121.061	127.520	4.744	0.000	NaN	NaN	1.000	0.000	137.756	266.237	125.075	112.240	122.250	7.701	0.000	NaN	NaN	1.000	0.000	159.828	266.237	126.304	115.200	125.250	9.880	0.000	NaN	NaN	1.000	0.000	152.707	266.237	132.262	126.562	135.895	1.104	0.000	NaN	NaN	1.000	0.000	169.564	266.237	142.297	129.097	138.091	1.838	0.000	NaN	NaN	1.000	0.000	142.161	266.237	118.829	112.069	120.615	9.981	0.000	NaN	NaN	1.000	0.000	149.643	266.237	125.280	115.500	125.389	5.606	0.000	NaN	NaN	1.000	0.000	163.000	266.237	127.679	113.520	123.917	7.903	0.000	NaN	NaN	28.000	0.000	133.148	255.036	126.167	124.900	134.800	0.504	0.504	NaN	NaN	61.000	0.000	131.136	249.870	125.000	125.000	130.733	0.441	0.441	NaN	NaN	64.000	0.000	139.710	243.547	130.000	125.970	133.667	1.369	1.369	NaN	NaN	65.000	0.000	137.286	247.687	126.750	126.750	142.000	0.238	0.238	NaN	NaN	68.000	0.000	150.429	250.140	136.000	136.000	151.500	0.305	0.305	NaN	NaN	86.000	0.000	124.968	253.267	118.889	118.731	124.706	0.525	0.525	NaN	NaN	87.000	0.000	137.475	251.050	128.981	119.833	128.250	1.767	1.767	NaN	NaN	104.000	0.000	126.238	245.084	121.000	121.000	125.000	0.318	0.318	NaN	NaN	112.000	0.000	128.967	252.003	117.882	117.312	125.000	0.456	0.456	NaN	NaN	113.000	0.000	118.100	248.687	116.690	116.100	129.167	0.610	0.610	NaN	NaN
1.000	2.000	1.000	143.778	257.475	132.434	121.613	127.450	4.560	-0.184	-0.060	0.097	2.000	1.000	138.455	257.475	122.678	111.750	118.765	7.763	0.062	0.000	-0.166	2.000	1.000	155.750	257.475	123.671	110.080	113.941	9.891	0.011	-0.170	0.085	2.000	1.000	139.029	257.475	126.714	119.091	129.500	1.177	0.073	0.432	0.288	2.000	1.000	140.926	257.475	133.396	128.094	137.529	0.967	-0.872	0.059	0.648	2.000	1.000	137.214	257.475	118.471	109.448	116.267	9.916	-0.065	0.062	0.144	2.000	1.000	143.517	257.475	126.696	114.867	124.250	5.698	0.092	-0.145	-0.145	2.000	1.000	167.323	257.475	125.945	112.857	118.789	8.079	0.176	0.062	-0.062	29.000	1.000	149.000	254.293	133.575	124.903	137.417	1.207	0.704	-0.065	-0.588	62.000	1.000	139.321	241.765	NaN	NaN	NaN	NaN	NaN	0.000	0.000	65.000	1.000	139.917	247.687	126.538	114.200	122.857	2.540	1.171	0.579	-0.486	66.000	1.000	143.525	247.125	128.848	128.560	142.682	0.842	0.604	-0.012	-0.253	69.000	1.000	147.310	251.392	132.429	132.333	142.667	0.433	0.127	0.116	0.145	87.000	1.000	129.828	251.050	117.241	109.308	119.200	3.005	2.480	2.648	0.202	88.000	1.000	136.325	252.485	125.226	118.516	131.357	1.821	0.054	-0.000	-0.090	105.000	1.000	136.061	248.097	121.666	115.731	121.857	3.278	2.959	0.715	-0.822	113.000	1.000	137.688	248.687	122.060	121.000	132.056	1.020	0.564	0.113	-0.249	114.000	1.000	129.367	253.570	122.163	115.571	121.071	4.289	3.679	0.436	-3.085
2.000	3.000	2.000	143.964	257.568	129.349	120.194	125.519	4.939	0.379	0.040	-0.245	3.000	2.000	137.167	257.568	121.676	111.667	117.000	7.614	-0.149	0.053	0.158	3.000	2.000	145.657	257.568	122.556	114.560	121.412	9.125	-0.766	-0.532	0.011	3.000	2.000	153.786	257.568	131.026	121.812	129.750	1.418	0.241	0.167	-0.101	3.000	2.000	158.222	257.568	137.478	128.176	136.833	1.357	0.390	-0.057	-0.387	3.000	2.000	135.148	257.568	119.818	110.759	116.421	9.694	-0.222	-0.062	0.123	3.000	2.000	143.548	257.568	128.381	115.552	126.143	5.690	-0.008	-0.088	-0.088	3.000	2.000	153.034	257.568	127.068	114.700	123.714	7.857	-0.222	-0.125	0.143	30.000	2.000	142.333	255.149	133.357	126.433	140.000	0.921	-0.287	0.200	0.253	63.000	2.000	132.579	243.759	130.000	130.000	133.500	0.191	0.191	0.000	0.000	66.000	2.000	140.091	247.125	123.881	111.833	120.250	3.019	0.479	0.470	-0.106	67.000	2.000	134.914	250.056	129.652	129.550	140.080	0.721	-0.121	0.000	0.058	70.000	2.000	157.636	252.151	134.902	134.229	147.400	0.674	0.241	0.109	-0.097	88.000	2.000	135.552	252.485	118.343	116.360	123.615	3.368	0.363	0.174	-0.203	89.000	2.000	143.571	253.293	127.548	118.235	128.429	2.089	0.268	0.144	-0.090	106.000	2.000	147.880	250.699	131.625	128.579	133.444	0.577	-2.701	-0.872	-0.174	114.000	2.000	139.146	253.570	128.733	117.806	126.733	1.464	0.444	0.263	-0.118	115.000	2.000	124.333	253.695	121.749	117.652	124.571	4.354	0.065	0.204	0.145
3.000	4.000	3.000	150.172	259.142	131.343	121.344	134.846	5.096	0.157	-0.061	-0.228	4.000	3.000	138.594	259.142	120.689	110.926	115.238	7.633	0.019	-0.053	-0.053	4.000	3.000	151.654	259.142	130.986	119.107	128.467	7.020	-2.105	-1.898	-0.083	4.000	3.000	148.464	259.142	128.348	119.300	128.083	1.556	0.138	0.232	0.090	4.000	3.000	167.037	259.142	141.852	126.188	133.647	1.494	0.138	0.065	-0.065	4.000	3.000	138.483	259.142	121.127	113.120	129.000	9.797	0.103	-0.082	-0.186	4.000	3.000	150.179	259.142	125.535	113.067	125.214	5.820	0.130	-0.029	-0.203	4.000	3.000	165.333	259.142	127.591	113.185	128.143	8.052	0.195	0.000	-0.143	31.000	3.000	153.593	254.146	137.822	127.857	140.250	1.330	0.409	0.065	-0.259	64.000	3.000	153.472	243.547	134.675	132.720	138.421	0.791	0.600	-0.016	-0.473	67.000	3.000	141.744	250.056	126.241	114.812	121.091	3.498	0.479	0.141	-0.204	68.000	3.000	151.500	250.140	134.824	127.129	143.467	1.131	0.411	0.088	-0.290	71.000	3.000	150.265	254.019	132.190	127.700	138.857	0.936	0.262	0.282	0.014	89.000	3.000	143.333	253.293	119.037	111.846	115.500	3.796	0.428	0.195	-0.260	90.000	3.000	140.190	253.241	126.786	120.903	129.500	2.154	0.065	-0.035	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	3.000	139.444	253.695	127.538	121.323	127.875	1.705	0.241	0.290	0.086	116.000	3.000	122.438	252.207	120.930	117.107	123.882	4.683	0.330	0.268	-0.057
4.000	5.000	4.000	140.286	257.598	131.669	120.758	132.933	4.974	-0.122	0.024	0.121	5.000	4.000	142.515	257.598	122.970	110.846	123.167	7.687	0.054	0.091	0.000	5.000	4.000	155.966	257.598	128.261	118.867	123.818	6.779	-0.241	-0.328	-0.061	5.000	4.000	132.400	257.598	122.878	116.500	127.600	1.047	-0.509	0.152	0.701	5.000	4.000	154.815	257.598	138.173	125.714	146.857	1.311	-0.184	-0.000	0.193	5.000	4.000	138.276	257.598	119.437	113.000	117.214	10.019	0.222	0.081	-0.105	5.000	4.000	148.069	257.598	127.850	118.742	126.176	5.755	-0.065	-0.115	0.000	5.000	4.000	150.370	257.598	124.057	114.179	121.200	7.467	-0.585	0.062	0.435	32.000	4.000	142.481	252.774	134.075	123.273	136.000	1.200	-0.130	-0.125	-0.069	65.000	4.000	182.652	247.687	134.607	127.000	134.769	2.203	1.412	0.816	-0.177	68.000	4.000	133.882	250.140	123.704	110.133	116.833	4.179	0.682	0.639	-0.021	69.000	4.000	156.884	251.392	141.333	126.929	141.200	1.418	0.287	0.000	-0.291	72.000	4.000	151.733	252.165	128.658	121.061	129.429	1.510	0.574	0.185	-0.250	90.000	4.000	138.767	253.241	118.405	110.733	114.609	4.413	0.617	0.233	-0.194	91.000	4.000	138.245	252.923	125.882	117.276	127.533	2.410	0.257	0.044	-0.126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	4.000	144.114	252.207	130.584	122.455	128.889	2.062	0.357	0.343	-0.087	117.000	4.000	125.469	252.299	122.128	114.065	121.158	4.959	0.276	0.083	-0.150
