dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)
9.000	10.000	9.000	291.930	630.785	174.924	147.679	168.455	3.016	0.176	0.000	-0.092	10.000	9.000	278.710	630.785	178.002	134.037	141.812	9.732	0.371	0.130	-0.198	10.000	9.000	246.393	630.785	172.419	139.364	162.300	4.292	0.027	0.061	0.083	10.000	9.000	277.426	630.785	189.384	135.484	145.318	8.188	0.463	-0.129	-0.483	10.000	9.000	269.909	630.785	172.320	131.480	141.812	5.913	0.222	-0.000	-0.144	10.000	9.000	287.133	630.785	174.733	143.893	158.389	8.653	0.203	0.115	-0.115	10.000	9.000	253.079	630.785	164.693	151.774	165.235	18.256	0.287	0.131	-0.090	84.000	9.000	299.093	649.094	195.369	177.412	209.684	6.852	-0.092	-0.084	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	9.000	280.139	657.645	182.747	150.871	169.647	5.145	0.138	0.349	0.082
10.000	11.000	10.000	323.542	633.644	178.857	148.448	157.650	3.230	0.214	-0.046	-0.138	11.000	10.000	293.706	633.644	178.455	136.654	145.235	9.946	0.214	0.130	-0.067	11.000	10.000	238.037	633.644	179.392	147.519	173.812	4.311	0.019	-0.061	-0.108	11.000	10.000	259.341	633.644	177.351	135.966	146.476	7.384	-0.804	0.040	0.764	11.000	10.000	272.217	633.644	176.177	130.458	147.500	5.913	0.000	-0.000	0.053	11.000	10.000	284.047	633.644	181.959	156.464	178.692	8.783	0.130	0.173	0.000	11.000	10.000	249.059	633.644	165.003	141.000	144.905	18.443	0.187	0.223	0.034	85.000	10.000	304.186	657.992	194.515	173.243	214.812	6.779	-0.073	-0.083	0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	10.000	287.375	656.830	184.272	155.379	171.600	5.646	0.501	0.267	-0.124
11.000	12.000	11.000	270.909	637.777	177.210	152.250	160.455	2.840	-0.390	0.000	0.137	12.000	11.000	295.000	637.777	179.029	134.480	144.357	10.164	0.219	0.000	0.001	12.000	11.000	248.857	637.777	184.576	156.625	176.550	4.430	0.119	-0.000	-0.084	12.000	11.000	273.977	637.777	180.471	131.000	137.800	7.468	0.084	-0.078	-0.143	12.000	11.000	269.070	637.777	177.640	139.400	149.200	5.737	-0.176	-0.143	-0.038	12.000	11.000	291.778	637.777	181.859	139.696	151.312	9.234	0.452	0.233	-0.145	12.000	11.000	242.118	637.777	163.316	142.000	155.417	18.676	0.233	0.323	0.034	86.000	11.000	295.628	655.485	198.976	183.686	227.263	6.649	-0.130	-0.061	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	11.000	290.375	649.755	184.202	149.379	157.480	5.711	0.065	0.205	0.019
12.000	13.000	12.000	311.093	630.793	178.690	146.067	158.727	3.089	0.249	0.000	-0.138	13.000	12.000	312.529	630.793	181.888	137.120	143.143	10.157	-0.008	0.065	-0.065	13.000	12.000	251.444	630.793	190.352	163.875	182.762	4.338	-0.092	-0.000	0.084	13.000	12.000	270.262	630.793	179.746	135.000	146.429	7.246	-0.222	-0.104	0.091	13.000	12.000	267.814	630.793	175.582	138.038	162.875	5.599	-0.138	-0.000	0.143	13.000	12.000	294.630	630.793	187.227	137.893	154.200	9.797	0.563	0.321	-0.203	13.000	12.000	235.243	630.793	162.898	156.818	172.722	18.354	-0.322	-0.379	-0.089	87.000	12.000	304.025	647.792	199.991	185.686	225.000	6.538	-0.111	-0.061	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	12.000	273.405	657.293	181.607	145.688	166.833	6.220	0.509	0.411	-0.000
13.000	14.000	13.000	274.389	628.690	174.935	149.692	165.938	2.840	-0.249	0.000	0.130	14.000	13.000	223.037	628.690	157.538	134.154	144.600	7.999	-2.158	0.130	1.998	14.000	13.000	260.273	628.690	195.130	143.484	167.417	4.836	0.498	0.060	-0.374	14.000	13.000	261.528	628.690	174.355	131.226	146.375	6.775	-0.471	-0.182	0.194	14.000	13.000	222.273	628.690	158.994	135.407	154.471	5.221	-0.379	-0.038	0.430	14.000	13.000	311.370	628.690	189.882	142.520	158.000	10.417	0.620	0.261	-0.291	14.000	13.000	246.147	628.690	164.499	158.097	176.846	18.254	-0.100	-0.056	0.000	88.000	13.000	299.375	650.021	203.120	180.639	220.450	6.492	-0.046	-0.121	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	13.000	283.149	654.770	179.900	144.148	164.778	6.859	0.639	0.393	-0.125
14.000	15.000	14.000	279.000	639.269	179.307	154.172	166.526	2.729	-0.111	0.000	0.048	15.000	14.000	289.100	639.269	177.101	132.111	139.312	10.409	2.410	0.065	-2.020	15.000	14.000	261.867	639.269	195.561	144.667	178.111	4.836	0.000	0.026	0.033	15.000	14.000	274.974	639.269	176.975	135.788	142.739	6.729	-0.046	-0.077	-0.052	15.000	14.000	250.750	639.269	163.199	136.192	148.765	5.607	0.387	-0.000	-0.364	15.000	14.000	304.548	639.269	185.961	140.679	149.190	10.528	0.111	0.262	0.087	15.000	14.000	222.025	639.269	163.852	159.129	176.000	18.079	-0.176	0.000	0.178	89.000	14.000	281.378	645.109	198.430	171.486	209.250	6.316	-0.176	-0.061	0.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	14.000	288.404	655.471	175.452	148.240	174.857	7.230	0.371	0.286	-0.062
15.000	16.000	15.000	281.917	628.276	173.332	147.808	159.150	2.924	0.195	0.000	-0.092	16.000	15.000	220.939	628.276	155.830	132.962	146.500	8.427	-1.982	0.130	1.871	16.000	15.000	243.465	628.276	186.061	149.393	165.688	4.671	-0.165	0.120	0.375	16.000	15.000	243.000	628.276	167.891	136.077	144.905	5.994	-0.735	-0.130	0.624	16.000	15.000	225.528	628.276	153.067	133.074	146.353	5.439	-0.168	0.091	0.052	16.000	15.000	320.795	628.276	190.622	137.769	153.308	11.102	0.574	0.145	-0.291	16.000	15.000	232.634	628.276	162.607	151.909	164.682	18.071	-0.008	-0.055	-0.123	90.000	15.000	300.703	653.327	206.045	182.972	225.750	6.205	-0.111	-0.205	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	15.000	274.268	652.949	177.181	142.308	156.933	7.348	0.119	0.268	0.124
16.000	17.000	16.000	278.538	632.382	174.089	148.607	156.143	2.951	0.027	0.048	0.048	17.000	16.000	222.370	632.382	153.056	128.115	139.250	8.397	-0.030	0.130	0.065	17.000	16.000	240.043	632.382	182.339	142.893	151.409	4.828	0.157	-0.000	-0.145	17.000	16.000	240.933	632.382	168.164	136.931	149.800	5.710	-0.284	-0.256	0.091	17.000	16.000	227.723	632.382	156.226	134.080	150.933	5.764	0.325	-0.000	-0.182	17.000	16.000	339.674	632.382	193.124	145.077	158.200	11.415	0.314	0.145	-0.145	17.000	16.000	224.756	632.382	163.040	151.281	164.950	17.968	-0.103	-0.055	0.000	91.000	16.000	311.600	649.350	207.027	171.471	202.609	6.308	0.103	-0.022	-0.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	16.000	268.969	648.991	180.549	153.172	162.818	7.348	0.000	0.143	0.081
17.000	18.000	17.000	291.595	635.393	176.721	145.414	153.917	2.997	0.046	-0.046	-0.046	18.000	17.000	216.074	635.393	150.968	132.870	138.167	8.438	0.041	0.130	0.000	18.000	17.000	298.385	635.393	200.153	145.750	155.300	5.712	0.884	0.086	-0.812	18.000	17.000	232.756	635.393	168.235	136.438	144.583	5.397	-0.314	-0.163	0.144	18.000	17.000	233.538	635.393	155.194	141.385	162.143	5.634	-0.130	-0.000	0.039	18.000	17.000	318.600	635.393	189.138	144.840	164.231	11.591	0.176	0.204	0.029	18.000	17.000	222.766	635.393	163.209	160.129	176.571	18.059	0.092	-0.145	-0.124	92.000	17.000	321.486	652.443	209.082	159.897	199.667	6.132	-0.176	-0.061	0.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	17.000	260.349	649.310	175.611	147.000	164.200	7.692	0.344	0.045	-0.205
18.000	19.000	18.000	284.911	638.781	185.135	147.429	159.250	3.035	0.038	0.047	0.092	19.000	18.000	244.964	638.781	156.070	131.773	138.571	9.085	0.647	-0.065	-0.650	19.000	18.000	249.500	638.781	187.935	141.400	159.200	5.272	-0.441	0.060	0.544	19.000	18.000	231.286	638.781	168.336	137.300	144.500	5.351	-0.046	0.167	0.143	19.000	18.000	237.750	638.781	156.138	140.267	158.667	5.485	-0.149	0.040	0.091	19.000	18.000	322.696	638.781	190.766	145.957	153.474	11.794	0.203	0.204	0.000	19.000	18.000	215.854	638.781	164.791	155.031	174.176	17.838	-0.222	0.000	0.090	93.000	18.000	311.093	649.479	211.350	142.036	166.929	6.443	0.311	0.024	-0.192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	18.000	247.032	649.272	174.255	146.840	158.941	7.249	-0.444	-0.125	0.143
19.000	20.000	19.000	298.089	649.006	195.595	150.643	162.412	3.043	0.008	0.045	-0.047	20.000	19.000	255.633	649.006	160.625	138.692	150.364	9.096	0.011	-0.195	-0.260	20.000	19.000	251.429	649.006	189.081	140.714	148.810	5.207	-0.065	-0.000	-0.060	20.000	19.000	268.000	649.006	184.986	141.312	161.938	6.836	1.485	-0.576	-1.909	20.000	19.000	246.250	649.006	162.708	146.517	176.273	5.309	-0.176	-0.040	0.052	20.000	19.000	344.217	649.006	193.985	143.321	160.385	12.422	0.628	0.291	-0.291	20.000	19.000	215.174	649.006	164.766	159.941	173.091	17.922	0.084	-0.055	0.000	94.000	19.000	313.683	652.507	215.346	142.071	156.000	6.343	-0.100	-0.000	0.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	19.000	244.275	647.317	178.391	144.889	166.400	7.322	0.073	-0.081	-0.018
20.000	21.000	20.000	275.571	649.917	195.843	163.727	191.733	2.924	-0.119	0.000	0.138	21.000	20.000	252.222	649.917	157.425	134.160	141.895	9.234	0.138	-0.063	-0.130	21.000	20.000	254.871	649.917	186.873	138.222	152.462	5.410	0.203	-0.205	-0.375	21.000	20.000	262.591	649.917	187.138	144.219	161.550	6.587	-0.249	-0.180	-0.000	21.000	20.000	232.519	649.917	168.987	142.897	201.750	5.493	0.184	-0.000	-0.143	21.000	20.000	311.095	649.917	188.467	141.241	153.867	12.138	-0.284	0.149	0.377	21.000	20.000	216.442	649.917	163.626	155.964	168.350	17.792	-0.130	0.055	0.055	95.000	20.000	337.130	657.645	223.343	149.300	167.769	6.687	0.344	-0.000	-0.229	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	20.000	258.533	649.880	180.144	150.000	166.312	6.951	-0.371	-0.143	0.044
21.000	22.000	21.000	289.378	650.549	195.971	172.688	195.524	3.035	0.111	-0.043	-0.097	22.000	21.000	246.741	650.549	158.748	135.500	140.182	9.299	0.065	0.000	-0.063	22.000	21.000	251.097	650.549	189.426	140.200	151.526	5.612	0.203	0.145	-0.060	22.000	21.000	248.875	650.549	191.833	140.067	159.389	6.365	-0.222	-0.000	0.180	22.000	21.000	264.581	650.549	171.684	152.300	177.294	5.742	0.249	-0.051	-0.274	22.000	21.000	268.907	650.549	179.892	138.586	157.625	12.035	-0.103	0.260	0.349	22.000	21.000	222.913	650.549	165.790	163.621	183.375	17.922	0.130	-0.055	-0.090	96.000	21.000	313.689	656.830	225.831	143.033	167.364	6.595	-0.092	-0.000	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	21.000	246.414	650.631	181.678	146.667	160.500	6.924	-0.027	-0.062	0.018
22.000	23.000	22.000	270.326	656.704	195.824	167.828	187.000	2.943	-0.092	0.092	0.184	23.000	22.000	298.613	656.704	165.342	137.208	145.722	9.716	0.417	0.129	-0.259	23.000	22.000	261.385	656.704	188.712	139.179	156.214	6.213	0.601	0.230	-0.265	23.000	22.000	263.809	656.704	189.672	156.800	186.400	6.170	-0.195	-0.612	-0.388	23.000	22.000	263.941	656.704	174.911	148.179	172.769	5.945	0.203	0.103	-0.040	23.000	22.000	259.979	656.704	181.566	134.296	143.474	12.333	0.298	0.209	0.000	23.000	22.000	223.702	656.704	165.175	160.600	184.643	17.903	-0.019	0.000	0.000	97.000	22.000	271.889	649.755	223.435	150.200	171.286	5.635	-0.961	-0.000	0.700	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	22.000	243.000	647.407	179.269	148.036	161.778	6.977	0.054	-0.000	-0.039
23.000	24.000	23.000	269.585	660.597	193.292	171.719	190.100	2.878	-0.065	-0.092	-0.049	24.000	23.000	313.871	660.597	167.514	140.038	151.071	9.968	0.252	0.065	-0.195	24.000	23.000	259.148	660.597	188.424	142.793	158.062	6.102	-0.111	0.205	0.205	24.000	23.000	255.886	660.597	184.988	152.633	176.222	5.986	-0.184	-0.091	0.091	24.000	23.000	264.344	660.597	179.475	150.964	192.700	5.918	-0.027	0.039	0.026	24.000	23.000	268.864	660.597	180.835	139.000	152.071	12.547	0.214	0.145	-0.059	24.000	23.000	217.146	660.597	164.368	155.926	176.714	17.773	-0.130	0.000	0.000	98.000	23.000	310.591	657.293	228.075	136.250	151.500	6.542	0.907	0.061	-0.677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	23.000	248.872	651.259	179.599	147.786	162.526	7.088	0.111	-0.062	-0.124
24.000	25.000	24.000	288.130	660.664	203.951	164.966	187.625	3.100	0.222	0.091	-0.101	25.000	24.000	301.933	660.664	168.067	139.893	150.000	10.014	0.046	-0.065	-0.130	25.000	24.000	288.357	660.664	186.648	133.357	155.500	6.481	0.379	0.266	-0.121	25.000	24.000	258.043	660.664	193.389	153.812	181.059	5.959	-0.027	-0.037	0.037	25.000	24.000	230.103	660.664	177.949	149.143	174.615	5.707	-0.211	-0.037	0.165	25.000	24.000	256.977	660.664	183.332	138.815	150.765	12.758	0.211	0.232	0.000	25.000	24.000	220.596	660.664	163.762	153.655	165.938	17.968	0.195	-0.055	-0.125	99.000	24.000	237.556	654.770	204.926	144.033	165.286	3.974	-2.568	-0.063	1.965	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	24.000	243.472	648.657	180.735	154.194	178.231	6.958	-0.130	-0.062	0.062
25.000	26.000	25.000	274.023	666.091	200.485	176.188	195.450	2.962	-0.138	-0.091	0.091	26.000	25.000	300.815	666.091	169.335	141.828	153.400	10.198	0.184	0.065	-0.065	26.000	25.000	290.250	666.091	188.235	143.500	155.938	6.703	0.222	0.205	-0.000	26.000	25.000	248.833	666.091	192.222	152.393	174.353	5.775	-0.184	-0.000	-0.000	26.000	25.000	271.543	666.091	178.548	142.793	166.818	6.189	0.482	-0.053	-0.288	26.000	25.000	249.125	666.091	185.314	143.821	153.048	12.915	0.157	0.145	0.000	26.000	25.000	210.829	666.091	163.224	141.333	151.571	17.903	-0.065	0.055	0.124	100.000	25.000	238.815	655.471	207.707	142.700	159.176	4.112	0.138	-0.062	-0.162	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	25.000	256.879	642.792	181.303	151.793	168.294	6.847	-0.111	-0.062	0.041
26.000	27.000	26.000	273.273	662.843	197.391	174.812	182.935	3.008	0.046	0.000	-0.052	27.000	26.000	317.000	662.843	172.000	142.692	157.077	10.477	0.279	3.980E-18	-0.195	27.000	26.000	276.536	662.843	186.714	138.167	154.083	7.001	0.298	0.243	-0.000	27.000	26.000	248.410	662.843	195.294	147.867	175.545	5.683	-0.092	-0.000	0.072	27.000	26.000	247.000	662.843	180.542	143.379	169.500	5.791	-0.398	-0.000	0.249	27.000	26.000	249.179	662.843	183.219	139.231	158.125	12.934	0.019	0.178	0.145	27.000	26.000	215.681	662.843	161.495	136.621	146.471	18.319	0.417	0.165	-0.124	101.000	26.000	245.867	652.949	210.301	141.000	159.706	4.498	0.387	-0.000	-0.308	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	26.000	254.694	647.339	182.308	154.033	165.696	6.867	0.019	-0.082	-0.062
27.000	28.000	27.000	262.892	662.112	196.107	171.156	192.524	2.870	-0.138	0.000	0.091	28.000	27.000	311.107	662.112	175.774	135.586	144.765	10.271	-0.206	-0.130	0.000	28.000	27.000	279.871	662.112	186.063	140.900	152.235	7.453	0.452	0.289	-0.061	28.000	27.000	254.702	662.112	196.944	149.700	174.421	5.832	0.149	-0.090	-0.055	28.000	27.000	269.674	662.112	177.201	141.286	157.938	5.948	0.157	-0.053	-0.053	28.000	27.000	255.045	662.112	188.394	139.500	164.222	13.367	0.433	0.232	-0.086	28.000	27.000	217.239	662.112	162.931	142.600	154.867	18.373	0.054	0.000	0.000	102.000	27.000	239.786	648.991	207.139	142.097	157.000	4.487	-0.011	-0.022	-0.043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	27.000	264.231	646.938	189.069	160.321	175.684	6.821	-0.046	-0.082	-0.062
28.000	29.000	28.000	255.413	663.867	194.375	169.750	182.077	3.027	0.157	0.000	-0.091	29.000	28.000	341.250	663.867	177.386	136.333	145.500	10.111	-0.160	-0.325	-0.065	29.000	28.000	280.154	663.867	186.087	141.920	169.000	7.805	0.352	0.145	-0.145	29.000	28.000	250.500	663.867	203.651	147.357	175.889	5.695	-0.138	0.055	0.123	29.000	28.000	273.022	663.867	174.969	142.185	161.600	5.864	-0.084	-0.091	-0.078	29.000	28.000	277.043	663.867	197.574	140.968	152.474	13.803	0.436	0.204	-0.086	29.000	28.000	208.000	663.867	164.380	141.967	149.150	18.392	0.019	0.000	0.000	103.000	28.000	267.455	649.310	205.460	139.767	162.273	4.801	0.314	0.023	-0.229	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	28.000	274.333	650.847	191.435	156.296	186.545	6.878	0.057	-0.124	-0.124
29.000	30.000	29.000	290.578	661.672	201.818	171.000	196.125	3.035	0.008	0.000	-0.083	30.000	29.000	308.148	661.672	181.372	137.379	151.500	9.624	-0.487	-0.195	0.129	30.000	29.000	286.000	661.672	190.085	143.500	152.053	7.832	0.027	0.205	0.061	30.000	29.000	248.548	661.672	206.861	163.406	195.875	4.715	-0.980	-0.198	0.737	30.000	29.000	258.233	661.672	179.570	143.259	180.667	5.975	0.111	-0.000	-0.080	30.000	29.000	306.698	661.672	201.886	148.806	167.200	14.132	0.330	0.350	-0.145	30.000	29.000	213.733	661.672	165.795	141.700	153.789	18.381	-0.011	0.000	0.000	104.000	29.000	304.814	649.272	207.148	144.966	162.000	5.245	0.444	-0.000	-0.289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	29.000	258.810	651.435	189.054	158.929	177.500	6.645	-0.233	-0.103	0.082
30.000	31.000	30.000	293.455	662.400	201.156	164.588	181.476	3.043	0.008	0.092	0.049	31.000	30.000	244.889	662.400	180.542	142.321	155.312	8.963	-0.661	-0.260	0.453	31.000	30.000	264.000	662.400	184.842	149.000	167.062	8.062	0.230	0.169	-0.025	31.000	30.000	255.231	662.400	209.011	151.697	184.786	4.872	0.157	-0.054	-0.252	31.000	30.000	257.711	662.400	179.979	149.867	174.000	5.623	-0.352	-0.325	-0.091	31.000	30.000	304.244	662.400	199.621	152.400	171.562	14.530	0.398	0.318	0.000	31.000	30.000	217.862	662.400	164.953	137.286	150.231	18.048	-0.333	0.055	0.157	105.000	30.000	329.128	647.317	215.292	154.517	178.077	5.670	0.425	-0.000	-0.374	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	30.000	275.255	648.693	193.899	161.379	185.643	6.396	-0.249	-0.225	0.124
31.000	32.000	31.000	282.209	666.504	203.109	172.061	191.318	3.016	-0.027	0.000	0.092	32.000	31.000	245.259	666.504	180.658	142.233	155.714	8.814	-0.149	-0.196	-0.065	32.000	31.000	284.848	666.504	189.310	143.893	156.476	8.329	0.268	0.060	-0.145	32.000	31.000	259.333	666.504	215.343	149.444	197.000	5.373	0.501	-0.144	-0.578	32.000	31.000	260.844	666.504	176.238	142.724	158.667	5.910	0.287	-0.000	-0.183	32.000	31.000	314.750	666.504	197.036	145.643	165.750	14.936	0.406	0.377	-0.059	32.000	31.000	207.122	666.504	164.291	137.552	144.556	18.473	0.425	0.110	-0.193	106.000	31.000	279.864	649.880	189.420	143.233	160.471	4.996	-0.674	-0.000	0.663	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	31.000	273.844	648.488	192.773	155.429	164.423	6.014	-0.382	-0.245	0.039
32.000	33.000	32.000	272.341	658.268	204.908	167.900	201.769	2.859	-0.157	0.000	0.048	33.000	32.000	214.444	658.268	171.254	145.037	153.143	7.433	-1.381	0.000	1.298	33.000	32.000	289.424	658.268	189.704	141.393	152.238	8.394	0.065	0.145	0.085	33.000	32.000	241.513	658.268	195.154	152.889	179.444	3.138	-2.235	-0.091	1.903	33.000	32.000	248.488	658.268	178.458	145.484	184.444	6.365	0.455	-0.090	-0.537	33.000	32.000	304.351	658.268	196.986	145.692	160.632	15.150	0.214	0.232	0.027	33.000	32.000	220.070	658.268	163.617	133.800	144.000	18.890	0.417	0.188	-0.089	107.000	32.000	278.051	650.631	192.202	141.862	163.267	5.023	0.027	-0.000	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	32.000	260.541	646.807	190.929	156.138	184.444	5.654	-0.360	-0.144	0.144
33.000	34.000	33.000	275.182	659.241	203.405	173.515	197.500	2.924	0.065	0.000	-0.009	34.000	33.000	256.333	659.241	184.019	140.679	158.500	8.817	1.384	0.000	-1.234	34.000	33.000	286.368	659.241	189.078	137.821	152.071	8.562	0.168	0.121	0.023	34.000	33.000	239.762	659.241	195.339	151.074	185.818	3.157	0.019	-0.051	-0.000	34.000	33.000	219.205	659.241	180.815	158.333	181.600	5.078	-1.287	-1.025	0.311	34.000	33.000	299.583	659.241	196.613	142.769	166.200	15.410	0.260	0.291	0.086	34.000	33.000	213.804	659.241	164.583	138.038	166.600	19.247	0.357	0.056	-0.089	108.000	33.000	268.095	647.407	189.849	144.103	155.955	5.153	0.130	-0.000	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	33.000	274.911	645.131	194.719	156.185	186.833	5.803	0.149	-0.083	-0.144
34.000	35.000	34.000	280.591	658.943	202.304	174.588	203.714	2.924	0.000	0.000	0.000	35.000	34.000	230.846	658.943	171.359	142.333	150.421	7.953	-0.864	0.000	0.909	35.000	34.000	301.174	658.943	210.579	149.138	163.263	11.649	3.087	0.184	0.044	35.000	34.000	237.179	658.943	196.693	147.931	179.643	3.073	-0.084	-0.040	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	34.000	285.929	658.943	193.276	145.000	158.867	15.491	0.081	0.377	0.291	35.000	34.000	211.044	658.943	165.582	137.630	147.214	18.990	-0.257	-0.111	0.089	109.000	34.000	297.111	651.259	192.501	142.667	165.455	5.762	0.609	-0.023	-0.518	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	34.000	272.854	642.713	197.744	158.897	184.786	5.627	-0.176	-0.000	0.101
35.000	36.000	35.000	288.762	654.588	202.873	165.697	194.818	2.924	0.000	0.000	0.040	36.000	35.000	239.296	654.588	173.745	142.600	154.267	7.658	-0.295	-0.195	-0.132	36.000	35.000	259.886	654.588	221.162	159.848	179.188	8.298	-3.351	0.184	0.699	36.000	35.000	263.535	654.588	202.077	151.067	175.526	3.046	-0.027	-0.000	0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	35.000	300.205	654.588	194.936	146.321	175.727	15.851	0.360	0.350	0.000	36.000	35.000	205.133	654.588	164.204	134.083	143.538	18.982	-0.008	0.000	0.000	110.000	35.000	323.489	648.657	203.803	152.448	171.562	6.370	0.609	0.026	-0.546	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	35.000	287.979	640.476	199.645	169.515	191.500	5.887	0.260	-0.020	-0.225
36.000	37.000	36.000	312.310	657.541	201.858	174.879	194.625	2.989	0.065	-0.050	-0.183	37.000	36.000	245.407	657.541	173.068	144.379	155.125	7.639	-0.019	-0.195	-0.130	37.000	36.000	288.425	657.541	211.548	154.593	169.750	8.420	0.122	0.206	-0.041	37.000	36.000	251.977	657.541	193.220	142.897	163.550	3.092	0.046	0.091	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	36.000	297.718	657.541	192.731	141.259	156.450	16.157	0.306	0.263	0.000	37.000	36.000	205.457	657.541	165.078	134.769	142.929	19.009	0.027	0.000	0.089	111.000	36.000	317.256	642.792	200.132	147.893	174.833	6.194	-0.176	-0.000	0.119	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
