 	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)
1	-20.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.000	407.000	137.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2	-19.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.000	403.000	131.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3	-18.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.000	406.000	141.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4	-17.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.000	410.000	140.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5	-16.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.000	408.000	141.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6	-15.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	403.000	137.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7	-14.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	399.000	129.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8	-13.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	403.000	132.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9	-12.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	405.000	132.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
10	-11.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	402.000	127.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11	-10.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	402.000	132.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12	-9.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	402.000	128.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13	-8.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000	409.000	156.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	402.000	133.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14	-7.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000	412.000	156.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	401.000	132.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15	-6.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.000	413.000	155.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	405.000	128.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
16	-5.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.000	407.000	156.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	410.000	132.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17	-4.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000	429.000	183.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.000	411.000	154.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	411.000	132.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18	-3.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000	429.000	183.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.000	409.000	156.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	406.000	131.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19	-2.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.000	429.000	183.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.000	412.000	156.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	409.000	128.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20	-1.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.000	428.000	183.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.000	406.000	149.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	411.000	129.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21	0.000	23.725	2.145	28.340	2.990	5.565	4.692	0.313	1.741	NaN	NaN	NaN	0.000	19.435	6.175	17.420	8.775	3.228	3.289	0.726	2.345	NaN	NaN	NaN	0.000	26.845	6.630	32.695	10.335	4.576	6.925	4.996	22.866	NaN	NaN	NaN	0.000	23.270	10.205	25.610	20.215	2.816	10.280	10.229	28.806	NaN	NaN	NaN	4.000	28.145	12.220	28.015	12.155	7.474	0.145	-0.141	-1.056	-0.141	NaN	NaN	8.000	26.845	10.465	26.975	10.530	5.448	0.145	0.143	0.782	0.143	NaN	NaN	27.000	27.105	8.905	27.755	9.360	6.436	0.793	0.793	5.104	0.793	NaN	NaN
22	1.000	24.440	2.210	28.275	2.990	5.782	3.914	0.652	3.769	0.339	-0.064	0.714	1.000	19.435	6.110	17.160	7.995	3.285	2.954	1.168	3.836	0.441	-0.297	-0.041	1.000	26.975	6.630	32.890	10.530	4.717	7.085	4.981	23.495	-0.015	0.270	0.109	1.000	23.400	10.660	25.610	20.475	3.227	10.061	10.004	32.283	-0.226	0.254	0.472	5.000	27.170	11.765	30.420	14.365	8.417	4.162	4.151	34.941	4.292	3.259	-1.046	9.000	26.520	10.205	26.975	10.595	5.123	0.599	0.597	3.059	0.454	0.042	-0.416	28.000	27.170	8.970	27.950	10.530	6.168	1.744	1.438	8.873	0.645	1.134	0.087
23	2.000	24.245	2.210	28.340	3.055	5.654	4.181	0.569	3.215	-0.083	0.077	-0.191	2.000	18.525	6.890	17.225	7.995	3.890	1.706	1.097	4.267	-0.071	-0.050	1.199	2.000	26.910	6.565	33.150	10.790	4.653	7.536	5.216	24.273	0.235	0.361	-0.090	2.000	23.530	11.115	25.675	20.670	3.762	9.793	9.748	36.669	-0.255	0.205	0.472	6.000	27.040	11.700	30.485	14.560	8.322	4.477	4.468	37.184	0.317	0.175	-0.142	10.000	26.780	10.335	27.235	10.595	5.357	0.524	0.521	2.793	-0.076	0.226	0.290	29.000	27.235	8.775	27.430	8.840	6.250	0.206	0.203	1.272	-1.235	-1.028	1.108E-15
24	3.000	24.635	2.275	28.405	3.055	5.625	3.850	0.717	4.031	0.148	0.064	0.395	3.000	18.785	6.630	17.225	7.995	3.800	2.073	1.217	4.626	0.120	NaN	-0.367	3.000	26.975	6.630	33.410	10.985	4.564	7.770	5.517	25.181	0.301	0.325	0.090	3.000	23.725	11.440	25.675	20.995	4.153	9.752	9.703	40.294	-0.046	0.318	0.357	7.000	24.830	9.750	31.070	15.080	5.702	8.206	8.156	46.509	3.688	0.783	-2.947	11.000	26.585	10.140	27.495	10.725	6.643	1.082	1.079	7.170	0.558	0.289	-0.269	30.000	415.000	131.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
25	4.000	24.700	2.340	28.405	3.055	5.557	3.773	0.864	4.804	0.148	NaN	0.076	4.000	18.460	6.955	17.030	8.060	3.991	1.807	1.295	5.167	0.077	0.194	0.456	4.000	26.975	6.630	33.605	11.115	4.616	8.005	5.777	26.668	0.259	0.234	NaN	4.000	23.725	11.505	25.675	21.320	4.296	10.007	9.945	42.727	0.242	0.319	0.064	8.000	29.965	14.235	31.265	15.145	10.258	1.587	1.573	16.131	-6.584	0.197	6.779	12.000	26.520	10.140	27.690	10.855	6.916	1.371	1.365	9.439	0.285	0.234	-0.055	31.000	27.170	8.775	27.755	9.490	6.111	0.924	0.860	5.256	0.860	NaN	NaN
26	5.000	24.635	2.340	28.340	3.055	5.194	3.773	2.087	10.837	1.222	-0.064	-0.064	5.000	18.720	6.695	16.965	8.190	2.366	2.305	2.098	4.964	0.803	0.134	-0.367	5.000	27.040	6.695	33.865	11.310	6.080	8.239	7.279	44.257	1.502	0.325	0.090	5.000	23.660	11.570	25.870	21.580	6.134	10.251	9.976	61.195	0.031	0.296	0.049	9.000	29.900	14.170	31.135	15.080	10.258	1.534	1.525	15.641	-0.048	-0.143	-0.091	13.000	396.000	148.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	27.170	9.035	27.625	9.360	6.257	0.559	0.558	3.494	-0.302	-0.181	0.151
27	6.000	25.935	2.470	28.340	2.990	6.060	2.461	1.659	10.056	-0.427	-0.014	1.298	6.000	18.785	6.630	16.835	8.190	2.304	2.497	2.311	5.324	0.213	0.102	-0.091	6.000	26.910	6.630	34.060	11.505	5.951	8.654	7.640	45.461	0.360	0.271	-0.144	6.000	23.595	11.245	26.000	21.905	5.872	10.928	10.623	62.378	0.647	0.346	-0.331	10.000	29.900	14.170	31.135	15.015	10.210	1.496	1.480	15.109	-0.045	-0.037	NaN	14.000	26.715	9.880	27.365	10.595	7.189	0.966	0.950	6.832	0.950	NaN	NaN	33.000	27.560	9.360	27.820	9.360	6.833	0.260	0.215	1.470	-0.343	0.195	0.390
28	7.000	25.155	2.405	28.340	3.055	5.291	3.251	2.152	11.386	0.493	0.013	-0.777	7.000	18.785	6.630	16.770	8.255	2.384	2.589	2.522	6.012	0.211	0.091	NaN	7.000	27.105	6.630	34.320	11.635	6.262	8.781	7.946	49.758	0.306	0.288	0.160	7.000	23.595	11.050	26.000	22.100	6.076	11.309	10.985	66.742	0.362	0.191	-0.191	11.000	27.495	12.025	31.005	15.145	8.553	4.696	4.695	40.154	3.215	-0.011	-3.223	15.000	26.325	9.165	27.300	10.530	6.472	1.677	1.567	10.140	0.616	-0.091	-0.809	34.000	27.300	8.905	27.625	9.295	6.566	0.508	0.481	3.160	0.266	-0.175	-0.516
29	8.000	24.960	2.405	28.340	3.055	5.495	3.442	0.983	5.400	-1.169	NaN	-0.191	8.000	18.785	6.695	16.640	8.190	3.687	2.615	1.881	6.933	-0.641	0.069	0.037	8.000	26.910	6.500	34.580	11.830	4.552	9.340	6.643	30.243	-1.303	0.325	-0.234	8.000	23.595	10.985	26.065	22.165	3.885	11.450	11.405	44.312	0.420	0.077	-0.063	12.000	27.105	11.700	31.070	15.015	8.370	5.168	5.160	43.188	0.466	-0.034	-0.508	16.000	25.805	9.035	27.235	10.400	5.643	1.977	1.941	10.955	0.375	-0.137	-0.466	35.000	27.170	8.840	27.625	9.230	6.328	0.599	0.595	3.764	0.114	-0.042	-0.141
30	9.000	24.765	2.405	28.340	2.990	5.378	3.623	1.076	5.784	0.093	-0.010	-0.192	9.000	18.785	6.630	16.510	8.190	3.623	2.758	1.993	7.221	0.113	0.107	-0.037	9.000	26.910	6.500	34.840	11.960	4.606	9.628	6.986	32.178	0.343	0.288	NaN	9.000	23.465	10.530	26.065	22.295	3.494	12.049	11.983	41.874	0.579	0.127	-0.472	13.000	27.300	11.830	31.070	14.950	8.461	4.894	4.884	41.329	-0.276	-0.041	0.233	17.000	26.260	9.230	26.780	9.945	6.243	0.884	0.816	5.095	-1.125	-0.636	0.425	36.000	27.300	8.905	27.560	9.360	6.526	0.524	0.467	3.046	-0.128	0.081	0.121
31	10.000	25.545	2.470	28.275	3.055	5.679	2.792	1.011	5.742	-0.064	-0.050	0.776	10.000	18.850	6.565	16.705	8.125	3.634	2.652	1.831	6.654	-0.162	-0.196	-0.091	10.000	27.235	6.630	35.100	11.960	4.845	9.501	7.164	34.713	0.178	0.215	0.342	10.000	23.530	10.985	26.065	22.425	3.929	11.718	11.691	45.930	-0.292	0.127	0.458	14.000	25.220	9.945	30.875	14.885	6.114	7.509	7.478	45.727	2.594	-0.190	-2.807	18.000	25.870	8.840	26.715	9.555	5.596	1.107	1.092	6.109	0.276	-0.302	-0.550	37.000	27.170	8.905	27.560	9.360	6.508	0.599	0.578	3.760	0.111	NaN	-0.085
32	11.000	25.285	2.405	28.145	2.990	5.518	2.919	1.689	9.320	0.678	-0.140	-0.268	11.000	18.915	6.565	16.770	8.060	2.372	2.615	2.362	5.602	0.530	-0.090	-0.053	11.000	27.170	6.630	35.295	11.895	5.932	9.682	8.505	50.455	1.341	0.128	-0.055	11.000	23.530	11.375	26.130	22.620	5.676	11.542	11.344	64.389	-0.347	0.205	0.380	15.000	26.195	10.855	30.875	14.885	7.446	6.176	6.159	45.858	-1.320	NaN	1.333	19.000	26.260	8.905	26.650	8.580	4.972	0.508	0.212	1.052	-0.880	0.574	0.258	38.000	27.300	8.905	27.495	9.230	6.616	0.379	0.342	2.260	-0.236	-0.145	0.067
33	12.000	25.870	2.470	28.210	2.990	6.007	2.397	1.595	9.582	-0.094	0.063	0.585	12.000	18.980	6.500	16.835	7.995	2.081	2.615	2.451	5.100	0.089	-0.090	-0.090	12.000	26.910	6.435	35.425	11.830	5.932	10.080	8.904	52.821	0.399	0.075	-0.324	12.000	23.465	10.855	26.195	22.750	5.465	12.204	11.845	64.731	0.500	0.141	-0.521	16.000	27.040	11.635	30.550	14.820	8.230	4.740	4.739	39.001	-1.420	-0.284	1.150	20.000	26.195	8.190	26.715	8.775	5.590	0.783	0.709	3.963	0.497	0.189	-0.578	39.000	27.040	8.840	27.560	9.100	6.346	0.581	0.578	3.667	0.236	-1.572E-15	-0.262
34	13.000	25.285	2.405	28.210	2.990	5.528	2.983	1.816	10.039	0.221	NaN	-0.586	13.000	19.305	6.240	16.835	7.930	1.830	2.993	2.636	4.825	0.185	-0.037	-0.415	13.000	26.975	6.435	35.490	11.830	5.863	10.080	8.855	51.917	-0.049	0.055	0.055	13.000	23.530	11.180	26.195	23.010	5.670	12.126	11.844	67.156	-0.001	0.254	0.331	17.000	27.040	11.635	30.615	14.820	8.325	4.788	4.787	39.854	0.048	0.049	NaN	21.000	26.455	8.320	26.910	8.775	6.221	0.643	0.609	3.786	-0.100	0.138	0.276	40.000	27.105	8.710	27.495	8.905	6.477	0.436	0.434	2.814	-0.143	-0.145	1.623E-15
35	14.000	25.220	2.405	28.210	2.990	5.252	3.047	2.058	10.808	0.242	NaN	-0.064	14.000	19.240	6.370	16.900	7.930	1.948	2.812	2.785	5.425	0.149	-0.054	0.126	14.000	26.975	6.565	35.490	11.895	6.070	10.046	9.302	56.463	0.447	0.034	0.069	14.000	23.465	10.920	26.260	23.335	5.934	12.726	12.452	73.883	0.608	0.331	-0.268	18.000	27.105	11.700	30.485	14.820	8.322	4.600	4.600	38.279	-0.188	-0.096	0.092	22.000	26.780	8.580	26.975	8.580	5.516	0.195	0.182	1.001	-0.427	0.065	0.325	41.000	27.040	8.645	27.495	9.230	6.168	0.741	0.682	4.204	0.247	0.257	-0.091
36	15.000	24.830	2.405	28.210	2.990	5.035	3.430	2.248	11.319	0.190	NaN	-0.384	15.000	19.110	6.435	16.770	7.995	2.007	2.812	2.779	5.577	-0.006	0.144	0.144	15.000	26.780	6.370	35.360	11.895	5.902	10.205	9.235	54.503	-0.067	-0.109	-0.270	15.000	23.465	10.855	26.195	23.400	5.843	12.839	12.487	72.970	0.036	0.050	-0.064	19.000	28.730	13.260	30.680	15.080	9.520	2.667	2.667	25.392	-1.932	0.320	2.252	23.000	26.845	8.645	26.975	8.710	5.770	0.145	0.145	0.837	-0.037	0.058	0.087	42.000	27.105	8.775	27.300	9.035	6.436	0.325	0.305	1.965	-0.376	-0.273	0.143
37	16.000	26.585	2.600	28.145	2.990	6.477	1.608	1.127	7.301	-1.121	-0.063	1.750	16.000	19.435	6.175	16.900	7.930	1.637	3.083	2.726	4.462	-0.053	-0.144	-0.415	16.000	26.715	6.370	35.555	11.895	5.668	10.425	9.199	52.145	-0.036	0.165	-0.055	16.000	23.400	10.725	26.195	23.465	5.291	13.043	12.662	66.992	0.175	0.063	-0.141	20.000	27.105	11.700	30.615	15.015	8.322	4.828	4.828	40.180	2.161	-0.092	-2.253	24.000	26.520	8.580	27.040	8.645	5.774	0.524	0.479	2.763	0.334	0.056	-0.331	43.000	27.430	8.775	27.495	8.905	6.601	0.145	0.124	0.820	-0.181	-0.029	0.145
