 	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)
38	17.000	40.495	12.675	44.850	9.880	19.542	5.175	5.083	99.326	0.877	0.035	-0.883	17.000	43.485	14.170	45.500	13.065	21.903	2.298	2.235	48.959	-0.046	-0.145	-0.120	17.000	44.525	16.315	51.935	15.860	22.462	7.424	7.386	165.899	0.046	-0.061	-0.122	31.000	44.005	12.220	44.655	11.960	23.043	0.700	0.699	16.114	0.225	0.121	-0.097	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	41.730	13.260	46.605	11.570	21.276	5.160	5.160	109.778	3.289	-0.083	-3.371
39	18.000	40.170	12.805	44.980	9.815	19.168	5.664	5.575	106.850	0.492	0.145	-0.345	18.000	43.355	14.040	45.500	13.000	21.795	2.384	2.345	51.118	0.110	0.028	-0.060	18.000	44.590	16.380	51.870	15.860	22.505	7.299	7.272	163.660	-0.114	-0.065	0.060	32.000	44.265	11.895	44.395	11.765	23.213	0.184	0.166	3.862	-0.533	-0.046	0.414	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	45.045	12.220	46.995	11.505	23.639	2.077	2.076	49.086	-3.083	0.389	3.470
40	19.000	39.585	13.130	44.980	9.880	18.504	6.298	6.209	114.899	0.635	-0.034	-0.669	19.000	43.290	14.040	45.500	13.065	21.732	2.416	2.391	51.959	0.045	-0.026	-0.059	19.000	44.655	16.315	51.675	15.925	22.580	7.031	6.993	157.905	-0.279	-0.198	0.069	33.000	44.005	12.220	44.460	11.830	22.982	0.599	0.558	12.819	0.391	0.007	-0.409	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	41.795	13.260	47.125	11.505	21.421	5.611	5.610	120.180	3.534	0.123	-3.412
41	20.000	39.520	13.195	44.980	9.815	18.359	6.422	6.317	115.968	0.107	0.034	-0.089	20.000	43.290	14.040	45.435	13.065	21.670	2.356	2.329	50.459	-0.062	-0.059	NaN	20.000	44.720	16.250	51.610	15.860	22.590	6.901	6.863	155.032	-0.130	-0.061	0.069	34.000	44.200	11.960	44.460	11.635	23.124	0.416	0.350	8.104	-0.207	0.152	0.325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	41.665	13.325	46.995	11.505	21.298	5.632	5.632	119.948	0.021	-0.123	-0.144
42	21.000	39.455	13.065	45.045	9.815	18.480	6.466	6.406	118.376	0.089	0.056	0.009	21.000	44.070	13.585	45.500	13.000	22.662	1.545	1.538	34.848	-0.791	0.085	0.894	21.000	44.590	16.185	51.480	15.925	22.570	6.895	6.831	154.179	-0.032	-0.132	-0.127	35.000	44.005	11.960	44.915	11.505	23.042	1.017	1.008	23.216	0.657	0.465	-0.174	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	41.925	13.195	46.865	11.505	21.543	5.221	5.221	112.478	-0.411	-0.123	0.288
43	22.000	39.650	13.000	45.175	9.815	18.817	6.377	6.311	118.756	-0.095	0.113	0.201	22.000	43.485	13.845	45.435	13.065	22.178	2.100	2.089	46.340	0.552	-0.084	-0.640	22.000	44.265	16.185	51.415	15.925	22.419	7.155	7.092	158.995	0.261	-0.065	-0.325	36.000	44.590	11.895	44.850	11.635	23.497	0.368	0.332	7.791	-0.676	-0.138	0.460	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	41.925	13.195	48.165	10.985	21.543	6.620	6.620	142.611	1.399	1.399	NaN
44	23.000	39.650	12.935	45.175	9.815	18.902	6.345	6.289	118.866	-0.022	NaN	0.032	23.000	43.355	13.780	45.370	13.065	22.134	2.138	2.134	47.244	0.045	-0.061	-0.101	23.000	44.135	16.055	51.350	15.925	22.377	7.216	7.127	159.490	0.035	-0.065	-0.128	37.000	44.720	11.765	45.175	11.440	23.559	0.559	0.537	12.650	0.205	0.378	0.181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	41.925	13.195	48.230	11.115	21.543	6.639	6.638	143.012	0.019	0.021	NaN
45	24.000	41.080	12.220	45.305	9.685	20.471	4.927	4.867	99.634	-1.422	0.178	1.594	24.000	43.160	14.040	45.370	13.065	21.857	2.416	2.390	52.246	0.256	NaN	-0.283	24.000	44.070	15.990	51.285	15.925	22.313	7.215	7.115	158.767	-0.012	-0.065	-0.064	38.000	41.275	13.130	45.370	11.505	20.764	4.406	4.403	91.421	3.866	0.157	-3.706	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	47.970	11.375	48.295	11.115	25.180	0.416	0.391	9.848	-6.247	0.051	5.857
46	25.000	41.080	12.285	45.500	9.555	20.423	5.195	5.116	104.476	0.249	0.234	-0.034	25.000	43.615	13.585	45.370	13.065	22.402	1.830	1.830	41.004	-0.560	NaN	0.566	25.000	44.005	16.055	51.350	15.925	22.227	7.346	7.261	161.382	0.145	0.065	-0.066	39.000	41.015	13.195	45.695	11.440	20.520	4.998	4.998	102.553	0.595	0.327	-0.266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	47.645	11.635	48.165	11.310	24.954	0.613	0.596	14.880	0.205	-0.214	-0.413
47	26.000	40.755	12.480	45.500	9.425	20.049	5.643	5.534	110.957	0.419	0.070	-0.379	26.000	43.420	13.650	45.370	13.065	22.196	2.036	2.036	45.186	0.205	NaN	-0.205	26.000	43.875	16.055	51.350	15.925	22.099	7.476	7.388	163.258	0.127	NaN	-0.130	40.000	40.885	13.260	45.890	11.570	20.415	5.283	5.282	107.830	0.284	0.143	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	47.970	11.440	48.490	11.180	25.118	0.581	0.576	14.466	-0.020	0.349	0.378
48	27.000	40.625	12.480	45.500	9.685	19.771	5.619	5.567	110.070	0.033	-0.129	-0.113	27.000	44.265	13.325	45.370	13.065	22.930	1.135	1.133	25.984	-0.903	NaN	0.897	27.000	43.875	16.055	51.350	15.925	21.918	7.476	7.382	161.809	-0.005	NaN	NaN	41.000	40.885	13.260	46.020	11.765	20.231	5.348	5.338	107.999	0.056	0.070	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	47.840	11.505	48.945	10.920	25.077	1.250	1.233	30.927	0.657	0.524	-0.145
49	28.000	40.495	12.480	45.500	9.685	19.506	5.733	5.689	110.970	0.122	NaN	-0.114	28.000	43.030	14.040	45.435	13.065	21.402	2.595	2.579	55.195	1.446	0.060	-1.413	28.000	43.810	16.120	51.350	15.925	21.704	7.543	7.463	161.965	0.080	NaN	-0.067	42.000	40.950	13.260	45.955	11.830	20.353	5.205	5.195	105.731	-0.144	-0.080	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	47.320	11.570	47.970	11.310	24.748	0.700	0.699	17.297	-0.534	-1.050	-0.507
50	29.000	40.430	12.545	45.565	9.620	19.446	5.910	5.859	113.940	0.170	0.089	-0.089	29.000	44.460	13.260	45.500	13.000	23.011	1.072	1.071	24.640	-1.508	0.079	1.576	29.000	43.485	16.250	51.285	15.925	21.372	7.807	7.741	165.451	0.279	-0.065	-0.330	43.000	40.950	13.325	46.410	11.700	20.292	5.697	5.688	115.431	0.494	0.473	-0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	44.070	12.480	47.710	11.245	23.104	3.844	3.844	88.805	3.145	-0.225	-3.370
51	30.000	40.365	12.610	45.565	9.685	19.518	5.966	5.913	115.406	0.053	-0.032	-0.089	30.000	44.005	13.390	45.695	12.935	22.706	1.750	1.750	39.728	0.679	0.205	-0.473	30.000	43.420	16.250	51.220	15.925	21.489	7.807	7.745	166.444	0.004	-0.065	-0.065	44.000	40.820	13.325	46.475	11.700	20.048	5.884	5.870	117.687	0.182	0.062	-0.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	44.070	12.480	47.385	11.115	23.104	3.585	3.577	82.641	-0.267	-0.251	NaN
52	31.000	40.430	12.610	45.500	9.685	19.554	5.853	5.788	113.188	-0.124	-0.056	0.056	31.000	44.395	13.325	45.825	12.870	23.080	1.501	1.500	34.624	-0.250	0.144	0.391	31.000	43.290	16.250	51.220	15.990	21.350	7.934	7.865	167.918	0.119	-0.002	-0.130	45.000	40.820	13.260	46.540	11.700	19.986	5.929	5.909	118.097	0.038	0.063	0.017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	44.460	12.350	45.500	11.960	23.309	1.111	1.110	25.874	-2.467	-2.062	0.411
53	32.000	40.300	12.545	45.370	9.685	19.276	5.821	5.772	111.261	-0.016	-0.113	-0.081	32.000	44.720	13.130	45.955	12.805	23.260	1.277	1.276	29.689	-0.224	0.142	0.364	32.000	43.225	16.185	51.155	15.925	21.105	7.934	7.859	165.874	-0.005	-0.063	-0.063	46.000	41.080	13.260	46.605	11.570	20.375	5.778	5.771	117.586	-0.138	0.100	0.249	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	44.265	12.415	44.655	12.220	23.165	0.436	0.432	10.001	-0.678	-0.872	-0.203
54	33.000	40.365	12.675	45.240	9.815	19.409	5.652	5.583	108.354	-0.189	-0.178	-0.010	33.000	44.525	13.195	46.085	12.740	23.179	1.625	1.625	37.666	0.349	0.143	-0.205	33.000	43.290	16.250	51.155	15.925	21.286	7.872	7.811	166.266	-0.049	NaN	0.062	47.000	40.950	13.325	46.735	11.570	20.231	6.045	6.038	122.153	0.267	0.124	-0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	43.550	12.740	44.655	12.025	22.816	1.316	1.274	29.076	0.843	0.106	-0.777
55	34.000	41.795	11.570	45.175	9.815	21.002	3.808	3.790	79.599	-1.793	-0.058	1.778	34.000	43.030	14.105	46.150	12.740	21.393	3.406	3.360	71.880	1.735	0.060	-1.734	34.000	43.485	16.250	51.220	15.925	21.418	7.742	7.700	164.919	-0.111	0.065	0.195	48.000	41.015	13.260	46.735	11.505	20.270	5.983	5.978	121.173	-0.060	0.019	0.081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	44.200	12.285	44.135	12.155	23.209	0.145	-0.018	-0.427	-1.293	0.116	0.116
56	35.000	41.795	11.635	45.110	9.880	21.075	3.751	3.726	78.534	-0.064	-0.088	-0.030	35.000	43.160	14.105	46.280	12.675	21.629	3.432	3.372	72.940	0.012	0.145	0.118	35.000	43.160	16.250	51.220	15.925	21.216	8.067	8.023	170.213	0.323	NaN	-0.325	49.000	41.145	13.260	46.735	11.505	20.476	5.859	5.855	119.893	-0.123	NaN	0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	44.070	12.285	44.200	12.155	23.188	0.184	0.165	3.836	0.184	0.046	-0.092
57	36.000	41.275	12.545	44.915	9.945	20.160	4.473	4.325	87.204	0.599	-0.196	-0.952	36.000	43.160	14.105	46.475	12.610	21.475	3.637	3.590	77.094	0.218	0.204	NaN	36.000	43.030	16.250	51.220	15.925	20.891	8.196	8.131	169.875	0.109	NaN	-0.130	50.000	41.210	13.195	46.865	11.505	20.620	5.902	5.895	121.549	0.039	0.125	0.081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	43.875	12.480	44.330	12.285	23.043	0.495	0.494	11.378	0.328	0.068	-0.256
58	37.000	41.210	12.545	44.720	10.075	19.993	4.292	4.154	83.047	-0.172	-0.234	-0.053	37.000	43.160	14.040	46.540	12.675	21.396	3.645	3.618	77.406	0.028	0.036	0.024	37.000	42.900	16.315	51.285	15.860	20.667	8.397	8.352	172.617	0.221	0.068	-0.133	51.000	41.340	13.195	46.930	11.440	20.660	5.859	5.856	120.983	-0.039	0.081	0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	43.875	12.350	44.655	12.090	23.086	0.822	0.822	18.979	0.328	0.370	0.041
59	38.000	40.950	12.675	44.525	10.140	20.618	4.383	4.247	87.567	0.093	-0.197	-0.287	38.000	43.095	14.105	46.670	12.610	22.205	3.875	3.846	85.391	0.228	0.145	-0.085	38.000	42.965	16.315	51.285	15.925	21.587	8.329	8.260	178.312	-0.092	-0.003	0.065	52.000	41.210	13.195	47.125	11.440	20.660	6.170	6.163	127.320	0.307	0.187	-0.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	43.875	12.415	44.265	12.155	23.086	0.469	0.454	10.486	-0.368	-0.361	-0.036
60	39.000	40.690	12.740	44.330	10.205	20.375	4.436	4.313	87.872	0.065	-0.197	-0.251	39.000	43.225	14.040	46.865	12.545	22.366	3.935	3.910	87.449	0.064	0.205	0.145	39.000	43.225	16.380	51.220	15.860	21.843	8.012	7.965	173.973	-0.295	-0.061	0.255	53.000	41.210	13.130	47.255	11.375	20.764	6.295	6.284	130.476	0.121	0.143	0.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
61	40.000	40.560	12.805	44.265	10.270	20.268	4.489	4.368	88.535	0.056	-0.090	-0.144	40.000	43.095	14.105	47.060	12.545	22.268	4.261	4.238	94.378	0.328	0.181	-0.145	40.000	43.160	16.315	51.285	15.860	21.843	8.138	8.082	176.525	0.117	0.065	-0.061	54.000	41.145	13.195	47.255	11.375	20.599	6.375	6.368	131.169	0.084	NaN	-0.081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
62	41.000	40.495	12.805	44.200	10.335	20.025	4.453	4.349	87.098	-0.019	-0.090	-0.054	41.000	42.965	14.170	47.190	12.350	21.937	4.600	4.559	100.018	0.321	0.197	-0.145	41.000	43.615	16.250	51.220	15.925	22.110	7.612	7.546	166.845	-0.535	-0.068	0.457	55.000	41.470	13.195	47.320	11.310	20.905	6.146	6.145	128.461	-0.223	0.082	0.309	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
63	42.000	40.495	12.870	44.070	10.335	20.062	4.383	4.247	85.214	-0.102	-0.106	-0.038	42.000	43.160	14.105	47.515	12.285	22.205	4.720	4.684	104.015	0.125	0.325	0.205	42.000	43.420	16.315	51.220	15.925	21.971	7.810	7.751	170.301	0.205	NaN	-0.198	56.000	41.470	13.130	47.515	11.245	20.967	6.332	6.329	132.707	0.185	0.206	0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
64	43.000	40.430	12.870	44.005	10.465	19.965	4.309	4.206	83.968	-0.042	-0.126	-0.054	43.000	43.095	14.105	47.710	12.220	22.098	4.985	4.955	109.487	0.270	0.205	-0.060	43.000	43.550	16.315	51.220	15.925	22.046	7.680	7.621	168.011	-0.130	NaN	0.130	57.000	41.340	13.195	47.515	11.310	20.761	6.456	6.452	133.958	0.123	-0.019	-0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
65	44.000	40.430	12.935	43.875	10.465	19.820	4.239	4.108	81.416	-0.098	-0.106	-0.038	44.000	43.160	14.105	47.905	12.025	22.035	5.181	5.134	113.120	0.179	0.257	0.060	44.000	43.810	16.315	51.220	15.925	22.174	7.420	7.366	163.330	-0.255	NaN	0.260	58.000	41.405	13.130	47.645	11.245	20.905	6.518	6.513	136.168	0.061	0.143	0.081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
66	45.000	40.560	12.870	43.810	10.465	19.880	4.043	3.901	77.558	-0.207	-0.052	0.143	45.000	42.835	14.170	47.970	12.025	21.625	5.565	5.526	119.496	0.392	0.060	-0.325	45.000	43.940	16.315	51.220	15.860	22.227	7.294	7.252	161.184	-0.114	0.004	0.130	59.000	41.535	13.065	47.710	11.180	21.071	6.456	6.451	135.931	-0.062	0.081	0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
67	46.000	40.755	12.870	44.005	10.465	20.207	4.043	3.898	78.771	-0.003	0.157	0.157	46.000	42.770	14.105	48.230	11.960	21.723	5.866	5.841	126.889	0.315	0.266	-0.037	46.000	43.745	16.315	51.220	15.925	22.174	7.485	7.430	164.750	0.178	-0.003	-0.195	60.000	41.405	13.000	47.775	11.115	21.010	6.643	6.635	139.395	0.184	0.081	-0.106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68	47.000	40.690	12.935	44.135	10.335	20.123	4.316	4.148	83.473	0.250	0.182	-0.091	47.000	42.835	14.170	48.490	11.895	21.768	6.095	6.062	131.964	0.221	0.265	0.036	47.000	43.745	16.315	51.285	15.925	22.174	7.550	7.494	166.169	0.064	0.065	NaN	61.000	41.665	12.935	47.905	11.050	21.255	6.518	6.513	138.441	-0.122	0.143	0.268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
69	48.000	40.820	12.870	44.200	10.270	20.221	4.264	4.081	82.523	-0.067	0.091	0.143	48.000	42.900	14.040	48.620	11.830	21.830	6.132	6.107	133.307	0.044	0.145	0.107	48.000	43.680	16.250	51.350	15.860	22.099	7.680	7.624	168.485	0.130	0.068	-0.062	62.000	41.860	12.870	47.970	11.050	21.194	6.375	6.369	134.980	-0.144	0.062	0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
70	49.000	40.885	12.935	44.330	10.270	20.343	4.355	4.162	84.665	0.081	0.103	0.012	49.000	42.900	14.105	48.815	11.765	21.893	6.361	6.329	138.563	0.223	0.205	-0.024	49.000	43.615	16.250	51.285	15.925	22.110	7.677	7.610	168.261	-0.014	-0.068	-0.065	63.000	42.055	12.805	48.100	10.985	21.482	6.313	6.307	135.487	-0.062	0.143	0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
71	50.000	41.015	12.805	44.395	10.140	20.571	4.304	4.104	84.432	-0.057	0.132	0.183	50.000	42.835	14.105	49.010	11.765	21.893	6.604	6.579	144.039	0.250	0.182	-0.061	50.000	43.485	16.185	51.220	15.860	22.058	7.742	7.671	169.194	0.060	-0.062	-0.127	64.000	42.185	12.740	48.165	10.985	21.706	6.232	6.226	135.149	-0.081	0.062	0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
72	51.000	41.080	12.740	44.590	10.075	20.571	4.407	4.226	86.934	0.122	0.195	0.091	51.000	42.835	14.105	49.140	11.700	21.812	6.748	6.721	146.599	0.142	0.145	NaN	51.000	43.550	16.120	51.220	15.860	22.058	7.674	7.595	167.530	-0.075	NaN	0.067	65.000	42.705	12.610	48.230	11.115	22.179	5.724	5.712	126.687	-0.514	0.029	0.536	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
73	52.000	41.015	12.805	44.590	10.010	20.609	4.538	4.327	89.181	0.101	0.040	-0.091	52.000	42.835	14.040	49.205	11.635	21.955	6.809	6.784	148.948	0.063	0.084	0.023	52.000	43.290	16.120	51.220	15.925	21.930	7.932	7.838	171.890	0.243	-0.002	-0.260	66.000	42.250	12.805	48.295	11.180	21.830	6.260	6.246	136.358	0.534	0.046	-0.490	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
74	53.000	41.015	12.740	44.655	9.880	20.716	4.629	4.418	91.514	0.090	0.131	0.040	53.000	43.030	14.040	49.270	11.635	22.223	6.687	6.659	147.981	-0.125	0.061	0.182	53.000	43.225	16.120	51.220	15.925	21.941	7.997	7.899	173.305	0.060	NaN	-0.065	67.000	42.315	12.740	48.555	11.180	21.830	6.432	6.410	139.932	0.164	0.252	0.079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
75	54.000	40.950	12.805	44.785	9.815	20.548	4.863	4.641	95.358	0.223	0.142	-0.091	54.000	42.965	14.040	49.335	11.635	22.080	6.809	6.783	149.776	0.124	0.061	-0.061	54.000	43.355	16.120	51.155	15.925	21.994	7.802	7.711	169.592	-0.188	-0.065	0.130	68.000	42.055	12.870	48.555	11.050	21.624	6.750	6.740	145.746	0.330	0.035	-0.285	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
76	55.000	41.080	12.740	44.850	9.750	20.693	4.812	4.581	94.792	-0.060	0.091	0.142	55.000	43.030	14.040	49.465	11.570	22.143	6.893	6.863	151.965	0.080	0.145	0.061	55.000	43.290	16.120	51.155	15.860	21.930	7.869	7.786	170.741	0.075	0.002	-0.065	69.000	43.290	12.415	48.620	10.985	22.796	5.518	5.507	125.525	-1.233	0.080	1.311	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77	56.000	41.145	12.675	44.980	9.620	20.815	4.903	4.661	97.023	0.080	0.183	0.091	56.000	43.030	14.040	49.595	11.505	22.188	7.037	7.003	155.387	0.140	0.145	NaN	56.000	43.225	16.120	51.155	15.860	21.918	7.934	7.853	172.127	0.067	NaN	-0.065	70.000	43.875	12.220	48.685	10.855	23.022	5.000	4.993	114.941	-0.514	0.098	0.616	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
78	57.000	41.080	12.675	45.175	9.555	20.693	5.148	4.931	102.034	0.270	0.195	-0.052	57.000	43.095	14.040	49.790	11.505	22.188	7.159	7.129	158.167	0.125	0.182	0.061	57.000	43.290	16.185	51.220	15.925	21.907	7.934	7.856	172.110	0.003	0.063	0.063	71.000	45.370	11.765	48.750	10.660	23.823	3.556	3.556	84.711	-1.437	0.122	1.562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
79	58.000	41.015	12.740	45.175	9.490	20.670	5.279	5.033	104.028	0.102	0.040	-0.091	58.000	43.030	14.040	49.855	11.440	22.188	7.303	7.271	161.332	0.143	0.084	-0.061	58.000	43.030	16.120	51.220	15.925	21.726	8.192	8.096	175.891	0.239	NaN	-0.258	72.000	45.045	11.960	48.945	10.660	23.597	4.111	4.111	97.006	0.555	0.185	-0.370	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
80	59.000	41.080	12.675	45.305	9.490	20.777	5.291	5.078	105.507	0.045	0.104	0.091	59.000	43.030	13.975	49.985	11.375	22.223	7.425	7.400	164.450	0.129	0.145	0.023	59.000	42.835	16.120	51.155	15.860	21.546	8.324	8.230	177.315	0.134	-0.063	-0.195	73.000	44.980	11.960	48.815	10.595	23.597	4.071	4.070	96.043	-0.041	-0.101	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
