 	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)
81	60.000	41.080	12.675	45.305	9.425	20.815	5.330	5.095	106.048	0.017	0.040	NaN	60.000	42.965	14.040	50.115	11.310	22.188	7.653	7.619	169.051	0.219	0.145	-0.084	60.000	42.770	16.120	51.220	15.860	21.534	8.454	8.361	180.053	0.132	0.065	-0.065	74.000	45.695	11.830	48.035	10.920	23.987	2.511	2.508	60.156	-1.562	-0.845	0.714	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
82	61.000	41.275	12.480	45.370	9.360	21.043	5.148	4.931	103.770	-0.163	0.091	0.273	61.000	42.965	14.040	50.375	11.180	22.171	7.943	7.902	175.194	0.283	0.289	NaN	61.000	43.030	16.185	51.350	15.860	21.768	8.326	8.254	179.668	-0.107	0.130	0.257	75.000	46.150	11.700	46.605	11.505	24.214	0.495	0.493	11.948	-2.014	-1.545	0.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83	62.000	41.470	12.480	45.500	9.295	20.959	5.137	4.891	102.503	-0.041	0.142	0.153	62.000	42.835	14.040	50.635	11.115	21.777	8.330	8.297	180.682	0.395	0.266	-0.122	62.000	43.615	16.185	51.415	15.860	22.077	7.807	7.747	171.028	-0.507	0.065	0.584	76.000	707.000	172.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84	63.000	41.535	12.480	45.500	9.230	21.104	5.127	4.854	102.431	-0.037	0.041	0.050	63.000	42.900	14.040	50.765	11.050	21.920	8.414	8.378	183.640	0.081	0.145	0.061	63.000	43.485	16.185	51.545	15.860	22.024	8.067	8.000	176.187	0.253	0.130	-0.130	77.000	46.280	11.570	46.215	11.440	23.660	0.145	-0.019	-0.448	-0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85	64.000	41.665	12.350	45.500	9.165	21.347	4.985	4.702	100.378	-0.152	0.042	0.183	64.000	42.965	13.910	51.025	10.920	22.108	8.597	8.564	189.331	0.186	0.289	0.106	64.000	43.160	16.120	51.675	15.860	21.821	8.519	8.439	184.147	0.439	0.130	-0.323	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
86	65.000	41.795	12.285	45.370	9.295	21.431	4.661	4.393	94.154	-0.309	-0.183	0.141	65.000	42.835	13.975	51.025	10.920	21.903	8.741	8.706	190.687	0.142	NaN	-0.145	65.000	43.290	16.185	51.675	15.860	21.874	8.391	8.325	182.110	-0.114	NaN	0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87	66.000	41.665	12.350	45.240	9.490	21.431	4.578	4.348	93.182	-0.045	-0.223	-0.142	66.000	42.900	14.040	51.220	10.790	22.091	8.932	8.881	196.184	0.175	0.229	0.037	66.000	43.095	16.185	51.805	15.795	21.821	8.719	8.653	188.815	0.328	0.133	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88	67.000	41.665	12.350	45.240	9.490	21.347	4.578	4.345	92.764	-0.003	NaN	NaN	67.000	42.835	14.040	51.415	10.725	21.948	9.198	9.147	200.772	0.267	0.205	-0.061	67.000	43.160	16.250	51.870	15.795	21.799	8.722	8.670	188.993	0.017	0.065	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89	68.000	41.535	12.480	45.110	9.555	21.264	4.619	4.365	92.823	0.020	-0.142	-0.183	68.000	42.835	14.040	51.610	10.595	22.028	9.427	9.372	206.442	0.224	0.229	NaN	68.000	43.095	16.250	52.000	15.795	21.810	8.917	8.859	193.218	0.190	0.130	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90	69.000	41.535	12.415	45.045	9.620	21.142	4.487	4.262	90.115	-0.103	-0.091	0.040	69.000	42.900	13.975	51.870	10.465	21.965	9.632	9.578	210.380	0.206	0.289	0.084	69.000	43.030	16.315	52.195	15.730	21.597	9.184	9.141	197.413	0.282	0.199	-0.069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91	70.000	41.730	12.285	44.980	9.685	20.982	4.162	3.959	83.064	-0.304	-0.091	0.233	70.000	42.965	13.975	52.000	10.400	21.635	9.717	9.659	208.964	0.081	0.145	0.060	70.000	42.900	16.315	52.325	15.730	21.073	9.443	9.397	198.017	0.256	0.130	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92	71.000	41.925	12.285	44.915	9.750	20.404	3.920	3.689	75.264	-0.270	-0.092	0.149	71.000	42.965	13.975	52.260	10.270	20.877	10.006	9.940	207.524	0.282	0.290	NaN	71.000	45.045	16.445	52.260	15.730	22.430	7.250	7.246	162.527	-2.151	-0.065	2.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
93	72.000	42.250	12.155	44.720	9.880	20.898	3.358	3.112	65.035	-0.577	-0.232	0.327	72.000	42.835	14.105	52.455	10.205	20.860	10.380	10.301	214.884	0.361	0.205	-0.169	72.000	44.980	16.510	52.455	15.730	22.495	7.516	7.512	168.987	0.266	0.194	-0.071	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94	73.000	42.250	12.220	44.655	9.945	20.936	3.311	3.046	63.772	-0.066	-0.092	-0.045	73.000	42.705	14.170	52.520	10.075	20.780	10.635	10.537	218.961	0.236	0.110	-0.145	73.000	44.850	16.445	52.455	15.730	22.439	7.639	7.632	171.243	0.119	NaN	-0.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95	74.000	42.185	12.025	44.590	10.010	20.618	3.138	2.968	61.203	-0.077	-0.092	0.075	74.000	42.835	14.105	52.650	10.010	20.592	10.635	10.540	217.047	0.003	0.145	0.145	74.000	44.785	16.445	52.325	15.795	22.044	7.568	7.558	166.617	-0.073	-0.135	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96	75.000	42.315	12.025	44.460	10.075	20.496	2.899	2.705	55.440	-0.264	-0.140	0.096	75.000	42.770	14.105	52.780	10.010	20.278	10.815	10.734	217.672	0.194	0.120	-0.060	75.000	44.525	16.510	52.130	15.795	21.520	7.639	7.632	164.230	0.073	-0.194	-0.265	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97	76.000	42.250	12.025	44.395	10.140	19.638	2.856	2.688	52.779	-0.017	-0.092	-0.049	76.000	47.840	11.895	52.780	9.945	24.960	5.311	5.295	132.166	-5.439	0.024	5.527	76.000	44.330	16.575	51.935	15.860	20.519	7.639	7.633	156.629	0.002	-0.200	-0.200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98	77.000	42.315	12.025	44.330	10.205	19.783	2.715	2.543	50.316	-0.144	-0.092	0.048	77.000	47.710	11.960	52.845	9.815	24.898	5.565	5.539	137.917	0.244	0.110	-0.145	77.000	44.265	16.510	51.675	15.795	20.536	7.444	7.438	152.755	-0.195	-0.253	-0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99	78.000	42.185	12.155	44.265	10.270	19.518	2.807	2.629	51.321	0.086	-0.092	-0.184	78.000	47.970	11.830	52.910	9.815	25.080	5.335	5.317	133.358	-0.222	0.060	0.290	78.000	44.200	16.510	51.545	15.795	20.352	7.380	7.373	150.047	-0.066	-0.129	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100	79.000	42.120	12.285	44.135	10.400	20.450	2.759	2.554	52.229	-0.075	-0.184	-0.136	79.000	42.835	14.040	53.040	9.620	20.580	11.121	11.017	226.735	5.700	0.197	-5.590	79.000	44.135	16.510	51.350	15.860	21.345	7.244	7.234	154.403	-0.139	-0.200	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101	80.000	41.990	12.155	44.070	10.465	20.412	2.680	2.549	52.027	-0.005	-0.091	-0.019	80.000	42.900	14.040	53.105	9.555	20.688	11.147	11.027	228.129	0.010	0.086	0.060	80.000	44.525	16.445	51.220	15.860	21.795	6.721	6.711	146.265	-0.523	-0.130	0.394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102	81.000	41.925	12.155	43.940	10.465	20.968	2.630	2.488	52.166	-0.061	-0.100	-0.050	81.000	42.705	14.105	53.300	9.360	21.099	11.609	11.474	242.080	0.447	0.258	-0.205	81.000	44.590	16.510	51.155	15.860	22.457	6.597	6.591	148.010	-0.120	-0.065	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103	82.000	42.055	12.155	43.940	10.465	21.066	2.532	2.362	49.758	-0.126	NaN	0.097	82.000	42.965	13.975	53.365	9.360	21.367	11.378	11.251	240.390	-0.223	0.059	0.290	82.000	44.590	16.445	51.090	15.860	22.457	6.526	6.517	146.358	-0.074	-0.065	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104	83.000	42.055	12.220	43.875	10.465	20.876	2.528	2.318	48.385	-0.044	-0.047	-0.045	83.000	42.965	14.040	53.430	9.360	21.190	11.464	11.318	239.824	0.067	0.059	-0.027	83.000	44.525	16.510	51.090	15.860	22.237	6.597	6.593	146.603	0.076	NaN	-0.071	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105	84.000	41.990	12.220	43.875	10.530	20.731	2.532	2.355	48.828	0.038	-0.043	-0.048	84.000	43.030	14.040	53.365	9.425	21.174	11.319	11.170	236.507	-0.148	-0.086	0.059	84.000	44.395	16.575	51.155	15.860	22.026	6.798	6.796	149.683	0.203	0.065	-0.136	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106	85.000	42.055	12.220	43.875	10.530	20.754	2.484	2.297	47.675	-0.058	NaN	0.048	85.000	43.030	13.910	53.235	9.620	21.162	11.070	10.976	232.265	-0.194	-0.195	0.050	85.000	44.330	16.510	51.350	15.860	21.915	7.050	7.043	154.348	0.247	0.194	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107	86.000	42.055	12.285	43.875	10.530	20.526	2.528	2.317	47.565	0.020	NaN	-0.045	86.000	42.965	13.975	53.105	9.685	20.877	11.010	10.909	227.744	-0.067	-0.145	-0.085	86.000	44.200	16.510	51.415	15.860	21.584	7.244	7.237	156.194	0.193	0.065	-0.129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108	87.000	42.055	12.350	43.810	10.530	20.031	2.528	2.278	45.626	-0.040	-0.045	-0.047	87.000	43.160	13.910	52.975	9.750	20.609	10.660	10.562	217.664	-0.347	-0.145	0.205	87.000	44.005	16.445	51.610	15.860	20.931	7.627	7.614	159.363	0.377	0.194	-0.189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109	88.000	41.860	12.415	43.810	10.530	20.792	2.712	2.483	51.625	0.205	NaN	-0.185	88.000	43.030	13.975	52.975	9.880	21.430	10.755	10.673	228.720	0.111	-0.049	-0.145	88.000	43.875	16.445	51.675	15.860	21.749	7.822	7.802	169.680	0.188	0.065	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110	89.000	41.665	12.545	43.875	10.465	20.320	3.035	2.797	56.826	0.314	0.092	-0.231	89.000	43.355	13.845	52.845	9.945	21.527	10.260	10.189	219.337	-0.484	-0.145	0.350	89.000	43.810	16.445	51.610	15.860	21.428	7.822	7.800	167.145	-0.001	-0.065	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111	90.000	41.730	12.415	43.875	10.465	20.160	2.899	2.697	54.376	-0.099	NaN	0.136	90.000	43.420	13.845	52.715	10.075	21.322	10.030	9.966	212.484	-0.223	-0.169	0.060	90.000	44.200	16.380	51.480	15.860	21.557	7.299	7.277	156.866	-0.523	-0.130	0.394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112	91.000	41.730	12.545	43.810	10.530	19.909	2.896	2.653	52.817	-0.044	-0.092	-0.090	91.000	43.485	13.845	52.585	10.140	21.179	9.825	9.759	206.683	-0.207	-0.145	0.060	91.000	43.745	16.445	51.285	15.860	20.895	7.563	7.545	157.639	0.268	-0.194	-0.459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113	92.000	41.730	12.545	43.810	10.530	20.320	2.896	2.652	53.890	-8.255E-4	NaN	NaN	92.000	43.420	13.780	52.520	10.140	21.544	9.801	9.746	209.983	-0.012	-0.060	-0.036	92.000	44.005	16.380	51.155	15.860	21.566	7.169	7.147	154.128	-0.398	-0.130	0.264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114	93.000	41.795	12.610	43.745	10.595	19.537	2.804	2.527	49.365	-0.125	-0.092	-0.002	93.000	43.355	13.845	52.390	10.140	20.643	9.765	9.697	200.176	-0.049	-0.120	-0.085	93.000	44.005	16.380	51.155	15.925	20.756	7.164	7.141	148.221	-0.006	-0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
115	94.000	41.925	12.480	43.615	10.725	19.932	2.436	2.200	43.847	-0.327	-0.184	0.184	94.000	43.160	13.910	52.260	10.205	20.661	9.825	9.763	201.710	0.066	-0.145	-0.205	94.000	44.070	16.380	51.090	15.860	21.033	7.039	7.019	147.638	-0.122	-0.060	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
116	95.000	42.575	12.480	43.485	10.985	20.786	1.750	1.361	28.299	-0.838	-0.290	0.338	95.000	42.965	13.975	52.130	10.270	20.706	9.886	9.821	203.358	0.058	-0.145	-0.205	95.000	44.005	16.380	51.090	15.860	21.226	7.104	7.084	150.372	0.065	NaN	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
117	96.000	42.640	12.480	43.355	11.180	20.686	1.484	1.117	23.107	-0.244	-0.234	0.031	96.000	42.900	13.910	51.935	10.400	20.491	9.693	9.653	197.793	-0.169	-0.229	-0.037	96.000	43.875	16.380	50.960	15.925	20.914	7.100	7.072	147.896	-0.013	-0.134	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
118	97.000	648.000	192.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	42.900	13.975	51.870	10.400	21.884	9.656	9.614	210.401	-0.039	-0.060	-0.024	97.000	43.745	16.445	51.285	15.860	22.152	7.563	7.532	166.841	0.460	0.329	-0.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
119	98.000	43.095	12.415	43.225	11.895	21.753	0.536	0.298	6.481	0.298	NaN	NaN	98.000	42.835	14.040	51.870	10.400	21.009	9.741	9.685	203.463	0.070	NaN	-0.085	98.000	43.290	16.445	51.480	15.795	20.934	8.216	8.190	171.442	0.658	0.200	-0.454	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
120	99.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	42.705	14.105	51.935	10.270	21.947	9.995	9.936	218.065	0.251	0.110	-0.145	99.000	43.160	16.445	51.805	15.795	21.854	8.669	8.625	188.490	0.435	0.324	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
121	100.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	42.835	13.975	52.130	10.140	21.000	10.055	9.999	209.978	0.063	0.230	0.170	100.000	43.095	16.445	51.935	15.730	20.699	8.869	8.836	182.888	0.211	0.135	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
122	101.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	42.835	13.975	52.260	10.075	22.189	10.200	10.148	225.171	0.149	0.145	NaN	101.000	42.965	16.445	52.325	15.730	21.738	9.387	9.336	202.952	0.501	0.389	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
123	102.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	42.835	14.040	52.455	9.945	22.189	10.455	10.391	230.558	0.243	0.230	-0.025	102.000	42.835	16.510	52.585	15.730	21.610	9.781	9.731	210.278	0.394	0.259	-0.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
124	103.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	42.835	13.975	52.650	9.880	22.170	10.635	10.574	234.437	0.184	0.205	0.025	103.000	42.640	16.445	52.780	15.730	21.406	10.165	10.104	216.290	0.373	0.195	-0.190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
