T	X	Y	Mean	StdDev
1.000	12.610	31.850	276.033	118.442
2.000	12.675	31.980	272.379	115.481
3.000	12.675	31.330	269.681	115.590
4.000	12.675	31.135	269.650	112.465
5.000	12.610	31.070	271.439	112.808
6.000	12.610	31.135	270.414	112.370
7.000	12.610	31.200	270.149	111.614
8.000	12.610	31.265	271.424	108.903
9.000	12.610	31.200	270.520	110.493
10.000	12.610	31.265	269.964	109.357
11.000	12.610	31.200	270.570	110.140
12.000	12.610	31.135	269.086	110.039
13.000	12.545	31.200	270.397	109.402
14.000	12.545	31.265	270.017	109.819
15.000	12.610	31.395	269.211	110.866
16.000	12.545	31.395	271.986	109.838
17.000	12.610	31.460	272.629	110.237
18.000	12.545	31.330	269.977	110.776
19.000	12.545	31.590	271.330	110.256
20.000	12.480	31.590	271.488	111.797
21.000	12.480	31.525	271.500	111.485
22.000	12.480	31.785	271.195	111.177
23.000	12.610	31.850	271.075	110.836
24.000	12.675	31.850	268.327	109.829
25.000	12.675	31.980	267.943	109.719
26.000	12.740	31.915	266.734	108.538
27.000	12.805	31.915	265.765	110.408
28.000	12.870	31.980	267.993	110.922
29.000	12.870	32.110	266.280	110.628
30.000	12.870	32.110	265.660	111.028
31.000	12.805	32.175	267.158	109.865
32.000	13.130	32.240	266.696	110.465
33.000	13.195	32.175	264.342	110.546
34.000	13.130	31.980	263.416	109.645
35.000	13.130	31.915	264.027	109.688
36.000	13.130	31.785	262.340	107.475
37.000	13.130	31.655	263.500	109.155
38.000	13.065	31.525	264.580	109.668
39.000	13.065	31.525	258.812	108.239
40.000	13.065	31.655	264.476	108.507
41.000	13.000	31.850	265.968	108.672
42.000	12.935	31.720	262.448	107.314
43.000	13.065	31.655	262.522	106.168
44.000	13.000	31.525	262.589	106.839
45.000	12.805	31.330	263.077	105.955
46.000	13.000	31.395	263.402	105.539
47.000	12.935	31.525	263.940	105.598
48.000	12.805	31.200	264.011	103.672
49.000	12.805	31.265	263.892	104.095
50.000	12.740	31.395	262.376	102.282
51.000	12.870	31.330	264.311	102.424
52.000	12.675	31.200	265.607	102.651
53.000	12.740	31.135	265.985	103.203
54.000	12.740	31.070	266.380	102.289
55.000	12.740	31.200	266.115	101.280
56.000	12.610	31.005	265.648	101.191
57.000	12.740	31.135	267.014	100.993
58.000	13.780	30.745	263.719	102.601
59.000	13.715	30.745	263.252	102.633
60.000	13.650	30.745	265.109	102.851
61.000	13.650	30.875	266.298	101.679
62.000	13.455	30.680	265.403	101.080
63.000	13.455	30.745	263.277	101.470
64.000	13.325	30.680	262.698	102.730
65.000	13.325	30.680	263.829	101.360
66.000	13.325	30.680	263.714	100.576
67.000	13.195	30.485	263.148	100.194
68.000	13.130	30.485	263.022	100.620
69.000	13.130	30.420	261.246	100.294
70.000	13.130	30.290	259.753	100.452
71.000	13.065	30.290	258.143	100.646
72.000	13.065	30.290	258.747	100.107
73.000	13.065	30.420	258.396	99.555
74.000	13.130	30.485	260.444	99.874
75.000	13.130	30.290	257.863	98.877
76.000	13.130	29.965	259.182	98.619
77.000	13.130	28.535	254.465	97.330
78.000	13.130	30.745	261.454	97.061
79.000	13.195	30.875	261.859	95.981
80.000	13.195	30.940	261.677	96.421
81.000	13.455	30.810	261.876	97.733
82.000	14.040	31.070	260.671	97.915
83.000	14.040	28.405	255.066	99.247
84.000	14.040	31.005	260.502	99.196
85.000	13.975	31.135	260.278	98.523
86.000	13.975	31.005	261.028	100.381
87.000	13.910	31.135	260.470	102.329
88.000	13.910	31.330	261.754	100.543
89.000	13.975	31.200	263.419	101.083
90.000	13.715	28.340	256.721	100.453
91.000	13.650	31.460	262.106	99.317
92.000	13.650	28.470	256.164	101.259
93.000	13.650	28.405	255.215	100.596
94.000	13.520	28.600	255.381	98.520
95.000	13.455	28.600	254.700	98.327
96.000	13.390	28.665	254.724	99.213
97.000	13.325	28.665	253.739	98.704
98.000	13.195	28.600	253.705	99.311
99.000	13.130	28.535	253.919	99.756
100.000	13.065	28.535	253.345	99.477
101.000	13.065	28.535	252.036	97.783
102.000	13.130	28.665	252.517	97.664
103.000	13.195	28.665	251.795	98.177
104.000	13.195	28.665	251.922	98.330
105.000	13.195	28.860	252.355	97.911
106.000	13.260	28.795	251.881	97.486
107.000	13.260	29.055	250.987	96.330
108.000	13.325	28.990	249.542	95.837
109.000	13.455	28.990	250.057	96.247
110.000	13.585	29.120	249.423	97.193
111.000	13.650	29.185	250.494	96.733
112.000	13.780	29.185	248.920	97.816
113.000	13.845	29.185	248.091	96.422
114.000	13.845	29.315	248.878	97.341
115.000	13.910	29.510	249.195	97.349
116.000	13.975	29.380	248.967	97.235
117.000	13.910	29.445	248.720	97.065
118.000	13.975	29.900	249.025	96.467
119.000	13.910	29.640	248.695	95.598
120.000	13.845	29.770	249.237	95.387
121.000	13.780	30.030	248.888	95.334
