T	X	Y	Mean	StdDev
1.000	27.755	13.975	384.430	145.259
2.000	28.015	14.040	370.750	142.480
3.000	27.950	14.105	373.027	141.991
4.000	28.145	14.170	377.184	140.306
5.000	28.080	14.170	376.382	141.655
6.000	28.015	14.300	375.228	142.403
7.000	27.950	14.170	373.470	142.875
8.000	28.145	14.235	372.532	139.276
9.000	28.080	14.235	372.116	139.809
10.000	28.080	14.235	371.488	140.900
11.000	28.015	14.365	375.389	140.530
12.000	28.275	14.560	376.325	138.336
13.000	27.755	14.755	374.919	140.779
14.000	27.300	14.885	374.348	142.704
15.000	26.910	14.885	372.026	143.364
16.000	28.080	15.080	376.919	139.339
17.000	28.080	15.145	374.233	139.626
18.000	27.495	15.145	373.555	138.905
19.000	26.455	15.210	370.508	143.325
20.000	27.365	15.145	374.037	141.459
21.000	26.780	15.405	370.813	141.505
22.000	27.235	15.145	372.516	142.571
23.000	26.975	15.210	371.900	144.644
24.000	26.325	14.885	366.668	143.777
25.000	27.365	14.885	367.643	143.397
26.000	26.975	15.015	361.083	144.570
27.000	27.235	15.210	359.300	145.320
28.000	27.105	15.340	360.438	144.755
29.000	27.495	15.275	360.067	143.118
30.000	26.780	15.275	357.389	142.828
31.000	26.715	15.405	359.732	142.576
32.000	27.170	15.470	362.388	141.422
33.000	27.690	15.405	363.008	139.699
34.000	27.365	15.405	364.960	138.809
35.000	27.300	15.405	366.302	136.966
36.000	27.300	15.470	362.740	136.565
37.000	27.495	15.600	367.818	136.996
38.000	27.625	15.665	367.220	136.870
39.000	27.495	15.600	362.578	136.390
40.000	27.625	15.600	363.160	136.920
41.000	27.820	15.730	364.993	137.709
42.000	26.520	15.925	361.057	137.494
43.000	27.040	15.990	362.515	138.001
44.000	26.910	16.185	358.383	137.425
45.000	27.950	16.445	359.307	136.404
46.000	27.040	16.575	357.562	136.744
47.000	26.520	16.380	355.375	135.773
48.000	27.300	16.250	354.499	135.365
49.000	26.975	16.315	354.162	136.125
50.000	26.780	16.705	353.603	136.210
51.000	27.300	16.055	355.828	133.397
52.000	26.715	16.055	352.104	136.920
53.000	27.300	16.055	353.624	134.670
54.000	27.105	16.055	354.306	136.140
55.000	27.300	16.055	352.434	133.904
56.000	27.105	15.470	352.179	134.290
57.000	26.390	15.275	352.658	134.823
58.000	26.780	15.080	353.027	134.569
59.000	26.975	15.145	353.354	135.008
60.000	26.650	15.080	353.525	135.768
61.000	26.780	15.145	352.935	135.719
62.000	26.845	15.080	354.428	135.207
63.000	26.650	15.080	355.583	135.768
64.000	26.715	14.820	354.934	131.525
65.000	26.715	14.690	356.124	131.099
66.000	26.715	14.625	358.616	131.512
67.000	26.260	14.365	356.020	132.673
68.000	26.650	14.300	356.559	132.584
69.000	27.040	14.300	357.109	128.624
70.000	26.910	14.300	356.802	130.377
71.000	26.650	14.300	356.101	130.938
72.000	26.780	14.430	355.247	129.780
73.000	26.845	14.430	356.315	130.143
74.000	26.975	14.300	355.868	130.641
75.000	27.105	14.300	356.204	128.475
76.000	27.105	14.495	357.533	130.022
77.000	27.365	14.690	355.995	131.023
78.000	27.430	14.495	356.523	129.335
79.000	27.105	14.365	355.566	128.300
80.000	27.430	14.300	355.526	126.062
81.000	27.235	14.300	354.600	127.377
82.000	27.820	14.560	354.495	125.433
83.000	27.105	14.495	352.836	126.167
84.000	27.755	14.560	352.529	126.327
85.000	27.885	14.495	353.452	124.831
86.000	27.430	14.560	350.834	127.205
87.000	28.145	14.625	353.102	124.567
88.000	27.885	14.625	352.428	124.639
89.000	27.755	14.625	353.295	125.451
90.000	27.560	14.625	352.364	126.105
91.000	27.690	14.755	353.365	129.360
92.000	27.885	14.820	353.996	126.760
93.000	27.625	14.690	348.466	127.688
94.000	27.430	14.690	349.444	128.527
95.000	27.625	14.690	347.071	126.712
96.000	27.755	14.560	343.398	128.007
97.000	27.170	14.560	343.654	125.364
98.000	24.635	14.560	335.861	127.347
99.000	24.700	14.560	337.182	127.022
100.000	27.430	14.885	344.369	123.861
101.000	24.375	14.950	337.204	126.316
102.000	24.830	14.950	338.650	123.404
103.000	24.635	14.885	339.393	123.449
104.000	24.245	14.885	338.499	125.205
105.000	24.115	14.885	336.825	124.560
106.000	24.115	15.015	335.962	125.391
107.000	25.415	14.950	339.847	123.152
108.000	25.480	14.755	338.380	123.964
109.000	24.050	14.560	338.591	125.538
110.000	24.115	14.560	335.301	123.570
111.000	23.985	14.950	335.969	125.217
112.000	26.715	15.015	341.901	122.514
113.000	26.065	15.080	340.864	123.422
114.000	25.675	14.950	338.779	125.780
115.000	26.260	14.950	339.624	123.885
116.000	26.325	14.820	339.641	122.924
117.000	27.885	14.820	344.404	120.419
118.000	26.455	14.625	338.963	122.265
119.000	28.860	14.430	346.566	118.587
120.000	26.650	14.300	338.275	121.209
121.000	27.560	14.300	340.985	121.512
