dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)
51.000	52.000	51.000	448.192	1223.582	258.695	198.857	225.200	12.218	-0.241	-0.080	0.126	52.000	51.000	434.448	1223.582	261.987	206.808	233.500	5.678	-0.222	-0.130	0.068	77.000	51.000	452.114	1231.834	304.014	230.150	248.667	8.800	0.536	0.178	0.049	87.000	51.000	474.136	1409.198	272.594	233.222	251.889	8.597	0.899	0.194	-0.391	98.000	51.000	463.897	1403.948	276.653	199.091	217.000	5.145	0.195	0.000	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
52.000	53.000	52.000	477.966	1223.697	258.112	191.238	215.923	12.486	0.268	0.063	-0.126	53.000	52.000	438.538	1223.697	278.947	226.120	250.375	5.410	-0.268	-0.195	-0.004	78.000	52.000	444.385	1231.893	294.269	256.636	280.077	9.159	0.360	0.227	0.092	88.000	52.000	586.800	1410.666	287.050	227.769	244.118	9.430	0.834	0.389	-0.417	99.000	52.000	454.857	1415.682	282.480	216.682	258.100	5.275	0.130	-0.061	-0.163	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53.000	54.000	53.000	508.152	1226.126	264.367	201.636	221.812	12.570	0.084	-0.063	-0.110	54.000	53.000	446.000	1226.126	280.428	227.690	259.105	5.437	0.027	-0.124	-0.071	79.000	53.000	464.854	1236.193	295.460	232.048	253.400	10.258	1.098	0.227	-0.048	89.000	53.000	576.047	1409.199	278.094	227.652	240.188	9.633	0.203	0.130	-0.062	100.000	53.000	493.511	1413.993	302.990	218.962	247.923	5.386	0.111	0.022	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
54.000	55.000	54.000	460.393	1229.272	258.641	185.000	203.133	12.310	-0.260	-0.063	0.171	55.000	54.000	418.643	1229.272	275.294	224.269	260.286	5.326	-0.111	-0.068	0.007	80.000	54.000	471.326	1231.768	295.005	220.409	245.636	10.534	0.276	0.135	0.043	90.000	54.000	508.956	1410.373	269.784	228.308	246.600	9.782	0.149	-0.065	-0.198	101.000	54.000	449.231	1403.647	288.159	190.955	236.333	5.424	0.038	0.124	0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
55.000	56.000	55.000	515.214	1237.591	261.362	179.600	217.167	12.578	0.268	0.063	-0.189	56.000	55.000	437.667	1237.591	273.648	223.320	250.333	5.326	0.000	-0.195	-0.195	81.000	55.000	479.587	1230.302	294.346	248.261	262.889	10.767	0.233	0.041	0.000	91.000	55.000	559.652	1408.638	279.283	218.320	227.833	10.234	0.452	0.061	-0.263	102.000	55.000	485.178	1403.896	305.707	210.091	239.438	5.730	0.306	-0.062	-0.288	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56.000	57.000	56.000	461.852	1232.406	255.674	190.550	208.615	12.161	-0.417	0.000	0.358	57.000	56.000	448.633	1232.406	271.271	230.207	270.500	5.437	0.111	-0.061	-0.130	82.000	56.000	320.407	1373.734	257.478	217.333	247.182	6.848	-3.918	0.134	1.404	92.000	56.000	530.500	1408.862	270.040	202.600	212.000	10.383	0.149	0.126	-0.138	103.000	56.000	469.462	1395.921	295.429	198.000	212.556	5.665	-0.065	0.000	-0.043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
57.000	58.000	57.000	479.778	1234.428	256.450	181.421	204.556	12.115	-0.046	0.000	0.063	58.000	57.000	410.242	1234.428	271.234	239.933	279.688	5.483	0.046	-0.065	-0.127	83.000	57.000	330.071	1235.003	266.546	226.636	239.900	7.170	0.322	0.150	-0.092	93.000	57.000	457.212	1410.725	265.329	197.714	216.857	10.353	-0.030	-0.004	-0.004	104.000	57.000	459.595	1399.363	280.269	208.417	221.667	5.917	0.252	0.000	-0.170	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58.000	59.000	58.000	487.111	1236.599	258.592	188.400	198.188	12.180	0.065	0.000	-0.063	59.000	58.000	392.679	1236.599	263.853	220.593	265.133	5.518	0.035	0.000	0.002	84.000	58.000	516.659	1241.166	301.678	225.000	251.500	12.249	5.079	0.238	-1.547	94.000	58.000	446.590	1415.238	262.847	213.640	235.091	10.453	0.100	0.000	-0.004	105.000	58.000	493.455	1392.883	292.689	214.960	256.071	6.215	0.298	-0.063	-0.314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
59.000	60.000	59.000	481.194	1239.651	250.485	173.600	194.091	12.142	-0.038	0.000	0.080	60.000	59.000	422.867	1239.651	266.736	221.038	252.438	5.640	0.122	-0.067	-0.195	85.000	59.000	529.630	1245.046	305.986	231.227	241.300	12.589	0.341	-0.033	-0.100	95.000	59.000	438.902	1412.317	263.109	224.429	231.478	10.453	0.000	-0.065	-0.005	106.000	59.000	485.417	1391.629	287.210	209.875	236.154	6.391	0.176	0.063	-0.237	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
60.000	61.000	60.000	470.148	1242.201	240.763	186.048	202.615	11.939	-0.203	0.063	0.188	61.000	60.000	393.536	1242.201	270.108	218.880	269.889	5.529	-0.111	-0.065	7.960E-18	86.000	60.000	521.043	1248.824	303.137	233.682	250.750	13.136	0.547	0.133	-0.141	96.000	60.000	426.000	1410.135	272.548	211.731	219.727	10.625	0.173	0.000	-0.027	107.000	60.000	521.381	1397.543	305.189	203.429	218.938	6.789	0.398	-0.126	-0.473	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
61.000	62.000	61.000	495.700	1243.470	248.249	187.238	204.400	12.069	0.130	-0.063	-0.171	62.000	61.000	417.967	1243.470	267.563	204.231	227.214	5.797	0.268	0.065	-0.131	87.000	61.000	506.952	1409.198	294.859	227.792	247.056	13.588	0.452	0.050	-0.133	97.000	61.000	416.917	1404.761	275.673	230.000	247.500	10.040	-0.585	0.123	0.582	108.000	61.000	467.711	1403.602	295.065	204.864	221.357	6.280	-0.509	0.047	0.583	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
62.000	63.000	62.000	504.250	1244.741	247.839	184.105	208.500	12.134	0.065	0.000	-0.063	63.000	62.000	414.172	1244.741	273.857	212.833	238.400	5.824	0.027	-0.064	-0.066	88.000	62.000	474.512	1410.666	293.311	217.900	238.900	13.910	0.322	0.142	0.082	98.000	62.000	431.615	1403.948	275.504	224.500	237.812	10.205	0.165	0.188	0.194	109.000	62.000	485.292	1401.329	304.150	210.250	227.667	6.605	0.325	0.016	-0.252	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
63.000	64.000	63.000	444.214	1241.709	242.669	183.500	196.000	11.801	-0.333	-0.142	0.142	64.000	63.000	403.519	1241.709	271.415	205.238	220.500	5.946	0.122	0.129	-0.066	89.000	63.000	466.268	1409.199	296.233	212.800	227.750	14.048	0.138	0.051	0.068	99.000	63.000	363.667	1415.682	257.613	221.840	247.000	9.226	-0.980	0.065	0.788	110.000	63.000	493.067	1398.899	309.154	208.800	227.364	6.689	0.084	0.000	-0.175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
64.000	65.000	64.000	499.833	1247.343	249.237	183.773	202.688	12.153	0.352	0.142	-0.142	65.000	64.000	434.067	1247.343	272.131	224.960	237.273	6.141	0.195	7.386E-4	-0.129	90.000	64.000	468.711	1410.373	293.157	222.571	246.833	14.358	0.311	0.122	0.000	100.000	64.000	357.607	1413.993	336.878	276.793	300.667	9.669	0.443	-0.417	-0.459	111.000	64.000	524.188	1398.356	299.214	208.304	223.733	7.052	0.363	0.064	-0.229	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
65.000	66.000	65.000	476.000	1251.033	252.037	184.095	198.733	12.088	-0.065	0.000	0.016	66.000	65.000	429.967	1251.033	276.756	229.077	250.200	6.268	0.127	0.065	0.000	91.000	65.000	354.138	1408.638	274.950	244.870	266.000	8.774	-5.584	-0.024	0.841	101.000	65.000	340.577	1403.647	317.186	259.208	280.333	9.953	0.284	0.075	-0.118	112.000	65.000	505.132	1399.368	293.494	210.100	226.273	6.952	-0.100	-0.064	-0.105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
66.000	67.000	66.000	446.767	1258.773	249.497	193.800	212.167	12.107	0.019	-0.063	-0.080	67.000	66.000	445.033	1258.773	277.599	211.625	237.154	6.309	0.041	-0.065	-0.261	92.000	66.000	473.732	1408.862	288.006	243.957	282.000	15.012	6.238	0.130	-0.780	102.000	66.000	371.698	1403.896	306.178	238.680	253.250	10.798	0.845	0.184	-0.386	113.000	66.000	531.289	1413.868	302.780	202.500	221.222	7.362	0.409	0.000	-0.311	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
67.000	68.000	67.000	478.481	1256.381	246.909	179.571	201.300	12.356	0.249	0.126	-0.080	68.000	67.000	417.393	1256.381	271.526	204.000	230.556	6.520	0.211	0.000	-0.135	93.000	67.000	504.395	1410.725	282.461	225.542	263.636	15.299	0.287	0.080	-0.040	103.000	67.000	351.900	1395.921	297.903	226.045	234.100	10.817	0.019	0.249	0.000	114.000	67.000	510.968	1411.992	300.582	216.708	231.059	7.205	-0.157	0.129	0.082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68.000	69.000	68.000	452.893	1403.119	239.001	180.684	208.143	12.218	-0.138	-0.126	-0.046	69.000	68.000	460.516	1403.119	274.930	199.000	213.467	6.853	0.333	0.000	-0.260	94.000	68.000	503.132	1415.238	284.136	241.192	247.370	15.593	0.295	0.040	0.000	104.000	68.000	368.963	1399.363	286.365	216.158	227.667	11.023	0.206	0.129	-0.147	115.000	68.000	505.036	1412.457	291.389	210.640	242.000	7.262	0.057	-0.065	-0.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
69.000	70.000	69.000	490.036	1407.104	238.105	181.400	203.000	12.486	0.268	0.126	-0.063	70.000	69.000	454.758	1407.104	276.972	196.000	219.000	7.040	0.187	0.000	-0.195	95.000	69.000	353.867	1412.317	260.421	211.136	250.857	9.524	-6.069	0.223	0.781	105.000	69.000	361.152	1392.883	280.924	213.545	228.538	11.497	0.474	0.000	-0.352	116.000	69.000	543.750	1399.200	287.712	213.160	232.357	7.568	0.306	0.000	-0.312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
70.000	71.000	70.000	472.586	1409.713	236.984	187.300	196.167	12.486	0.000	0.000	-0.017	71.000	70.000	446.357	1409.713	270.852	196.857	209.333	7.316	0.276	0.130	-0.130	96.000	70.000	339.148	1410.135	262.337	198.476	213.667	9.589	0.065	0.083	0.009	106.000	70.000	350.704	1391.629	273.380	202.579	216.333	11.343	-0.154	0.128	-0.022	117.000	70.000	570.484	1402.122	298.236	216.042	237.471	7.663	0.095	0.000	-0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
71.000	72.000	71.000	448.586	1415.202	237.968	180.200	199.667	12.662	0.176	0.080	-0.126	72.000	71.000	412.429	1415.202	269.181	188.647	203.000	7.499	0.184	0.065	-0.068	97.000	71.000	334.100	1404.761	267.330	223.783	237.550	9.635	0.046	0.134	0.099	107.000	71.000	344.511	1397.543	271.778	215.176	224.500	12.069	0.726	0.203	-0.407	118.000	71.000	523.852	1418.160	290.347	199.381	224.727	7.812	0.149	0.070	-0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
72.000	73.000	72.000	453.656	1414.294	234.317	184.727	202.429	12.616	-0.046	-0.079	0.016	73.000	72.000	402.000	1414.294	264.301	191.818	214.750	7.021	-0.479	-0.130	0.262	98.000	72.000	322.393	1403.948	267.965	225.391	239.381	9.424	-0.211	0.000	0.233	108.000	72.000	360.655	1403.602	287.264	211.941	227.429	13.846	1.777	-0.702	-0.994	119.000	72.000	562.037	1407.070	296.372	200.091	218.286	8.026	0.214	0.000	-0.190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
73.000	74.000	73.000	485.607	1398.462	232.499	177.895	199.286	12.643	0.027	0.017	-0.017	74.000	73.000	379.786	1398.462	254.745	173.273	190.167	5.510	-1.511	0.003	1.405	99.000	73.000	463.725	1415.682	284.222	254.536	285.667	16.419	6.995	0.000	-1.107	109.000	73.000	354.148	1401.329	286.268	226.880	244.250	13.963	0.117	0.943	-0.204	120.000	73.000	538.000	1423.286	290.907	204.524	227.636	8.110	0.084	0.130	0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
74.000	75.000	74.000	297.355	1382.776	228.361	190.095	200.474	11.514	-1.129	-0.142	0.962	75.000	74.000	420.000	1382.776	271.189	190.091	199.625	5.369	-0.141	-0.071	0.106	100.000	74.000	548.351	1413.993	292.628	257.545	288.364	16.124	-0.295	0.008	0.092	110.000	74.000	363.107	1398.899	290.535	249.875	282.733	14.499	0.536	0.246	-0.331	121.000	74.000	627.500	1419.305	294.352	199.824	215.900	8.478	0.368	0.065	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
75.000	76.000	75.000	280.464	1379.089	226.988	192.762	201.000	11.312	-0.203	0.063	0.126	76.000	75.000	457.967	1379.089	279.590	183.842	197.333	5.147	-0.222	0.129	0.307	101.000	75.000	614.500	1403.647	305.483	267.920	301.500	16.449	0.325	0.009	-0.142	111.000	75.000	371.593	1398.356	296.322	270.765	338.471	14.675	0.176	-0.204	-0.254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
76.000	77.000	76.000	286.806	1231.834	224.238	178.684	203.154	11.338	0.027	0.000	0.079	77.000	76.000	428.000	1231.834	267.934	209.286	246.167	5.017	-0.130	0.064	0.248	102.000	76.000	610.950	1403.896	299.663	279.115	309.160	16.568	0.119	0.142	0.233	112.000	76.000	372.966	1399.368	308.036	261.333	287.100	13.485	-1.190	-1.406	-0.343	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77.000	78.000	77.000	286.630	1231.893	225.346	182.684	204.300	11.109	-0.230	0.000	0.126	78.000	77.000	426.407	1231.893	259.893	194.706	210.778	5.323	0.306	0.323	0.008	103.000	77.000	641.261	1395.921	300.590	260.957	292.286	17.242	0.674	0.091	-0.142	113.000	77.000	360.000	1413.868	297.038	245.556	273.111	13.718	0.233	-0.085	-0.385	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
78.000	79.000	78.000	322.074	1236.193	229.913	185.400	207.692	11.044	-0.065	0.000	0.079	79.000	78.000	470.103	1236.193	268.593	193.286	225.167	5.732	0.409	0.258	-0.137	104.000	78.000	702.682	1399.363	298.803	253.087	300.615	17.277	0.035	0.051	0.000	114.000	78.000	357.000	1411.992	298.645	230.714	278.875	13.453	-0.265	-0.010	-0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
79.000	80.000	79.000	327.152	1231.768	227.258	190.000	209.182	11.396	0.352	0.000	-0.253	80.000	79.000	452.000	1231.768	265.199	202.048	221.364	5.946	0.214	0.253	0.006	105.000	79.000	679.159	1392.883	308.823	244.808	275.867	17.247	-0.030	-0.091	0.000	115.000	79.000	370.000	1412.457	298.853	207.944	248.333	13.759	0.306	-0.074	-0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
80.000	81.000	80.000	368.242	1230.302	233.965	187.789	203.455	11.396	0.000	0.000	0.000	81.000	80.000	438.750	1230.302	258.711	205.375	222.385	6.206	0.260	0.125	-0.125	106.000	80.000	689.349	1391.629	311.696	254.182	271.250	17.679	0.433	0.164	0.011	116.000	80.000	376.207	1399.200	304.525	236.100	247.722	13.793	0.033	-0.506	-0.645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
81.000	82.000	81.000	337.379	1373.734	233.494	191.619	204.667	11.017	-0.379	0.000	0.331	82.000	81.000	452.966	1373.734	257.992	206.125	230.308	6.550	0.344	0.195	-0.130	107.000	81.000	410.852	1397.543	317.510	227.522	261.091	9.769	-7.910	-0.104	0.793	117.000	81.000	404.000	1402.122	296.781	231.778	243.429	13.945	0.152	-0.156	-0.395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
82.000	83.000	82.000	338.111	1235.003	233.319	188.571	210.636	11.090	0.073	0.063	-0.016	83.000	82.000	450.857	1235.003	262.631	206.136	217.714	6.745	0.195	0.130	-0.127	108.000	82.000	376.111	1403.602	312.266	255.250	272.952	9.540	-0.230	0.000	0.273	118.000	82.000	387.571	1418.160	299.963	221.500	234.167	14.286	0.341	0.161	-0.137	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83.000	84.000	83.000	338.630	1241.166	228.286	192.750	213.636	10.979	-0.111	0.016	0.063	84.000	83.000	441.679	1241.166	264.269	237.700	261.062	6.948	0.203	0.128	0.002	109.000	83.000	362.152	1401.329	302.295	255.478	266.857	9.865	0.325	0.091	-0.091	119.000	83.000	431.282	1407.070	296.219	216.571	221.167	16.039	1.753	0.555	-0.652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84.000	85.000	84.000	339.593	1245.046	231.489	195.650	214.500	10.914	-0.065	-0.079	0.000	85.000	84.000	438.893	1245.046	264.199	243.621	276.812	7.189	0.241	0.064	-0.194	110.000	84.000	359.115	1398.899	300.614	229.565	255.400	9.657	-0.208	0.000	0.234	120.000	84.000	378.111	1423.286	296.627	205.000	222.300	15.416	-0.623	-0.064	0.192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85.000	86.000	85.000	371.481	1248.824	230.952	189.000	212.750	10.998	0.084	-0.063	-0.126	86.000	85.000	433.179	1248.824	268.866	228.650	255.500	7.422	0.233	0.196	-0.066	111.000	85.000	331.032	1398.356	284.264	206.316	212.053	9.884	0.227	0.287	-0.014	121.000	85.000	376.259	1419.305	298.202	222.222	227.824	13.999	-1.417	-1.131	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
86.000	87.000	86.000	338.259	1409.198	230.162	182.700	198.133	11.017	0.019	0.063	0.000	87.000	86.000	437.414	1409.198	267.823	210.048	229.692	7.571	0.149	0.132	-0.002	112.000	86.000	327.143	1399.368	277.346	219.053	222.263	9.895	0.011	0.091	0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
