dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)
12.000	13.000	12.000	528.436	1235.923	307.276	199.214	224.188	4.173	0.065	0.000	-0.040	13.000	12.000	519.425	1235.923	256.730	166.250	209.714	9.403	0.157	0.049	-0.148	13.000	12.000	418.189	1235.923	274.528	186.923	205.700	10.561	-0.184	0.000	0.145	13.000	12.000	443.931	1235.923	306.933	193.808	230.357	6.226	-0.203	0.028	0.058	13.000	12.000	540.111	1235.923	335.048	214.103	248.188	3.588	0.165	0.086	0.007	13.000	12.000	553.370	1235.923	283.463	178.300	197.158	4.920	0.195	0.130	-0.065	13.000	12.000	451.200	1235.923	261.772	167.538	195.923	9.909	0.325	-0.055	-0.111	13.000	12.000	491.107	1235.923	258.740	170.310	185.158	6.865	-0.249	0.000	0.154	88.000	12.000	434.558	980.125	284.466	206.483	242.588	2.318	0.138	0.284	0.091
13.000	14.000	13.000	528.703	1234.857	310.626	197.143	229.636	4.127	-0.046	-0.021	-0.021	14.000	13.000	538.314	1234.857	256.036	166.720	193.000	9.441	0.038	-0.049	-0.099	14.000	13.000	402.000	1234.857	271.478	183.296	205.438	10.458	-0.103	0.000	0.059	14.000	13.000	452.862	1234.857	312.343	186.040	211.600	6.272	0.046	-0.058	-0.145	14.000	13.000	538.471	1234.857	349.675	219.310	255.000	3.393	-0.195	-0.145	0.031	14.000	13.000	569.074	1234.857	288.486	193.935	218.133	5.023	0.103	-0.000	-0.130	14.000	13.000	504.667	1234.857	268.784	183.138	215.938	10.047	0.138	0.089	-0.089	14.000	13.000	524.138	1234.857	259.381	172.138	202.273	6.903	0.038	0.000	-0.051	89.000	13.000	494.044	971.568	303.784	209.759	255.909	2.870	0.552	0.274	-0.233
14.000	15.000	14.000	544.941	1244.755	317.043	197.871	216.950	4.051	-0.076	0.024	0.097	15.000	14.000	508.379	1244.755	255.854	161.160	187.125	9.192	-0.249	-0.000	0.190	15.000	14.000	430.444	1244.755	285.609	194.207	236.000	10.791	0.333	0.000	-0.291	15.000	14.000	420.556	1244.755	313.683	183.893	220.667	6.345	0.073	-0.029	-0.000	15.000	14.000	575.306	1244.755	369.570	220.500	260.294	3.401	0.008	-0.116	-0.087	15.000	14.000	523.034	1244.755	282.456	181.556	197.333	5.169	0.146	0.064	-0.000	15.000	14.000	505.818	1244.755	263.772	172.556	201.462	10.185	0.138	-0.000	-0.090	15.000	14.000	495.429	1244.755	255.301	171.536	195.533	6.903	0.000	0.000	0.012	90.000	14.000	489.533	967.204	299.422	208.000	258.000	2.954	0.084	0.142	0.091
15.000	16.000	15.000	510.000	1234.744	305.311	192.963	224.364	4.116	0.065	-0.024	-0.084	16.000	15.000	506.976	1234.744	263.455	162.185	192.909	9.452	0.260	0.049	-0.000	16.000	15.000	436.583	1234.744	277.594	188.385	213.211	11.097	0.306	-0.086	-0.350	16.000	15.000	481.241	1234.744	327.975	193.897	240.167	6.704	0.360	-0.058	-0.466	16.000	15.000	583.140	1234.744	360.648	210.400	233.350	3.439	0.038	0.145	0.171	16.000	15.000	442.889	1234.744	288.093	177.300	201.000	5.104	-0.065	0.130	0.195	16.000	15.000	597.711	1234.744	280.874	184.889	230.769	10.748	0.563	0.055	-0.468	16.000	15.000	495.519	1234.744	265.384	172.536	201.091	6.903	0.000	0.000	-0.064	91.000	15.000	454.045	963.173	283.375	197.667	234.900	3.092	0.138	0.143	0.000
16.000	17.000	16.000	549.757	1234.078	316.312	208.655	235.800	4.135	0.019	0.024	0.024	17.000	16.000	526.558	1234.078	274.168	165.154	192.875	9.548	0.095	-0.049	-0.049	17.000	16.000	403.722	1234.078	269.131	180.172	205.667	10.764	-0.333	0.059	0.350	17.000	16.000	444.758	1234.078	321.715	193.926	241.111	6.880	0.176	0.058	-0.000	17.000	16.000	503.477	1234.078	298.662	217.250	253.143	2.720	-0.720	-0.058	0.581	17.000	16.000	364.704	1234.078	272.707	192.138	223.867	4.836	-0.268	0.131	0.390	17.000	16.000	579.047	1234.078	270.382	184.379	223.714	10.913	0.165	0.090	-0.179	17.000	16.000	598.900	1234.078	272.941	166.536	194.182	7.163	0.260	0.000	-0.246	92.000	16.000	480.182	962.925	285.346	186.077	220.118	3.314	0.222	0.183	0.000
17.000	18.000	17.000	572.053	1241.851	318.224	201.071	233.692	4.154	0.019	-0.022	-0.061	18.000	17.000	574.349	1241.851	281.116	160.321	178.125	9.528	-0.019	-0.000	-0.000	18.000	17.000	389.476	1241.851	269.174	179.440	219.500	11.051	0.287	0.000	-0.205	18.000	17.000	453.524	1241.851	312.592	185.931	216.750	7.045	0.165	0.176	0.057	18.000	17.000	527.711	1241.851	319.677	215.286	246.684	2.647	-0.073	0.000	0.058	18.000	17.000	506.607	1241.851	287.757	198.882	224.611	5.540	0.704	0.131	-0.456	18.000	17.000	573.750	1241.851	267.631	179.231	205.286	11.115	0.203	0.090	-0.090	18.000	17.000	623.893	1241.851	282.525	167.926	188.353	7.385	0.222	0.000	-0.203	93.000	17.000	489.222	975.804	286.845	181.840	214.667	3.460	0.146	0.183	0.000
18.000	19.000	18.000	552.919	1245.454	305.554	205.893	226.000	4.062	-0.092	0.000	0.083	19.000	18.000	497.758	1245.454	285.396	169.833	187.476	9.028	-0.501	-0.000	0.281	19.000	18.000	404.487	1245.454	268.872	172.769	203.091	11.162	0.111	0.145	0.026	19.000	18.000	457.950	1245.454	323.872	198.074	226.944	7.286	0.241	0.114	-0.119	19.000	18.000	524.044	1245.454	322.447	205.567	238.789	2.582	-0.065	-0.087	0.000	19.000	18.000	472.111	1245.454	282.692	195.806	229.357	5.548	0.008	0.260	0.195	19.000	18.000	530.750	1245.454	266.479	182.115	232.500	10.958	-0.157	-0.000	0.145	19.000	18.000	678.062	1245.454	287.819	175.167	202.200	7.580	0.195	-0.064	-0.128	94.000	18.000	483.114	962.498	285.856	190.429	235.000	3.716	0.257	0.091	-0.183
19.000	20.000	19.000	557.758	1243.096	314.654	212.538	237.000	3.878	-0.184	-0.040	0.166	20.000	19.000	499.405	1243.096	287.966	168.423	197.364	9.093	0.065	-0.000	-0.000	20.000	19.000	347.704	1243.096	266.128	171.120	212.833	10.672	-0.490	0.119	0.409	20.000	19.000	453.071	1243.096	304.871	195.133	232.286	7.711	0.425	0.291	-0.086	20.000	19.000	521.595	1243.096	309.632	205.964	235.647	2.544	-0.038	0.087	0.028	20.000	19.000	398.556	1243.096	264.897	189.103	215.467	5.291	-0.257	0.002	0.193	20.000	19.000	510.441	1243.096	256.913	174.069	201.714	10.874	-0.084	-0.000	-0.000	20.000	19.000	672.576	1243.096	285.200	172.143	198.000	7.718	0.138	0.064	-0.151	95.000	19.000	495.609	969.739	294.264	182.679	216.000	4.712	0.995	-0.131	-1.066
20.000	21.000	20.000	514.233	1249.589	288.581	203.038	235.462	3.878	0.000	0.000	-0.083	21.000	20.000	496.250	1249.589	288.552	163.643	189.600	8.963	-0.130	-0.000	0.092	21.000	20.000	359.926	1249.589	256.941	172.913	206.167	10.894	0.222	0.060	-0.145	21.000	20.000	481.641	1249.589	300.216	182.586	211.067	8.117	0.406	0.175	-0.203	21.000	20.000	551.156	1249.589	315.766	207.400	241.722	2.831	0.287	0.145	-0.087	21.000	20.000	332.519	1249.589	248.426	196.000	225.706	5.226	-0.065	0.260	0.325	21.000	20.000	457.733	1249.589	244.712	169.931	187.222	10.783	-0.092	-0.055	0.013	21.000	20.000	586.586	1249.589	275.862	169.607	201.900	7.320	-0.398	0.000	0.331	96.000	20.000	502.467	965.956	286.518	193.100	237.750	5.026	0.314	0.000	-0.377
21.000	22.000	21.000	452.407	1244.134	282.951	199.556	225.769	3.787	-0.092	0.045	0.053	22.000	21.000	567.487	1244.134	301.193	164.520	202.455	9.203	0.241	-0.000	-0.190	22.000	21.000	344.444	1244.134	251.015	165.926	185.267	10.902	0.008	0.086	0.059	22.000	21.000	495.194	1244.134	295.052	182.038	200.300	8.423	0.306	0.291	-0.029	22.000	21.000	573.364	1244.134	313.863	200.200	228.000	3.052	0.222	0.059	-0.118	22.000	21.000	543.750	1244.134	266.111	191.258	217.722	6.255	1.029	0.263	-0.718	22.000	21.000	429.889	1244.134	238.402	171.731	205.500	10.626	-0.157	-0.055	0.055	22.000	21.000	566.724	1244.134	270.858	170.148	200.714	7.098	-0.222	0.000	0.214	97.000	21.000	515.500	966.070	287.154	198.600	254.714	5.202	0.176	-0.273	-0.325
22.000	23.000	22.000	480.750	1256.100	275.284	199.714	232.143	4.081	0.295	0.021	-0.247	23.000	22.000	599.977	1256.100	305.009	163.846	185.438	9.215	0.011	-0.000	0.092	23.000	22.000	345.519	1256.100	245.432	160.407	182.077	11.308	0.406	0.000	-0.376	23.000	22.000	502.486	1256.100	299.193	174.357	194.944	8.763	0.341	0.203	-0.175	23.000	22.000	565.750	1256.100	320.149	216.774	272.182	3.320	0.268	0.117	-0.088	23.000	22.000	507.933	1256.100	260.229	186.484	218.385	6.366	0.111	0.195	0.130	23.000	22.000	411.000	1256.100	233.074	172.889	194.615	10.855	0.230	0.200	-0.000	23.000	22.000	596.941	1256.100	275.702	180.367	206.133	6.968	-0.130	-0.064	0.128	98.000	22.000	484.936	970.723	280.101	184.613	219.438	5.293	0.092	-0.143	-0.182
23.000	24.000	23.000	465.966	1240.989	271.404	196.800	214.444	4.081	0.000	0.000	-0.022	24.000	23.000	486.429	1240.989	271.826	160.040	177.737	8.701	-0.513	-0.000	0.561	24.000	23.000	379.370	1240.989	241.623	162.593	185.667	11.335	0.027	0.000	-0.027	24.000	23.000	569.590	1240.989	284.449	179.793	202.188	9.215	0.452	0.088	-0.233	24.000	23.000	593.381	1240.989	362.872	213.357	245.722	3.393	0.073	0.117	-0.059	24.000	23.000	488.000	1240.989	247.753	186.567	211.188	6.109	-0.257	0.130	0.259	24.000	23.000	380.667	1240.989	224.774	169.200	190.083	10.718	-0.138	-0.055	-0.000	24.000	23.000	532.393	1240.989	274.949	184.893	210.882	6.394	-0.574	-0.203	0.256	99.000	23.000	548.204	968.343	291.348	186.370	220.188	5.488	0.195	-0.039	-0.234
24.000	25.000	24.000	437.655	1239.727	265.207	211.233	240.312	4.192	0.111	0.000	0.000	25.000	24.000	465.500	1239.727	263.996	162.083	181.529	8.544	-0.157	-0.000	0.140	25.000	24.000	347.630	1239.727	241.390	170.273	184.400	11.289	-0.046	-0.027	0.032	25.000	24.000	578.619	1239.727	292.259	185.286	216.312	9.613	0.398	0.262	-0.116	25.000	24.000	624.167	1239.727	409.210	207.467	264.333	3.393	0.000	0.087	0.058	25.000	24.000	423.286	1239.727	240.080	184.233	214.727	5.933	-0.176	0.195	0.325	25.000	24.000	372.222	1239.727	221.566	168.036	188.235	10.698	-0.019	-0.000	0.055	25.000	24.000	513.676	1239.727	273.375	175.786	201.733	6.245	-0.149	0.000	0.179	100.000	24.000	484.467	966.256	279.064	194.586	234.235	5.404	-0.084	-0.052	-0.052
25.000	26.000	25.000	484.536	1235.809	258.912	206.000	222.444	4.211	0.019	0.042	-0.062	26.000	25.000	533.524	1235.809	284.058	155.625	178.091	9.172	0.628	-0.092	-0.564	26.000	25.000	337.148	1235.809	240.719	158.826	173.818	11.316	0.027	0.145	0.118	26.000	25.000	608.957	1235.809	283.097	172.821	195.333	9.854	0.241	0.174	0.029	26.000	25.000	515.761	1235.809	296.508	220.000	273.000	2.230	-1.163	-0.028	1.221	26.000	25.000	368.179	1235.809	235.089	182.467	205.667	5.830	-0.103	0.130	0.260	26.000	25.000	397.111	1235.809	225.960	181.536	209.333	11.077	0.379	0.055	-0.289	26.000	25.000	507.724	1235.809	267.924	171.370	189.375	6.004	-0.241	0.000	0.204	101.000	25.000	499.000	963.273	275.992	193.679	225.706	5.301	-0.103	0.041	0.152
26.000	27.000	26.000	431.394	1236.923	265.997	201.310	235.583	4.322	0.111	-0.042	-0.042	27.000	26.000	547.095	1236.923	284.225	154.417	173.929	9.318	0.146	-0.092	-0.141	27.000	26.000	377.759	1236.923	240.056	152.720	162.941	11.648	0.333	0.000	-0.291	27.000	26.000	590.359	1236.923	279.145	174.577	208.125	9.992	0.138	0.117	-0.058	27.000	26.000	501.952	1236.923	289.714	211.633	247.462	2.314	0.084	0.000	-0.204	27.000	26.000	413.897	1236.923	228.186	172.800	200.583	5.979	0.149	-7.471E-4	-0.066	27.000	26.000	385.167	1236.923	220.188	172.074	182.773	11.261	0.184	0.055	-0.090	27.000	26.000	512.875	1236.923	264.755	174.966	192.471	5.886	-0.119	-0.064	0.076	102.000	26.000	511.372	973.900	265.278	173.207	196.778	5.217	-0.084	-0.091	-0.041
27.000	28.000	27.000	426.750	1230.838	262.128	190.448	217.417	4.276	-0.046	-0.020	0.062	28.000	27.000	515.667	1230.838	270.899	155.500	191.600	9.280	-0.038	-0.000	-0.134	28.000	27.000	362.519	1230.838	235.664	162.556	177.200	11.323	-0.325	0.087	0.349	28.000	27.000	639.353	1230.838	278.927	168.360	192.385	10.279	0.287	0.117	-0.261	28.000	27.000	514.341	1230.838	302.323	208.074	235.550	2.528	0.214	-0.026	-0.145	28.000	27.000	348.321	1230.838	219.872	167.167	194.667	5.524	-0.455	0.065	0.455	28.000	27.000	404.258	1230.838	221.515	179.607	195.167	11.215	-0.046	-0.055	-0.035	28.000	27.000	494.862	1230.838	256.452	179.448	196.556	5.645	-0.241	0.000	0.203	103.000	27.000	545.739	971.414	275.382	184.808	233.000	5.374	0.157	0.000	-0.133
28.000	29.000	28.000	464.000	1236.849	263.071	189.560	229.727	4.184	-0.092	-0.042	0.020	29.000	28.000	525.515	1236.849	261.053	157.000	182.778	9.211	-0.068	-0.000	-0.275	29.000	28.000	344.750	1236.849	226.143	159.320	176.385	10.834	-0.490	-0.145	0.379	29.000	28.000	618.394	1236.849	279.601	175.571	203.933	10.463	0.184	0.058	-0.088	29.000	28.000	531.842	1236.849	307.246	216.071	243.875	2.647	0.119	0.145	-0.060	29.000	28.000	351.677	1236.849	225.163	169.367	187.938	5.567	0.043	0.065	0.195	29.000	28.000	426.448	1236.849	213.808	163.320	181.583	11.188	-0.027	-0.090	-0.090	29.000	28.000	537.548	1236.849	258.136	167.607	179.800	5.507	-0.138	0.000	0.148	104.000	28.000	561.659	959.094	269.142	185.677	216.526	5.585	0.211	0.000	-0.233
29.000	30.000	29.000	481.370	1225.352	245.377	179.720	194.941	3.832	-0.352	0.000	0.206	30.000	29.000	473.107	1225.352	264.255	153.391	173.600	9.035	-0.176	-0.000	0.141	30.000	29.000	373.583	1225.352	231.965	163.207	183.526	10.677	-0.157	-0.204	0.000	30.000	29.000	600.970	1225.352	267.265	163.333	182.824	10.509	0.046	-0.029	-0.058	30.000	29.000	556.023	1225.352	311.601	207.844	232.389	2.758	0.111	-0.025	-0.025	30.000	29.000	396.552	1225.352	228.150	174.828	210.000	5.280	-0.287	-0.065	0.129	30.000	29.000	393.621	1225.352	216.633	169.120	194.615	11.031	-0.157	-0.145	-0.000	30.000	29.000	509.536	1225.352	241.027	164.259	180.333	5.358	-0.149	0.000	0.128	105.000	29.000	463.957	960.266	249.353	184.692	212.500	5.163	-0.422	0.092	0.557
30.000	31.000	30.000	460.933	1227.303	247.867	173.192	185.600	4.165	0.333	0.000	-0.226	31.000	30.000	532.034	1227.303	253.454	155.333	225.500	9.154	0.119	0.043	-0.049	31.000	30.000	320.929	1227.303	224.101	177.115	234.400	10.263	-0.414	-0.232	0.055	31.000	30.000	505.367	1227.303	258.202	166.000	202.778	10.463	-0.046	0.145	0.145	31.000	30.000	528.756	1227.303	294.793	204.259	226.190	2.482	-0.276	-0.119	0.085	31.000	30.000	363.667	1227.303	222.705	167.767	185.857	4.809	-0.471	-0.130	0.258	31.000	30.000	394.533	1227.303	211.140	165.760	188.400	11.096	0.065	-0.000	-0.021	31.000	30.000	517.000	1227.303	243.696	161.038	185.444	5.247	-0.111	0.000	0.074	106.000	30.000	493.000	950.133	260.093	180.267	209.222	5.420	0.257	0.183	-0.050
31.000	32.000	31.000	446.821	1225.742	241.459	187.222	198.842	3.924	-0.241	-0.021	0.123	32.000	31.000	548.452	1225.742	258.817	158.458	172.737	9.043	-0.111	-0.043	0.049	32.000	31.000	317.074	1225.742	224.137	190.400	233.000	10.006	-0.257	-0.343	-0.119	32.000	31.000	623.571	1225.742	260.164	166.815	194.357	10.765	0.303	0.233	-0.087	32.000	31.000	529.436	1225.742	290.952	211.321	233.941	2.268	-0.214	-0.145	0.000	32.000	31.000	408.536	1225.742	227.092	167.103	185.750	4.771	-0.038	-0.130	-0.064	32.000	31.000	408.767	1225.742	208.200	158.440	172.947	11.207	0.111	0.055	-0.000	32.000	31.000	504.857	1225.742	238.721	158.346	176.917	5.182	-0.065	0.000	0.064	107.000	31.000	445.341	945.699	258.211	176.724	211.444	5.447	0.027	0.275	0.141
32.000	33.000	32.000	462.643	1217.135	244.215	176.185	195.333	4.203	0.279	0.000	-0.248	33.000	32.000	453.600	1217.135	210.047	152.833	168.333	8.622	-0.422	-0.000	0.604	33.000	32.000	324.704	1217.135	231.095	213.355	257.737	9.723	-0.284	-0.340	-0.035	33.000	32.000	541.472	1217.135	256.936	163.160	184.941	10.895	0.130	0.088	0.058	33.000	32.000	479.692	1217.135	281.494	206.840	231.733	2.130	-0.138	-0.060	0.085	33.000	32.000	424.500	1217.135	235.261	171.517	190.188	4.603	-0.168	0.003	0.192	33.000	32.000	410.786	1217.135	206.257	157.321	171.765	11.299	0.092	0.145	-0.034	33.000	32.000	511.897	1217.135	243.400	168.296	178.190	5.071	-0.111	0.000	0.117	108.000	32.000	473.021	947.408	269.868	181.964	211.353	5.761	0.314	0.092	-0.141
33.000	34.000	33.000	470.929	1216.507	231.068	175.885	197.667	4.268	0.065	0.020	-0.062	34.000	33.000	406.968	1216.507	203.856	147.500	161.833	8.454	-0.168	-0.000	-0.044	34.000	33.000	313.407	1216.507	228.354	181.655	219.909	9.547	-0.176	-0.299	-0.180	34.000	33.000	583.606	1216.507	255.527	179.654	196.000	10.960	0.065	-0.030	-0.087	34.000	33.000	546.762	1216.507	288.629	214.929	238.333	2.157	0.027	0.088	0.085	34.000	33.000	406.000	1216.507	228.889	161.120	170.833	4.327	-0.276	-0.002	0.195	34.000	33.000	411.879	1216.507	203.843	164.609	182.917	11.594	0.295	0.124	-0.110	34.000	33.000	534.545	1216.507	251.929	157.269	187.375	4.849	-0.222	0.000	0.219	109.000	33.000	469.340	952.452	263.407	184.700	230.455	5.466	-0.295	-0.092	0.133
34.000	35.000	34.000	422.552	1216.659	236.796	183.600	195.000	4.368	0.100	0.061	-0.043	35.000	34.000	459.034	1216.659	205.861	148.391	168.231	8.573	0.119	-0.000	-0.189	35.000	34.000	341.926	1216.659	233.881	179.519	209.750	9.631	0.084	-0.290	-0.325	35.000	34.000	502.333	1216.659	248.650	173.583	192.714	10.979	0.019	0.030	0.030	35.000	34.000	573.545	1216.659	291.799	214.767	244.875	2.287	0.130	0.058	0.000	35.000	34.000	396.931	1216.659	225.644	167.778	178.588	4.140	-0.187	0.065	0.261	35.000	34.000	421.281	1216.659	204.487	156.115	166.350	11.705	0.111	0.111	0.034	35.000	34.000	493.067	1216.659	239.481	165.115	178.368	4.497	-0.352	0.000	0.322	110.000	34.000	463.156	955.706	257.570	183.900	211.278	5.466	0.000	-0.091	-0.142
35.000	36.000	35.000	405.207	1204.454	233.697	167.828	182.278	4.349	-0.019	0.000	0.061	36.000	35.000	490.690	1204.454	216.309	157.083	177.929	9.100	0.528	-0.000	-0.373	36.000	35.000	307.296	1204.454	237.670	174.857	204.333	9.417	-0.214	-0.265	-0.111	36.000	35.000	474.897	1204.454	246.248	170.458	195.833	10.991	0.011	0.030	0.029	36.000	35.000	601.429	1204.454	304.958	205.655	227.211	2.471	0.184	0.086	-0.177	36.000	35.000	351.444	1204.454	217.475	167.533	186.688	3.807	-0.333	-0.061	0.256	36.000	35.000	390.643	1204.454	203.863	167.357	183.643	11.724	0.019	0.055	-0.034	36.000	35.000	478.857	1204.454	235.280	162.154	175.278	4.348	-0.149	0.000	0.137	111.000	35.000	477.167	964.849	262.625	202.367	248.000	5.715	0.249	-0.092	-0.225
36.000	37.000	36.000	389.069	1202.275	245.906	180.480	198.889	4.303	-0.046	0.000	0.061	37.000	36.000	488.483	1202.275	210.917	153.037	174.833	8.932	-0.168	0.043	0.092	37.000	36.000	340.571	1202.275	239.309	192.214	221.938	9.444	0.027	-0.383	-0.350	37.000	36.000	434.394	1202.275	244.863	172.880	189.438	10.899	-0.092	0.058	0.087	37.000	36.000	591.933	1202.275	322.974	212.833	241.875	2.739	0.268	0.029	-0.145	37.000	36.000	371.357	1202.275	218.621	160.536	174.833	3.723	-0.084	-0.001	0.066	37.000	36.000	372.964	1202.275	205.880	153.148	168.733	11.770	0.046	0.089	0.034	37.000	36.000	402.536	1202.275	226.350	164.655	184.333	4.061	-0.287	0.000	0.297	112.000	36.000	426.955	967.606	249.501	209.724	242.667	5.255	-0.460	0.101	0.508
37.000	38.000	37.000	379.379	1200.686	239.132	169.852	182.842	4.311	0.008	-0.022	-0.022	38.000	37.000	560.938	1200.686	220.086	163.083	187.000	9.062	0.130	-0.043	-0.141	38.000	37.000	347.036	1200.686	247.529	185.633	224.154	9.417	-0.027	-0.376	-0.350	38.000	37.000	431.051	1200.686	244.447	177.120	194.312	10.872	-0.027	-0.000	0.087	38.000	37.000	585.778	1200.686	321.398	211.808	244.429	2.804	0.065	0.059	0.000	38.000	37.000	388.571	1200.686	225.758	170.067	181.222	3.723	0.000	-0.065	-0.065	38.000	37.000	369.889	1200.686	203.340	169.040	194.000	11.781	0.011	-0.056	-0.056	38.000	37.000	420.571	1200.686	229.735	170.481	187.615	3.939	-0.122	0.000	0.114	113.000	37.000	449.023	966.149	264.264	207.156	269.941	5.320	0.065	0.051	0.051
38.000	39.000	38.000	361.724	1197.938	237.014	178.926	198.062	4.219	-0.092	0.000	0.083	39.000	38.000	595.276	1197.938	221.811	155.348	166.467	9.127	0.065	-0.000	-0.049	39.000	38.000	332.182	1197.938	253.832	184.690	207.778	9.325	-0.092	-0.231	-0.085	39.000	38.000	479.433	1197.938	245.593	175.000	189.727	10.891	0.019	-0.028	-0.118	39.000	38.000	561.154	1197.938	304.453	205.793	235.000	2.720	-0.084	0.087	0.087	39.000	38.000	416.310	1197.938	229.006	170.516	191.000	3.620	-0.103	-0.064	0.064	39.000	38.000	367.714	1197.938	202.993	152.333	179.250	11.789	0.008	-0.000	-0.034	39.000	38.000	399.531	1197.938	226.222	167.069	185.938	4.050	0.111	0.015	0.048	114.000	38.000	425.930	972.821	276.457	199.966	264.909	5.366	0.046	0.000	-0.051
39.000	40.000	39.000	366.643	1184.297	238.812	179.520	199.429	4.211	-0.008	0.021	-0.040	40.000	39.000	560.690	1184.297	216.083	155.750	173.000	9.016	-0.111	-0.000	0.049	40.000	39.000	366.481	1184.297	246.497	167.357	188.400	9.425	0.100	0.060	-0.171	40.000	39.000	487.074	1184.297	245.208	166.040	183.500	10.910	0.019	0.028	-0.059	40.000	39.000	595.489	1184.297	313.425	216.033	273.714	2.850	0.130	0.000	-0.087	40.000	39.000	413.586	1184.297	231.160	176.594	193.190	3.444	-0.176	-0.130	0.130	40.000	39.000	365.103	1184.297	202.455	157.375	179.273	11.762	-0.027	-0.089	-0.056	40.000	39.000	408.289	1184.297	232.923	161.808	188.286	4.207	0.157	-0.015	-0.078	115.000	39.000	460.814	965.516	284.885	190.731	226.800	5.496	0.130	0.051	-0.091
40.000	41.000	40.000	346.185	1177.182	230.644	176.107	186.826	4.073	-0.138	-0.017	0.115	41.000	40.000	557.107	1177.182	215.448	150.833	173.900	8.905	-0.111	-0.000	0.097	41.000	40.000	358.250	1177.182	247.797	174.724	196.684	9.119	-0.306	-0.236	0.118	41.000	40.000	476.321	1177.182	239.734	171.207	192.000	11.186	0.276	0.059	-0.145	41.000	40.000	573.217	1177.182	313.938	216.172	260.385	2.777	-0.073	0.118	0.291	41.000	40.000	353.148	1177.182	224.090	175.846	193.941	3.112	-0.333	-0.130	0.127	41.000	40.000	361.607	1177.182	202.678	168.000	188.333	11.862	0.100	0.055	-0.034	41.000	40.000	380.868	1177.182	221.246	160.154	171.643	3.947	-0.260	0.063	0.252	116.000	40.000	439.186	964.608	282.343	203.615	249.353	5.615	0.119	0.041	-0.091
41.000	42.000	41.000	338.536	1177.121	231.168	179.500	200.583	4.177	0.103	0.019	-0.081	42.000	41.000	516.107	1177.121	218.336	149.080	167.944	8.813	-0.092	-0.048	0.092	42.000	41.000	356.963	1177.121	249.434	169.433	199.714	9.249	0.130	0.000	-0.118	42.000	41.000	532.071	1177.121	251.326	177.414	204.875	11.583	0.398	0.145	-0.204	42.000	41.000	533.902	1177.121	309.945	225.156	259.059	2.666	-0.111	0.242	0.229	42.000	41.000	424.214	1177.121	227.800	167.387	191.700	3.425	0.314	0.130	-0.198	42.000	41.000	373.143	1177.121	205.201	161.583	185.333	11.881	0.019	0.034	-0.000	42.000	41.000	371.756	1177.121	219.562	159.200	172.214	3.790	-0.157	-0.063	0.142	117.000	41.000	432.295	967.965	283.311	242.182	315.000	5.899	0.284	0.142	-0.132
42.000	43.000	42.000	324.179	1173.975	223.911	172.857	200.571	4.035	-0.141	-0.020	0.104	43.000	42.000	538.393	1173.975	222.717	166.043	190.222	8.794	-0.019	0.049	-0.000	43.000	42.000	415.172	1173.975	241.577	164.500	192.455	9.471	0.222	-0.060	-0.298	43.000	42.000	483.593	1173.975	246.921	167.500	200.417	11.576	-0.008	0.059	0.027	43.000	42.000	569.511	1173.975	342.199	207.034	240.688	2.907	0.241	0.111	-0.060	43.000	42.000	365.630	1173.975	221.077	173.138	187.944	3.326	-0.100	0.130	0.192	43.000	42.000	374.833	1173.975	203.046	157.444	175.750	11.862	-0.019	-0.034	0.034	43.000	42.000	407.182	1173.975	240.043	167.160	199.714	3.855	0.065	0.000	-0.063	118.000	42.000	451.356	966.120	297.807	221.600	307.857	6.148	0.249	-0.008	-0.183
