dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)
82.000	83.000	82.000	367.000	1008.817	236.714	177.444	191.222	3.783	-0.344	0.037	0.266	83.000	82.000	457.630	1008.817	221.991	153.000	166.500	8.813	-0.027	-0.000	0.049	83.000	82.000	431.048	1008.817	246.661	177.731	195.522	11.038	0.130	0.000	0.000	83.000	82.000	423.364	1008.817	271.934	164.179	194.818	5.379	-0.065	-0.000	-0.000	83.000	82.000	318.625	1008.817	223.424	165.517	189.923	5.601	0.349	0.324	-0.092	83.000	82.000	396.667	1008.817	237.103	178.100	201.417	5.161	-0.574	-0.066	0.326	83.000	82.000	364.464	1008.817	197.940	149.250	174.250	11.188	0.000	-0.000	-0.000	83.000	82.000	334.704	1008.817	232.366	181.345	205.500	1.532	0.000	-0.065	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83.000	84.000	83.000	351.556	995.180	239.780	176.320	202.000	3.913	0.130	0.024	-0.060	84.000	83.000	454.944	995.180	218.696	159.885	185.071	8.878	0.065	-0.000	0.043	84.000	83.000	380.643	995.180	238.097	178.357	204.286	10.511	-0.528	0.060	0.350	84.000	83.000	386.375	995.180	271.827	178.640	196.800	5.001	-0.379	0.028	0.349	84.000	83.000	320.655	995.180	218.701	162.536	180.667	5.739	0.138	0.134	-0.006	84.000	83.000	411.500	995.180	231.940	173.200	191.000	5.253	0.092	-0.000	-0.065	84.000	83.000	407.871	995.180	198.070	149.160	178.455	11.272	0.084	-0.034	-0.055	84.000	83.000	333.000	995.180	224.595	171.517	187.200	1.597	0.065	0.000	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84.000	85.000	84.000	329.633	994.035	249.319	194.000	209.500	3.848	-0.065	0.000	0.023	85.000	84.000	460.275	994.035	218.225	162.400	181.071	8.779	-0.100	-0.092	0.084	85.000	84.000	408.152	994.035	226.528	166.846	192.250	10.568	0.057	-0.061	0.024	85.000	84.000	407.302	994.035	262.632	170.759	193.222	5.157	0.157	-0.028	-0.145	85.000	84.000	316.586	994.035	221.286	160.429	187.462	5.988	0.249	0.233	0.000	85.000	84.000	412.926	994.035	232.507	171.172	199.000	5.329	0.076	0.065	-0.065	85.000	84.000	385.857	994.035	197.138	157.583	198.000	11.207	-0.065	0.035	0.020	85.000	84.000	354.333	994.035	245.677	204.897	233.941	1.662	0.065	0.065	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85.000	86.000	85.000	338.425	988.582	246.867	188.357	198.125	3.802	-0.046	-0.024	0.097	86.000	85.000	432.775	988.582	226.519	159.750	177.933	8.603	-0.176	0.092	0.190	86.000	85.000	407.500	988.582	230.816	169.107	192.231	10.373	-0.195	0.061	0.145	86.000	85.000	380.543	988.582	265.380	180.821	208.706	5.157	0.000	-0.000	0.059	86.000	85.000	334.219	988.582	223.352	168.385	201.000	6.171	0.184	0.092	-0.087	86.000	85.000	449.111	988.582	236.076	164.407	183.818	5.310	-0.019	-0.260	-0.262	86.000	85.000	391.107	988.582	199.296	157.333	170.308	11.188	-0.019	-0.000	0.034	86.000	85.000	344.786	988.582	246.173	205.767	231.238	1.727	0.065	0.065	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
86.000	87.000	86.000	331.976	981.524	249.454	189.440	227.143	3.913	0.111	0.025	-0.085	87.000	86.000	452.595	981.524	222.072	154.731	173.500	8.438	-0.165	-0.092	0.092	87.000	86.000	383.593	981.524	225.051	163.962	193.214	10.151	-0.222	-0.060	0.121	87.000	86.000	376.189	981.524	253.369	172.360	197.333	5.138	-0.019	0.029	-0.087	87.000	86.000	336.812	981.524	227.405	163.417	181.400	6.336	0.165	0.184	0.000	87.000	86.000	430.778	981.524	241.270	162.690	188.900	5.356	0.046	-0.000	-0.000	87.000	86.000	357.556	981.524	196.906	153.769	165.882	11.050	-0.138	-0.034	0.145	87.000	86.000	314.704	981.524	248.868	209.559	253.062	1.708	-0.019	0.065	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87.000	88.000	87.000	307.333	980.125	248.510	190.286	205.095	4.013	0.100	0.000	-0.027	88.000	87.000	441.881	980.125	216.984	157.480	171.353	8.871	0.433	0.092	-0.275	88.000	87.000	355.897	980.125	220.896	170.880	201.818	10.170	0.019	0.061	0.084	88.000	87.000	377.974	980.125	258.891	164.667	192.909	5.211	0.073	-0.000	-0.000	88.000	87.000	344.267	980.125	215.519	163.893	179.765	6.631	0.295	0.092	-0.190	88.000	87.000	456.448	980.125	246.531	173.400	188.765	5.421	0.065	-0.065	-0.072	88.000	87.000	377.250	980.125	201.408	150.917	166.286	11.096	0.046	0.035	-0.090	88.000	87.000	358.481	980.125	258.290	223.562	279.200	1.995	0.287	0.000	-0.259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88.000	89.000	88.000	336.267	971.568	244.020	193.034	217.500	4.097	0.084	0.000	-0.060	89.000	88.000	416.321	971.568	218.956	148.955	160.857	8.557	-0.314	-0.000	0.098	89.000	88.000	392.931	971.568	222.135	159.929	191.364	9.975	-0.195	-0.061	0.084	89.000	88.000	385.100	971.568	251.689	169.480	184.056	5.525	0.314	-0.000	-0.320	89.000	88.000	360.759	971.568	219.484	161.143	176.812	6.409	-0.222	0.000	0.188	89.000	88.000	465.698	971.568	241.660	158.464	170.850	5.838	0.417	0.065	-0.199	89.000	88.000	359.393	971.568	200.232	157.833	170.882	11.031	-0.065	-0.000	0.055	89.000	88.000	383.964	971.568	296.943	228.750	265.500	1.643	-0.352	-0.195	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89.000	90.000	89.000	369.435	967.204	242.912	196.069	213.882	4.051	-0.046	0.000	0.059	90.000	89.000	427.815	967.204	217.636	152.542	163.667	8.519	-0.038	-0.043	-0.043	90.000	89.000	390.222	967.204	227.739	180.185	207.625	9.688	-0.287	0.000	0.242	90.000	89.000	394.884	967.204	250.961	164.107	176.444	5.923	0.398	-0.056	-0.408	90.000	89.000	340.714	967.204	224.831	167.458	182.176	5.976	-0.433	-0.276	0.096	90.000	89.000	440.162	967.204	247.434	169.571	188.471	5.288	-0.550	-0.513	-0.000	90.000	89.000	350.259	967.204	193.607	153.739	173.600	11.169	0.138	0.055	-0.055	90.000	89.000	408.258	967.204	329.875	208.667	243.647	1.762	0.119	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90.000	91.000	90.000	398.750	963.173	258.708	192.148	216.800	4.373	0.322	0.000	-0.348	91.000	90.000	426.533	963.173	230.605	151.680	176.562	8.611	0.092	-0.048	-0.044	91.000	90.000	395.148	963.173	226.849	168.542	195.444	9.485	-0.203	0.000	0.205	91.000	90.000	395.650	963.173	244.209	161.138	180.588	6.164	0.241	0.027	-0.177	91.000	90.000	317.071	963.173	225.501	169.042	188.500	4.873	-1.103	-0.363	0.716	91.000	90.000	453.677	963.173	243.949	171.033	195.786	5.204	-0.084	-0.065	-0.000	91.000	90.000	396.179	963.173	198.627	153.917	179.375	11.529	0.360	-0.055	-0.414	91.000	90.000	339.448	963.173	232.600	210.828	244.056	0.661	-1.102	-0.009	0.947	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91.000	92.000	91.000	406.289	962.925	261.900	198.500	220.143	4.151	-0.222	-0.028	0.145	92.000	91.000	430.881	962.925	219.575	158.864	182.000	8.657	0.046	0.092	0.096	92.000	91.000	372.667	962.925	224.761	168.200	199.750	9.550	0.065	0.000	-0.060	92.000	91.000	400.730	962.925	256.184	170.077	199.000	6.275	0.111	-0.000	-0.145	92.000	91.000	319.000	962.925	235.772	164.958	183.929	4.735	-0.138	-0.184	-0.044	92.000	91.000	428.649	962.925	244.048	176.448	199.538	5.280	0.076	0.065	-0.000	92.000	91.000	374.357	962.925	202.659	155.200	179.091	11.640	0.111	-0.000	-0.090	92.000	91.000	333.250	962.925	231.353	199.700	243.545	0.791	0.130	0.014	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92.000	93.000	92.000	401.833	975.804	250.871	191.107	216.267	4.235	0.084	0.031	-0.005	93.000	92.000	469.911	975.804	224.651	158.077	174.933	8.840	0.184	-0.000	-0.140	93.000	92.000	393.185	975.804	227.334	168.679	207.000	9.661	0.111	0.000	-0.121	93.000	92.000	387.590	975.804	252.887	171.960	194.750	6.551	0.276	0.029	-0.174	93.000	92.000	393.500	975.804	340.176	173.400	199.286	8.630	3.895	-0.147	-2.484	93.000	92.000	413.758	975.804	243.116	166.667	198.125	5.012	-0.268	-0.000	0.264	93.000	92.000	347.214	975.804	198.979	152.519	169.312	11.529	-0.111	-0.034	0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
93.000	94.000	93.000	390.000	962.498	260.771	206.400	241.727	4.346	0.111	0.000	-0.028	94.000	93.000	492.413	962.498	224.874	156.840	186.769	9.062	0.222	-0.000	-0.184	94.000	93.000	358.556	962.498	234.804	170.786	196.375	9.420	-0.241	-0.168	0.037	94.000	93.000	424.941	962.498	261.356	165.667	188.083	6.662	0.111	-0.028	-0.232	94.000	93.000	370.467	962.498	231.539	163.348	201.500	4.716	-3.914	-0.368	1.930	94.000	93.000	437.000	962.498	238.575	164.414	174.300	5.315	0.303	-0.000	-0.264	94.000	93.000	389.000	962.498	204.567	155.708	183.875	11.437	-0.092	0.035	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94.000	95.000	94.000	383.814	969.739	267.286	206.655	224.905	4.189	-0.157	0.000	0.055	95.000	94.000	471.814	969.739	221.014	155.840	190.400	8.683	-0.379	-0.092	0.231	95.000	94.000	328.148	969.739	232.838	161.286	188.818	9.493	0.073	0.000	-0.049	95.000	94.000	456.261	969.739	270.836	175.889	200.125	7.132	0.471	-0.000	-0.291	95.000	94.000	348.172	969.739	233.016	166.414	199.333	4.884	0.168	-0.227	-0.285	95.000	94.000	406.838	969.739	241.704	172.724	207.000	5.334	0.019	-0.000	-0.006	95.000	94.000	409.966	969.739	210.341	154.333	174.867	11.502	0.065	-0.000	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95.000	96.000	95.000	397.146	965.956	264.249	198.759	232.182	4.078	-0.111	0.000	0.086	96.000	95.000	507.205	965.956	218.193	151.923	174.400	8.951	0.268	0.092	-0.195	96.000	95.000	322.185	965.956	245.002	175.036	203.583	9.382	-0.111	-0.085	0.000	96.000	95.000	515.457	965.956	277.136	171.793	188.375	7.408	0.276	-0.000	-0.262	96.000	95.000	323.143	965.956	225.970	164.542	205.750	4.865	-0.019	0.000	-0.049	96.000	95.000	392.172	965.956	236.277	172.103	194.385	4.993	-0.341	-0.065	0.135	96.000	95.000	410.935	965.956	211.844	151.962	165.000	11.548	0.046	-0.034	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96.000	97.000	96.000	416.220	966.070	269.293	191.923	216.643	4.005	-0.073	-0.059	0.000	97.000	96.000	554.977	966.070	225.744	151.000	166.250	8.924	-0.027	-0.043	0.049	97.000	96.000	370.848	966.070	217.152	166.464	195.545	8.494	-0.888	0.000	1.090	97.000	96.000	471.488	966.070	274.572	163.042	193.125	7.316	-0.092	0.029	0.029	97.000	96.000	303.067	966.070	231.841	165.852	182.059	5.003	0.138	0.000	-0.099	97.000	96.000	408.828	966.070	239.646	164.276	186.600	5.104	0.111	0.065	-0.065	97.000	96.000	415.143	966.070	212.805	155.222	175.000	11.502	-0.046	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97.000	98.000	97.000	423.511	970.723	277.877	187.600	223.875	4.235	0.230	0.059	-0.119	98.000	97.000	540.652	970.723	229.653	155.667	183.000	8.943	0.019	0.044	0.048	98.000	97.000	379.977	970.723	229.878	176.179	206.067	8.697	0.203	0.000	-0.264	98.000	97.000	480.595	970.723	273.539	173.250	200.667	7.389	0.073	0.029	-0.087	98.000	97.000	292.037	970.723	231.667	168.692	191.250	4.689	-0.314	-0.048	0.188	98.000	97.000	378.483	970.723	238.862	166.759	171.864	5.001	-0.103	0.065	0.194	98.000	97.000	478.600	970.723	221.334	158.241	181.722	12.325	0.823	-0.000	-0.524	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98.000	99.000	98.000	432.647	968.343	279.572	201.172	224.857	4.484	0.249	0.000	-0.202	99.000	98.000	541.638	968.343	223.813	154.731	176.000	8.840	-0.103	-0.000	0.048	99.000	98.000	434.681	968.343	243.289	164.440	186.923	9.160	0.463	0.000	-0.410	99.000	98.000	534.233	968.343	273.789	167.615	192.625	7.714	0.325	0.087	-0.117	99.000	98.000	316.258	968.343	232.662	170.385	186.318	4.624	-0.065	-0.184	-0.090	99.000	98.000	406.432	968.343	248.744	180.793	193.000	5.104	0.103	-0.065	-0.130	99.000	98.000	499.644	968.343	225.667	158.625	179.154	12.325	0.000	0.034	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99.000	100.000	99.000	406.048	966.256	266.736	194.160	212.538	4.300	-0.184	-0.057	0.084	100.000	99.000	470.750	966.256	216.002	152.120	172.688	8.492	-0.349	-0.092	0.227	100.000	99.000	397.111	966.256	232.303	167.000	182.632	9.290	0.130	0.000	-0.060	100.000	99.000	488.310	966.256	264.599	171.107	192.786	7.630	-0.084	0.174	0.260	100.000	99.000	299.031	966.256	234.173	168.500	199.222	4.544	-0.081	-0.046	0.092	100.000	99.000	434.450	966.256	244.615	172.250	182.087	5.288	0.184	0.065	-0.000	100.000	99.000	440.698	966.256	218.947	150.458	171.600	12.011	-0.314	-0.000	0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100.000	101.000	100.000	407.769	963.273	258.080	187.036	218.000	4.400	0.100	0.057	-0.088	101.000	100.000	506.535	963.273	224.872	161.259	179.786	8.638	0.146	0.092	-0.044	101.000	100.000	423.614	963.273	238.264	175.571	198.278	9.244	-0.046	0.000	-0.035	101.000	100.000	521.044	963.273	278.928	175.621	199.235	7.982	0.352	0.204	-0.059	101.000	100.000	303.484	963.273	220.772	163.192	186.400	4.306	-0.238	-0.044	0.223	101.000	100.000	378.519	963.273	232.963	168.103	180.500	4.557	-0.731	-0.065	0.397	101.000	100.000	577.644	963.273	227.993	162.292	174.667	12.352	0.341	-0.000	-0.269	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101.000	102.000	101.000	397.513	973.900	260.633	192.207	218.643	4.446	0.046	0.000	-0.058	102.000	101.000	500.523	973.900	222.852	161.280	186.000	8.630	-0.008	-0.092	-0.092	102.000	101.000	411.632	973.900	233.416	178.480	205.846	9.125	-0.119	0.000	0.048	102.000	101.000	522.256	973.900	280.235	172.556	193.786	8.066	0.084	-0.027	-0.178	102.000	101.000	325.861	973.900	239.948	159.893	190.182	7.473	3.167	-0.139	-1.480	102.000	101.000	394.815	973.900	233.113	166.786	185.714	4.687	0.130	-0.000	-0.130	102.000	101.000	503.600	973.900	219.909	160.037	179.467	12.176	-0.176	-0.034	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102.000	103.000	102.000	436.042	971.414	271.239	192.069	218.562	4.844	0.398	0.058	-0.233	103.000	102.000	520.068	971.414	225.704	158.375	170.643	8.787	0.157	-0.000	-0.140	103.000	102.000	407.850	971.414	233.562	174.036	210.600	9.052	-0.073	0.000	0.107	103.000	102.000	604.357	971.414	298.333	183.654	211.933	8.234	0.168	-0.205	-0.324	103.000	102.000	299.963	971.414	243.681	165.833	189.909	7.603	0.130	-0.275	-0.329	103.000	102.000	371.148	971.414	220.597	164.897	176.778	4.714	0.027	-0.000	-0.000	103.000	102.000	640.085	971.414	242.835	157.957	181.182	12.811	0.636	0.035	-0.594	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103.000	104.000	103.000	422.146	959.094	265.610	191.966	226.727	4.660	-0.184	0.000	0.202	104.000	103.000	553.098	959.094	228.228	163.429	174.240	8.932	0.146	-0.000	-0.140	104.000	103.000	377.273	959.094	233.347	169.741	197.400	8.922	-0.130	0.000	0.061	104.000	103.000	615.697	959.094	292.274	168.440	189.231	8.031	-0.203	-0.059	-0.059	104.000	103.000	300.852	959.094	246.585	163.107	180.800	8.285	0.682	-0.049	-0.289	104.000	103.000	387.071	959.094	219.528	166.200	177.267	4.790	0.076	-0.065	-0.134	104.000	103.000	678.128	959.094	243.215	152.846	165.600	12.922	0.111	-0.035	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104.000	105.000	104.000	412.105	960.266	256.545	190.448	212.688	4.262	-0.398	-0.059	0.173	105.000	104.000	557.366	960.266	236.045	157.346	187.444	8.859	-0.073	-0.000	0.043	105.000	104.000	399.476	960.266	233.855	158.250	180.067	9.339	0.417	0.000	-0.327	105.000	104.000	587.268	960.266	297.999	163.167	179.400	8.134	0.103	-0.085	-0.035	105.000	104.000	313.333	960.266	258.514	160.552	179.000	8.656	0.371	-0.457	-0.386	105.000	104.000	391.679	960.266	225.588	164.767	185.923	4.882	0.092	0.065	-0.000	105.000	104.000	576.267	960.266	234.246	146.565	164.500	12.719	-0.203	0.035	0.180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105.000	106.000	105.000	417.628	950.133	262.339	194.100	227.231	4.484	0.222	0.058	-0.001	106.000	105.000	578.442	950.133	240.913	168.000	195.000	8.970	0.111	0.092	-0.000	106.000	105.000	410.324	950.133	244.543	175.750	202.083	9.201	-0.138	0.000	0.084	106.000	105.000	587.000	950.133	304.560	168.467	195.214	7.847	-0.287	-0.085	0.179	106.000	105.000	360.741	950.133	299.403	182.484	220.944	6.878	-1.778	-0.905	-0.501	106.000	105.000	393.333	950.133	237.794	175.094	200.786	4.771	-0.111	0.065	0.134	106.000	105.000	443.600	950.133	222.319	155.960	178.143	12.149	-0.571	-0.035	0.558	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106.000	107.000	106.000	395.368	945.699	261.682	189.920	208.176	4.189	-0.295	-0.057	0.114	107.000	106.000	594.050	945.699	239.264	168.071	212.000	8.932	-0.038	-0.000	-0.000	107.000	106.000	385.571	945.699	236.586	174.692	194.647	8.972	-0.230	0.000	0.166	107.000	106.000	583.163	945.699	309.295	179.857	205.143	7.580	-0.268	-0.085	0.145	107.000	106.000	379.704	945.699	305.568	190.971	232.824	7.222	0.344	0.054	-0.397	107.000	106.000	344.185	945.699	236.925	171.613	190.588	4.622	-0.149	-0.000	0.130	107.000	106.000	423.628	945.699	222.468	159.346	168.667	11.705	-0.444	-0.000	0.324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107.000	108.000	107.000	399.270	947.408	277.708	204.321	240.083	4.151	-0.038	0.000	0.088	108.000	107.000	508.250	947.408	237.765	163.200	181.833	8.584	-0.349	-0.092	0.275	108.000	107.000	382.444	947.408	248.246	180.760	218.625	8.731	-0.241	0.000	0.144	108.000	107.000	507.548	947.408	281.405	165.964	175.783	7.201	-0.379	-0.000	0.375	108.000	107.000	400.214	947.408	311.395	196.744	236.909	7.375	0.154	-0.246	-0.345	108.000	107.000	372.741	947.408	232.800	170.185	180.130	4.844	0.222	-0.000	-0.199	108.000	107.000	397.636	947.408	209.544	157.462	182.308	11.253	-0.452	-0.000	0.524	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108.000	109.000	108.000	426.979	952.452	280.849	199.742	232.769	4.476	0.325	0.000	-0.137	109.000	108.000	488.588	952.452	242.802	154.480	194.800	8.511	-0.073	-0.000	0.049	109.000	108.000	397.222	952.452	238.867	178.357	200.000	8.757	0.027	0.022	0.000	109.000	108.000	472.795	952.452	288.400	171.846	202.533	7.109	-0.092	0.026	0.119	109.000	108.000	302.355	952.452	280.055	180.935	218.455	5.749	-1.626	-0.210	1.356	109.000	108.000	350.643	952.452	227.411	160.188	170.609	4.863	0.019	-0.065	-0.000	109.000	108.000	414.382	952.452	207.942	153.565	167.125	11.012	-0.241	-0.000	0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109.000	110.000	109.000	406.483	955.706	288.565	199.267	231.133	4.208	-0.268	0.056	0.145	110.000	109.000	534.844	955.706	256.709	160.800	191.800	8.706	0.195	-0.000	-0.049	110.000	109.000	407.074	955.706	245.487	178.160	196.053	8.842	0.084	-0.022	-0.083	110.000	109.000	474.417	955.706	268.463	174.387	203.214	7.412	0.303	0.145	-0.205	110.000	109.000	324.222	955.706	293.445	179.767	215.235	6.201	0.452	0.000	-0.539	110.000	109.000	354.643	955.706	234.192	169.517	196.167	5.012	0.149	0.065	-0.065	110.000	109.000	414.050	955.706	212.991	161.667	178.133	11.280	0.268	0.035	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110.000	111.000	110.000	393.536	964.849	286.489	195.767	216.900	4.173	-0.035	0.000	0.110	111.000	110.000	519.625	964.849	263.179	158.038	189.182	8.549	-0.157	-0.000	0.092	111.000	110.000	355.519	964.849	243.374	174.741	199.588	8.685	-0.157	0.000	0.144	111.000	110.000	499.389	964.849	267.086	172.241	192.333	7.652	0.241	0.230	0.026	111.000	110.000	325.926	964.849	286.472	174.444	203.375	6.580	0.379	-0.017	-0.341	111.000	110.000	377.586	964.849	241.243	177.690	207.154	5.215	0.203	0.065	-0.206	111.000	110.000	450.087	964.849	216.791	147.857	183.571	11.502	0.222	-0.035	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111.000	112.000	111.000	364.667	967.606	290.333	198.069	221.125	3.924	-0.249	0.056	0.267	112.000	111.000	503.258	967.606	255.472	166.565	190.889	8.657	0.108	-0.000	-0.227	112.000	111.000	352.222	967.606	232.645	166.769	208.000	8.685	0.000	0.000	0.000	112.000	111.000	501.200	967.606	269.587	178.600	198.800	7.496	-0.157	0.060	0.145	112.000	111.000	344.929	967.606	280.075	167.233	187.857	6.966	0.387	0.000	-0.288	112.000	111.000	366.000	967.606	241.234	177.767	200.833	5.502	0.287	-0.129	-0.201	112.000	111.000	482.721	967.606	221.328	153.423	170.867	11.575	0.073	-0.000	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112.000	113.000	112.000	370.523	966.149	264.497	198.967	227.429	3.305	-0.620	-0.061	0.355	113.000	112.000	511.308	966.149	262.299	160.630	177.200	8.825	0.168	0.043	-0.006	113.000	112.000	361.778	966.149	244.947	173.259	195.235	8.777	0.092	0.000	-0.123	113.000	112.000	480.361	966.149	267.203	172.040	202.727	7.652	0.157	0.112	-0.000	113.000	112.000	387.618	966.149	290.546	180.423	214.364	6.893	-0.073	-0.071	-0.090	113.000	112.000	374.575	966.149	234.162	169.967	185.059	5.326	-0.176	-0.000	0.136	113.000	112.000	507.915	966.149	221.202	154.778	170.889	11.881	0.306	-0.000	-0.200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113.000	114.000	113.000	371.178	972.821	259.420	195.333	214.636	3.462	0.157	0.000	-0.084	114.000	113.000	516.500	972.821	263.065	161.000	178.667	8.890	0.065	-0.000	-0.000	114.000	113.000	396.222	972.821	251.847	179.385	209.188	9.056	0.279	0.000	-0.206	114.000	113.000	534.333	972.821	267.440	163.107	195.500	7.966	0.314	0.060	-0.205	114.000	113.000	403.300	972.821	284.128	183.200	214.083	6.966	0.073	0.000	-0.036	114.000	113.000	377.741	972.821	250.397	177.700	203.111	4.725	-0.601	-0.065	0.336	114.000	113.000	490.684	972.821	224.834	148.074	175.444	11.686	-0.195	-0.000	0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
