dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)
0.000	1.000	0.000	216.892	359.995	146.426	136.417	151.667	9.990	0.000	NaN	NaN	1.000	0.000	196.645	359.995	151.840	127.500	138.769	2.756	0.000	NaN	NaN	1.000	0.000	206.333	359.995	144.773	126.321	135.000	2.607	0.000	NaN	NaN	1.000	0.000	192.023	359.995	132.433	120.429	130.231	11.499	0.000	NaN	NaN	1.000	0.000	190.340	359.995	155.400	155.200	195.818	1.020	0.000	NaN	NaN	4.000	0.000	161.231	360.746	148.700	146.889	157.375	0.460	0.460	NaN	NaN	28.000	0.000	240.280	346.193	205.750	205.750	224.333	0.330	0.330	NaN	NaN	34.000	0.000	201.767	332.806	147.583	143.909	177.000	0.460	0.460	NaN	NaN	34.000	0.000	169.485	332.806	156.658	130.913	140.778	5.112	5.112	NaN	NaN	40.000	0.000	201.979	347.728	169.576	145.688	168.412	2.387	2.387	NaN	NaN	51.000	0.000	182.935	342.852	158.964	155.842	170.000	0.582	0.582	NaN	NaN
1.000	2.000	1.000	216.805	355.998	147.442	134.345	162.833	10.182	0.192	-0.000	-0.126	2.000	1.000	191.821	355.998	146.930	114.565	128.000	2.783	0.027	0.197	0.197	2.000	1.000	196.903	355.998	149.096	137.964	149.550	2.301	-0.306	0.071	0.466	2.000	1.000	166.391	355.998	133.337	118.800	132.500	11.307	-0.192	0.090	0.362	2.000	1.000	200.302	355.998	157.926	141.429	167.000	1.112	0.092	0.316	0.120	5.000	1.000	179.821	359.611	158.240	152.571	175.105	0.693	0.233	0.169	-0.012	29.000	1.000	230.500	341.310	165.981	141.000	186.500	1.112	0.783	0.555	-0.061	35.000	1.000	166.808	326.522	159.500	159.500	171.250	0.387	-0.074	0.058	0.087	35.000	1.000	198.022	326.522	158.382	151.889	187.353	1.158	-3.953	0.078	3.159	41.000	1.000	216.022	350.438	171.846	119.474	130.200	2.506	0.119	0.527	-0.011	52.000	1.000	202.800	342.189	159.435	135.600	143.077	1.851	1.269	0.617	-0.185
2.000	3.000	2.000	193.900	356.643	141.532	126.962	144.692	9.795	-0.387	-0.000	0.324	3.000	2.000	198.548	356.643	152.633	119.731	136.125	3.284	0.501	0.133	-0.390	3.000	2.000	195.034	356.643	148.403	123.172	131.850	2.179	-0.122	0.203	0.245	3.000	2.000	165.944	356.643	132.692	121.565	130.583	10.255	-1.053	-0.574	0.210	3.000	2.000	204.191	356.643	152.964	122.450	140.111	1.426	0.314	0.234	-0.078	6.000	2.000	162.586	355.739	152.516	151.600	177.167	0.752	0.060	0.065	-0.065	30.000	2.000	188.300	342.339	142.238	130.917	142.059	2.046	0.934	0.721	-0.101	36.000	2.000	188.250	331.101	160.357	154.767	183.154	0.656	0.269	0.000	-0.145	36.000	2.000	213.277	331.101	171.604	157.111	191.071	1.426	0.268	0.215	-0.072	42.000	2.000	193.220	350.097	162.267	122.950	142.000	2.276	-0.230	-0.076	0.227	53.000	2.000	194.900	341.528	164.654	163.810	190.833	0.480	-1.371	-0.276	-1.103
3.000	4.000	3.000	175.325	360.746	141.701	137.519	150.350	9.362	-0.433	-0.180	0.234	4.000	3.000	201.222	360.746	153.552	123.467	135.667	3.349	0.065	-0.066	-0.131	4.000	3.000	191.333	360.746	145.688	128.091	146.778	2.068	-0.111	0.074	0.212	4.000	3.000	159.000	360.746	129.039	119.783	129.455	10.607	0.352	0.431	0.218	4.000	3.000	234.727	360.746	212.325	145.613	174.200	5.547	4.121	-0.179	-3.620	7.000	3.000	186.323	360.041	151.652	134.345	147.733	1.318	0.566	0.130	-0.390	31.000	3.000	222.333	345.058	148.133	128.433	150.182	4.078	2.032	1.605	-0.374	37.000	3.000	167.963	339.917	156.294	157.125	177.667	0.481	-0.174	3.980E-18	0.065	37.000	3.000	207.244	339.917	170.642	140.250	156.913	1.981	0.555	0.231	-0.259	43.000	3.000	212.256	349.940	176.988	146.067	174.125	1.867	-0.409	-0.275	0.079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000	5.000	4.000	196.150	359.611	137.098	137.750	156.571	9.178	-0.184	-0.090	0.144	5.000	4.000	198.051	359.611	150.215	123.708	139.000	3.793	0.444	-0.065	-0.327	5.000	4.000	171.296	359.611	140.255	127.536	182.000	1.892	-0.176	-0.000	0.137	5.000	4.000	224.255	359.611	136.998	117.875	122.435	12.122	1.515	0.131	-0.969	5.000	4.000	224.583	359.611	212.568	144.333	167.667	5.918	0.371	-0.071	-0.271	8.000	4.000	177.034	358.524	145.558	131.867	150.636	1.337	0.019	0.004	-0.065	32.000	4.000	178.447	340.093	139.974	125.233	141.182	4.135	0.057	0.023	0.107	38.000	4.000	199.148	342.726	169.583	159.091	179.294	0.726	0.244	-0.184	-0.450	38.000	4.000	213.050	342.726	158.889	127.962	147.750	1.962	-0.019	0.334	0.190	44.000	4.000	189.912	346.178	154.889	154.533	185.143	0.744	-1.123	-0.273	0.689	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.000	6.000	5.000	184.000	355.739	136.204	131.200	144.647	8.662	-0.517	-0.144	0.180	6.000	5.000	175.500	355.739	140.297	127.385	141.714	2.756	-1.037	-0.448	0.389	6.000	5.000	201.931	355.739	145.651	129.192	160.833	2.152	0.260	-0.202	-0.405	6.000	5.000	166.667	355.739	130.893	118.318	133.000	10.614	-1.508	-0.091	0.915	6.000	5.000	219.659	355.739	205.846	135.885	155.133	5.976	0.057	0.195	0.072	9.000	5.000	191.225	359.497	145.088	136.206	156.571	1.930	0.593	-0.065	-0.525	33.000	5.000	218.967	340.232	142.912	131.100	147.059	4.357	0.222	0.061	-0.267	39.000	5.000	210.778	339.841	168.802	140.481	167.000	1.005	0.279	0.012	-0.256	39.000	5.000	209.543	339.841	157.359	126.880	137.217	2.467	0.506	0.188	-0.212	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.000	7.000	6.000	173.065	360.041	131.387	123.833	129.600	8.432	-0.230	-0.090	0.179	7.000	6.000	247.447	360.041	155.212	121.038	125.833	4.161	1.404	-0.002	-1.170	7.000	6.000	191.286	360.041	147.034	129.091	147.818	2.206	0.054	-0.000	-0.075	7.000	6.000	189.651	360.041	132.332	114.083	125.833	9.941	-0.674	-0.898	-0.182	7.000	6.000	221.952	360.041	209.953	139.038	164.000	5.872	-0.103	-0.124	-0.006	10.000	6.000	180.875	357.408	142.125	126.067	137.688	2.252	0.322	0.072	-0.201	34.000	6.000	170.586	332.806	142.594	129.538	147.154	3.802	-0.555	-0.075	0.457	40.000	6.000	199.148	347.728	161.819	138.552	155.000	1.162	0.157	0.000	-0.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000	8.000	7.000	170.838	358.524	134.277	128.200	145.000	8.137	-0.295	-0.145	0.179	8.000	7.000	210.083	358.524	146.535	121.880	145.857	3.598	-0.563	-0.322	0.195	8.000	7.000	196.323	358.524	155.122	130.783	155.750	2.531	0.325	0.203	-0.119	8.000	7.000	196.195	358.524	132.655	124.000	136.909	10.909	0.968	0.989	0.091	8.000	7.000	185.321	358.524	208.496	137.261	174.857	5.115	-0.758	-0.065	0.520	11.000	7.000	185.750	357.732	142.679	123.308	145.167	2.022	-0.230	0.000	0.102	35.000	7.000	179.519	326.522	141.568	128.828	151.385	3.599	-0.203	0.023	0.229	41.000	7.000	213.806	350.438	160.902	139.774	160.750	1.567	0.406	0.000	-0.258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.000	9.000	8.000	190.545	359.497	139.506	142.560	153.824	8.248	0.111	-0.054	-0.109	9.000	8.000	168.074	359.497	136.690	117.423	122.105	2.775	-0.823	-0.303	0.259	9.000	8.000	207.724	359.497	155.446	133.161	150.857	2.726	0.195	-0.075	-0.214	9.000	8.000	181.925	359.497	131.889	119.000	130.500	10.576	-0.333	-0.196	0.091	9.000	8.000	217.875	359.497	201.294	128.538	153.000	5.888	0.773	-0.000	-0.599	12.000	8.000	145.308	350.195	134.420	126.938	142.350	1.299	-0.723	-0.073	0.597	36.000	8.000	184.966	331.101	140.958	126.107	133.810	3.301	-0.298	0.084	0.350	42.000	8.000	209.724	350.097	164.769	150.483	173.000	1.234	-0.333	-0.060	0.185	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.000	10.000	9.000	178.489	357.408	138.146	132.931	158.250	8.091	-0.157	-0.000	0.215	10.000	9.000	176.593	357.408	137.899	120.091	129.091	2.875	0.100	-0.068	-0.127	10.000	9.000	194.750	357.408	151.715	128.429	146.333	2.883	0.157	-0.024	-0.227	10.000	9.000	183.310	357.408	135.269	118.182	127.133	10.725	0.149	0.159	0.091	10.000	9.000	205.194	357.408	204.910	147.394	173.250	5.586	-0.303	-0.126	0.134	13.000	9.000	161.469	353.195	137.306	128.000	140.615	1.448	0.149	0.128	-0.075	37.000	9.000	170.207	339.917	135.154	125.542	145.667	2.792	-0.509	0.085	0.494	43.000	9.000	182.630	349.940	157.333	136.412	154.833	1.299	0.065	0.064	-0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
10.000	11.000	10.000	219.413	357.732	148.280	144.667	157.786	8.654	0.563	-0.198	-0.793	11.000	10.000	186.259	357.732	137.094	122.227	133.857	2.959	0.084	0.000	-0.063	11.000	10.000	197.593	357.732	152.119	132.192	145.875	3.143	0.260	-0.064	-0.256	11.000	10.000	187.410	357.732	132.443	117.174	122.000	10.706	-0.019	0.091	-0.053	11.000	10.000	214.955	357.732	196.868	142.800	158.824	5.953	0.368	0.065	-0.199	14.000	10.000	162.172	350.491	132.874	128.478	152.143	1.234	-0.214	-0.134	0.069	38.000	10.000	160.000	342.726	130.606	123.594	137.647	0.990	-1.802	-1.442	0.216	44.000	10.000	183.704	346.178	171.603	157.147	178.667	1.280	-0.019	-0.005	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11.000	12.000	11.000	187.163	350.195	141.439	144.192	159.050	7.272	-1.382	-0.379	1.008	12.000	11.000	171.889	350.195	133.597	120.200	129.048	2.867	-0.092	0.003	0.130	12.000	11.000	216.741	350.195	153.869	130.500	139.450	4.004	0.861	0.076	-0.727	12.000	11.000	192.875	350.195	138.769	122.591	131.167	10.641	-0.065	-0.105	0.053	12.000	11.000	216.289	350.195	194.833	137.483	148.667	5.957	0.003	-0.065	-0.065	15.000	11.000	167.156	346.641	139.240	127.375	139.625	1.429	0.195	-0.130	-0.195	39.000	11.000	188.323	339.841	131.955	122.174	136.556	2.387	1.397	1.466	0.309	45.000	11.000	191.862	344.583	166.638	149.280	180.000	0.810	-0.471	0.018	0.437	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12.000	13.000	12.000	216.667	353.195	140.899	134.926	171.200	7.651	0.379	-0.090	-0.450	13.000	12.000	168.074	353.195	133.102	120.148	130.500	2.978	0.111	0.130	0.000	13.000	12.000	232.321	353.195	150.926	124.323	136.591	4.329	0.325	0.012	-0.319	13.000	12.000	191.174	353.195	138.555	116.400	136.500	10.760	0.119	0.000	-0.053	13.000	12.000	212.140	353.195	203.341	152.029	183.692	5.540	-0.417	-0.172	0.136	16.000	12.000	188.586	343.818	146.788	129.367	140.438	1.475	0.046	-0.057	-0.194	40.000	12.000	176.552	347.728	157.170	153.185	186.083	1.507	-0.880	0.120	0.733	46.000	12.000	171.889	344.725	145.407	146.810	170.571	0.611	-0.198	0.195	0.455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13.000	14.000	13.000	182.659	350.491	133.475	135.296	147.467	7.004	-0.647	-0.055	0.484	14.000	13.000	174.111	350.491	135.952	123.355	134.000	2.902	-0.076	-0.195	-0.130	14.000	13.000	220.290	350.491	151.596	127.621	149.222	4.738	0.409	0.245	-0.139	14.000	13.000	200.326	350.491	142.495	124.304	131.938	10.783	0.022	-0.196	-0.143	14.000	13.000	228.733	350.491	204.893	148.118	170.700	5.762	0.222	-0.008	-0.209	17.000	13.000	203.923	348.790	145.184	124.969	150.889	1.513	0.038	-0.053	-0.064	41.000	13.000	203.273	350.438	156.500	156.500	161.333	0.238	-1.269	-0.320	-0.174	47.000	13.000	187.111	342.313	160.316	151.516	174.154	0.844	0.233	0.107	-0.266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14.000	15.000	14.000	192.435	346.641	139.959	135.857	148.312	7.115	0.111	-0.054	-0.126	15.000	14.000	210.690	346.641	146.989	123.000	132.250	3.555	0.653	-0.195	-0.843	15.000	14.000	205.724	346.641	147.260	126.367	150.714	4.700	-0.038	0.202	0.220	15.000	14.000	191.500	346.641	144.878	118.727	124.812	10.928	0.146	0.000	-0.091	15.000	14.000	200.049	346.641	201.027	123.417	146.286	5.827	0.065	0.248	0.199	18.000	14.000	185.429	340.945	145.909	121.261	146.286	1.689	0.176	-0.129	-0.252	42.000	14.000	188.095	350.097	161.000	161.000	204.000	0.238	0.000	0.029	0.029	48.000	14.000	195.000	345.146	163.052	144.412	155.045	1.177	0.333	-0.010	-0.321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15.000	16.000	15.000	220.261	343.818	138.549	128.741	153.857	7.123	0.008	-0.090	-0.090	16.000	15.000	192.970	343.818	144.707	120.828	133.000	3.449	-0.106	-0.385	-0.199	16.000	15.000	203.667	343.818	140.397	124.000	136.538	4.906	0.206	0.251	-0.000	16.000	15.000	187.489	343.818	128.679	117.375	124.692	9.519	-1.409	-0.054	1.158	16.000	15.000	212.079	343.818	198.326	120.625	134.125	5.819	-0.008	-0.000	-0.130	19.000	15.000	173.767	338.458	149.564	127.886	145.882	1.116	-0.574	0.021	0.492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	15.000	215.714	343.304	168.129	135.464	147.211	1.938	0.761	-0.139	-0.866	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
16.000	17.000	16.000	212.375	348.790	139.269	132.000	140.111	7.023	-0.100	-0.035	0.035	17.000	16.000	241.780	348.790	160.726	128.167	144.667	4.413	0.964	-0.263	-0.588	17.000	16.000	227.071	348.790	142.983	132.929	145.722	4.917	0.011	0.065	0.007	17.000	16.000	232.727	348.790	150.030	118.722	137.500	11.778	2.259	0.143	-1.972	17.000	16.000	225.568	348.790	206.619	187.244	228.786	5.597	-0.222	-0.444	-0.139	20.000	16.000	179.815	339.338	153.542	142.097	163.091	0.882	-0.233	0.007	0.208	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	16.000	199.250	342.069	164.023	140.379	164.182	1.781	-0.157	-0.256	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17.000	18.000	17.000	208.444	340.945	141.077	145.759	159.905	6.671	-0.352	-0.020	0.159	18.000	17.000	226.658	340.945	148.848	125.552	132.167	3.966	-0.447	0.000	-0.065	18.000	17.000	203.138	340.945	140.998	125.629	138.652	4.963	0.046	-0.004	0.008	18.000	17.000	181.343	340.945	130.196	118.000	125.231	9.470	-2.308	-0.181	1.755	18.000	17.000	202.133	340.945	204.227	157.667	197.400	5.364	-0.233	0.107	0.136	21.000	17.000	184.172	339.403	152.508	135.545	163.500	0.863	-0.019	0.130	0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.000	17.000	229.815	342.852	169.700	132.000	143.688	2.374	0.593	-0.069	-0.644	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18.000	19.000	18.000	204.364	338.458	141.486	135.320	155.818	6.625	-0.046	0.090	0.055	19.000	18.000	164.964	338.458	136.962	121.739	135.500	3.032	-0.934	0.003	0.777	19.000	18.000	223.036	338.458	146.615	132.500	156.400	5.058	0.095	-0.130	-0.324	19.000	18.000	203.442	338.458	132.567	119.619	130.714	8.463	-1.007	-1.290	-0.272	19.000	18.000	207.295	338.458	200.504	168.152	233.833	5.673	0.309	-0.073	-0.159	22.000	18.000	197.107	342.166	161.817	158.333	193.667	0.856	-0.008	0.130	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	18.000	217.345	342.189	165.987	140.259	152.773	2.358	-0.016	-0.067	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19.000	20.000	19.000	204.970	339.338	139.109	140.793	158.154	6.522	-0.103	-0.144	-0.036	20.000	19.000	202.312	339.338	143.511	123.760	132.438	4.053	1.021	-0.057	-0.786	20.000	19.000	200.727	339.338	143.258	122.926	135.417	5.415	0.357	0.004	-0.126	20.000	19.000	194.689	339.338	131.060	120.333	126.375	10.155	1.691	1.332	-0.144	20.000	19.000	246.225	339.338	202.821	165.300	193.818	6.186	0.513	0.062	-0.470	23.000	19.000	183.429	341.100	155.788	158.667	177.643	0.590	-0.266	0.221	0.457	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.000	19.000	203.500	341.528	164.945	141.640	164.300	2.742	0.383	0.070	-0.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20.000	21.000	20.000	199.514	339.403	136.306	127.000	144.600	6.755	0.233	0.055	-0.076	21.000	20.000	169.444	339.403	137.435	114.550	119.800	3.376	-0.677	0.195	0.520	21.000	20.000	213.862	339.403	144.611	124.643	138.667	5.369	-0.046	-0.000	-0.069	21.000	20.000	238.130	339.403	171.695	126.955	139.889	6.943	-3.211	-5.019	-1.513	21.000	20.000	222.103	339.403	200.651	139.667	165.462	6.087	-0.100	0.109	0.321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	20.000	199.156	337.881	164.042	139.821	154.812	2.141	-0.601	0.129	0.569	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21.000	22.000	21.000	201.244	342.166	134.934	126.923	138.765	7.077	0.322	0.090	-0.234	22.000	21.000	204.263	342.166	144.333	118.323	134.188	4.031	0.655	-0.195	-0.531	22.000	21.000	235.200	342.166	145.516	127.440	142.750	5.637	0.268	0.068	-0.123	22.000	21.000	219.558	342.166	139.032	118.900	125.615	11.112	4.169	5.039	0.433	22.000	21.000	233.583	342.166	198.564	137.571	162.786	6.389	0.303	0.011	-0.407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	21.000	176.074	333.184	162.209	138.375	160.100	1.475	-0.666	0.219	0.790	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
22.000	23.000	22.000	211.200	341.100	139.254	134.143	148.778	6.893	-0.184	-0.090	0.055	23.000	22.000	177.852	341.100	138.313	123.786	133.273	3.265	-0.766	0.065	0.455	23.000	22.000	176.897	341.100	137.509	130.867	140.826	4.229	-1.408	-0.007	1.295	23.000	22.000	201.971	341.100	135.614	112.545	125.833	10.771	-0.341	0.144	0.309	23.000	22.000	243.607	341.100	193.839	147.774	205.000	6.156	-0.233	-0.121	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	22.000	172.571	332.415	148.542	137.857	151.667	1.307	-0.168	-0.000	0.188	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23.000	24.000	23.000	201.371	342.643	141.520	129.966	148.467	7.188	0.295	-0.000	-0.200	24.000	23.000	157.519	342.643	137.422	123.280	131.933	2.783	-0.482	-0.065	0.455	24.000	23.000	201.250	342.643	142.680	126.308	141.154	4.963	0.734	0.139	-0.389	24.000	23.000	177.098	342.643	133.314	122.857	133.182	10.373	-0.398	0.000	0.415	24.000	23.000	183.743	342.643	195.253	158.677	195.944	5.199	-0.957	-0.063	0.596	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	23.000	181.370	335.957	165.990	154.094	173.600	1.039	-0.268	0.169	0.471	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24.000	25.000	24.000	194.853	343.850	142.382	133.483	142.174	7.169	-0.019	-0.055	-0.090	25.000	24.000	221.410	343.850	148.937	119.296	135.000	4.218	1.435	0.065	-0.984	25.000	24.000	178.964	343.850	139.501	122.000	135.133	4.386	-0.577	0.123	0.504	25.000	24.000	248.140	343.850	149.287	124.958	140.000	11.878	1.504	0.000	-1.271	25.000	24.000	225.393	343.850	191.317	134.207	184.200	5.926	0.728	0.081	-0.612	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
25.000	26.000	25.000	219.523	341.516	144.113	135.958	152.812	7.888	0.720	0.035	-0.559	26.000	25.000	215.404	341.516	150.930	117.480	119.686	4.207	-0.011	0.004	0.004	26.000	25.000	170.700	341.516	134.509	128.071	150.455	4.240	-0.146	-0.194	-0.059	26.000	25.000	179.568	341.516	144.415	117.208	126.385	6.993	-4.885	-3.213	1.369	26.000	25.000	209.659	341.516	196.396	162.405	204.105	5.754	-0.173	-0.097	0.348	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
