dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)
65.000	66.000	65.000	152.532	263.714	126.558	109.182	115.200	14.504	0.260	-0.021	-0.082	66.000	65.000	144.138	263.714	116.841	109.458	115.182	8.802	-0.019	0.140	0.088	66.000	65.000	169.545	263.714	141.720	129.344	146.615	1.342	0.222	-0.048	-0.184	66.000	65.000	166.107	263.714	115.893	109.292	113.143	10.646	-0.108	-0.039	0.143	107.000	65.000	138.067	250.987	114.744	110.000	117.667	6.968	0.073	0.000	0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
66.000	67.000	66.000	142.609	263.148	126.050	111.250	119.875	14.217	-0.287	0.062	0.288	67.000	66.000	134.552	263.148	116.251	106.571	110.792	8.848	0.046	0.184	0.184	67.000	66.000	164.533	263.148	138.449	124.103	130.875	1.342	0.000	-0.000	-0.046	67.000	66.000	163.714	263.148	115.449	109.045	122.000	10.792	0.146	0.131	0.000	108.000	66.000	133.677	249.542	115.858	109.957	115.071	6.719	-0.249	0.010	0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
67.000	68.000	67.000	146.511	263.022	127.061	108.333	112.538	14.152	-0.065	-0.123	0.040	68.000	67.000	138.710	263.022	115.437	105.667	109.333	9.311	0.463	0.184	-0.184	68.000	67.000	150.257	263.022	134.700	128.067	137.611	0.963	-0.379	-0.034	0.248	68.000	67.000	181.774	263.022	117.161	110.478	116.786	10.830	0.038	-0.039	-0.104	109.000	67.000	136.531	250.057	114.603	111.273	117.455	6.452	-0.268	-0.011	0.182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68.000	69.000	68.000	141.875	261.246	128.026	109.833	117.000	13.873	-0.279	0.000	0.206	69.000	68.000	141.233	261.246	116.937	110.778	117.500	9.503	0.192	0.324	0.135	69.000	68.000	162.114	261.246	136.289	126.464	139.222	1.342	0.379	0.043	-0.227	69.000	68.000	163.556	261.246	114.963	108.333	117.375	10.573	-0.257	-0.103	0.194	110.000	68.000	136.500	249.423	114.714	110.125	112.833	6.035	-0.417	-0.064	0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
69.000	70.000	69.000	137.822	259.753	129.188	107.800	114.900	13.773	-0.100	0.061	0.123	70.000	69.000	140.081	259.753	115.177	106.200	112.875	9.698	0.195	0.227	0.092	70.000	69.000	165.575	259.753	137.977	126.500	135.333	1.277	-0.065	-0.000	-0.050	70.000	69.000	146.926	259.753	115.374	110.905	122.400	10.210	-0.363	-0.040	0.194	111.000	69.000	142.548	250.494	115.476	109.240	112.737	6.153	0.119	0.139	0.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
70.000	71.000	70.000	142.044	258.143	127.318	109.440	113.500	13.681	-0.092	0.000	0.123	71.000	70.000	135.688	258.143	116.467	111.348	115.278	9.706	0.008	0.232	0.140	71.000	70.000	146.515	258.143	129.663	119.615	125.952	1.193	-0.084	0.091	0.183	71.000	70.000	145.963	258.143	114.392	109.700	112.643	10.034	-0.176	-0.091	0.051	112.000	70.000	132.200	248.920	113.674	110.217	113.368	5.912	-0.241	0.000	0.256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
71.000	72.000	71.000	145.022	258.747	127.554	106.600	113.333	13.770	0.089	-0.039	-0.061	72.000	71.000	139.875	258.747	116.950	112.368	114.350	9.924	0.219	0.409	0.184	72.000	71.000	164.541	258.747	135.253	121.200	128.467	1.350	0.157	0.092	-0.144	72.000	71.000	166.800	258.747	116.787	109.522	114.667	10.768	0.734	0.000	-0.564	113.000	71.000	134.833	248.091	114.251	109.600	116.818	5.599	-0.314	-0.138	0.138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
72.000	73.000	72.000	151.578	258.396	130.080	109.520	112.882	13.919	0.149	-0.021	-0.206	73.000	72.000	141.000	258.396	115.013	110.600	117.500	10.487	0.563	0.368	-0.045	73.000	72.000	146.633	258.396	128.853	123.077	129.037	0.963	-0.387	-0.135	0.226	73.000	72.000	146.643	258.396	115.099	108.318	110.833	10.573	-0.195	0.091	0.299	114.000	72.000	135.464	248.878	113.924	107.042	112.417	5.450	-0.149	-0.064	0.053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
73.000	74.000	73.000	153.783	260.444	128.951	110.261	113.600	14.095	0.176	0.000	-0.206	74.000	73.000	144.465	260.444	115.901	105.435	110.286	11.031	0.544	0.413	-0.138	74.000	73.000	165.732	260.444	136.721	126.586	135.944	1.369	0.406	0.050	-0.183	74.000	73.000	145.037	260.444	114.532	110.900	118.667	10.213	-0.360	-0.182	0.104	115.000	73.000	130.857	249.195	113.567	111.667	114.833	5.228	-0.222	-0.128	0.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
74.000	75.000	74.000	148.147	257.863	131.789	109.320	113.643	12.909	-1.186	-0.595	0.433	75.000	74.000	139.703	257.863	114.961	106.913	112.364	11.261	0.230	0.321	0.091	75.000	74.000	153.704	257.863	135.143	127.607	136.000	0.990	-0.379	1.292E-15	0.184	75.000	74.000	150.815	257.863	115.410	111.842	115.765	10.405	0.192	0.000	-0.157	116.000	74.000	131.379	248.967	113.925	109.241	113.278	5.014	-0.214	-0.074	0.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
75.000	76.000	75.000	137.884	259.182	132.989	110.808	115.071	11.520	-1.389	-0.619	0.700	76.000	75.000	145.568	259.182	116.654	114.571	125.000	10.560	-0.701	-0.686	-0.092	76.000	75.000	162.857	259.182	133.775	126.562	130.652	1.304	0.314	0.050	-0.142	76.000	75.000	150.259	259.182	116.264	109.762	114.769	10.481	0.076	0.091	0.000	117.000	75.000	137.241	248.720	113.272	108.897	114.529	5.052	0.038	-0.064	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
76.000	77.000	76.000	137.156	254.465	118.225	111.269	116.769	7.905	-3.616	-0.097	3.090	77.000	76.000	147.387	254.465	116.806	111.870	117.250	11.991	1.431	1.248	0.000	77.000	76.000	174.558	254.465	136.827	124.654	137.143	1.407	0.103	-0.041	-0.059	77.000	76.000	156.250	254.465	115.817	107.565	112.857	10.473	-0.008	-0.052	0.000	118.000	76.000	138.793	249.025	114.172	110.667	116.500	5.098	0.046	0.139	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77.000	78.000	77.000	153.744	261.454	136.798	112.520	119.636	12.906	5.001	-0.084	-4.671	78.000	77.000	149.419	261.454	116.394	110.708	116.812	12.351	0.360	0.278	-0.047	78.000	77.000	159.694	261.454	135.118	125.345	135.833	1.101	-0.306	-0.000	0.140	78.000	77.000	157.107	261.454	116.076	108.292	111.938	10.435	-0.038	-0.038	-0.014	119.000	77.000	132.621	248.695	112.680	109.708	114.000	5.098	0.000	-0.064	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
78.000	79.000	78.000	155.048	261.859	135.716	108.741	114.333	13.266	0.360	0.000	-0.266	79.000	78.000	145.111	261.859	115.060	109.125	112.500	12.470	0.119	0.092	-0.047	79.000	78.000	161.364	261.859	136.779	128.852	136.789	1.296	0.195	-0.000	-0.046	79.000	78.000	144.741	261.859	114.170	109.087	118.375	9.972	-0.463	0.040	0.409	120.000	78.000	135.483	249.237	115.490	109.333	112.600	5.090	-0.008	-0.138	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
79.000	80.000	79.000	157.953	261.677	137.044	109.583	114.933	13.518	0.252	0.061	-0.205	80.000	79.000	143.486	261.677	115.664	109.160	115.684	12.868	0.398	0.140	-0.140	80.000	79.000	169.556	261.677	139.732	127.308	143.583	1.277	-0.019	-0.041	-0.051	80.000	79.000	143.296	261.677	114.895	110.261	113.550	10.018	0.046	0.000	-0.051	121.000	79.000	133.276	248.888	114.733	108.524	111.412	5.025	-0.065	-0.192	-0.139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
80.000	81.000	80.000	147.442	261.876	134.084	111.130	115.176	13.526	0.008	0.182	0.205	81.000	80.000	147.763	261.876	117.288	112.704	117.316	13.354	0.487	0.328	-0.184	81.000	80.000	156.432	261.876	135.753	130.188	135.571	1.101	-0.176	0.049	0.086	81.000	80.000	155.931	261.876	116.904	107.591	112.500	10.259	0.241	-0.039	-0.209	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
81.000	82.000	81.000	159.190	260.671	135.973	110.955	117.200	14.375	0.850	0.305	-0.433	82.000	81.000	153.500	260.671	116.842	110.160	115.900	13.882	0.528	0.281	-0.140	82.000	81.000	170.233	260.671	136.281	124.067	136.000	1.369	0.268	0.046	-0.092	82.000	81.000	144.741	260.671	115.123	109.300	114.917	10.026	-0.233	0.000	0.115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
82.000	83.000	82.000	127.949	255.066	113.941	107.240	114.545	8.011	-6.364	0.083	5.678	83.000	82.000	154.088	255.066	115.610	109.583	113.350	14.028	0.146	0.275	0.000	83.000	82.000	157.970	255.066	131.605	123.643	140.222	1.082	-0.287	0.049	0.184	83.000	82.000	150.700	255.066	117.406	110.609	118.200	10.573	0.547	0.091	-0.314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83.000	84.000	83.000	152.500	260.502	136.547	109.263	113.700	14.573	6.563	0.266	-5.599	84.000	83.000	144.806	260.502	116.058	111.320	125.000	14.391	0.363	0.196	0.049	84.000	83.000	155.294	260.502	129.048	124.333	131.842	1.055	-0.027	0.046	0.092	84.000	83.000	150.714	260.502	116.269	108.476	114.733	10.424	-0.149	-0.039	0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84.000	85.000	84.000	151.359	260.278	137.764	112.286	115.500	14.631	0.057	0.000	-0.205	85.000	84.000	154.161	260.278	116.066	109.160	114.077	14.805	0.414	0.431	-0.092	85.000	84.000	149.533	260.278	131.244	128.097	141.733	0.722	-0.333	-0.183	0.042	85.000	84.000	149.296	260.278	115.965	110.519	113.455	10.443	0.019	0.079	0.103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85.000	86.000	85.000	150.690	261.028	136.610	111.577	117.857	14.658	0.027	0.061	0.144	86.000	85.000	146.897	261.028	114.346	107.000	109.810	15.333	0.528	0.333	0.000	86.000	85.000	161.077	261.028	131.368	125.968	144.750	1.055	0.333	0.135	-0.055	86.000	85.000	156.935	261.028	117.548	110.727	114.818	10.638	0.195	-0.129	-0.263	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
86.000	87.000	86.000	147.923	260.470	136.165	111.042	118.000	14.963	0.306	0.183	-0.144	87.000	86.000	153.919	260.470	115.704	108.167	112.500	15.558	0.225	0.100	0.000	87.000	86.000	169.024	260.470	138.333	127.720	134.750	1.112	0.057	-0.141	-0.147	87.000	86.000	157.806	260.470	116.863	107.182	113.091	10.546	-0.092	0.000	0.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87.000	88.000	87.000	159.000	261.754	136.415	108.250	113.100	15.434	0.471	0.122	-0.411	88.000	87.000	154.147	261.754	115.665	107.481	112.923	15.647	0.089	0.284	0.041	88.000	87.000	164.486	261.754	134.891	131.077	141.611	0.890	-0.222	-0.000	0.138	88.000	87.000	146.444	261.754	114.141	106.786	112.545	9.907	-0.639	-0.091	0.451	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88.000	89.000	88.000	149.833	263.419	138.131	109.885	119.333	15.166	-0.268	0.000	0.288	89.000	88.000	128.879	263.419	113.463	111.875	119.000	14.781	-0.865	-0.091	0.700	89.000	88.000	171.925	263.419	140.792	131.667	143.176	1.001	0.111	0.092	-0.000	89.000	88.000	153.821	263.419	116.278	110.857	114.143	10.259	0.352	-0.091	-0.390	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89.000	90.000	89.000	131.108	256.721	115.076	111.708	119.778	8.263	-6.903	-0.144	6.139	90.000	89.000	140.630	256.721	115.211	110.476	117.286	15.187	0.406	0.092	-0.316	90.000	89.000	161.250	256.721	137.889	133.655	148.000	0.779	-0.222	-0.000	0.184	90.000	89.000	151.750	256.721	115.777	108.091	113.667	10.554	0.295	0.130	-0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90.000	91.000	90.000	155.944	262.106	138.251	112.320	119.273	15.561	7.298	-0.101	-6.602	91.000	90.000	134.159	262.106	113.892	108.154	115.571	15.098	-0.089	0.100	0.508	91.000	90.000	167.615	262.106	139.038	130.417	137.600	1.150	0.371	0.042	-0.099	91.000	90.000	144.333	262.106	115.062	106.000	110.273	10.405	-0.149	0.143	0.246	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91.000	92.000	91.000	124.821	256.164	114.225	111.033	115.444	8.038	-7.523	-0.162	6.457	92.000	91.000	142.231	256.164	114.899	110.310	115.588	15.252	0.154	0.091	-0.243	92.000	91.000	171.414	256.164	141.720	134.444	146.133	0.760	-0.390	-0.138	-0.000	92.000	91.000	144.351	256.164	114.695	107.762	111.882	10.619	0.214	-0.143	-0.194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92.000	93.000	92.000	121.889	255.215	114.622	111.679	117.500	8.084	0.046	-0.061	0.000	93.000	92.000	139.279	255.215	115.085	110.522	119.571	15.190	-0.062	0.051	0.233	93.000	92.000	181.070	255.215	144.889	131.917	141.556	1.223	0.463	0.140	-0.184	93.000	92.000	147.871	255.215	115.316	108.476	113.000	10.646	0.027	0.052	-0.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
93.000	94.000	93.000	128.846	255.381	115.049	113.538	119.056	8.314	0.230	-0.220	-0.411	94.000	93.000	142.864	255.381	114.831	112.545	117.615	15.309	0.119	0.102	-0.102	94.000	93.000	164.182	255.381	138.630	132.615	142.611	0.798	-0.425	-0.036	0.270	94.000	93.000	149.724	255.381	116.583	113.300	117.333	10.462	-0.184	-0.130	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94.000	95.000	94.000	131.441	254.700	115.065	111.692	119.750	8.119	-0.195	-0.121	0.000	95.000	94.000	141.475	254.700	115.251	112.400	121.545	15.577	0.268	0.000	-0.183	95.000	94.000	169.061	254.700	139.600	133.786	145.333	0.760	-0.038	0.081	-0.024	95.000	94.000	150.065	254.700	116.674	109.850	114.500	10.443	-0.019	-0.052	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95.000	96.000	95.000	131.564	254.724	116.124	113.583	121.000	8.165	0.046	-0.145	-0.145	96.000	95.000	151.298	254.724	116.224	108.577	112.700	15.780	0.203	0.000	-0.183	96.000	95.000	160.786	254.724	135.889	131.826	147.091	0.817	0.057	0.061	0.132	96.000	95.000	145.382	254.724	116.806	110.909	114.333	10.665	0.222	0.130	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96.000	97.000	96.000	128.750	253.739	116.705	111.077	118.200	8.054	-0.111	-0.061	0.061	97.000	96.000	144.167	253.739	115.257	110.414	114.800	15.355	-0.425	0.041	0.375	97.000	96.000	164.881	253.739	142.703	139.280	159.667	0.812	-0.006	-0.089	-0.056	97.000	96.000	153.270	253.739	115.890	109.040	115.267	10.903	0.238	0.143	-0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97.000	98.000	97.000	127.361	253.705	117.552	116.517	126.714	7.775	-0.279	-0.096	0.145	98.000	97.000	148.514	253.705	116.275	108.320	117.700	15.566	0.211	0.051	-0.183	98.000	97.000	160.733	253.705	141.885	139.870	154.118	0.633	-0.179	-0.000	0.026	98.000	97.000	150.387	253.705	116.400	108.958	115.111	10.665	-0.238	-0.143	0.103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98.000	99.000	98.000	127.128	253.919	115.476	112.448	119.375	7.737	-0.038	-0.035	0.000	99.000	98.000	144.073	253.919	116.486	110.348	119.750	15.810	0.244	0.142	0.051	99.000	98.000	185.359	253.919	147.500	145.704	167.273	0.809	0.176	-0.130	-0.130	99.000	98.000	148.121	253.919	115.552	107.500	113.200	10.535	-0.130	0.000	0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99.000	100.000	99.000	131.111	253.345	115.961	113.679	121.706	7.542	-0.195	-0.060	0.119	100.000	99.000	132.000	253.345	113.364	111.174	120.125	14.509	-1.301	0.051	1.095	100.000	99.000	168.606	253.345	140.952	139.316	170.769	0.679	-0.130	0.108	0.180	100.000	99.000	150.759	253.345	115.550	110.591	114.400	10.121	-0.414	-0.546	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100.000	101.000	100.000	132.176	252.036	117.459	113.963	122.643	7.461	-0.081	-0.110	-0.060	101.000	100.000	129.636	252.036	113.418	108.259	114.500	14.964	0.455	0.102	-0.080	101.000	100.000	162.167	252.036	139.647	139.312	157.611	0.614	-0.065	0.072	0.054	101.000	100.000	149.567	252.036	115.358	107.286	115.333	10.673	0.552	0.455	-0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101.000	102.000	101.000	133.103	252.517	118.202	110.464	115.714	7.828	0.368	-0.034	-0.350	102.000	101.000	137.389	252.517	113.800	113.000	119.100	14.960	-0.003	0.051	-0.143	102.000	101.000	156.480	252.517	147.400	147.400	152.333	0.309	-0.305	0.195	0.195	102.000	101.000	149.912	252.517	121.584	111.833	117.600	4.741	-5.932	-5.540	0.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102.000	103.000	102.000	133.500	251.795	117.321	114.690	118.538	7.347	-0.482	-0.264	0.119	103.000	102.000	138.864	251.795	114.016	107.476	109.792	15.255	0.295	0.040	-0.132	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	102.000	155.851	251.795	117.933	108.864	113.231	11.171	6.430	5.916	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103.000	104.000	103.000	131.429	251.922	116.765	113.880	120.333	7.327	-0.019	-0.322	-0.173	104.000	103.000	131.250	251.922	114.100	112.391	119.125	14.708	-0.547	0.091	0.302	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	103.000	146.194	251.922	116.210	107.952	113.933	10.635	-0.536	0.000	0.297	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104.000	105.000	104.000	129.619	252.355	117.894	114.000	119.952	7.446	0.119	-0.318	-0.436	105.000	104.000	131.657	252.355	112.959	108.000	137.000	15.014	0.306	0.000	-0.182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	104.000	136.139	252.355	114.784	109.750	118.000	9.972	-0.663	-0.131	0.570	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105.000	106.000	105.000	130.289	251.881	115.831	113.829	118.500	7.236	-0.211	-0.204	0.086	106.000	105.000	137.909	251.881	113.714	109.333	114.200	15.336	0.322	0.000	-0.223	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	105.000	143.324	251.881	116.648	111.389	113.438	10.654	0.682	0.091	-0.571	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106.000	107.000	106.000	129.917	250.987	115.734	113.867	129.429	7.400	0.165	-0.118	-0.436	107.000	106.000	125.811	250.987	114.703	110.179	118.167	14.329	-1.007	-0.669	0.233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	106.000	150.353	250.987	116.827	110.318	114.000	10.654	0.000	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
