T	X	Y	Mean	StdDev
1.000	22.620	19.825	689.520	419.693
2.000	22.620	19.825	665.695	405.582
3.000	22.620	19.825	665.893	409.318
4.000	22.685	19.760	662.249	409.034
5.000	22.555	19.825	661.488	410.567
6.000	22.490	19.825	614.770	382.401
7.000	22.425	19.630	608.255	386.049
8.000	22.425	19.630	609.295	385.472
9.000	22.490	19.890	611.222	381.058
10.000	22.620	19.695	609.692	385.946
11.000	22.555	19.630	606.456	386.162
12.000	22.490	19.630	611.048	387.677
13.000	22.555	19.760	611.624	385.393
14.000	22.490	19.825	610.960	384.329
15.000	22.425	19.760	612.876	384.830
16.000	22.425	19.825	612.869	382.843
17.000	22.425	19.825	611.997	382.167
18.000	22.360	19.955	616.490	383.313
19.000	22.360	19.890	613.643	380.810
20.000	22.360	19.890	614.456	378.210
21.000	22.425	19.890	615.167	378.184
22.000	22.360	20.085	610.485	372.359
23.000	22.165	19.955	616.775	374.156
24.000	22.100	19.955	619.970	375.070
25.000	22.100	19.890	618.090	373.491
26.000	22.100	19.825	613.819	375.975
27.000	22.100	19.825	615.929	376.609
28.000	22.295	19.890	613.827	376.441
29.000	22.425	19.825	616.621	376.886
30.000	22.425	19.890	613.554	376.333
31.000	22.230	19.825	620.148	378.263
32.000	22.230	19.760	620.920	376.646
33.000	22.425	19.760	619.673	379.641
34.000	22.295	19.760	619.294	376.240
35.000	22.295	19.370	622.446	378.329
36.000	22.165	19.305	624.120	373.170
37.000	22.425	19.695	630.020	370.634
38.000	22.490	19.565	630.593	370.370
39.000	21.710	20.085	643.049	366.401
40.000	21.710	20.150	642.939	366.637
41.000	21.645	20.085	642.154	365.973
42.000	21.840	20.085	640.080	363.104
43.000	21.775	20.085	639.493	361.287
44.000	21.840	20.150	642.699	362.417
45.000	21.970	20.150	640.991	361.534
46.000	22.035	20.085	639.135	358.750
47.000	21.905	20.150	640.111	359.532
48.000	21.905	20.150	643.405	360.048
49.000	21.905	20.020	643.820	360.560
50.000	21.840	20.085	643.138	358.256
51.000	21.775	20.085	642.242	358.756
52.000	21.840	20.020	639.109	356.461
53.000	21.710	20.020	639.473	356.116
54.000	21.645	20.085	642.562	357.737
55.000	21.710	20.020	641.434	358.590
56.000	21.710	20.020	644.412	357.488
57.000	21.645	19.955	647.463	359.558
58.000	21.710	19.955	646.740	357.938
59.000	21.645	19.955	645.839	357.335
60.000	21.645	20.020	648.324	357.836
61.000	21.580	19.955	650.020	353.843
62.000	21.580	19.890	650.294	355.119
63.000	21.840	19.825	648.133	354.022
64.000	21.775	19.890	648.967	354.173
65.000	21.645	19.760	649.309	354.529
66.000	21.710	19.760	645.065	354.984
67.000	21.580	19.825	642.881	352.285
68.000	21.645	19.760	646.861	355.272
69.000	21.580	19.825	648.999	352.579
70.000	21.710	19.760	641.732	350.332
71.000	22.100	19.695	640.447	351.265
72.000	22.815	19.435	631.435	353.302
73.000	22.685	19.500	631.927	352.057
74.000	22.620	19.500	630.601	351.298
75.000	22.945	19.435	628.513	353.154
76.000	23.205	19.435	625.302	351.287
77.000	23.985	19.240	604.730	355.413
78.000	23.920	19.305	607.905	356.569
79.000	24.050	19.370	607.820	356.977
80.000	23.010	19.565	623.621	346.641
81.000	22.945	19.500	625.538	346.341
82.000	22.360	19.695	629.077	341.100
83.000	22.360	19.630	627.872	343.786
84.000	22.490	19.500	629.601	345.187
85.000	22.555	19.435	627.339	342.592
86.000	22.620	19.500	629.094	343.101
87.000	22.815	19.435	628.696	338.541
88.000	23.270	19.305	627.337	338.208
89.000	22.360	19.630	633.961	335.636
90.000	22.620	19.630	632.708	334.413
91.000	22.880	19.565	631.168	335.358
92.000	23.075	19.500	627.986	334.080
93.000	22.685	19.630	630.837	334.219
94.000	23.465	19.370	624.863	333.345
95.000	23.270	19.500	624.900	333.207
96.000	23.010	19.500	625.611	332.308
97.000	23.205	19.565	625.203	334.880
98.000	21.905	20.150	635.013	330.124
99.000	22.620	19.760	627.999	332.783
100.000	21.645	20.280	637.082	327.230
101.000	22.685	19.890	624.193	331.074
102.000	21.580	20.345	633.617	327.709
103.000	21.580	20.410	638.946	330.461
104.000	21.580	20.280	634.231	328.990
105.000	21.580	20.280	635.967	328.761
106.000	21.580	20.280	631.555	326.282
107.000	24.115	19.435	604.070	338.980
108.000	23.985	19.565	606.722	341.325
109.000	24.180	19.500	605.371	340.235
110.000	24.050	19.435	603.300	339.832
111.000	23.855	19.435	603.563	341.135
112.000	22.165	19.825	622.077	334.099
113.000	22.165	19.825	615.632	333.750
114.000	22.360	19.760	616.409	336.083
115.000	22.295	19.760	615.413	336.168
116.000	21.905	19.955	619.261	336.419
117.000	22.295	19.955	616.134	336.152
118.000	22.165	19.890	614.356	334.640
119.000	22.100	20.020	618.847	335.454
120.000	22.100	20.020	617.007	336.609
121.000	22.100	20.085	619.106	337.106
