T	X	Y	Mean	StdDev
1.000	11.570	19.500	402.755	126.937
2.000	11.375	19.305	391.616	121.937
3.000	11.375	19.695	387.864	120.152
4.000	11.635	19.565	386.735	117.252
5.000	11.570	19.630	386.232	119.405
6.000	11.570	19.695	384.764	118.887
7.000	11.505	19.565	381.106	117.907
8.000	11.570	19.435	378.436	116.935
9.000	11.570	19.435	379.340	116.905
10.000	11.570	19.435	378.927	116.450
11.000	11.570	19.305	377.348	116.111
12.000	11.570	19.175	378.689	116.029
13.000	11.570	19.175	377.467	113.243
14.000	11.570	19.175	379.099	115.244
15.000	11.570	19.110	378.377	114.914
16.000	11.635	19.110	378.479	114.185
17.000	11.635	19.175	376.830	111.248
18.000	11.570	19.240	374.689	109.876
19.000	11.635	19.305	375.477	109.096
20.000	11.635	19.435	372.178	108.512
21.000	11.570	19.370	371.941	107.296
22.000	11.570	19.435	371.668	106.515
23.000	11.570	19.500	368.696	105.245
24.000	11.570	19.435	368.787	101.493
25.000	11.635	19.435	368.777	100.292
26.000	11.635	19.370	367.611	98.127
27.000	11.635	19.370	368.622	97.779
28.000	11.570	19.370	367.857	98.676
29.000	11.635	19.240	367.565	100.838
30.000	11.635	19.240	368.352	102.322
31.000	11.635	19.500	367.089	103.724
32.000	11.635	19.565	366.902	105.873
33.000	11.570	19.500	366.156	105.980
34.000	11.570	19.435	367.846	105.659
35.000	11.570	19.305	369.834	108.662
36.000	11.570	19.370	370.528	108.108
37.000	11.700	19.435	368.715	107.156
38.000	11.700	19.565	366.046	107.383
39.000	11.765	19.565	364.209	107.060
40.000	11.830	19.695	364.832	108.126
41.000	11.765	19.760	362.147	107.870
42.000	11.700	19.825	360.948	106.752
43.000	11.765	19.890	360.742	102.669
44.000	11.765	19.890	361.712	102.346
45.000	11.700	20.020	361.953	102.830
46.000	11.700	20.150	364.472	102.575
47.000	11.700	20.215	364.981	101.493
48.000	11.635	20.280	366.290	101.208
49.000	11.895	20.215	361.847	100.629
50.000	11.830	20.280	365.248	100.803
51.000	11.700	20.215	366.530	100.683
52.000	11.635	20.085	367.802	99.922
53.000	11.570	20.020	366.748	98.590
54.000	11.570	20.085	368.361	97.074
55.000	11.505	20.020	368.670	98.926
56.000	11.505	20.020	368.246	102.659
57.000	11.505	19.955	369.411	99.783
58.000	11.570	19.890	370.085	100.346
59.000	11.440	19.760	371.534	99.169
60.000	11.505	19.695	373.122	99.482
61.000	11.570	19.695	372.990	99.460
62.000	11.505	19.565	373.037	101.504
63.000	11.505	19.370	371.666	102.573
64.000	11.505	19.370	369.195	100.966
65.000	11.505	19.370	369.409	101.106
66.000	11.570	19.370	367.596	100.691
67.000	11.570	19.370	365.022	101.518
68.000	11.505	19.435	366.178	103.979
69.000	11.505	19.630	365.234	107.767
70.000	11.570	19.435	366.402	108.796
71.000	11.635	19.500	366.355	110.508
72.000	11.635	19.565	369.367	113.285
73.000	11.700	19.500	365.862	114.675
74.000	11.570	19.500	366.027	113.900
75.000	11.570	19.435	366.308	115.845
76.000	11.570	19.370	363.145	114.655
77.000	11.570	19.175	363.292	112.011
78.000	11.440	19.175	361.375	111.548
79.000	11.505	19.240	356.921	111.466
80.000	11.440	19.305	357.181	112.192
81.000	11.375	19.305	358.948	112.136
82.000	11.570	19.305	355.605	111.356
83.000	11.180	19.240	356.733	109.671
84.000	11.570	19.175	355.640	108.086
85.000	11.505	19.175	355.535	107.280
86.000	10.855	19.110	356.899	107.634
87.000	10.790	19.045	355.399	109.947
88.000	10.660	19.110	357.684	110.466
89.000	10.595	19.110	357.979	112.028
90.000	10.725	19.045	358.433	109.785
91.000	10.660	19.240	357.833	108.925
92.000	11.440	19.370	352.621	110.253
93.000	11.440	19.500	352.860	111.769
94.000	10.790	19.565	353.430	112.238
95.000	10.790	19.630	354.186	113.166
96.000	10.660	19.825	355.865	112.284
97.000	10.595	19.825	354.035	109.612
98.000	10.530	19.695	354.789	111.060
99.000	10.595	19.695	352.551	111.527
100.000	10.660	19.825	352.522	111.582
101.000	10.660	19.695	354.170	113.484
102.000	10.725	19.565	353.125	113.462
103.000	10.855	19.500	353.405	114.478
104.000	10.920	19.500	352.021	116.354
105.000	10.855	19.500	353.709	117.873
106.000	10.790	19.500	352.624	117.260
107.000	10.920	19.500	353.627	119.037
108.000	10.855	19.500	352.960	119.077
109.000	10.855	19.435	354.478	118.074
110.000	10.855	19.370	356.513	117.894
111.000	10.920	19.240	356.301	114.387
112.000	11.570	19.175	354.427	115.496
113.000	11.570	19.175	354.693	114.520
114.000	11.570	19.110	355.526	116.384
115.000	11.635	19.045	354.302	115.213
116.000	11.635	18.980	352.690	113.195
117.000	11.635	18.980	353.684	114.578
118.000	11.635	19.045	356.556	116.469
119.000	11.570	19.110	356.797	115.449
120.000	11.570	19.175	359.740	116.654
121.000	11.635	19.240	357.957	115.346
