 	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)	T (9)	Base X (9)	Base Y (9)	Tip X (9)	Tip Y (9)	||[body,base]|| (9)	||[base,tip]||  (9)	||[base,tip]|| : [body,base] (9)	[base,tip] ? [body,base] (9)	?||[base,tip]|| : [body,base] (9)	||[tip(t-1),tip(t)]|| : [base,tip] (9)	||[base(t-1),base(t)]|| : [base,tip] (9)	T (10)	Base X (10)	Base Y (10)	Tip X (10)	Tip Y (10)	||[body,base]|| (10)	||[base,tip]||  (10)	||[base,tip]|| : [body,base] (10)	[base,tip] ? [body,base] (10)	?||[base,tip]|| : [body,base] (10)	||[tip(t-1),tip(t)]|| : [base,tip] (10)	||[base(t-1),base(t)]|| : [base,tip] (10)	T (11)	Base X (11)	Base Y (11)	Tip X (11)	Tip Y (11)	||[body,base]|| (11)	||[base,tip]||  (11)	||[base,tip]|| : [body,base] (11)	[base,tip] ? [body,base] (11)	?||[base,tip]|| : [body,base] (11)	||[tip(t-1),tip(t)]|| : [base,tip] (11)	||[base(t-1),base(t)]|| : [base,tip] (11)	T (12)	Base X (12)	Base Y (12)	Tip X (12)	Tip Y (12)	||[body,base]|| (12)	||[base,tip]||  (12)	||[base,tip]|| : [body,base] (12)	[base,tip] ? [body,base] (12)	?||[base,tip]|| : [body,base] (12)	||[tip(t-1),tip(t)]|| : [base,tip] (12)	||[base(t-1),base(t)]|| : [base,tip] (12)	T (13)	Base X (13)	Base Y (13)	Tip X (13)	Tip Y (13)	||[body,base]|| (13)	||[base,tip]||  (13)	||[base,tip]|| : [body,base] (13)	[base,tip] ? [body,base] (13)	?||[base,tip]|| : [body,base] (13)	||[tip(t-1),tip(t)]|| : [base,tip] (13)	||[base(t-1),base(t)]|| : [base,tip] (13)	T (14)	Base X (14)	Base Y (14)	Tip X (14)	Tip Y (14)	||[body,base]|| (14)	||[base,tip]||  (14)	||[base,tip]|| : [body,base] (14)	[base,tip] ? [body,base] (14)	?||[base,tip]|| : [body,base] (14)	||[tip(t-1),tip(t)]|| : [base,tip] (14)	||[base(t-1),base(t)]|| : [base,tip] (14)	T (15)	Base X (15)	Base Y (15)	Tip X (15)	Tip Y (15)	||[body,base]|| (15)	||[base,tip]||  (15)	||[base,tip]|| : [body,base] (15)	[base,tip] ? [body,base] (15)	?||[base,tip]|| : [body,base] (15)	||[tip(t-1),tip(t)]|| : [base,tip] (15)	||[base(t-1),base(t)]|| : [base,tip] (15)
110	89.000	40.105	34.320	46.215	26.000	31.111	10.323	10.323	321.142	-0.014	0.038	0.052	89.000	39.065	33.410	40.950	22.555	31.260	11.017	10.075	314.944	-0.105	-0.064	0.064	89.000	43.290	35.815	49.140	26.845	31.975	10.709	10.567	337.890	0.370	0.234	-0.125	89.000	40.625	40.950	45.175	40.040	26.430	4.640	3.892	102.862	0.047	-0.013	-0.076	89.000	34.515	40.950	29.965	39.260	22.466	4.854	-1.205	-27.065	0.042	NaN	-0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	42.250	46.800	50.050	43.680	24.102	8.401	8.280	199.555	-0.109	-0.145	-0.024	89.000	42.185	47.840	48.165	50.570	23.518	6.574	3.863	90.854	-0.055	NaN	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111	90.000	40.040	34.320	46.410	25.805	31.072	10.634	10.633	330.403	0.311	0.273	-0.039	90.000	39.130	33.410	40.950	22.555	31.296	11.007	10.031	313.934	-0.044	NaN	0.011	90.000	43.290	35.750	49.140	26.715	32.023	10.764	10.618	340.011	0.050	0.109	0.055	90.000	41.080	40.885	45.110	40.040	26.802	4.118	3.496	93.715	-0.395	-0.064	0.459	90.000	34.320	41.015	30.030	39.260	22.302	4.635	-0.978	-21.814	0.227	-0.060	0.156	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	42.185	46.800	50.050	43.745	24.047	8.437	8.299	199.559	0.019	-0.024	-0.061	90.000	42.250	47.775	48.100	50.505	23.606	6.456	3.745	88.395	-0.119	-0.086	0.031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112	91.000	40.040	34.385	46.475	25.675	31.072	10.829	10.829	336.487	0.196	0.143	-0.052	91.000	39.130	33.540	40.950	22.555	31.242	11.135	10.134	316.600	0.103	NaN	-0.128	91.000	43.290	35.685	49.205	26.520	32.119	10.908	10.762	345.681	0.145	0.199	0.055	91.000	40.950	40.950	45.175	39.975	26.709	4.336	3.720	99.351	0.223	0.078	-0.141	91.000	34.515	41.015	30.030	39.260	22.466	4.816	-1.114	-25.033	-0.136	NaN	-0.182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	42.185	46.865	49.985	43.745	24.047	8.401	8.278	199.048	-0.021	-0.060	-0.024	91.000	42.250	47.840	48.100	50.505	23.606	6.428	3.777	89.152	0.032	NaN	0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113	92.000	40.105	34.450	46.605	25.545	30.902	11.025	11.025	340.679	0.196	0.182	-0.014	92.000	39.130	33.280	41.015	22.555	31.296	10.889	9.959	311.687	-0.174	0.011	0.256	92.000	43.290	35.685	49.270	26.260	31.975	11.162	10.991	351.431	0.228	0.254	NaN	92.000	40.950	40.950	45.305	39.975	26.574	4.463	3.826	101.662	0.106	0.127	NaN	92.000	34.320	41.145	30.030	39.260	22.088	4.686	-0.901	-19.912	0.213	NaN	0.126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	42.250	46.800	49.985	43.680	24.034	8.341	8.231	197.815	-0.047	0.024	0.085	92.000	42.185	47.775	48.100	50.505	23.486	6.515	3.819	89.701	0.043	NaN	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114	93.000	40.170	34.320	46.735	25.415	31.188	11.063	11.063	345.043	0.039	0.182	0.143	93.000	39.130	33.410	41.015	22.490	31.332	11.081	10.113	316.879	0.154	0.064	-0.128	93.000	43.225	35.815	49.400	25.935	31.975	11.651	11.458	366.375	0.467	0.344	-0.145	93.000	40.950	40.950	45.370	39.910	26.711	4.541	3.913	104.527	0.088	0.078	NaN	93.000	34.320	41.145	30.420	39.520	22.232	4.225	-0.888	-19.752	0.013	-0.460	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	42.315	46.735	49.985	43.745	24.247	8.232	8.102	196.437	-0.129	-0.024	0.084	93.000	42.250	47.840	48.165	50.570	23.631	6.515	3.821	90.292	0.002	0.086	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
115	94.000	40.105	34.385	47.060	25.285	31.149	11.453	11.452	356.708	0.388	0.301	-0.091	94.000	39.130	33.345	41.015	22.555	31.440	10.953	10.016	314.902	-0.098	-0.064	0.064	94.000	43.225	35.750	49.465	25.610	32.071	11.906	11.700	375.231	0.242	0.311	0.055	94.000	40.755	40.950	45.435	39.910	26.615	4.794	4.084	108.701	0.171	0.063	-0.190	94.000	34.320	41.210	30.420	39.585	22.232	4.225	-0.888	-19.752	NaN	-0.025	-0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	42.315	46.800	49.985	43.745	24.247	8.256	8.136	197.261	0.034	NaN	-0.024	94.000	42.315	47.840	48.165	50.570	23.720	6.456	3.759	89.156	-0.062	NaN	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
116	95.000	40.170	34.320	47.125	25.090	31.240	11.557	11.556	361.022	0.105	0.195	0.091	95.000	39.130	33.475	40.950	22.555	31.332	11.071	10.077	315.743	0.061	-0.011	-0.128	95.000	43.160	35.815	49.530	25.480	31.980	12.140	11.932	381.577	0.232	0.145	-0.089	95.000	40.820	40.885	45.500	39.910	26.707	4.780	4.039	107.864	-0.045	0.064	0.077	95.000	34.385	41.145	30.485	39.520	22.323	4.225	-0.891	-19.900	-0.003	-0.035	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	42.315	46.800	49.920	43.745	24.247	8.196	8.080	195.917	-0.055	-0.060	NaN	95.000	42.315	47.840	48.100	50.570	23.720	6.397	3.702	87.812	-0.057	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
117	96.000	40.170	34.320	47.190	25.025	31.188	11.648	11.647	363.257	0.091	0.091	NaN	96.000	39.065	33.410	41.015	22.555	31.296	11.029	10.103	316.199	0.026	0.011	0.052	96.000	43.225	35.750	49.465	25.285	32.023	12.184	11.937	382.261	0.005	0.134	0.089	96.000	40.950	40.885	45.500	39.910	26.756	4.653	3.958	105.900	-0.081	NaN	0.127	96.000	34.255	41.145	30.485	39.520	22.195	4.105	-0.805	-17.859	0.087	NaN	0.119	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	42.185	46.865	49.920	43.745	24.068	8.341	8.227	198.017	0.147	NaN	-0.145	96.000	42.250	47.775	47.970	50.505	23.663	6.338	3.638	86.097	-0.064	-0.145	-0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
118	97.000	40.495	33.540	47.320	24.895	31.943	11.014	11.008	351.617	-0.640	0.183	0.814	97.000	39.065	33.410	41.015	22.490	31.225	11.093	10.139	316.596	0.036	0.064	NaN	97.000	42.965	35.880	49.400	25.220	31.700	12.452	12.210	387.056	0.273	0.022	-0.246	97.000	40.820	40.885	45.565	39.910	26.619	4.844	4.103	109.229	0.145	0.064	-0.127	97.000	34.320	41.145	30.485	39.520	22.163	4.165	-0.875	-19.389	-0.070	NaN	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	42.250	46.800	49.855	43.745	24.145	8.196	8.089	195.322	-0.138	-0.060	0.085	97.000	42.185	47.775	47.970	50.505	23.599	6.397	3.720	87.791	0.082	NaN	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
119	98.000	40.430	33.670	47.320	24.895	31.852	11.157	11.151	355.175	0.143	NaN	-0.142	98.000	39.130	33.280	40.950	22.490	31.423	10.942	9.967	313.182	-0.173	-0.011	0.139	98.000	43.030	35.815	49.400	25.220	31.840	12.362	12.121	385.937	-0.089	NaN	0.089	98.000	40.690	40.950	45.565	39.845	26.525	4.999	4.279	113.488	0.175	0.014	-0.141	98.000	34.450	41.210	30.485	39.520	22.238	4.310	-0.917	-20.381	-0.042	NaN	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	42.250	46.735	49.920	43.745	24.213	8.232	8.105	196.243	0.016	0.061	0.024	98.000	42.185	47.775	47.970	50.440	23.631	6.369	3.739	88.366	0.019	-0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
120	99.000	40.430	33.800	47.320	24.895	31.695	11.259	11.257	356.776	0.106	NaN	-0.103	99.000	39.195	33.215	40.950	22.555	31.459	10.804	9.815	308.767	-0.152	-0.064	0.075	99.000	42.965	35.880	49.465	25.220	31.700	12.485	12.254	388.447	0.133	0.034	-0.089	99.000	40.820	40.950	45.695	39.780	26.574	5.013	4.337	115.241	0.058	0.142	0.126	99.000	34.255	41.210	30.550	39.520	22.072	4.072	-0.744	-16.423	0.172	-0.059	0.177	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	42.315	46.735	49.920	43.745	24.235	8.172	8.055	195.199	-0.050	NaN	0.060	99.000	42.250	47.905	47.970	50.440	23.593	6.257	3.789	89.397	0.050	NaN	0.112	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
121	100.000	40.885	33.150	47.450	24.765	32.292	10.649	10.646	343.776	-0.611	0.183	0.792	100.000	39.195	33.020	40.950	22.555	31.423	10.611	9.661	303.570	-0.154	NaN	0.192	100.000	42.835	35.880	49.465	25.285	31.424	12.498	12.295	386.347	0.041	-0.055	-0.069	100.000	40.625	41.015	45.760	39.780	26.206	5.281	4.571	119.779	0.234	0.063	-0.205	100.000	34.385	41.275	30.550	39.585	21.898	4.191	-0.857	-18.759	-0.113	-0.026	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	42.380	46.735	49.920	43.745	24.134	8.111	8.008	193.268	-0.047	NaN	0.060	100.000	42.380	47.840	47.970	50.440	23.588	6.165	3.674	86.672	-0.115	NaN	0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
122	101.000	40.885	33.150	47.515	24.700	32.227	10.741	10.738	346.044	0.092	0.091	NaN	101.000	39.260	32.760	40.950	22.555	31.603	10.344	9.404	297.199	-0.257	NaN	0.267	101.000	42.965	35.880	49.400	25.415	31.461	12.285	12.050	379.092	-0.245	-0.145	0.068	101.000	40.625	41.015	45.825	39.780	26.164	5.345	4.632	121.190	0.061	0.063	NaN	101.000	34.385	41.210	30.485	39.520	21.883	4.250	-0.912	-19.950	-0.055	0.085	0.026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	42.315	46.735	49.920	43.745	24.068	8.172	8.070	194.227	0.062	NaN	-0.060	101.000	42.380	47.905	47.970	50.505	23.553	6.165	3.717	87.542	0.042	0.027	0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
123	102.000	40.885	33.215	47.645	24.570	31.980	10.974	10.972	350.899	0.235	0.182	-0.051	102.000	39.260	32.565	40.950	22.555	31.567	10.152	9.250	291.981	-0.154	NaN	0.192	102.000	42.965	35.815	46.930	32.045	31.321	5.471	5.461	171.036	-6.589	-6.358	0.045	102.000	40.950	41.015	45.760	39.780	26.222	4.966	4.377	114.772	-0.255	-0.063	0.315	102.000	34.450	41.210	30.485	39.520	21.725	4.310	-0.972	-21.112	-0.060	NaN	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	42.250	46.735	49.920	43.745	23.857	8.232	8.132	193.995	0.062	NaN	-0.061	102.000	42.445	47.905	47.905	50.440	23.462	6.020	3.668	86.051	-0.049	-0.086	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
