dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)	T (14)	dT (14)	Base Mean (14)	Body Mean (14)	Proj Mean (14)	Tip Mean (14)	Tip Th Mean (14)	Length (14)	dL (14)	DCTM (14)	DCBM (14)	T (15)	dT (15)	Base Mean (15)	Body Mean (15)	Proj Mean (15)	Tip Mean (15)	Tip Th Mean (15)	Length (15)	dL (15)	DCTM (15)	DCBM (15)	T (16)	dT (16)	Base Mean (16)	Body Mean (16)	Proj Mean (16)	Tip Mean (16)	Tip Th Mean (16)	Length (16)	dL (16)	DCTM (16)	DCBM (16)	T (17)	dT (17)	Base Mean (17)	Body Mean (17)	Proj Mean (17)	Tip Mean (17)	Tip Th Mean (17)	Length (17)	dL (17)	DCTM (17)	DCBM (17)
5.000	6.000	5.000	204.500	453.441	152.565	137.080	145.091	8.117	0.057	0.000	-0.055	6.000	5.000	224.023	453.441	194.515	181.333	219.474	1.277	-0.046	-0.043	0.049	6.000	5.000	199.300	453.441	156.249	138.000	146.000	11.803	-0.084	0.000	0.064	6.000	5.000	230.091	453.441	183.141	139.400	153.375	4.989	0.092	0.202	0.114	6.000	5.000	238.317	453.441	180.481	156.714	179.647	3.792	-0.111	0.053	0.196	6.000	5.000	191.714	453.441	158.319	137.000	147.929	13.836	0.785	-0.056	-0.927	6.000	5.000	213.512	453.441	162.562	134.815	141.105	12.680	0.038	-0.090	-0.125	6.000	5.000	190.333	453.441	166.278	140.241	148.045	8.846	0.092	0.170	0.120	8.000	5.000	209.459	455.694	170.835	157.833	177.150	3.448	0.230	0.000	-0.092	9.000	5.000	172.156	455.667	152.000	146.292	165.000	4.160	-0.501	-0.091	0.207	25.000	5.000	183.720	445.760	174.129	175.630	184.111	0.489	0.489	0.000	0.000	36.000	5.000	182.667	440.815	165.790	151.407	169.000	1.215	-0.528	0.080	0.473	66.000	5.000	163.946	440.336	166.994	151.214	167.000	9.321	-0.122	0.000	0.107	87.000	5.000	171.750	438.623	160.047	150.520	156.765	2.945	-0.926	-0.226	0.411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	5.000	179.242	444.685	151.591	139.200	154.167	6.359	0.019	0.060	0.074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.000	7.000	6.000	211.233	454.376	151.020	133.036	146.000	8.098	-0.019	-0.089	0.000	7.000	6.000	219.217	454.376	195.182	178.027	210.438	1.526	0.249	0.092	-0.184	7.000	6.000	202.357	454.376	156.152	135.545	141.875	11.619	-0.184	0.000	0.137	7.000	6.000	223.974	454.376	179.923	136.286	145.667	4.905	-0.084	-0.000	-0.057	7.000	6.000	249.500	454.376	188.631	161.875	184.444	3.792	0.000	-0.091	-0.053	7.000	6.000	194.810	454.376	156.159	138.885	149.643	14.173	0.338	0.177	-0.145	7.000	6.000	221.267	454.376	164.455	135.680	143.619	12.994	0.314	0.000	-0.162	7.000	6.000	198.000	454.376	166.302	143.286	152.211	9.187	0.341	0.121	-0.205	9.000	6.000	208.812	455.667	166.316	144.400	154.815	3.176	-0.273	0.047	0.234	10.000	6.000	174.909	453.259	152.139	145.208	152.778	4.252	0.092	-0.143	-0.182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	6.000	211.581	440.924	174.986	150.281	162.571	1.846	0.631	-0.126	-0.520	67.000	6.000	169.613	442.830	163.725	140.360	160.600	8.636	-0.685	0.000	0.517	88.000	6.000	175.111	440.629	159.684	150.583	159.500	2.325	-0.620	-0.328	0.206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	6.000	177.697	443.318	154.213	135.080	155.000	6.397	0.038	0.122	0.107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000	8.000	7.000	205.258	455.694	149.872	132.708	147.900	8.125	0.027	0.089	0.000	8.000	7.000	231.868	455.694	205.036	190.128	226.636	1.396	-0.130	-0.082	0.050	8.000	7.000	193.321	455.694	156.092	139.500	144.857	11.482	-0.138	-0.008	0.129	8.000	7.000	224.512	455.694	175.640	130.312	142.938	5.035	0.130	0.057	0.057	8.000	7.000	246.930	455.694	187.667	151.897	172.167	3.903	0.111	0.038	-0.091	8.000	7.000	195.156	455.694	155.852	138.739	146.000	14.701	0.528	0.113	-0.290	8.000	7.000	209.688	455.694	162.410	132.500	142.400	12.886	-0.108	0.000	0.180	8.000	7.000	205.370	455.694	166.152	137.280	159.100	9.707	0.520	0.060	-0.410	10.000	7.000	210.605	453.259	169.683	149.250	167.800	3.525	0.349	0.216	-0.041	11.000	7.000	169.967	451.812	148.494	142.250	155.647	4.168	-0.084	-0.142	-0.182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	7.000	200.472	444.481	166.281	157.333	161.069	1.632	-0.214	0.127	0.204	68.000	7.000	175.815	448.396	165.208	139.207	153.923	8.219	-0.417	0.000	0.372	89.000	7.000	174.167	438.235	159.506	148.429	161.308	2.455	0.130	-0.224	-0.268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	7.000	164.357	444.385	152.156	133.308	141.353	6.037	-0.360	-0.084	0.182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.000	9.000	8.000	191.724	455.667	153.105	141.071	150.529	8.014	-0.111	-0.089	0.089	9.000	8.000	223.535	455.667	205.408	185.333	239.083	1.415	0.019	0.044	-0.000	9.000	8.000	205.172	455.667	156.031	138.913	150.769	11.497	0.016	0.073	0.193	9.000	8.000	242.417	455.667	175.701	134.172	143.000	5.422	0.387	0.209	-0.145	9.000	8.000	242.630	455.667	183.394	143.517	160.647	3.995	0.092	-0.000	-0.091	9.000	8.000	194.467	455.667	154.020	134.692	144.071	14.923	0.222	0.145	-0.145	9.000	8.000	204.278	455.667	161.681	134.750	144.941	12.461	-0.425	0.144	0.289	9.000	8.000	205.481	455.667	167.876	142.760	157.364	9.837	0.130	0.121	0.000	11.000	8.000	205.884	451.812	175.345	158.200	184.167	3.433	-0.092	0.049	0.146	12.000	8.000	176.629	452.961	151.116	151.786	165.706	4.279	0.111	-0.142	-0.183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	8.000	216.476	446.831	172.922	150.043	163.417	2.669	1.037	0.491	-0.411	69.000	8.000	173.222	447.682	163.731	138.133	148.214	7.886	-0.333	-0.180	0.125	90.000	8.000	164.788	438.869	156.512	149.308	156.038	1.889	-0.566	-0.154	0.384	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	8.000	177.926	448.112	152.281	135.750	142.500	6.278	0.241	0.061	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.000	10.000	9.000	197.312	453.259	151.388	129.600	137.533	8.079	0.065	0.089	-0.056	10.000	9.000	185.679	453.259	157.538	155.818	168.800	0.506	-0.909	-3.377E-17	0.781	10.000	9.000	198.556	453.259	156.016	135.619	142.818	11.367	-0.130	0.092	0.138	10.000	9.000	224.364	453.259	179.683	130.680	145.769	5.414	-0.008	0.057	0.088	10.000	9.000	247.162	453.259	186.076	144.034	159.000	3.911	-0.084	-0.000	-0.000	10.000	9.000	185.703	453.259	154.071	132.826	146.538	15.107	0.184	0.202	-0.089	10.000	9.000	216.921	453.259	161.976	138.400	152.400	12.591	0.130	0.090	0.090	10.000	9.000	202.667	453.259	165.776	142.033	159.923	9.856	0.019	0.061	0.205	12.000	9.000	217.936	452.961	172.322	152.867	173.400	3.536	0.103	0.020	-0.041	13.000	9.000	179.939	450.394	149.552	149.000	165.733	4.298	0.019	-0.091	-0.051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	9.000	225.231	446.648	175.800	150.833	162.190	2.861	0.192	0.226	0.062	70.000	9.000	169.074	447.327	165.702	137.469	145.680	7.442	-0.444	0.000	0.392	91.000	9.000	178.419	439.668	159.821	148.310	159.125	2.214	0.325	-0.205	-0.450	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
10.000	11.000	10.000	207.097	451.812	151.052	134.808	143.647	8.033	-0.046	-0.055	0.000	11.000	10.000	179.875	451.812	158.400	158.400	167.000	0.303	-0.204	-0.000	0.029	11.000	10.000	200.816	451.812	154.184	130.143	140.583	11.581	0.214	0.149	0.054	11.000	10.000	236.955	451.812	176.390	133.185	157.200	5.533	0.119	0.057	-0.145	11.000	10.000	246.382	451.812	187.344	146.500	171.700	3.911	0.000	-0.000	-0.053	11.000	10.000	188.083	451.812	155.162	135.565	158.200	15.421	0.314	0.145	-0.145	11.000	10.000	203.605	451.812	162.185	132.652	155.000	12.645	0.054	0.054	0.000	11.000	10.000	203.400	451.812	171.683	145.962	159.333	10.319	0.463	0.061	-0.449	13.000	10.000	207.452	450.394	173.844	152.655	167.273	3.138	-0.398	0.011	0.285	14.000	10.000	176.452	446.930	149.460	160.032	175.600	4.141	-0.157	-0.325	-0.183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	10.000	206.357	449.806	172.358	148.097	158.840	2.658	-0.203	-0.100	0.144	71.000	10.000	174.607	446.037	164.837	142.481	150.364	7.063	-0.379	-0.043	0.349	92.000	10.000	169.231	441.331	157.770	147.273	153.750	1.954	-0.260	-0.061	0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11.000	12.000	11.000	210.871	452.961	153.350	134.840	144.571	8.060	0.027	-0.089	-0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	11.000	184.727	452.961	152.894	137.091	147.923	11.394	-0.187	0.085	0.342	12.000	11.000	235.857	452.961	174.073	130.960	145.000	5.571	0.038	-0.000	-0.028	12.000	11.000	240.944	452.961	179.256	140.600	160.929	3.957	0.046	-0.091	-0.130	12.000	11.000	193.810	452.961	155.705	137.731	146.938	15.918	0.498	0.266	-0.145	12.000	11.000	203.149	452.961	161.362	128.167	152.000	12.538	-0.108	0.036	0.144	12.000	11.000	196.387	452.961	172.796	139.462	162.167	10.908	0.590	0.144	-0.472	14.000	11.000	198.263	446.930	173.141	146.115	167.895	2.816	-0.322	0.009	0.292	15.000	11.000	184.789	443.486	152.682	167.618	184.952	4.087	-0.054	-0.365	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	11.000	197.892	451.011	170.938	153.000	165.056	2.444	-0.214	-0.061	0.000	72.000	11.000	184.370	447.537	169.160	147.333	161.900	6.987	-0.076	0.043	0.124	93.000	11.000	184.444	446.340	163.015	146.619	154.923	2.742	0.788	0.295	-0.411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12.000	13.000	12.000	215.759	450.394	152.395	130.577	144.077	8.014	-0.046	-0.055	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	12.000	188.469	450.394	151.869	129.444	141.750	11.356	-0.038	0.164	0.192	13.000	12.000	238.891	450.394	178.483	130.862	141.500	5.636	0.065	-0.145	-0.176	13.000	12.000	232.441	450.394	176.520	142.567	157.800	3.911	-0.046	-0.000	0.038	13.000	12.000	193.907	450.394	154.499	134.818	145.571	16.343	0.425	0.290	-0.089	13.000	12.000	215.065	450.394	163.053	131.593	140.682	12.580	0.043	0.090	0.000	13.000	12.000	210.000	450.394	173.268	140.821	153.625	11.888	0.980	0.168	-0.350	15.000	12.000	209.390	443.486	173.112	145.867	164.600	2.364	-0.452	-0.123	0.384	16.000	12.000	192.333	440.991	149.241	152.167	159.000	3.894	-0.193	-0.185	0.040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	12.000	204.167	452.680	173.625	152.548	161.667	2.685	0.241	-0.145	-0.229	73.000	12.000	185.926	447.153	165.362	141.269	148.450	6.933	-0.054	-0.041	-0.020	94.000	12.000	172.190	441.468	158.295	142.905	147.889	2.271	-0.471	0.204	0.564	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13.000	14.000	13.000	214.517	446.930	151.818	136.462	141.286	7.903	-0.111	0.000	-0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	13.000	194.481	446.930	151.329	132.773	141.118	11.364	0.008	0.140	0.000	14.000	13.000	229.543	446.930	170.244	130.852	143.167	5.663	0.027	0.088	0.088	14.000	13.000	236.355	446.930	181.368	142.677	157.714	3.984	0.073	0.053	-0.000	14.000	13.000	194.595	446.930	156.241	134.409	145.182	16.565	0.222	0.202	0.000	14.000	13.000	193.489	446.930	163.585	132.792	145.714	12.258	-0.322	0.090	0.432	14.000	13.000	197.067	446.930	164.472	135.481	152.000	9.902	-1.986	0.122	1.582	16.000	13.000	196.293	440.991	156.551	137.931	150.095	1.683	-0.682	0.020	0.619	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	13.000	203.485	456.860	173.164	148.250	161.000	2.176	-0.509	-0.205	0.205	74.000	13.000	175.259	445.033	171.099	142.767	151.556	6.459	-0.474	0.041	0.514	95.000	13.000	184.000	442.142	162.595	140.286	150.500	2.704	0.433	-0.175	-0.616	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14.000	15.000	14.000	221.379	443.486	153.359	135.778	147.667	7.884	-0.019	0.056	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	14.000	201.500	443.486	150.717	129.762	158.000	11.391	0.027	0.153	0.076	15.000	14.000	243.022	443.486	181.135	135.310	152.857	5.525	-0.138	-0.175	-0.088	15.000	14.000	231.711	443.486	185.706	155.815	180.800	4.152	0.168	-0.014	-0.143	15.000	14.000	193.976	443.486	154.727	132.000	139.556	16.879	0.314	0.145	-0.145	15.000	14.000	192.178	443.486	164.061	129.217	145.364	12.163	-0.095	0.181	0.144	15.000	14.000	197.222	443.486	160.689	136.520	147.714	9.060	-0.842	0.024	0.881	17.000	14.000	213.778	438.841	165.722	141.429	160.462	1.805	0.122	-0.076	-0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	14.000	202.083	458.346	173.526	149.654	163.077	2.344	0.168	0.000	-0.183	75.000	14.000	177.000	444.989	165.961	142.600	156.800	6.211	-0.249	-0.039	0.183	96.000	14.000	206.556	444.459	174.216	141.931	151.211	5.210	2.506	1.380	-0.966	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15.000	16.000	15.000	225.448	440.991	151.911	141.200	152.688	7.968	0.084	-0.056	-0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	15.000	209.484	440.991	150.223	131.652	140.667	11.629	0.238	0.077	-0.013	16.000	15.000	229.587	440.991	175.554	138.103	156.556	5.284	-0.241	-0.258	0.025	16.000	15.000	240.674	440.991	179.933	150.258	168.950	4.125	-0.027	-0.217	-0.054	16.000	15.000	199.359	440.991	153.499	129.227	137.571	16.879	0.000	0.000	0.000	16.000	15.000	202.696	440.991	162.716	137.280	147.100	12.160	-0.003	0.144	0.144	16.000	15.000	192.939	440.991	159.687	136.833	152.273	9.217	0.157	0.084	-0.060	18.000	15.000	201.826	436.951	161.878	141.480	164.000	1.667	-0.138	-0.029	0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	15.000	219.761	456.657	179.574	147.688	160.158	2.796	0.452	0.000	-0.289	76.000	15.000	188.963	445.703	165.697	141.100	158.000	6.042	-0.168	-0.022	0.122	97.000	15.000	229.093	445.653	182.118	142.346	153.733	5.995	0.785	0.210	-0.472	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
16.000	17.000	16.000	200.630	438.841	152.513	137.880	148.929	7.811	-0.157	0.000	0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	16.000	197.255	438.841	150.525	131.200	144.100	11.946	0.317	0.077	-0.114	17.000	16.000	225.659	438.841	171.631	134.821	142.864	4.840	-0.444	-0.265	0.057	17.000	16.000	241.100	438.841	183.191	150.562	170.611	4.098	-0.027	-0.035	-0.055	17.000	16.000	192.324	438.841	155.239	133.273	137.571	16.465	-0.414	-0.032	0.322	17.000	16.000	184.024	438.841	160.759	137.087	147.500	11.919	-0.241	0.090	0.271	17.000	16.000	198.400	438.841	160.492	140.720	152.364	9.309	0.092	0.000	-0.145	19.000	16.000	204.188	435.257	153.144	135.679	154.917	1.491	-0.176	-0.037	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	16.000	211.787	459.561	175.985	143.758	155.300	3.397	0.601	0.494	-0.122	77.000	16.000	188.519	440.125	166.212	135.333	150.867	5.775	-0.268	0.000	0.243	98.000	16.000	218.179	445.750	176.983	138.929	144.625	5.440	-0.555	-0.061	0.472	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17.000	18.000	17.000	223.517	436.951	154.319	134.125	147.500	7.922	0.111	0.034	-0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	17.000	203.571	436.951	153.060	129.524	137.846	11.629	-0.317	0.218	0.317	18.000	17.000	222.732	436.951	173.428	140.562	148.625	4.618	-0.222	-0.233	-0.000	18.000	17.000	227.129	436.951	182.706	144.900	165.118	3.838	-0.260	-0.000	0.160	18.000	17.000	194.700	436.951	156.102	128.565	132.706	16.473	0.008	-0.202	-0.177	18.000	17.000	183.000	436.951	160.803	139.250	145.316	12.184	0.265	0.054	-0.054	18.000	17.000	190.276	436.951	163.928	142.040	156.077	9.910	0.601	-0.145	-0.676	20.000	17.000	198.750	438.714	152.276	138.194	159.909	1.101	-0.390	-0.167	0.100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	17.000	205.575	458.154	171.052	146.069	156.294	2.834	-0.563	-0.205	0.289	78.000	17.000	188.370	441.018	161.314	136.704	161.667	5.580	-0.195	0.000	0.205	99.000	17.000	235.867	446.357	182.553	144.885	161.900	5.578	0.138	-0.471	-0.639	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18.000	19.000	18.000	234.500	435.257	157.976	142.304	149.333	7.941	0.019	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	18.000	200.767	435.257	151.528	127.632	133.727	12.233	0.604	0.242	-0.191	19.000	18.000	223.395	435.257	176.493	141.643	156.375	4.351	-0.268	-0.113	0.088	19.000	18.000	224.147	435.257	177.594	144.467	159.133	3.819	-0.019	0.038	-0.000	19.000	18.000	198.050	435.257	158.629	129.650	140.615	16.592	0.119	-0.234	-0.379	19.000	18.000	196.824	435.257	163.157	141.696	158.231	12.054	-0.130	-0.251	-0.325	19.000	18.000	192.321	435.257	162.891	143.643	158.059	9.956	0.046	0.000	-0.121	21.000	18.000	213.234	430.136	163.489	138.724	163.333	1.407	0.306	-0.100	-0.229	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	18.000	186.848	460.739	163.282	147.400	158.714	2.057	-0.777	-0.021	0.617	79.000	18.000	186.185	442.881	168.835	135.062	153.000	5.431	-0.149	0.000	0.205	100.000	18.000	216.152	448.858	176.171	150.231	157.929	4.552	-1.026	-0.434	0.555	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19.000	20.000	19.000	240.724	438.714	154.123	136.667	145.400	7.922	-0.019	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	19.000	189.889	438.714	150.292	128.091	133.850	11.773	-0.460	-0.246	0.214	20.000	19.000	225.737	438.714	177.167	145.724	163.267	4.324	-0.027	-0.056	-0.000	20.000	19.000	241.812	438.714	177.965	143.733	158.000	4.079	0.260	0.054	-0.054	20.000	19.000	193.667	438.714	156.868	133.625	143.222	16.481	-0.111	-0.347	-0.234	20.000	19.000	200.364	438.714	160.310	137.357	152.462	12.019	-0.035	-0.127	0.054	20.000	19.000	220.767	438.714	165.443	141.357	148.783	12.202	2.246	-0.084	-2.124	22.000	19.000	206.571	432.100	160.962	149.812	181.000	1.139	-0.268	-0.184	-0.046	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	19.000	211.714	458.563	170.283	147.724	157.947	2.723	0.666	0.000	-0.555	80.000	19.000	179.926	433.024	171.331	138.033	146.050	5.423	-0.008	0.000	-0.061	101.000	19.000	227.913	448.225	178.135	139.615	153.182	4.414	-0.138	-0.516	-0.350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
