dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)	T (14)	dT (14)	Base Mean (14)	Body Mean (14)	Proj Mean (14)	Tip Mean (14)	Tip Th Mean (14)	Length (14)	dL (14)	DCTM (14)	DCBM (14)	T (15)	dT (15)	Base Mean (15)	Body Mean (15)	Proj Mean (15)	Tip Mean (15)	Tip Th Mean (15)	Length (15)	dL (15)	DCTM (15)	DCBM (15)	T (16)	dT (16)	Base Mean (16)	Body Mean (16)	Proj Mean (16)	Tip Mean (16)	Tip Th Mean (16)	Length (16)	dL (16)	DCTM (16)	DCBM (16)	T (17)	dT (17)	Base Mean (17)	Body Mean (17)	Proj Mean (17)	Tip Mean (17)	Tip Th Mean (17)	Length (17)	dL (17)	DCTM (17)	DCBM (17)
-10.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.000	-10.000	189.280	453.259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	-10.000	154.061	430.136	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.000	-10.000	202.074	460.938	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	-10.000	218.000	447.537	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	-10.000	212.846	447.153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	-10.000	203.500	440.272	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	-10.000	229.471	438.869	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	-10.000	166.500	444.385	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-9.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.000	-9.000	179.125	451.812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	-9.000	158.459	432.100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	-9.000	211.478	459.275	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	-9.000	238.231	447.153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	-9.000	224.923	445.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	-9.000	197.889	439.367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	-9.000	228.923	439.668	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	-9.000	178.267	448.112	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-8.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	-8.000	194.862	452.961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	-8.000	214.000	442.396	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.000	-8.000	201.286	460.188	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	-8.000	234.000	445.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	-8.000	221.077	444.989	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	-8.000	204.200	435.255	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	-8.000	228.615	441.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	-8.000	238.538	446.862	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-7.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	-7.000	205.700	450.394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	-7.000	153.735	437.839	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	-7.000	211.533	458.906	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	-7.000	223.923	444.989	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	-7.000	232.846	445.703	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	-7.000	239.294	438.623	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	-7.000	196.077	446.340	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	-7.000	185.400	444.909	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-6.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	-6.000	206.294	446.930	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	-6.000	224.938	445.760	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	-6.000	204.462	458.700	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	-6.000	230.538	445.703	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	-6.000	179.609	440.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	-6.000	231.353	440.629	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	-6.000	220.349	441.468	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	-6.000	237.077	449.785	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-5.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	-5.000	205.657	443.486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	-5.000	154.733	441.155	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	-5.000	198.500	458.326	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	-5.000	223.615	440.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	-5.000	175.333	441.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	-5.000	230.706	438.235	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	-5.000	230.282	442.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	-5.000	232.231	454.884	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-4.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	-4.000	233.548	440.991	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	-4.000	167.405	443.472	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	-4.000	182.882	459.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	-4.000	218.923	441.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	-4.000	217.462	442.881	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	-4.000	225.154	438.869	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	-4.000	182.730	444.459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	-4.000	181.667	450.781	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-3.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000	-3.000	174.167	476.442	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	-3.000	226.306	438.841	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	-3.000	153.900	444.177	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	-3.000	174.750	455.664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	-3.000	221.538	442.881	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	-3.000	216.231	433.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	-3.000	228.923	439.668	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	-3.000	195.467	445.653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	-3.000	221.231	452.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-2.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000	-2.000	246.564	476.442	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.000	-2.000	170.909	454.865	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	-2.000	220.038	436.951	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	-2.000	159.133	444.912	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	-2.000	175.294	456.952	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	-2.000	158.714	433.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.000	-2.000	220.923	429.779	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	-2.000	228.615	441.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	-2.000	226.844	445.750	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	-2.000	229.231	450.481	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.000	-1.000	238.462	454.865	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.000	-1.000	165.133	454.880	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	-1.000	195.111	435.257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	-1.000	232.059	447.361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	-1.000	171.714	455.332	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.000	-1.000	160.000	429.779	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.000	-1.000	208.308	431.538	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	-1.000	196.077	446.340	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	-1.000	198.036	446.357	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	-1.000	244.308	449.208	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.000	1.000	0.000	205.345	476.442	156.408	140.269	151.600	7.949	0.000	NaN	NaN	1.000	0.000	246.279	476.442	196.934	170.394	195.812	1.553	0.000	NaN	NaN	1.000	0.000	234.763	476.442	159.020	147.185	157.056	12.998	0.000	NaN	NaN	1.000	0.000	239.227	476.442	180.986	148.194	169.800	4.335	0.000	NaN	NaN	1.000	0.000	255.125	476.442	194.098	149.593	180.000	3.976	0.000	NaN	NaN	1.000	0.000	201.275	476.442	158.499	144.778	151.833	11.673	0.000	NaN	NaN	1.000	0.000	232.100	476.442	171.264	137.720	157.429	12.079	0.000	NaN	NaN	1.000	0.000	192.593	476.442	167.975	132.448	137.727	7.285	0.000	NaN	NaN	3.000	0.000	190.452	454.880	156.428	151.778	168.769	3.712	3.712	NaN	NaN	4.000	0.000	158.357	454.111	157.000	157.000	170.500	0.393	0.393	NaN	NaN	20.000	0.000	177.160	438.714	176.050	176.050	189.857	0.414	0.414	NaN	NaN	31.000	0.000	166.438	441.570	158.600	158.130	170.900	0.540	0.540	NaN	NaN	61.000	0.000	162.714	453.059	159.244	137.037	154.812	10.031	10.031	NaN	NaN	82.000	0.000	158.080	431.538	153.000	153.000	160.000	0.262	0.262	NaN	NaN	83.000	0.000	195.697	431.084	158.681	142.429	152.938	2.084	2.084	NaN	NaN	94.000	0.000	178.630	441.468	148.750	134.115	139.000	3.840	3.840	NaN	NaN	100.000	0.000	183.485	448.858	150.852	135.043	140.118	5.448	5.448	NaN	NaN	117.000	0.000	171.759	447.237	159.335	154.517	163.857	3.894	3.894	NaN	NaN
1.000	2.000	1.000	201.000	454.865	153.761	138.192	147.444	7.884	-0.065	-0.055	-0.020	2.000	1.000	222.930	454.865	186.116	164.742	190.615	1.618	0.065	0.233	0.233	2.000	1.000	218.321	454.865	153.792	140.808	150.316	12.489	-0.509	-0.149	0.213	2.000	1.000	242.958	454.865	182.637	152.267	188.250	4.668	0.333	0.087	-0.175	2.000	1.000	244.711	454.865	181.708	141.333	159.625	3.957	-0.019	0.052	0.052	2.000	1.000	195.581	454.865	156.791	144.222	150.583	11.444	-0.230	-0.379	-0.145	2.000	1.000	210.345	454.865	165.225	135.333	146.357	12.106	0.027	-0.055	-0.035	2.000	1.000	196.933	454.865	162.734	135.542	151.600	7.859	0.574	0.121	-0.350	4.000	1.000	197.971	454.111	162.748	154.357	166.737	3.547	-0.165	0.145	0.297	5.000	1.000	167.429	451.426	156.778	156.958	166.857	0.747	0.354	-0.011	-0.279	21.000	1.000	171.903	430.136	159.273	148.097	158.895	1.702	1.288	1.103	0.083	32.000	1.000	163.107	439.694	150.846	150.846	155.083	0.397	-0.143	1.194E-17	7.960E-18	62.000	1.000	153.400	449.312	161.283	137.360	149.250	10.331	0.299	0.063	-0.185	83.000	1.000	167.700	431.084	NaN	NaN	NaN	NaN	NaN	0.000	0.000	84.000	1.000	193.303	440.272	156.348	140.185	151.923	2.168	0.084	0.127	0.000	95.000	1.000	207.552	442.142	152.714	141.308	152.188	4.143	0.303	0.168	-0.084	101.000	1.000	196.688	448.225	153.765	140.333	148.500	5.750	0.303	0.108	-0.192	118.000	1.000	169.143	445.754	157.455	146.357	160.118	3.672	-0.222	-0.228	-0.061
2.000	3.000	2.000	184.036	454.880	150.735	138.615	146.188	7.838	-0.046	0.056	0.011	3.000	2.000	223.622	454.880	188.485	158.793	183.900	1.867	0.249	0.231	0.003	3.000	2.000	220.583	454.880	154.583	142.917	155.267	12.826	0.336	-0.148	-0.257	3.000	2.000	237.479	454.880	180.262	149.258	175.929	4.806	0.138	0.088	-0.088	3.000	2.000	243.902	454.880	186.904	145.031	167.273	3.938	-0.019	-0.039	-0.000	3.000	2.000	195.628	454.880	156.268	142.643	146.714	11.168	-0.276	-0.201	0.089	3.000	2.000	212.964	454.880	165.266	135.043	152.222	12.274	0.168	0.021	-0.145	3.000	2.000	206.900	454.880	166.154	134.040	143.214	8.172	0.314	0.084	-0.205	5.000	2.000	200.839	451.426	165.688	153.214	167.762	3.425	-0.122	0.070	0.109	6.000	2.000	166.571	453.441	NaN	NaN	NaN	NaN	NaN	0.000	0.000	22.000	2.000	170.389	432.100	161.331	157.417	165.207	1.296	-0.406	-0.081	-0.016	33.000	2.000	168.905	436.563	NaN	NaN	NaN	NaN	NaN	0.000	0.000	63.000	2.000	200.643	450.837	160.356	142.500	160.462	13.235	2.904	-0.064	-0.777	84.000	2.000	166.750	440.272	157.667	150.069	163.286	3.343	3.343	0.000	0.000	85.000	2.000	187.839	439.367	158.419	147.800	156.778	2.317	0.149	0.063	-0.078	96.000	2.000	198.536	444.459	150.087	135.385	145.462	4.422	0.279	0.244	-0.022	102.000	2.000	188.286	445.509	152.896	130.680	153.750	6.045	0.295	0.255	0.000	119.000	2.000	174.630	445.191	162.317	153.655	184.500	3.561	-0.111	-0.266	-0.169
3.000	4.000	3.000	191.786	454.111	150.433	138.407	149.529	7.903	0.065	0.000	-0.034	4.000	3.000	204.356	454.111	183.183	165.929	180.150	1.518	-0.349	0.111	0.426	4.000	3.000	210.194	454.111	153.075	142.840	152.875	12.366	-0.460	-0.138	0.082	4.000	3.000	231.951	454.111	183.504	150.036	171.400	4.813	0.008	0.207	0.119	4.000	3.000	252.914	454.111	189.178	153.750	171.333	3.938	0.000	0.039	-0.052	4.000	3.000	199.023	454.111	154.393	133.737	139.857	12.802	1.634	1.451	-0.089	4.000	3.000	211.833	454.111	163.152	134.750	142.059	12.672	0.398	0.034	-0.256	4.000	3.000	208.778	454.111	166.313	142.720	154.312	8.616	0.444	0.205	-0.121	6.000	3.000	194.667	453.441	169.430	158.346	179.737	3.192	-0.233	0.082	0.302	7.000	3.000	172.935	454.376	148.115	136.037	149.455	4.233	4.233	0.000	0.000	23.000	3.000	182.500	442.396	160.242	148.812	159.238	2.341	1.045	-0.056	-0.895	34.000	3.000	171.379	438.850	162.421	162.833	170.857	0.487	0.487	0.000	0.000	64.000	3.000	209.719	448.409	162.902	141.400	164.786	12.217	-1.018	0.000	-0.128	85.000	3.000	173.394	439.367	161.417	149.857	160.300	3.630	0.287	0.018	-0.188	86.000	3.000	194.852	435.255	158.324	145.310	160.636	2.474	0.157	0.142	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	3.000	195.593	446.771	151.728	136.261	147.929	6.302	0.257	0.113	-0.172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000	5.000	4.000	205.375	451.426	151.600	138.731	151.923	8.060	0.157	0.034	-0.090	5.000	4.000	205.488	451.426	185.667	166.500	215.500	1.323	-0.195	0.184	0.285	5.000	4.000	197.357	451.426	156.959	143.417	156.846	11.887	-0.479	-0.064	0.202	5.000	4.000	230.545	451.426	180.354	143.926	160.125	4.897	0.084	0.057	0.057	5.000	4.000	253.537	451.426	190.329	153.889	178.933	3.903	-0.035	-0.000	0.128	5.000	4.000	201.333	451.426	150.012	134.739	149.900	13.051	0.249	-0.089	-0.177	5.000	4.000	202.730	451.426	162.017	137.179	148.579	12.642	-0.030	0.000	-0.050	5.000	4.000	216.793	451.426	163.852	141.423	149.611	8.754	0.138	0.060	-0.229	7.000	4.000	196.647	454.376	173.082	161.296	188.583	3.219	0.027	0.000	-0.042	8.000	4.000	174.222	455.694	151.860	149.083	160.000	4.661	0.428	-0.243	-0.407	24.000	4.000	175.811	437.839	NaN	NaN	NaN	NaN	NaN	0.000	0.000	35.000	4.000	211.139	441.844	174.774	158.360	165.905	1.743	1.256	-0.110	-1.293	65.000	4.000	158.079	441.618	161.311	140.308	159.357	9.443	-2.774	0.000	1.736	86.000	4.000	169.312	435.255	156.735	139.967	153.944	3.871	0.241	-0.163	-0.227	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	4.000	183.667	448.646	152.983	142.542	153.769	6.340	0.038	0.145	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
