dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)
76.000	77.000	76.000	513.750	941.116	290.353	199.400	227.714	4.343	-0.027	0.057	0.145	77.000	76.000	397.607	941.116	258.037	183.385	216.444	8.256	-0.149	0.065	0.200	77.000	76.000	424.857	941.116	241.134	170.654	201.417	11.744	0.065	0.000	0.000	77.000	76.000	348.214	941.116	224.052	181.040	203.444	13.487	0.130	0.065	-0.065	77.000	76.000	437.556	941.116	316.456	199.667	254.562	5.037	0.149	-0.063	-0.188	77.000	76.000	364.048	941.116	227.757	175.571	194.769	8.720	-0.130	-0.064	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77.000	78.000	77.000	527.311	940.641	300.884	184.240	200.105	4.668	0.325	0.031	-0.322	78.000	77.000	422.939	940.641	255.071	177.897	198.133	8.329	0.073	-0.123	-0.129	78.000	77.000	422.000	940.641	239.185	177.259	194.895	11.809	0.065	0.054	-0.054	78.000	77.000	376.963	940.641	229.006	203.500	228.933	13.452	-0.035	-0.199	-0.259	78.000	77.000	396.407	940.641	313.934	201.387	228.842	4.934	-0.103	0.063	0.125	78.000	77.000	365.804	940.641	229.712	176.385	204.538	8.877	0.157	0.064	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
78.000	79.000	78.000	542.571	952.161	299.554	177.080	190.824	4.993	0.325	0.239	-0.060	79.000	78.000	351.296	952.161	245.429	180.321	194.600	7.617	-0.712	-0.005	0.593	79.000	78.000	486.846	952.161	247.268	178.958	209.417	12.031	0.222	0.037	-0.144	79.000	78.000	448.893	952.161	232.175	184.034	210.467	13.755	0.303	-0.065	-0.269	79.000	78.000	440.704	952.161	301.463	197.935	234.312	5.083	0.149	-0.000	-0.126	79.000	78.000	351.097	952.161	221.601	175.923	202.929	8.460	-0.417	0.000	0.204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
79.000	80.000	79.000	538.357	915.989	296.312	180.964	196.765	5.012	0.019	0.120	0.085	80.000	79.000	398.852	915.989	253.981	176.600	208.333	7.720	0.103	0.000	-0.130	80.000	79.000	496.400	915.989	252.385	188.040	218.778	12.058	0.027	0.000	0.016	80.000	79.000	417.519	915.989	235.325	184.519	206.714	13.525	-0.230	-0.130	0.005	80.000	79.000	424.036	915.989	300.402	202.643	253.769	5.083	0.000	-0.000	-0.000	80.000	79.000	367.839	915.989	225.865	168.792	189.857	8.452	-0.008	-0.011	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
80.000	81.000	80.000	548.341	939.461	321.260	202.000	245.273	5.188	0.176	0.061	-0.078	81.000	80.000	385.714	939.461	250.251	187.840	216.000	7.506	-0.214	-0.130	0.134	81.000	80.000	513.383	939.461	255.294	201.000	233.579	12.318	0.260	-0.091	-0.181	81.000	80.000	416.148	939.461	236.039	183.440	197.700	13.479	-0.046	-0.324	-0.259	81.000	80.000	463.143	939.461	297.685	194.517	248.273	5.056	-0.027	-0.000	0.016	81.000	80.000	372.851	939.461	227.943	171.357	194.786	8.896	0.444	0.012	-0.204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
81.000	82.000	81.000	532.551	927.439	309.054	193.207	213.941	5.096	-0.092	-0.062	0.103	82.000	81.000	384.633	927.439	251.847	186.259	210.067	7.449	-0.057	-0.130	-0.065	82.000	81.000	519.405	927.439	252.229	204.480	243.000	12.169	-0.149	-0.197	-0.234	82.000	81.000	324.257	927.439	219.927	190.759	209.556	12.523	-0.956	-0.065	0.977	82.000	81.000	446.519	927.439	304.217	205.226	233.526	4.991	-0.065	-0.000	0.063	82.000	81.000	376.241	927.439	223.621	180.875	200.214	8.322	-0.574	-0.076	0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
82.000	83.000	82.000	535.255	922.389	311.388	192.926	218.500	5.012	-0.084	-0.061	0.061	83.000	82.000	364.815	922.389	251.191	184.143	205.706	7.208	-0.241	-0.194	0.060	83.000	82.000	556.234	922.389	259.307	200.148	225.053	12.261	0.092	-0.272	-0.219	83.000	82.000	298.800	922.389	214.009	168.708	178.100	12.581	0.057	0.000	-0.005	83.000	82.000	436.679	922.389	310.854	215.214	282.222	4.880	-0.111	-0.016	0.063	83.000	82.000	349.806	922.389	228.430	176.655	195.200	8.479	0.157	0.076	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83.000	84.000	83.000	535.604	918.312	329.649	193.519	227.444	5.196	0.184	0.084	-0.084	84.000	83.000	366.667	918.312	257.489	198.923	208.250	6.875	-0.333	-0.130	0.130	84.000	83.000	564.844	918.312	255.362	190.200	218.200	12.269	0.008	-0.015	-0.159	84.000	83.000	296.439	918.312	216.094	174.800	197.091	12.416	-0.165	-0.069	0.005	84.000	83.000	467.059	918.312	309.621	207.774	254.600	5.129	0.249	0.017	-0.142	84.000	83.000	371.857	918.312	225.908	170.280	201.500	8.219	-0.260	-0.128	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84.000	85.000	84.000	524.696	911.890	285.956	202.250	231.286	4.782	-0.414	0.185	0.432	85.000	84.000	365.185	911.890	240.775	184.000	204.231	6.726	-0.149	-0.130	0.065	85.000	84.000	504.524	911.890	255.854	192.280	218.077	12.158	-0.111	0.000	0.105	85.000	84.000	332.727	911.890	226.770	181.889	198.250	12.439	0.024	-0.134	0.000	85.000	84.000	463.000	911.890	299.596	203.857	235.000	5.018	-0.111	-0.000	0.044	85.000	84.000	332.107	911.890	222.433	169.296	195.833	8.154	-0.065	0.000	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85.000	86.000	85.000	510.327	885.922	315.641	203.417	225.500	5.475	0.693	0.144	-0.350	86.000	85.000	376.296	885.922	252.969	198.385	220.133	6.523	-0.203	-0.070	0.065	86.000	85.000	538.533	885.922	256.918	188.640	210.188	12.196	0.038	0.000	0.038	86.000	85.000	345.286	885.922	226.315	181.960	196.688	12.355	-0.084	-0.060	-0.005	86.000	85.000	473.000	885.922	298.314	212.200	264.733	4.972	-0.046	-0.063	0.017	86.000	85.000	346.286	885.922	223.698	167.577	190.538	8.154	0.000	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
86.000	87.000	86.000	512.977	912.752	291.664	216.160	252.364	5.069	-0.406	0.061	0.267	87.000	86.000	382.071	912.752	256.224	195.640	225.909	6.393	-0.130	-0.065	0.065	87.000	86.000	522.795	912.752	257.450	193.308	224.400	12.177	-0.019	0.053	0.000	87.000	86.000	331.191	912.752	234.002	198.862	227.000	12.409	0.054	-0.134	-0.060	87.000	86.000	456.519	912.752	296.183	211.167	259.267	4.880	-0.092	-0.000	0.080	87.000	86.000	348.250	912.752	222.787	171.259	203.200	8.154	0.000	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87.000	88.000	87.000	484.488	905.831	282.480	207.080	223.263	5.291	0.222	0.205	-0.022	88.000	87.000	388.000	905.831	256.441	201.192	222.800	6.171	-0.222	-0.065	0.134	88.000	87.000	504.326	905.831	261.894	202.296	228.684	12.242	0.065	-0.037	0.000	88.000	87.000	332.319	905.831	231.748	188.069	205.864	12.225	-0.184	-0.130	0.000	88.000	87.000	491.893	905.831	293.610	199.655	238.812	4.991	0.111	-0.000	-0.143	88.000	87.000	341.621	905.831	226.070	169.037	196.154	8.219	0.065	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88.000	89.000	88.000	495.639	906.764	292.071	223.455	252.286	5.429	0.138	0.205	0.037	89.000	88.000	403.148	906.764	259.869	195.867	221.188	6.087	-0.084	-0.065	0.065	89.000	88.000	517.000	906.764	258.255	220.621	271.250	12.261	0.019	0.037	-0.016	89.000	88.000	346.043	906.764	228.471	188.207	203.800	12.168	-0.057	-0.065	0.000	89.000	88.000	501.533	906.764	299.710	211.700	265.000	5.075	0.084	-0.000	-0.047	89.000	88.000	362.964	906.764	225.839	177.679	202.929	8.219	0.000	0.000	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	89.000	241.931	850.442	226.097	190.321	205.316	3.005	-3.082	-0.074	2.885	90.000	89.000	480.308	850.442	258.837	203.429	247.417	12.177	-0.084	-0.053	-0.038	90.000	89.000	330.947	850.442	226.280	208.966	234.875	11.782	-0.387	0.000	0.199	90.000	89.000	477.464	850.442	305.462	213.414	264.286	4.945	-0.130	-0.000	0.126	90.000	89.000	364.065	850.442	228.601	176.679	200.062	8.330	0.111	0.000	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	90.000	266.222	845.665	232.252	192.357	225.833	2.875	-0.130	-0.128	0.052	91.000	90.000	508.538	845.665	261.150	199.929	253.500	12.296	0.119	0.000	-0.144	91.000	90.000	335.976	845.665	229.854	214.143	250.786	11.858	0.076	-0.003	-0.062	91.000	90.000	506.393	845.665	301.959	212.103	278.111	4.945	0.000	-0.000	-0.017	91.000	90.000	346.469	845.665	221.555	172.000	192.500	8.330	0.000	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	91.000	270.222	818.268	233.013	203.857	240.545	2.596	-0.279	-0.204	0.051	92.000	91.000	503.357	818.268	268.015	199.444	231.600	12.453	0.157	0.053	-0.038	92.000	91.000	332.703	818.268	226.250	236.966	277.812	11.709	-0.149	0.000	0.130	92.000	91.000	448.556	818.268	285.058	194.690	231.062	4.796	-0.149	-0.000	0.142	92.000	91.000	322.512	818.268	223.682	179.037	202.286	8.590	0.260	0.000	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	92.000	292.556	839.284	241.088	201.429	230.286	2.458	-0.138	-0.140	0.000	93.000	92.000	538.595	839.284	270.085	189.857	216.462	12.315	-0.138	-0.234	-0.091	93.000	92.000	348.023	839.284	228.429	233.900	294.500	11.984	0.276	0.000	-0.134	93.000	92.000	444.889	839.284	301.649	213.100	259.588	4.750	-0.046	-0.000	0.063	93.000	92.000	342.386	839.284	230.288	181.000	205.643	8.720	0.130	0.000	-0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
93.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	93.000	309.185	819.525	240.191	193.724	217.062	2.523	0.065	-0.140	-0.203	94.000	93.000	486.558	819.525	270.789	198.607	235.786	12.315	0.000	0.038	0.091	94.000	93.000	330.865	819.525	231.045	224.536	250.833	11.808	-0.176	0.069	0.130	94.000	93.000	489.481	819.525	299.121	210.400	257.154	4.834	0.084	0.063	-0.047	94.000	93.000	355.769	819.525	226.984	169.346	197.556	8.544	-0.176	-0.076	-0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	94.000	321.138	818.640	255.278	197.115	216.294	2.439	-0.084	-0.203	-0.128	95.000	94.000	523.805	818.640	272.111	200.600	233.176	12.315	0.000	0.000	-0.091	95.000	94.000	359.340	818.640	230.924	212.333	247.615	12.279	0.471	0.065	-0.199	95.000	94.000	465.630	818.640	291.520	209.786	265.000	4.750	-0.084	-0.000	0.063	95.000	94.000	362.452	818.640	231.924	175.120	198.400	8.406	-0.138	-0.203	-0.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	95.000	338.643	813.345	262.000	201.185	219.556	2.244	-0.195	-0.128	0.064	96.000	95.000	483.477	813.345	273.491	217.000	256.050	12.307	-0.008	-0.037	0.037	96.000	95.000	343.261	813.345	231.237	194.037	221.500	12.344	0.065	0.130	0.065	96.000	95.000	455.704	813.345	302.360	219.452	269.200	4.697	-0.054	-0.063	0.015	96.000	95.000	342.484	813.345	231.835	169.444	183.625	7.970	-0.436	-0.128	0.192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	96.000	333.552	845.059	273.313	200.621	225.067	2.179	-0.065	-0.192	-0.128	97.000	96.000	531.745	845.059	270.992	228.633	272.316	12.510	0.203	0.091	-0.038	97.000	96.000	333.912	845.059	229.632	190.704	207.400	12.260	-0.084	0.134	0.130	97.000	96.000	430.481	845.059	298.129	226.677	277.600	4.632	-0.065	-0.000	0.063	97.000	96.000	350.400	845.059	234.650	168.276	191.467	8.146	0.176	-0.191	-0.204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	97.000	364.207	843.347	290.945	201.172	227.412	2.041	-0.138	-0.203	-0.064	98.000	97.000	529.532	843.347	273.989	226.194	261.800	12.602	0.092	0.144	0.037	98.000	97.000	334.250	843.347	232.843	203.080	225.438	12.493	0.233	0.135	-0.065	98.000	97.000	490.889	843.347	303.155	209.444	292.333	4.872	0.241	-0.000	-0.205	98.000	97.000	333.178	843.347	233.971	178.500	201.769	7.970	-0.176	-0.140	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	98.000	349.704	840.601	273.259	197.846	231.333	1.838	-0.203	-0.202	0.000	99.000	98.000	487.587	840.601	267.779	220.407	273.786	12.548	-0.054	0.000	0.128	99.000	98.000	331.029	840.601	233.043	196.760	233.556	12.569	0.076	0.259	0.005	99.000	98.000	471.852	840.601	302.002	207.115	260.750	4.807	-0.065	-0.000	0.063	99.000	98.000	337.417	840.601	237.271	184.310	212.688	7.618	-0.352	-0.192	0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	99.000	360.926	815.010	276.583	185.100	216.364	1.800	-0.038	-0.128	-0.139	100.000	99.000	456.822	815.010	270.401	224.241	277.714	12.510	-0.038	0.037	0.000	100.000	99.000	326.657	815.010	231.888	206.769	230.333	12.753	0.184	0.130	0.000	100.000	99.000	525.103	815.010	310.793	201.400	260.545	4.991	0.184	0.063	-0.142	100.000	99.000	327.786	815.010	235.063	185.560	209.727	7.591	-0.027	-0.140	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	100.000	360.972	816.904	284.333	200.400	222.722	2.041	0.241	-0.192	-0.256	101.000	100.000	434.689	816.904	267.701	202.630	237.615	12.556	0.046	0.053	0.000	101.000	100.000	322.667	816.904	233.754	206.310	232.765	12.940	0.187	0.056	-0.074	101.000	100.000	501.036	816.904	312.623	217.276	265.125	4.769	-0.222	-0.079	0.126	101.000	100.000	332.718	816.904	235.009	179.960	213.000	7.526	-0.065	-0.064	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	101.000	348.879	815.935	291.279	195.393	214.824	2.171	0.130	-0.138	-0.395	102.000	101.000	476.804	815.935	275.099	197.500	257.500	12.832	0.276	0.166	-0.091	102.000	101.000	326.881	815.935	236.478	198.000	235.600	13.373	0.433	0.259	-0.065	102.000	101.000	469.143	815.935	300.275	204.464	254.533	4.704	-0.065	-0.000	0.063	102.000	101.000	324.861	815.935	226.919	170.360	195.917	7.480	-0.046	0.000	0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	102.000	357.667	816.786	300.753	189.071	214.133	1.949	-0.222	-0.128	0.064	103.000	102.000	457.044	816.786	271.261	211.522	245.071	12.897	0.065	0.000	-0.038	103.000	102.000	331.021	816.786	235.910	205.793	231.267	13.736	0.363	0.259	-0.065	103.000	102.000	426.679	816.786	297.270	190.607	222.706	4.528	-0.176	-0.016	0.126	103.000	102.000	301.083	816.786	225.989	180.680	196.000	7.396	-0.084	-0.064	0.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	103.000	358.741	837.879	306.294	203.154	238.222	1.865	-0.084	-0.202	-0.129	104.000	103.000	460.349	837.879	268.779	201.889	237.833	12.951	0.054	0.053	-0.053	104.000	103.000	315.325	837.879	236.869	213.897	241.706	13.671	-0.065	0.195	0.199	104.000	103.000	418.679	837.879	304.753	203.444	257.909	4.567	0.038	-0.063	-0.063	104.000	103.000	316.795	837.879	231.256	178.231	203.077	7.312	-0.084	0.000	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	104.000	341.000	839.568	295.716	212.000	250.364	1.689	-0.176	-0.257	-0.064	105.000	104.000	547.188	839.568	276.856	185.120	208.300	13.199	0.249	-0.052	-0.259	105.000	104.000	319.625	839.568	238.636	221.214	253.235	13.736	0.065	0.065	0.000	105.000	104.000	444.370	839.568	305.564	199.038	239.429	4.521	-0.046	-0.000	0.063	105.000	104.000	355.956	839.568	228.514	180.400	199.750	7.469	0.157	0.000	-0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	105.000	363.148	816.867	301.994	214.933	241.941	1.716	0.027	-0.136	-0.129	106.000	105.000	508.302	816.867	279.695	177.542	200.867	13.157	-0.043	0.000	0.129	106.000	105.000	312.316	816.867	238.056	207.038	241.455	13.866	0.130	0.130	-0.065	106.000	105.000	445.926	816.867	313.901	202.462	249.533	4.762	0.241	-0.000	-0.253	106.000	105.000	357.222	816.867	228.874	176.120	212.714	7.469	0.000	-0.064	-0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	106.000	380.222	840.860	312.341	224.214	253.647	1.827	0.111	-0.064	-0.202	107.000	106.000	507.133	840.860	285.048	189.217	208.941	13.111	-0.046	0.039	0.052	107.000	106.000	306.263	840.860	238.504	212.760	244.200	13.885	0.019	0.004	0.000	107.000	106.000	427.815	840.860	307.104	208.600	262.083	4.742	-0.019	-0.000	-0.000	107.000	106.000	324.583	840.860	225.619	182.600	211.818	7.247	-0.222	0.064	0.152	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	107.000	388.741	837.863	296.569	225.033	259.923	1.762	-0.065	-0.129	-0.064	108.000	107.000	518.022	837.863	282.486	189.957	218.000	13.233	0.122	0.052	0.000	108.000	107.000	335.381	837.863	244.553	206.821	251.545	13.912	0.027	-0.065	0.000	108.000	107.000	399.889	837.863	310.413	205.867	240.812	4.612	-0.130	-0.000	0.126	108.000	107.000	318.848	837.863	220.731	177.600	203.154	7.247	0.000	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	108.000	385.889	812.566	287.665	250.250	296.826	1.559	-0.203	-0.240	0.000	109.000	108.000	519.447	812.566	288.721	194.542	222.500	13.179	-0.054	-0.091	0.013	109.000	108.000	329.595	812.566	241.065	191.250	217.667	13.912	0.000	0.000	0.000	109.000	108.000	415.407	812.566	302.807	191.808	237.154	4.918	0.306	-0.000	-0.268	109.000	108.000	327.933	812.566	223.002	171.741	204.222	7.182	-0.065	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	109.000	385.107	804.698	288.295	247.086	299.579	1.540	-0.019	-0.064	-0.053	110.000	109.000	554.979	804.698	299.288	189.333	225.188	13.168	-0.011	-0.039	-0.039	110.000	109.000	318.256	804.698	240.744	188.346	217.700	13.877	-0.035	0.000	-0.065	110.000	109.000	436.862	804.698	316.773	200.000	249.083	5.037	0.119	0.063	-0.063	110.000	109.000	333.485	804.698	226.441	178.520	220.143	7.247	0.065	-0.064	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	110.000	375.444	831.590	276.731	238.032	283.857	1.567	0.027	-0.063	-0.078	111.000	110.000	568.872	831.590	312.704	192.417	214.750	13.076	-0.092	-0.052	0.012	111.000	110.000	333.750	831.590	246.419	192.731	210.750	13.732	-0.146	-0.065	0.000	111.000	110.000	422.852	831.590	324.909	196.267	238.400	4.834	-0.203	-0.063	0.126	111.000	110.000	329.037	831.590	228.221	175.538	189.789	7.117	-0.130	0.064	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	111.000	367.226	819.887	276.548	216.690	254.824	1.640	0.073	-0.109	-0.189	112.000	111.000	377.000	819.887	261.826	189.481	227.636	10.695	-2.381	-0.181	1.885	112.000	111.000	310.800	819.887	248.093	187.240	205.214	13.288	-0.444	-0.195	0.137	112.000	111.000	447.667	819.887	340.761	200.538	264.182	4.945	0.111	-0.000	-0.079	112.000	111.000	316.241	819.887	222.704	178.615	196.526	7.136	0.019	-0.064	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
