dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)
-20.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	-20.000	646.419	926.427	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-19.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	-19.000	612.370	922.641	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-18.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	-18.000	602.884	924.882	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-17.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	-17.000	645.523	924.999	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-16.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	-16.000	579.556	923.485	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-15.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	-15.000	613.659	927.945	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-14.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	-14.000	616.209	938.040	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-13.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	-13.000	621.590	941.116	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-12.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	-12.000	596.000	940.641	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-11.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	-11.000	600.224	952.161	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-10.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	-10.000	605.820	915.989	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-9.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.000	-9.000	582.327	939.461	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-8.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.000	-8.000	585.510	927.439	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-7.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.000	-7.000	595.116	922.389	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-6.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	-6.000	558.188	918.312	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-5.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	-5.000	615.229	911.890	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-4.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	-4.000	583.810	885.922	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-3.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	-3.000	590.091	912.752	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-2.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	-2.000	540.857	905.831	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000	-1.000	431.211	965.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	-1.000	586.974	906.764	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.000	1.000	0.000	354.222	965.143	280.049	204.679	235.467	5.798	0.000	NaN	NaN	1.000	0.000	431.282	965.143	270.045	199.250	222.700	5.470	0.000	NaN	NaN	1.000	0.000	581.886	965.143	305.002	212.160	251.500	6.129	0.000	NaN	NaN	1.000	0.000	361.556	965.143	241.744	197.357	226.571	3.574	0.000	NaN	NaN	1.000	0.000	523.871	965.143	390.549	238.133	283.389	8.276	0.000	NaN	NaN	1.000	0.000	390.138	965.143	258.323	186.731	204.500	3.842	0.000	NaN	NaN	2.000	0.000	251.741	933.112	228.222	224.889	232.875	0.600	0.600	NaN	NaN	90.000	0.000	540.778	850.442	535.319	282.083	305.950	9.865	9.865	NaN	NaN
1.000	2.000	1.000	370.541	933.112	272.333	188.767	223.933	5.844	0.046	-0.127	-0.127	2.000	1.000	380.800	933.112	245.983	185.462	225.000	5.118	-0.352	0.000	0.267	2.000	1.000	634.773	933.112	302.399	197.400	236.812	6.542	0.414	0.142	-0.225	2.000	1.000	321.286	933.112	237.943	191.033	213.474	3.796	0.222	0.263	0.065	2.000	1.000	545.769	933.112	376.469	208.821	260.533	8.249	-0.027	-0.122	-0.039	2.000	1.000	339.679	933.112	232.374	169.800	185.765	3.972	0.130	0.195	0.065	3.000	1.000	406.920	941.434	256.100	223.000	249.300	1.992	1.392	0.443	-0.734	91.000	1.000	511.939	845.665	408.333	408.333	450.667	0.289	-9.576	-5.005	0.390
2.000	3.000	2.000	352.806	941.434	277.129	190.360	222.667	5.714	-0.130	-0.063	0.047	3.000	2.000	423.326	941.434	265.431	202.444	243.000	5.570	0.452	0.000	-0.250	3.000	2.000	617.830	941.434	296.069	195.885	235.692	6.745	0.203	0.092	-0.092	3.000	2.000	334.464	941.434	239.589	190.222	207.056	4.037	0.241	0.264	0.000	3.000	2.000	516.872	941.434	370.784	201.286	236.800	7.916	-0.333	-0.021	0.288	3.000	2.000	341.444	941.434	239.365	179.667	199.125	4.175	0.203	0.142	0.000	4.000	2.000	256.679	937.849	225.426	224.364	235.643	0.936	-1.056	0.065	0.910	92.000	2.000	503.000	818.268	411.000	411.000	411.000	0.080	-0.209	-0.000	-0.046
3.000	4.000	3.000	390.903	937.849	281.136	188.893	224.538	5.684	-0.030	0.017	0.000	4.000	3.000	423.733	937.849	266.041	205.731	235.647	5.470	-0.100	0.000	0.083	4.000	3.000	583.698	937.849	292.153	194.174	218.786	6.864	0.119	0.225	0.042	4.000	3.000	368.256	937.849	250.069	196.172	223.312	5.009	0.972	0.194	-0.459	4.000	3.000	461.071	937.849	353.964	189.724	233.385	7.128	-0.788	-0.000	0.632	4.000	3.000	336.963	937.849	243.515	184.200	204.333	4.351	0.176	0.136	-0.065	5.000	3.000	285.867	930.179	249.159	242.926	261.692	0.856	-0.081	-0.188	-0.194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000	5.000	4.000	416.933	930.179	281.662	195.074	248.500	5.703	0.019	0.018	0.000	5.000	4.000	430.951	930.179	260.366	183.357	225.846	5.237	-0.233	0.061	0.206	5.000	4.000	626.439	930.179	292.221	200.667	216.000	7.132	0.268	0.192	-0.091	5.000	4.000	389.756	930.179	259.335	193.259	226.636	5.472	0.463	0.259	-0.135	5.000	4.000	482.121	930.179	328.942	194.769	255.600	6.026	-1.102	0.027	1.031	5.000	4.000	365.704	930.179	244.171	176.259	192.316	4.573	0.222	0.137	-0.065	6.000	4.000	310.455	928.665	252.296	233.367	258.579	0.752	-0.103	0.000	0.185	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.000	6.000	5.000	355.966	928.665	275.476	176.929	209.100	5.600	-0.103	0.143	0.205	6.000	5.000	424.897	928.665	270.223	206.778	248.750	4.988	-0.249	-0.062	0.102	6.000	5.000	604.568	928.665	287.179	204.500	233.611	7.454	0.322	0.233	0.000	6.000	5.000	306.222	928.665	235.484	191.633	222.083	4.695	-0.777	0.134	0.593	6.000	5.000	511.611	928.665	317.548	195.769	230.250	6.340	0.314	-0.059	-0.291	6.000	5.000	363.552	928.665	244.151	176.704	202.923	4.684	0.111	0.073	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.000	7.000	6.000	407.067	933.102	285.351	191.036	220.267	5.784	0.184	0.099	-0.044	7.000	6.000	404.657	933.102	259.792	186.393	223.500	4.506	-0.482	0.061	0.512	7.000	6.000	617.122	933.102	291.222	205.731	244.286	7.638	0.184	0.183	-0.042	7.000	6.000	296.111	933.102	240.866	194.586	243.111	4.955	0.260	0.259	0.000	7.000	6.000	517.049	933.102	317.206	190.536	230.714	6.811	0.471	-0.026	-0.469	7.000	6.000	378.321	933.102	252.188	181.615	198.625	4.849	0.165	0.149	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000	8.000	7.000	397.533	928.311	288.539	190.500	219.944	5.738	-0.046	0.018	0.081	8.000	7.000	400.526	928.311	257.331	194.036	228.278	4.284	-0.222	0.000	0.206	8.000	7.000	581.535	928.311	280.008	189.040	228.800	7.913	0.276	0.225	0.000	8.000	7.000	297.481	928.311	239.261	191.414	219.714	5.261	0.306	0.324	0.000	8.000	7.000	508.905	928.311	327.759	196.833	241.857	6.332	-0.479	-0.521	-0.000	8.000	7.000	353.429	928.311	245.478	197.517	228.933	5.025	0.176	0.193	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.000	9.000	8.000	410.533	934.382	297.195	181.517	220.750	5.738	0.000	0.081	0.081	9.000	8.000	406.595	934.382	263.491	204.037	248.231	4.303	0.019	-0.061	0.000	9.000	8.000	562.114	934.382	284.535	203.240	237.750	8.005	0.092	0.134	-0.043	9.000	8.000	378.267	934.382	252.075	209.621	241.467	6.206	0.945	0.130	-0.653	9.000	8.000	526.488	934.382	336.663	196.100	245.143	6.240	-0.092	-0.205	-0.145	9.000	8.000	375.464	934.382	247.731	183.138	204.611	5.331	0.306	0.267	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.000	10.000	9.000	404.393	934.119	295.046	180.321	215.083	5.654	-0.084	-0.062	0.000	10.000	9.000	426.286	934.119	264.607	197.852	232.882	4.433	0.130	0.000	-0.185	10.000	9.000	523.659	934.119	283.754	184.786	211.588	8.189	0.184	0.183	0.042	10.000	9.000	378.500	934.119	252.586	205.900	243.231	6.466	0.260	0.259	-0.065	10.000	9.000	497.581	934.119	335.359	193.964	231.312	5.907	-0.333	-0.265	0.026	10.000	9.000	346.963	934.119	242.443	190.759	217.133	5.480	0.149	0.193	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
10.000	11.000	10.000	410.758	927.048	306.842	179.000	221.000	5.646	-0.008	0.000	0.018	11.000	10.000	429.721	927.048	276.116	198.857	244.091	4.590	0.157	0.062	0.000	11.000	10.000	494.543	927.048	281.967	188.000	220.500	8.365	0.176	0.183	0.049	11.000	10.000	351.071	927.048	251.385	205.769	238.000	6.653	0.187	0.195	-0.065	11.000	10.000	534.609	927.048	334.954	198.429	243.133	5.926	0.019	-0.119	-0.119	11.000	10.000	362.259	927.048	243.477	198.143	218.045	5.702	0.222	0.139	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11.000	12.000	11.000	420.759	931.082	295.659	175.000	200.714	5.746	0.100	0.082	-0.040	12.000	11.000	442.459	931.082	273.762	199.929	235.312	4.498	-0.092	0.000	0.020	12.000	11.000	472.870	931.082	274.600	194.727	224.417	8.430	0.065	0.141	0.092	12.000	11.000	345.552	931.082	250.948	187.692	210.923	6.951	0.298	0.260	-0.062	12.000	11.000	395.750	931.082	327.708	206.964	249.067	5.226	-0.701	-0.311	0.273	12.000	11.000	358.786	931.082	243.244	199.077	243.273	5.916	0.214	0.193	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12.000	13.000	12.000	406.226	932.063	309.297	177.400	201.059	5.792	0.046	0.021	0.000	13.000	12.000	386.407	932.063	260.741	192.143	233.067	4.100	-0.398	0.000	0.267	13.000	12.000	469.977	932.063	274.307	197.828	227.278	8.641	0.211	0.233	0.000	13.000	12.000	357.310	932.063	249.945	195.538	220.385	6.970	0.019	0.195	0.195	13.000	12.000	453.758	932.063	334.456	210.310	257.400	5.115	-0.111	-0.350	-0.289	13.000	12.000	354.143	932.063	244.477	195.571	224.867	6.119	0.203	0.193	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13.000	14.000	13.000	427.065	935.312	311.886	182.759	201.471	5.830	0.038	0.062	0.020	14.000	13.000	435.679	935.312	266.626	190.143	231.700	4.230	0.130	0.000	-0.124	14.000	13.000	447.634	935.312	271.329	213.357	261.067	8.760	0.119	0.183	0.042	14.000	13.000	370.133	935.312	246.027	188.192	205.467	7.341	0.371	0.324	-0.004	14.000	13.000	517.136	935.312	331.317	193.310	232.733	5.329	0.214	-0.289	-0.411	14.000	13.000	347.185	935.312	249.254	200.621	241.667	6.276	0.157	0.139	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14.000	15.000	14.000	423.515	935.564	326.720	179.759	202.438	5.738	-0.092	0.062	0.161	15.000	14.000	461.071	935.564	275.781	201.714	243.333	4.138	-0.092	0.000	0.081	15.000	14.000	464.174	935.564	274.915	208.792	259.750	9.073	0.314	0.092	-0.134	15.000	14.000	365.387	935.564	242.222	189.040	212.556	7.601	0.260	0.195	-0.065	15.000	14.000	487.295	935.564	333.565	201.724	255.750	5.459	0.130	-0.083	-0.206	15.000	14.000	331.387	935.564	239.811	194.885	228.250	6.517	0.241	0.193	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15.000	16.000	15.000	383.556	937.791	332.536	186.393	217.667	5.581	-0.157	0.124	0.228	16.000	15.000	430.564	937.791	273.548	194.536	235.143	4.287	0.149	0.000	-0.046	16.000	15.000	476.723	937.791	274.947	210.417	234.800	9.276	0.203	0.092	-0.135	16.000	15.000	356.375	937.791	240.468	187.692	202.389	7.953	0.352	0.195	-0.130	16.000	15.000	516.638	937.791	349.218	199.536	252.417	5.551	0.092	-0.061	-0.083	16.000	15.000	335.107	937.791	244.003	190.931	225.786	6.444	-0.073	0.074	0.074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
