dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)
-10.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-9.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-8.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-7.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000	-7.000	521.385	1509.538	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-6.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.000	-6.000	423.433	1478.403	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-5.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.000	-5.000	476.382	1476.432	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-4.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.000	-4.000	419.125	1454.939	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-3.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.000	-3.000	371.136	1422.741	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-2.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.000	-2.000	349.556	1268.513	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.000	-1.000	339.167	1220.507	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.000	1.000	0.000	698.889	1509.538	390.042	261.120	303.500	2.626	0.000	NaN	NaN	1.000	0.000	425.000	1509.538	289.014	237.208	248.167	3.414	0.000	NaN	NaN	1.000	0.000	486.375	1509.538	356.738	279.621	328.250	2.800	0.000	NaN	NaN	1.000	0.000	571.706	1509.538	410.878	335.679	385.231	0.928	0.000	NaN	NaN	8.000	0.000	359.783	1216.273	303.500	303.500	323.000	0.263	0.263	NaN	NaN
1.000	2.000	1.000	665.037	1478.403	356.357	255.800	297.750	2.626	0.000	-0.000	-0.000	2.000	1.000	415.464	1478.403	269.167	220.857	245.750	3.333	-0.081	-0.065	-0.059	2.000	1.000	428.703	1478.403	327.962	307.077	362.588	2.441	-0.360	-0.198	0.119	2.000	1.000	527.438	1478.403	384.030	317.000	385.625	0.837	-0.092	-0.023	-0.000	9.000	1.000	446.286	1208.706	358.000	379.833	409.000	0.498	0.236	0.184	0.092
2.000	3.000	2.000	827.586	1476.432	399.689	280.320	328.933	2.691	0.065	-0.000	-0.064	3.000	2.000	416.714	1476.432	268.845	234.870	252.059	3.536	0.203	0.145	-0.000	3.000	2.000	461.200	1476.432	333.942	280.556	312.118	2.613	0.173	0.064	-0.113	3.000	2.000	447.222	1476.432	331.909	305.923	329.500	0.596	-0.241	0.123	0.267	10.000	2.000	434.676	1205.400	NaN	NaN	NaN	NaN	NaN	0.000	0.000
3.000	4.000	3.000	732.741	1454.939	376.148	234.000	268.357	2.588	-0.103	-0.000	0.129	4.000	3.000	439.767	1454.939	277.485	224.043	234.389	3.701	0.165	-0.000	-0.065	4.000	3.000	414.138	1454.939	329.720	288.040	341.188	2.540	-0.073	-0.070	-0.037	4.000	3.000	429.542	1454.939	326.617	298.958	320.952	0.680	0.084	0.094	0.009	11.000	3.000	451.464	1257.892	290.924	250.444	276.000	2.637	2.637	0.000	0.000
4.000	5.000	4.000	821.364	1422.741	411.557	259.517	307.133	2.661	0.073	-0.064	-0.064	5.000	4.000	465.359	1422.741	283.694	235.250	252.375	3.999	0.298	0.136	-0.122	5.000	4.000	446.379	1422.741	338.689	291.630	334.667	2.770	0.230	0.145	-0.078	5.000	4.000	310.727	1422.741	265.619	265.619	299.786	0.441	-0.238	0.291	0.494	12.000	4.000	619.758	1260.902	311.652	241.826	257.500	2.859	0.222	-0.010	-0.284
5.000	6.000	5.000	566.964	1268.513	359.548	242.034	300.778	2.236	-0.425	0.064	0.384	6.000	5.000	382.407	1268.513	251.875	220.950	235.667	3.831	-0.168	0.201	0.266	6.000	5.000	429.355	1268.513	307.405	277.087	301.278	2.938	0.168	0.035	-0.090	6.000	5.000	294.433	1268.513	234.182	233.000	260.000	0.495	0.054	0.180	0.198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.000	7.000	6.000	589.444	1220.507	358.106	244.429	295.333	2.301	0.065	0.064	0.009	7.000	6.000	239.208	1220.507	197.298	201.720	233.400	2.390	-1.441	0.117	1.436	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.000	6.000	286.074	1220.507	231.107	207.385	242.750	0.882	0.387	0.355	-0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000	8.000	7.000	619.148	1216.273	377.463	250.690	285.316	2.255	-0.046	-0.000	0.064	8.000	7.000	259.267	1216.273	218.779	208.591	228.500	2.650	0.260	0.268	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.000	7.000	322.317	1216.273	228.326	203.000	213.250	1.578	0.696	0.449	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.000	9.000	8.000	630.933	1208.706	374.848	250.500	286.812	2.236	-0.019	0.064	0.064	9.000	8.000	258.963	1208.706	218.090	225.208	251.500	2.669	0.019	0.125	0.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.000	8.000	298.515	1208.706	226.283	204.240	219.600	1.670	0.092	0.205	0.047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.000	10.000	9.000	619.074	1205.400	376.593	262.821	292.714	2.152	-0.084	-0.000	0.064	10.000	9.000	239.958	1205.400	211.237	209.150	223.867	2.715	0.046	0.188	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.000	9.000	332.735	1205.400	233.108	207.960	227.929	2.106	0.436	0.255	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
10.000	11.000	10.000	658.310	1257.892	374.832	237.963	290.545	2.217	0.065	-0.064	-0.129	11.000	10.000	415.600	1257.892	255.773	252.417	288.100	4.635	1.920	0.139	-1.601	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.000	10.000	348.105	1257.892	236.433	199.815	219.476	2.596	0.490	0.395	-0.077	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11.000	12.000	11.000	663.370	1260.902	374.316	236.769	277.231	2.320	0.103	0.011	-0.064	12.000	11.000	369.333	1260.902	251.499	238.179	273.944	4.651	0.016	0.140	0.191	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	11.000	340.639	1260.902	241.700	198.320	233.833	2.921	0.325	0.445	0.114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12.000	13.000	12.000	691.889	1217.646	381.950	267.633	295.800	2.366	0.046	-0.008	-0.064	13.000	12.000	255.023	1217.646	268.583	237.821	299.222	3.779	-0.872	0.143	1.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	12.000	472.500	1217.646	268.429	197.111	221.400	3.503	0.582	0.252	-0.173	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13.000	14.000	13.000	617.667	1201.612	379.522	284.586	346.312	2.171	-0.195	-0.000	0.193	14.000	13.000	287.270	1201.612	269.007	231.100	271.500	3.637	-0.141	0.044	0.161	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	13.000	457.703	1201.612	292.070	225.593	267.800	3.614	0.111	0.126	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14.000	15.000	14.000	615.370	1200.327	405.064	252.621	290.125	2.079	-0.092	-0.065	0.007	15.000	14.000	305.298	1200.327	269.540	238.000	310.000	3.852	0.214	0.061	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	14.000	474.529	1200.327	291.499	214.929	269.125	3.744	0.130	0.190	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15.000	16.000	15.000	549.704	1194.909	360.815	239.120	273.250	1.792	-0.287	-0.000	0.258	16.000	15.000	311.103	1194.909	278.072	234.750	293.100	3.332	-0.520	0.122	0.389	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	15.000	446.167	1194.909	296.715	219.276	262.500	3.579	-0.165	-0.076	0.140	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
16.000	17.000	16.000	701.241	1183.040	388.471	235.080	295.667	2.209	0.417	-0.000	-0.395	17.000	16.000	289.192	1183.040	277.590	235.222	301.833	3.037	-0.295	-0.163	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	16.000	441.289	1183.040	285.262	216.586	245.647	3.606	0.027	-0.012	-0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17.000	18.000	17.000	785.367	1175.364	386.543	240.500	275.471	2.301	0.092	-0.000	-0.064	18.000	17.000	285.179	1175.364	299.762	249.432	296.000	2.980	-0.057	-0.098	-0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	17.000	436.250	1175.364	272.676	209.571	252.286	3.219	-0.387	-0.139	0.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18.000	19.000	18.000	655.621	1167.740	347.781	222.680	252.154	2.190	-0.111	0.064	0.129	19.000	18.000	254.643	1167.740	296.718	246.730	304.714	2.850	-0.130	-0.145	-0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	18.000	396.286	1167.740	253.536	198.720	224.933	3.043	-0.176	-0.138	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19.000	20.000	19.000	689.483	1175.564	364.625	226.600	254.067	2.209	0.019	-0.064	-0.064	20.000	19.000	254.077	1175.564	280.708	224.833	251.900	2.896	0.046	-0.022	0.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	19.000	404.467	1175.564	264.746	205.680	246.500	3.070	0.027	-0.074	-0.074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20.000	21.000	20.000	645.414	1231.343	349.804	225.920	264.545	2.144	-0.065	-0.000	0.064	21.000	20.000	356.296	1231.343	276.565	235.359	271.750	4.199	1.303	-0.423	-1.802	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	20.000	407.286	1231.343	253.199	195.778	217.438	2.848	-0.222	-0.064	0.073	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21.000	22.000	21.000	631.333	1159.421	354.352	230.160	254.867	2.033	-0.111	-0.000	0.072	22.000	21.000	243.292	1159.421	284.539	243.410	277.125	2.003	-2.196	-0.229	1.695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	21.000	299.964	1159.421	234.529	195.857	231.143	2.515	-0.333	0.135	0.470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
22.000	23.000	22.000	606.414	1199.222	353.631	233.143	284.182	1.884	-0.149	-0.266	-0.073	23.000	22.000	413.357	1199.222	267.249	222.512	255.957	4.367	2.364	-0.000	-2.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	22.000	317.786	1199.222	275.981	257.314	317.050	1.754	-0.761	-0.915	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23.000	24.000	23.000	629.429	1135.615	353.056	234.556	265.667	1.995	0.111	0.065	-0.065	24.000	23.000	256.594	1135.615	254.810	220.486	252.350	2.073	-2.294	-0.050	2.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	23.000	308.357	1135.615	246.830	219.419	245.533	1.169	-0.585	-0.449	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24.000	25.000	24.000	710.034	1131.310	382.090	246.179	284.400	2.125	0.130	-0.000	-0.129	25.000	24.000	259.759	1131.310	250.610	215.636	241.000	1.897	-0.176	0.068	0.017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	24.000	324.115	1131.310	265.786	243.200	266.684	0.745	-0.425	-0.426	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
25.000	26.000	25.000	578.111	1134.064	331.614	238.241	288.636	1.773	-0.352	-0.065	0.265	26.000	25.000	268.931	1134.064	250.400	224.371	253.118	2.162	0.265	0.079	0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	25.000	422.889	1134.064	302.000	245.767	278.882	0.902	0.157	-0.058	-0.207	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
26.000	27.000	26.000	663.867	1145.161	373.182	273.571	303.167	1.735	-0.038	-0.193	-0.138	27.000	26.000	239.179	1145.161	236.388	204.606	217.154	2.448	0.287	0.118	0.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	26.000	419.571	1145.161	309.917	265.080	294.000	0.986	0.084	-0.023	-0.099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
27.000	28.000	27.000	603.172	1149.398	413.168	334.912	377.100	1.207	-0.528	-0.458	0.069	28.000	27.000	243.767	1149.398	240.983	218.571	245.304	2.578	0.130	-0.000	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	27.000	422.724	1149.398	316.474	252.690	318.571	1.085	0.100	0.062	-0.041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
28.000	29.000	28.000	444.593	1149.313	346.077	349.083	381.500	0.479	-0.729	-0.087	0.552	29.000	28.000	240.000	1149.313	238.188	211.062	247.062	2.957	0.379	0.142	0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	28.000	497.795	1149.313	352.755	270.704	334.500	1.410	0.325	-0.085	-0.256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
29.000	30.000	29.000	472.630	1160.309	369.050	378.588	431.250	0.540	0.062	-0.062	-0.123	30.000	29.000	236.385	1160.309	250.420	229.105	250.577	2.865	-0.092	0.079	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	29.000	492.103	1160.309	299.522	232.192	271.583	1.177	-0.233	0.047	0.131	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
30.000	31.000	30.000	693.170	1154.809	492.635	397.387	495.600	1.299	0.759	-0.189	-0.783	31.000	30.000	252.414	1154.809	247.030	239.027	291.500	2.636	-0.230	0.005	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	30.000	513.250	1154.809	312.581	218.880	248.300	2.106	0.929	-0.000	-0.709	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
31.000	32.000	31.000	616.345	1174.117	416.079	339.933	387.722	1.058	-0.241	-0.063	-0.034	32.000	31.000	451.679	1174.117	283.127	243.842	290.611	5.394	2.758	0.250	-2.358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	31.000	522.733	1174.117	296.224	205.000	223.409	1.930	-0.176	-0.064	-0.115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
32.000	33.000	32.000	667.233	1159.845	431.635	342.538	369.450	1.123	0.065	0.054	-0.064	33.000	32.000	445.800	1159.845	280.957	239.432	282.850	5.202	-0.192	0.130	0.199	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	32.000	505.250	1159.845	300.613	219.962	238.647	2.358	0.428	-0.000	-0.441	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
33.000	34.000	33.000	636.567	1156.445	416.036	319.258	348.000	1.215	0.092	0.014	-0.064	34.000	33.000	438.321	1156.445	280.128	232.125	266.312	4.888	-0.314	-0.119	0.070	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	33.000	533.531	1156.445	291.467	201.115	212.842	2.645	0.287	0.067	-0.190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
