 	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)
87	66.000	17.225	6.890	20.605	5.850	5.135	3.536	0.997	5.121	-0.108	NaN	0.081	66.000	12.350	13.910	6.240	19.240	5.287	8.108	7.609	40.230	0.228	NaN	-0.239	66.000	23.270	16.965	31.070	20.280	7.757	8.475	8.125	63.020	-0.066	NaN	0.025	66.000	14.040	18.915	10.270	26.325	7.618	8.314	8.310	63.307	-0.202	-0.175	0.028	66.000	19.890	23.920	21.710	28.015	12.176	4.481	4.389	53.442	-0.111	0.026	0.092	66.000	16.640	22.490	16.250	28.340	10.485	5.863	5.863	61.474	8.095E-4	NaN	NaN	66.000	12.090	18.005	6.175	27.820	7.925	11.460	11.288	89.452	-0.125	-0.089	NaN	66.000	17.550	22.620	18.850	27.430	10.598	4.983	4.840	51.300	-0.139	-0.063	0.080	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88	67.000	17.095	6.955	20.605	5.850	5.007	3.680	1.013	5.074	0.016	NaN	-0.144	67.000	12.350	13.975	6.240	19.240	5.275	8.066	7.658	40.395	0.049	NaN	0.042	67.000	23.270	16.965	31.070	20.215	7.848	8.450	8.081	63.417	-0.044	-0.025	NaN	67.000	14.040	19.045	10.335	26.130	7.768	7.995	7.981	61.998	-0.329	-0.203	0.115	67.000	19.825	23.855	21.775	28.145	12.176	4.712	4.607	56.100	0.218	0.145	-0.086	67.000	16.640	22.620	16.250	28.340	10.676	5.733	5.733	61.203	-0.130	NaN	0.130	67.000	12.025	18.265	6.240	27.625	8.173	11.003	10.902	89.097	-0.386	-0.200	0.255	67.000	17.745	22.815	18.850	27.495	10.867	4.809	4.728	51.376	-0.113	0.063	0.235	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89	68.000	17.225	7.020	20.605	5.915	4.875	3.556	1.150	5.607	0.136	-0.020	0.103	68.000	11.635	14.040	6.240	19.240	5.927	7.493	6.911	40.961	-0.747	NaN	0.560	68.000	23.205	16.965	31.070	20.280	7.890	8.535	8.156	64.351	0.076	0.025	-0.060	68.000	13.650	19.955	10.400	26.000	8.791	6.863	6.840	60.130	-1.141	-0.145	0.986	68.000	19.825	23.725	21.905	28.275	12.126	5.003	4.896	59.370	0.288	0.172	-0.118	68.000	16.640	22.750	16.250	28.340	10.867	5.604	5.602	60.882	-0.131	NaN	0.130	68.000	11.960	18.395	6.435	27.365	8.324	10.535	10.456	87.035	-0.446	-0.324	0.145	68.000	17.810	22.945	18.850	27.495	11.069	4.667	4.603	50.954	-0.124	NaN	0.141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90	69.000	17.225	7.020	20.605	5.850	4.944	3.577	1.302	6.439	0.152	0.021	NaN	69.000	11.830	13.845	6.240	19.240	5.531	7.769	7.094	39.238	0.183	NaN	-0.276	69.000	23.075	16.900	31.070	20.215	7.807	8.655	8.288	64.706	0.132	-0.025	-0.145	69.000	13.910	19.370	10.465	25.935	8.040	7.414	7.387	59.395	0.548	-0.088	-0.639	69.000	19.825	23.855	22.035	28.470	12.219	5.117	4.998	61.072	0.102	0.232	0.117	69.000	16.640	22.685	16.315	28.340	10.732	5.664	5.663	60.777	0.061	-0.004	-0.065	69.000	12.025	18.395	6.565	27.235	8.152	10.390	10.330	84.213	-0.126	-0.179	-0.034	69.000	18.005	23.075	18.850	27.430	11.158	4.436	4.412	49.230	-0.191	-0.064	0.165	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91	70.000	17.160	7.020	20.605	5.850	4.947	3.638	1.349	6.676	0.047	NaN	-0.062	70.000	12.285	13.780	6.240	19.240	4.961	8.146	7.627	37.835	0.533	NaN	-0.381	70.000	22.945	16.900	31.070	20.215	7.807	8.775	8.389	65.492	0.101	NaN	-0.120	70.000	13.650	20.280	10.465	25.870	8.932	6.434	6.366	56.860	-1.022	-0.056	0.919	70.000	19.825	23.790	22.035	28.600	12.186	5.293	5.200	63.367	0.202	0.118	-0.059	70.000	16.640	22.620	16.250	28.275	10.663	5.668	5.663	60.384	-2.472E-4	-0.060	-0.065	70.000	11.895	18.525	6.565	27.170	8.255	10.156	10.106	83.431	-0.224	-0.055	0.179	70.000	18.135	23.140	18.850	27.430	11.248	4.349	4.343	48.845	-0.070	NaN	0.085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92	71.000	17.160	7.020	20.605	5.850	4.942	3.638	1.260	6.228	-0.089	NaN	NaN	71.000	12.480	13.715	6.240	19.240	4.877	8.334	7.810	38.088	0.184	NaN	-0.189	71.000	23.140	17.030	31.070	20.215	7.940	8.546	8.136	64.600	-0.253	NaN	0.229	71.000	13.780	19.955	10.465	25.935	8.630	6.837	6.788	58.584	0.422	0.057	-0.347	71.000	19.695	23.790	22.100	28.730	12.126	5.494	5.348	64.850	0.148	0.145	-0.057	71.000	16.640	22.620	16.315	28.340	10.667	5.729	5.728	61.102	0.065	0.061	NaN	71.000	13.130	17.160	6.565	27.170	6.500	11.971	11.947	77.656	1.841	NaN	-1.819	71.000	18.135	23.140	18.850	27.430	11.234	4.349	4.340	48.752	-0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
93	72.000	17.290	6.825	20.605	5.850	5.074	3.455	1.102	5.590	-0.159	NaN	0.180	72.000	12.545	13.780	6.240	19.240	4.925	8.341	7.915	38.980	0.104	NaN	-0.007	72.000	23.140	17.030	31.070	20.215	7.932	8.546	8.106	64.292	-0.031	NaN	NaN	72.000	13.975	19.695	10.595	25.805	8.401	6.983	6.928	58.204	0.140	-0.177	-0.322	72.000	19.565	23.660	22.035	28.795	12.021	5.698	5.533	66.514	0.185	0.030	-0.174	72.000	16.575	22.750	16.315	28.405	10.867	5.661	5.661	61.520	-0.067	0.065	0.133	72.000	13.195	17.160	6.565	27.170	6.552	12.007	11.990	78.560	0.043	NaN	-0.036	72.000	18.070	23.075	18.850	27.430	11.222	4.424	4.406	49.449	0.067	NaN	-0.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94	73.000	17.550	6.825	20.605	5.915	5.226	3.188	1.209	6.321	0.108	-0.019	0.249	73.000	12.545	13.845	6.240	19.240	4.840	8.298	7.871	38.097	-0.044	NaN	0.042	73.000	23.140	17.030	31.070	20.215	7.898	8.546	8.153	64.393	0.047	NaN	NaN	73.000	14.040	19.565	10.595	25.740	8.111	7.071	7.010	56.860	0.082	-0.057	-0.145	73.000	19.500	23.920	22.035	28.925	12.149	5.610	5.416	65.796	-0.117	0.116	0.203	73.000	16.445	23.075	16.315	28.340	11.065	5.267	5.265	58.254	-0.396	-0.065	0.328	73.000	13.130	17.160	6.565	27.170	6.448	11.971	11.942	77.005	-0.048	NaN	0.036	73.000	18.200	23.855	18.850	27.430	11.888	3.634	3.622	43.053	-0.785	NaN	0.791	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95	74.000	17.290	6.955	20.605	5.915	5.271	3.474	1.202	6.338	-0.007	NaN	-0.287	74.000	12.415	13.910	6.240	19.240	4.915	8.157	7.631	37.505	-0.240	NaN	0.141	74.000	22.945	17.030	31.070	20.215	7.624	8.727	8.313	63.379	0.160	NaN	-0.182	74.000	14.105	19.500	10.595	25.740	7.846	7.159	7.099	55.694	0.089	NaN	-0.089	74.000	19.370	23.985	22.100	29.120	11.995	5.816	5.569	66.801	0.153	0.203	-0.004	74.000	16.445	23.010	16.250	28.340	10.806	5.334	5.333	57.625	0.068	0.002	-0.065	74.000	13.195	17.160	6.500	27.235	6.254	12.097	12.064	75.446	0.122	0.090	-0.036	74.000	18.265	24.375	18.850	27.430	12.218	3.111	3.098	37.856	-0.523	NaN	0.523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96	75.000	17.290	6.955	20.605	5.915	5.463	3.474	1.158	6.325	-0.045	NaN	NaN	75.000	12.415	13.910	6.240	19.240	4.913	8.157	7.504	36.867	-0.127	NaN	NaN	75.000	23.075	17.095	31.070	20.215	7.594	8.582	8.219	62.412	-0.094	NaN	0.145	75.000	14.105	19.435	10.660	25.610	7.630	7.071	7.031	53.649	-0.068	-0.145	-0.057	75.000	19.305	24.245	22.165	29.250	12.035	5.765	5.445	65.530	-0.124	0.145	0.193	75.000	16.445	23.270	16.250	28.210	10.874	4.944	4.943	53.750	-0.390	-0.130	0.260	75.000	11.960	18.395	6.565	27.170	7.882	10.301	10.172	80.178	-1.892	-0.089	1.699	75.000	18.395	24.700	18.850	27.495	12.354	2.832	2.827	34.928	-0.271	0.064	0.342	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97	76.000	17.290	7.020	20.540	5.850	5.661	3.454	1.318	7.461	0.160	-0.039	-0.022	76.000	12.545	13.845	6.240	19.240	4.635	8.298	7.463	34.590	-0.041	NaN	-0.141	76.000	22.945	17.160	31.005	20.150	7.423	8.597	8.229	61.085	0.010	-0.084	-0.099	76.000	14.105	19.500	10.920	25.090	7.425	6.434	6.393	47.468	-0.638	-0.581	0.056	76.000	19.370	25.025	22.295	29.250	12.570	5.139	4.696	59.023	-0.749	0.074	0.678	76.000	16.445	23.140	16.250	28.210	10.481	5.074	5.073	53.172	0.130	NaN	-0.130	76.000	12.025	18.395	6.565	27.170	7.601	10.335	10.199	77.520	0.027	NaN	-0.034	76.000	18.590	25.285	18.785	27.495	12.706	2.219	2.217	28.172	-0.610	-0.006	0.600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98	77.000	17.290	7.150	20.540	5.915	5.928	3.477	1.446	8.573	0.128	-0.023	-0.046	77.000	12.480	13.845	6.240	19.240	4.488	8.249	7.083	31.789	-0.380	NaN	0.049	77.000	22.815	17.030	31.070	20.215	7.121	8.848	8.630	61.457	0.401	0.084	-0.168	77.000	14.105	19.630	11.050	24.960	7.135	6.143	6.101	43.530	-0.292	-0.177	0.113	77.000	19.435	25.805	22.490	29.250	12.990	4.604	3.975	51.634	-0.721	0.129	0.627	77.000	16.445	23.140	16.315	28.210	10.085	5.072	5.071	51.139	-0.002	-0.002	NaN	77.000	12.025	18.395	6.565	27.170	7.223	10.335	10.160	73.388	-0.039	NaN	NaN	77.000	18.785	26.065	18.850	27.495	13.136	1.431	1.425	18.713	-0.793	0.003	0.788	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99	78.000	17.420	7.085	20.540	5.850	6.274	3.356	1.552	9.734	0.105	0.024	0.145	78.000	12.480	13.845	6.240	19.240	4.321	8.249	6.844	29.575	-0.239	NaN	NaN	78.000	22.425	17.030	31.070	20.215	6.761	9.213	8.977	60.688	0.346	NaN	-0.366	78.000	13.715	20.150	11.180	24.830	7.478	5.322	5.307	39.685	-0.793	-0.176	0.643	78.000	19.630	26.065	22.620	29.315	13.057	4.416	3.826	49.956	-0.149	0.136	0.323	78.000	16.510	22.945	16.250	28.210	9.624	5.271	5.270	50.717	0.199	0.003	-0.198	78.000	11.960	18.395	6.565	27.105	6.989	10.245	10.032	70.110	-0.128	-0.055	0.034	78.000	18.850	26.520	18.785	27.430	13.358	0.912	0.889	11.872	-0.536	-0.060	0.449	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100	79.000	17.420	7.085	20.540	5.850	6.168	3.356	1.651	10.182	0.099	NaN	NaN	79.000	12.350	13.910	6.175	19.240	4.285	8.157	6.978	29.900	0.134	0.049	0.141	79.000	22.165	16.835	31.070	20.215	6.671	9.525	9.307	62.082	0.330	NaN	-0.312	79.000	13.455	20.410	11.180	24.830	7.861	4.971	4.960	38.988	-0.347	NaN	0.350	79.000	19.435	25.740	22.685	29.315	12.867	4.831	4.208	54.143	0.382	0.044	-0.372	79.000	16.380	23.140	16.315	28.210	9.947	5.070	5.070	50.434	-0.200	-8.333E-4	0.197	79.000	12.025	18.395	6.565	27.105	6.910	10.280	10.150	70.135	0.118	NaN	-0.035	79.000	18.785	26.260	18.850	27.495	13.251	1.237	1.229	16.279	0.340	0.068	-0.263	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101	80.000	17.420	7.085	20.540	5.850	6.059	3.356	1.721	10.427	0.070	NaN	NaN	80.000	12.415	13.845	6.240	19.240	4.105	8.200	7.088	29.093	0.110	-0.049	-0.092	80.000	21.775	16.575	31.070	20.215	6.382	9.982	9.765	62.319	0.458	NaN	-0.458	80.000	13.195	20.540	11.180	24.765	8.151	4.681	4.678	38.131	-0.282	-0.059	0.229	80.000	19.435	25.675	22.620	29.250	12.960	4.788	4.213	54.604	0.005	-0.092	-0.049	80.000	16.510	22.945	16.315	28.145	9.880	5.204	5.199	51.363	0.128	-0.065	-0.200	80.000	11.960	18.395	6.565	27.105	6.966	10.245	10.138	70.621	-0.012	NaN	0.034	80.000	18.785	26.065	18.850	27.495	13.209	1.431	1.419	18.742	0.190	NaN	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102	81.000	17.290	7.150	20.540	5.850	6.113	3.500	1.769	10.816	0.048	NaN	-0.145	81.000	12.545	13.780	6.240	19.240	3.879	8.341	7.056	27.374	-0.031	NaN	-0.141	81.000	21.840	16.575	31.005	20.215	6.422	9.861	9.709	62.344	-0.056	-0.060	0.060	81.000	13.130	20.605	11.180	24.830	8.091	4.653	4.652	37.645	-0.026	0.059	0.086	81.000	19.565	25.805	22.750	29.380	13.006	4.788	4.246	55.225	0.033	0.184	0.184	81.000	16.445	22.945	16.250	28.210	9.750	5.269	5.264	51.321	0.065	0.067	0.002	81.000	12.025	18.330	6.565	27.105	6.733	10.335	10.224	68.838	0.086	NaN	-0.090	81.000	18.785	26.260	18.915	27.560	13.285	1.306	1.302	17.297	-0.117	0.071	0.194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103	82.000	17.550	7.085	20.605	5.915	6.134	3.271	1.671	10.250	-0.098	0.037	0.266	82.000	12.480	13.780	6.240	19.240	4.082	8.292	7.030	28.696	-0.026	NaN	0.049	82.000	21.840	16.575	31.005	20.215	6.346	9.861	9.673	61.389	-0.036	NaN	NaN	82.000	13.130	20.605	11.180	24.830	8.204	4.653	4.653	38.173	7.071E-4	NaN	NaN	82.000	19.500	25.740	22.945	29.640	12.960	5.204	4.590	59.480	0.343	0.324	-0.092	82.000	16.380	23.270	16.315	28.145	10.141	4.875	4.875	49.441	-0.388	-0.066	0.326	82.000	12.025	18.330	6.565	27.105	6.867	10.335	10.211	70.118	-0.013	NaN	NaN	82.000	18.785	26.195	18.915	27.495	13.262	1.306	1.303	17.280	9.758E-4	-0.065	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104	83.000	17.485	7.085	20.605	5.850	6.113	3.356	1.686	10.305	0.015	0.024	-0.060	83.000	12.480	13.845	6.240	19.240	4.157	8.249	7.075	29.410	0.045	NaN	0.043	83.000	22.165	16.705	31.070	20.215	6.635	9.572	9.393	62.327	-0.280	0.060	0.350	83.000	13.000	20.930	11.115	24.830	8.580	4.332	4.331	37.159	-0.322	0.028	0.349	83.000	19.565	25.675	23.075	29.705	12.896	5.344	4.734	61.051	0.144	0.134	-0.006	83.000	16.380	23.205	16.315	28.145	10.077	4.940	4.940	49.783	0.065	NaN	-0.065	83.000	12.025	18.265	6.630	27.105	6.861	10.356	10.194	69.941	-0.017	-0.034	-0.055	83.000	18.785	26.130	18.915	27.495	13.187	1.371	1.367	18.032	0.064	NaN	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105	84.000	17.485	7.020	20.605	5.850	6.168	3.332	1.586	9.785	-0.099	NaN	0.023	84.000	12.480	13.975	6.305	19.175	4.245	8.073	7.087	30.082	0.012	-0.092	0.084	84.000	22.165	16.770	31.005	20.215	6.616	9.488	9.277	61.381	-0.116	-0.061	0.024	84.000	13.065	20.800	11.180	24.830	8.462	4.449	4.449	37.649	0.118	-0.028	-0.145	84.000	19.565	25.675	23.205	29.900	12.881	5.577	4.941	63.650	0.207	0.233	NaN	84.000	16.380	23.140	16.315	28.210	10.013	5.070	5.070	50.768	0.130	0.065	-0.065	84.000	12.090	18.330	6.565	27.105	6.910	10.369	10.242	70.769	0.048	0.035	0.020	84.000	18.785	26.130	18.915	27.560	13.176	1.436	1.432	18.869	0.065	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106	85.000	17.615	7.085	20.605	5.915	6.134	3.211	1.660	10.182	0.074	-0.024	0.097	85.000	12.285	14.040	6.240	19.240	4.385	7.974	6.992	30.665	-0.094	0.092	0.190	85.000	22.295	16.835	31.070	20.215	6.815	9.403	9.203	62.716	-0.075	0.061	0.145	85.000	13.065	20.865	11.180	24.830	8.494	4.390	4.390	37.286	-0.059	NaN	0.059	85.000	19.435	25.675	23.270	29.965	12.867	5.754	5.035	64.786	0.094	0.092	-0.087	85.000	16.445	22.880	16.315	27.950	9.751	5.072	5.071	49.449	0.001	-0.260	-0.262	85.000	12.025	18.330	6.565	27.105	6.910	10.335	10.199	70.473	-0.043	NaN	0.034	85.000	18.850	26.130	18.915	27.625	13.198	1.496	1.484	19.583	0.052	0.065	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107	86.000	17.550	7.150	20.605	5.850	6.031	3.320	1.684	10.157	0.024	0.025	-0.085	86.000	12.220	14.105	6.305	19.175	4.653	7.791	6.846	31.857	-0.146	-0.092	0.092	86.000	22.425	16.835	31.005	20.215	6.761	9.222	9.029	61.043	-0.173	-0.060	0.121	86.000	13.130	20.800	11.115	24.830	8.490	4.506	4.505	38.245	0.115	0.029	-0.087	86.000	19.435	25.675	23.400	30.095	12.825	5.938	5.147	66.016	0.112	0.184	NaN	86.000	16.445	22.880	16.315	27.950	9.755	5.072	5.072	49.475	2.340E-4	NaN	NaN	86.000	11.960	18.460	6.630	27.105	7.179	10.156	9.989	71.715	-0.210	-0.034	0.145	86.000	18.785	26.195	18.915	27.690	13.219	1.501	1.497	19.794	0.014	0.065	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108	87.000	17.550	7.215	20.605	5.850	5.837	3.346	1.761	10.279	0.077	NaN	-0.027	87.000	12.415	13.910	6.240	19.240	4.449	8.157	7.135	31.742	0.289	0.092	-0.275	87.000	22.490	16.900	31.070	20.215	6.923	9.198	8.956	62.006	-0.073	0.061	0.084	87.000	13.130	20.800	11.115	24.830	8.608	4.506	4.504	38.769	-6.938E-4	NaN	NaN	87.000	19.370	25.480	23.465	30.160	12.748	6.219	5.417	69.053	0.269	0.092	-0.190	87.000	16.575	22.815	16.315	27.885	9.817	5.077	5.074	49.813	0.003	-0.065	-0.072	87.000	12.025	18.395	6.565	27.105	7.185	10.280	10.146	72.898	0.157	0.035	-0.090	87.000	18.785	25.935	18.915	27.690	13.091	1.760	1.754	22.963	0.257	NaN	-0.259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109	88.000	17.485	7.215	20.605	5.850	5.894	3.406	1.733	10.216	-0.028	NaN	-0.060	88.000	12.285	13.910	6.240	19.240	4.564	8.059	6.927	31.616	-0.207	NaN	0.098	88.000	22.555	16.965	31.005	20.215	6.977	9.053	8.823	61.558	-0.133	-0.061	0.084	88.000	13.325	20.540	11.115	24.830	8.231	4.826	4.821	39.681	0.317	NaN	-0.320	88.000	19.435	25.675	23.465	30.160	12.889	6.030	5.221	67.296	-0.195	NaN	0.188	88.000	16.640	22.620	16.315	27.950	9.556	5.340	5.334	50.970	0.260	0.065	-0.199	88.000	12.025	18.460	6.565	27.105	7.185	10.225	10.097	72.547	-0.049	NaN	0.055	88.000	18.850	26.065	18.850	27.495	13.165	1.430	1.412	18.590	-0.342	-0.195	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110	89.000	17.550	7.215	20.605	5.850	5.944	3.346	1.659	9.861	-0.074	NaN	0.059	89.000	12.285	13.845	6.240	19.175	4.734	8.059	6.781	32.102	-0.147	-0.043	-0.043	89.000	22.815	16.965	31.005	20.215	6.995	8.811	8.631	60.375	-0.192	NaN	0.242	89.000	13.455	20.150	11.245	24.830	7.849	5.176	5.174	40.611	0.353	-0.056	-0.408	89.000	19.435	25.805	23.270	29.965	12.913	5.658	4.817	62.200	-0.405	-0.276	0.096	89.000	16.640	22.620	16.250	27.430	9.496	4.826	4.821	45.774	-0.513	-0.513	NaN	89.000	12.025	18.395	6.565	27.170	7.220	10.335	10.135	73.173	0.038	0.055	-0.055	89.000	18.850	26.065	18.850	27.495	13.072	1.430	1.415	18.497	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111	90.000	17.290	7.475	20.605	5.850	6.116	3.692	1.764	10.791	0.105	NaN	-0.348	90.000	12.285	13.780	6.305	19.175	4.749	8.054	6.196	29.427	-0.584	-0.048	-0.044	90.000	23.010	17.030	31.005	20.215	6.901	8.606	8.518	58.782	-0.114	NaN	0.205	90.000	13.455	19.955	11.180	24.830	7.305	5.380	5.365	39.187	0.190	0.027	-0.177	90.000	19.695	26.585	23.075	29.640	13.270	4.556	3.672	48.723	-1.145	-0.363	0.716	90.000	16.640	22.620	16.250	27.365	9.043	4.761	4.757	43.023	-0.063	-0.065	NaN	90.000	12.285	18.070	6.565	27.105	6.529	10.693	10.363	67.663	0.228	-0.055	-0.414	90.000	18.980	27.040	18.915	27.495	13.596	0.460	0.441	5.995	-0.974	-0.009	0.947	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112	91.000	17.420	7.410	20.605	5.915	6.127	3.518	1.727	10.584	-0.037	-0.028	0.145	91.000	12.155	13.780	6.240	19.240	4.817	8.050	6.201	29.871	0.005	0.092	0.096	91.000	22.945	17.030	31.005	20.215	6.934	8.666	8.563	59.378	0.046	NaN	-0.060	91.000	13.520	19.825	11.180	24.830	7.185	5.525	5.514	39.618	0.149	NaN	-0.145	91.000	19.695	26.520	22.945	29.510	13.284	4.416	3.594	47.743	-0.077	-0.184	-0.044	91.000	16.640	22.620	16.250	27.430	9.106	4.826	4.821	43.898	0.063	0.065	NaN	91.000	12.350	18.005	6.565	27.105	6.435	10.783	10.491	67.511	0.128	NaN	-0.090	91.000	18.980	26.910	18.850	27.495	13.541	0.599	0.559	7.571	0.118	0.014	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113	92.000	17.485	7.540	20.605	5.850	4.773	3.548	2.020	9.641	0.292	0.031	-0.005	92.000	12.285	13.715	6.240	19.240	4.894	8.189	7.396	36.191	1.195	NaN	-0.140	92.000	22.815	17.030	31.005	20.215	7.532	8.788	8.367	63.024	-0.196	NaN	-0.121	92.000	13.650	19.695	11.115	24.830	8.118	5.727	5.723	46.454	0.208	0.029	-0.174	92.000	18.525	24.245	22.945	29.315	12.061	6.726	5.599	67.532	2.005	-0.147	-2.484	92.000	16.575	22.880	16.250	27.430	10.602	4.562	4.559	48.334	-0.262	NaN	0.264	92.000	12.285	18.070	6.630	27.105	7.441	10.659	10.581	78.733	0.090	-0.034	0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114	93.000	17.420	7.475	20.605	5.850	5.863	3.576	1.833	10.748	-0.187	NaN	-0.028	93.000	12.415	13.585	6.240	19.240	4.622	8.373	6.483	29.968	-0.912	NaN	-0.184	93.000	22.880	16.965	30.875	20.085	6.890	8.582	8.437	58.128	0.069	-0.168	0.037	93.000	13.780	19.500	11.180	24.830	6.978	5.930	5.928	41.363	0.205	-0.028	-0.232	93.000	19.500	26.000	22.620	29.120	12.913	4.412	3.659	47.252	-1.940	-0.368	1.930	93.000	16.640	22.620	16.250	27.430	9.303	4.826	4.822	44.861	0.263	NaN	-0.264	93.000	12.220	18.200	6.565	27.105	6.848	10.549	10.311	70.612	-0.270	0.035	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
