T	X	Y	Mean	StdDev
1.000	17.550	47.580	1173.169	857.682
2.000	17.550	47.580	1157.907	844.659
3.000	17.485	47.580	1166.506	854.420
4.000	17.485	47.645	1167.531	850.589
5.000	17.225	47.580	1172.570	848.795
6.000	17.160	47.580	1179.414	850.205
7.000	17.095	47.645	1186.987	859.786
8.000	16.965	47.645	1189.629	859.459
9.000	16.835	47.580	1194.149	861.454
10.000	16.770	47.580	1197.678	859.574
11.000	16.705	47.515	1198.652	862.517
12.000	16.640	47.450	1195.325	863.783
13.000	16.575	47.450	1194.855	850.100
14.000	16.510	47.515	1199.513	847.619
15.000	16.510	47.580	1198.547	849.186
16.000	16.445	47.580	1199.785	848.761
17.000	16.315	47.580	1203.833	836.285
18.000	16.250	47.515	1202.660	836.228
19.000	16.250	47.450	1204.011	839.280
20.000	16.185	47.515	1205.867	831.746
21.000	16.185	47.645	1211.249	833.462
22.000	16.185	47.580	1212.764	816.869
23.000	16.185	47.645	1218.079	814.556
24.000	16.120	47.775	1220.224	811.625
25.000	16.120	47.840	1219.603	812.228
26.000	16.055	47.905	1226.982	811.650
27.000	16.055	47.840	1226.504	805.391
28.000	16.055	47.840	1230.741	801.487
29.000	15.990	47.840	1232.499	794.783
30.000	15.990	47.775	1233.394	782.446
31.000	15.990	47.775	1226.680	775.009
32.000	15.990	47.775	1217.236	769.082
33.000	15.990	47.775	1216.428	773.087
34.000	15.925	47.580	1208.019	767.387
35.000	15.860	47.255	1204.511	769.100
36.000	15.795	47.710	1211.142	768.943
37.000	15.860	47.580	1203.032	772.991
38.000	15.795	47.580	1197.370	765.983
39.000	15.795	47.450	1197.652	769.548
40.000	15.665	47.385	1362.046	727.301
41.000	15.795	47.385	1195.056	770.786
42.000	15.795	47.385	1193.894	770.555
43.000	15.860	47.515	1200.158	763.946
44.000	15.860	47.580	1203.430	771.884
45.000	15.860	47.710	1204.384	773.935
46.000	15.860	47.710	1213.181	777.051
47.000	15.860	47.775	1217.380	774.168
48.000	15.860	47.710	1222.716	782.009
49.000	15.860	47.840	1222.555	787.558
50.000	15.860	47.515	1211.996	777.836
51.000	15.860	47.840	1224.183	782.711
52.000	15.860	47.710	1223.582	780.722
53.000	16.120	47.775	1223.697	771.579
54.000	15.990	47.840	1226.126	772.086
55.000	15.860	47.775	1229.272	772.341
56.000	15.925	47.840	1237.591	776.070
57.000	15.990	47.645	1232.406	777.818
58.000	15.925	47.580	1234.428	784.067
59.000	15.925	47.645	1236.599	784.508
60.000	15.925	47.580	1239.651	791.167
61.000	15.990	47.515	1242.201	789.330
62.000	15.990	47.190	1243.470	787.693
63.000	15.990	47.125	1244.741	786.970
64.000	15.925	46.995	1241.709	795.081
65.000	15.925	47.255	1247.343	792.298
66.000	15.925	47.190	1251.033	799.559
67.000	15.860	47.450	1258.773	805.871
68.000	15.860	47.515	1256.381	817.046
69.000	15.795	47.515	1403.119	800.427
70.000	15.730	47.450	1407.104	799.580
71.000	15.730	47.450	1409.713	805.115
72.000	15.665	47.580	1415.202	818.717
73.000	15.600	47.710	1414.294	823.123
74.000	15.600	47.710	1398.462	833.645
75.000	15.665	47.320	1382.776	826.653
76.000	15.665	47.255	1379.089	819.580
77.000	15.925	47.190	1231.834	843.658
78.000	16.055	47.125	1231.893	833.433
79.000	16.055	47.125	1236.193	830.099
80.000	15.990	47.190	1231.768	820.907
81.000	15.990	47.190	1230.302	819.211
82.000	15.990	47.060	1373.734	799.277
83.000	16.055	47.060	1235.003	835.060
84.000	15.990	46.995	1241.166	835.752
85.000	15.925	46.995	1245.046	838.338
86.000	15.925	47.060	1248.824	844.161
87.000	15.860	47.060	1409.198	817.218
88.000	15.665	47.060	1410.666	815.678
89.000	15.600	47.125	1409.199	814.932
90.000	15.535	47.125	1410.373	825.093
91.000	15.405	47.125	1408.638	829.147
92.000	15.340	47.320	1408.862	840.833
93.000	15.275	47.190	1410.725	861.564
94.000	15.340	47.190	1415.238	872.022
95.000	15.340	47.190	1412.317	882.490
96.000	15.405	47.125	1410.135	889.364
97.000	15.665	47.190	1404.761	896.261
98.000	15.795	47.255	1403.948	902.160
99.000	16.055	47.775	1415.682	905.927
100.000	15.925	47.515	1413.993	903.228
101.000	15.730	47.840	1403.647	898.601
102.000	15.600	47.775	1403.896	896.985
103.000	15.535	47.840	1395.921	899.074
104.000	15.470	47.775	1399.363	894.461
105.000	15.340	47.775	1392.883	900.160
106.000	15.340	47.840	1391.629	907.062
107.000	15.275	47.645	1397.543	909.801
108.000	14.820	47.515	1403.602	900.255
109.000	14.820	47.515	1401.329	897.629
110.000	14.820	47.515	1398.899	888.071
111.000	14.885	47.515	1398.356	885.917
112.000	14.885	47.515	1399.368	887.813
113.000	14.885	47.450	1413.868	881.989
114.000	14.495	47.840	1411.992	882.719
115.000	14.495	47.840	1412.457	880.354
116.000	14.885	47.515	1399.200	875.221
117.000	14.495	47.840	1402.122	869.446
118.000	14.495	47.905	1418.160	867.828
119.000	14.495	47.905	1407.070	864.045
120.000	14.495	47.905	1423.286	862.326
121.000	14.495	47.905	1419.305	858.365
