T	X	Y	Mean	StdDev
1.000	16.250	4.225	788.534	338.729
2.000	16.185	4.355	749.374	313.075
3.000	16.185	4.550	751.878	301.154
4.000	16.055	4.680	745.570	304.190
5.000	15.990	4.745	749.366	303.602
6.000	15.990	4.810	675.567	289.438
7.000	15.990	4.875	663.788	306.005
8.000	15.925	4.940	674.130	308.800
9.000	15.925	5.005	663.771	306.863
10.000	15.990	5.070	645.483	312.959
11.000	15.925	5.070	632.719	314.010
12.000	15.860	5.200	629.776	311.545
13.000	15.925	5.070	627.149	300.697
14.000	15.990	5.135	631.732	296.684
15.000	16.055	5.525	629.464	299.330
16.000	16.185	5.590	642.489	297.718
17.000	16.120	5.525	649.340	299.496
18.000	15.990	5.135	683.253	288.728
19.000	15.990	5.200	694.381	293.090
20.000	16.120	5.200	674.150	278.122
21.000	16.055	5.460	668.655	267.106
22.000	16.055	5.395	674.356	272.433
23.000	15.860	5.330	687.251	280.585
24.000	15.860	5.330	692.138	268.339
25.000	15.860	5.785	678.543	273.573
26.000	15.730	7.280	655.595	281.278
27.000	15.665	7.280	666.294	279.696
28.000	15.730	7.345	679.895	274.058
29.000	15.665	7.280	689.051	282.475
30.000	15.925	7.475	682.965	279.303
31.000	15.730	7.605	686.009	275.811
32.000	15.730	7.670	685.864	278.009
33.000	15.535	8.385	689.379	287.367
34.000	15.535	7.865	713.013	283.503
