dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)
99.000	100.000	99.000	226.148	428.560	207.789	167.182	188.778	2.569	-0.509	0.002	0.386	100.000	99.000	273.889	428.560	211.064	161.710	210.100	2.521	-0.046	0.042	0.141	100.000	99.000	240.970	428.560	176.463	137.536	154.267	13.596	0.406	0.089	-0.200	100.000	99.000	248.000	428.560	187.770	170.861	192.913	6.640	-0.111	-0.126	0.000	104.000	99.000	252.935	434.461	183.716	140.567	157.714	8.446	0.287	0.139	-0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100.000	101.000	100.000	228.444	427.791	201.359	162.161	189.333	2.634	0.065	0.000	0.000	101.000	100.000	277.512	427.791	213.316	165.188	197.800	2.391	-0.130	-0.041	-0.000	101.000	100.000	241.167	427.791	176.461	143.500	161.786	13.523	-0.073	-0.123	-0.056	101.000	100.000	236.722	427.791	191.722	165.771	185.889	6.705	0.065	0.000	0.000	105.000	100.000	245.467	436.664	186.544	136.966	150.333	8.630	0.184	0.184	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101.000	102.000	101.000	212.714	428.849	203.234	163.250	187.278	2.672	0.038	3.980E-18	0.000	102.000	101.000	282.125	428.849	213.603	164.219	201.071	2.475	0.084	-0.000	-0.092	102.000	101.000	268.516	428.849	179.949	143.286	164.800	13.837	0.314	0.000	-0.346	102.000	101.000	246.444	428.849	190.296	164.303	189.375	6.751	0.046	-0.015	-0.063	106.000	101.000	235.289	441.808	184.353	140.286	159.250	8.649	0.019	0.092	0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102.000	103.000	102.000	225.788	433.259	211.344	160.094	174.944	3.235	0.563	0.000	-0.461	103.000	102.000	294.889	433.259	218.487	169.914	190.429	2.613	0.138	0.043	-0.000	103.000	102.000	261.811	433.259	181.770	140.200	157.071	14.013	0.176	-0.089	-0.178	103.000	102.000	227.444	433.259	187.903	164.242	193.923	6.242	-0.509	0.000	0.331	107.000	102.000	247.022	444.849	187.497	144.111	160.824	9.257	0.609	0.139	-0.413	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103.000	104.000	103.000	223.364	434.461	209.889	159.567	178.722	3.227	-0.008	0.000	0.000	104.000	103.000	266.133	434.461	208.961	166.406	189.750	2.337	-0.276	-0.041	0.183	104.000	103.000	269.579	434.461	186.459	145.636	172.583	12.666	-1.347	-1.371	-0.089	104.000	103.000	224.267	434.461	189.078	161.900	186.375	6.001	-0.241	-0.063	0.252	108.000	103.000	243.762	438.673	187.651	145.000	160.619	9.514	0.257	0.184	-0.137	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104.000	105.000	104.000	224.030	436.664	211.499	157.969	175.118	3.170	-0.057	0.000	0.065	105.000	104.000	249.652	436.664	206.318	169.929	190.950	2.173	-0.165	-0.049	0.140	105.000	104.000	270.767	436.664	186.780	153.067	171.105	12.455	-0.211	-0.323	-0.089	105.000	104.000	237.485	436.664	189.603	147.065	170.077	6.418	0.417	0.063	-0.317	109.000	104.000	249.533	436.715	188.653	141.226	154.947	9.882	0.368	0.278	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105.000	106.000	105.000	207.825	441.808	206.323	164.300	195.692	3.820	0.650	0.000	-0.537	106.000	105.000	291.796	441.808	217.522	160.633	198.364	2.456	0.284	0.092	-0.275	106.000	105.000	263.850	441.808	183.491	155.630	183.500	11.938	-0.517	-0.434	0.055	106.000	105.000	233.091	441.808	191.177	152.844	169.053	6.196	-0.222	0.000	0.205	110.000	105.000	245.244	436.649	188.591	145.074	168.812	10.188	0.306	0.184	-0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106.000	107.000	106.000	206.436	444.849	202.614	158.667	177.765	3.598	-0.222	0.000	0.203	107.000	106.000	269.244	444.849	214.407	167.700	214.625	2.337	-0.119	-0.000	0.134	107.000	106.000	262.311	444.849	183.275	141.875	158.368	11.716	-0.222	-0.123	0.145	107.000	106.000	254.897	444.849	194.822	154.971	174.882	6.881	0.685	-0.063	-0.614	111.000	106.000	241.659	430.983	184.106	140.226	154.188	9.855	-0.333	0.048	0.272	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107.000	108.000	107.000	207.970	438.673	207.934	163.467	184.722	3.774	0.176	0.000	-0.264	108.000	107.000	277.233	438.673	218.764	171.061	206.636	2.372	0.035	-0.041	-0.091	108.000	107.000	254.048	438.673	181.750	148.500	171.579	11.494	-0.222	-0.166	0.000	108.000	107.000	281.972	438.673	196.451	145.323	179.300	7.214	0.333	0.000	-0.367	112.000	107.000	248.467	430.122	185.414	140.690	154.889	10.502	0.647	0.229	-0.274	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108.000	109.000	108.000	213.367	436.715	203.654	161.125	175.174	3.430	-0.344	0.000	0.264	109.000	108.000	247.378	436.715	205.913	165.469	199.250	2.207	-0.165	-0.000	0.233	109.000	108.000	250.450	436.715	182.786	161.147	175.000	11.226	-0.268	-0.179	0.055	109.000	108.000	214.407	436.715	182.945	152.226	169.118	5.963	-1.251	0.063	1.088	113.000	108.000	259.021	428.370	184.573	139.607	157.667	10.942	0.441	0.139	-0.368	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109.000	110.000	109.000	217.400	436.649	197.680	157.939	195.600	3.709	0.279	-0.065	-0.329	110.000	109.000	262.659	436.649	211.751	165.222	195.143	2.200	-0.008	-0.003	-0.000	110.000	109.000	266.674	436.649	182.551	151.219	176.353	11.486	0.260	-0.145	-0.290	110.000	109.000	236.074	436.649	188.226	146.281	168.786	6.242	0.279	-0.063	-0.268	114.000	109.000	229.111	426.286	173.904	141.444	167.000	9.479	-1.463	0.092	1.552	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110.000	111.000	110.000	215.976	430.983	200.541	153.839	173.000	4.199	0.490	0.065	-0.265	111.000	110.000	263.133	430.983	200.029	161.129	206.600	2.135	-0.065	-0.045	0.047	111.000	110.000	248.065	430.983	181.403	148.033	176.700	11.173	-0.314	-0.055	0.179	111.000	110.000	216.212	430.983	183.633	144.219	162.316	5.871	-0.371	0.000	0.457	115.000	110.000	216.711	427.653	168.793	144.767	160.611	8.917	-0.563	0.092	0.594	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111.000	112.000	111.000	225.083	430.122	200.962	155.594	165.846	4.172	-0.027	0.000	-0.065	112.000	111.000	272.340	430.122	207.863	164.406	204.250	2.207	0.073	-0.000	-0.140	112.000	111.000	235.265	430.122	177.131	138.700	172.889	10.794	-0.379	0.000	0.234	112.000	111.000	221.767	430.122	185.069	146.767	161.588	6.242	0.371	0.016	-0.441	116.000	111.000	213.277	421.935	167.973	137.920	152.333	9.028	0.111	0.049	-0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112.000	113.000	112.000	210.472	428.370	195.131	150.613	173.647	4.042	-0.130	0.000	0.129	113.000	112.000	286.860	428.370	211.609	169.875	191.333	2.272	0.065	-0.000	-0.050	113.000	112.000	256.864	428.370	178.986	147.033	163.095	10.970	0.176	0.000	-0.089	113.000	112.000	191.259	428.370	182.554	144.172	160.500	5.787	-0.455	0.063	0.439	117.000	112.000	219.533	421.180	165.557	139.857	154.929	9.249	0.222	0.092	-0.043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113.000	114.000	113.000	225.977	426.286	196.261	161.176	179.938	4.302	0.260	-0.064	-0.210	114.000	113.000	291.681	426.286	207.705	169.233	192.933	2.345	0.073	-0.000	-0.135	114.000	113.000	260.409	426.286	178.269	150.600	167.833	10.878	-0.092	0.000	0.089	114.000	113.000	219.107	426.286	182.408	149.400	169.000	6.242	0.455	-0.063	-0.441	118.000	113.000	224.442	413.225	167.301	139.077	160.133	9.192	-0.057	0.135	0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114.000	115.000	114.000	221.935	427.653	198.158	160.000	173.526	3.820	-0.482	-0.056	0.266	115.000	114.000	247.273	427.653	198.163	163.906	207.750	2.051	-0.295	-0.043	0.232	115.000	114.000	258.486	427.653	174.646	147.438	160.909	10.683	-0.195	-0.034	0.089	115.000	114.000	260.452	427.653	186.563	147.033	172.417	6.816	0.574	0.000	-0.536	119.000	114.000	218.587	410.129	165.192	140.276	154.562	9.081	-0.111	0.000	0.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
115.000	116.000	115.000	221.103	421.935	200.982	153.788	168.895	3.820	0.000	0.000	0.000	116.000	115.000	249.091	421.935	199.347	160.839	188.750	2.097	0.046	0.043	0.043	116.000	115.000	232.871	421.935	173.425	145.966	162.381	10.323	-0.360	0.034	0.290	116.000	115.000	227.037	421.935	184.379	150.900	167.938	6.307	-0.509	0.000	0.410	120.000	115.000	203.953	407.378	161.933	137.360	148.300	8.806	-0.276	0.049	0.275	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
116.000	117.000	116.000	216.697	421.180	200.140	154.621	177.333	3.579	-0.241	-0.006	0.270	117.000	116.000	279.149	421.180	201.386	159.656	170.957	2.307	0.211	0.048	-0.236	117.000	116.000	244.167	421.180	170.590	144.000	169.231	10.350	0.027	-0.055	-0.090	117.000	116.000	281.784	421.180	194.979	151.469	166.000	7.046	0.739	-0.014	-0.509	121.000	116.000	205.743	409.146	159.896	141.607	152.158	8.553	-0.252	0.088	0.140	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
117.000	118.000	117.000	232.227	413.225	201.303	155.412	179.125	4.237	0.658	-0.056	-0.597	118.000	117.000	262.468	413.225	199.235	157.679	175.143	2.364	0.057	-0.046	-0.046	118.000	117.000	215.786	413.225	167.092	138.654	166.857	10.082	-0.268	0.055	0.289	118.000	117.000	224.481	413.225	186.248	150.767	169.111	5.863	-1.183	0.016	0.961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
118.000	119.000	118.000	219.367	410.129	197.822	156.129	175.533	3.736	-0.501	0.000	0.330	119.000	118.000	276.261	410.129	203.089	162.367	183.650	2.502	0.138	-0.000	-0.096	119.000	118.000	222.138	410.129	166.567	135.200	154.000	10.258	0.176	0.000	-0.145	119.000	118.000	213.704	410.129	182.445	148.265	159.042	6.001	0.138	-0.015	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
119.000	120.000	119.000	221.567	407.378	205.122	157.750	177.389	3.449	-0.287	0.000	0.266	120.000	119.000	268.738	407.378	199.596	159.032	182.684	2.326	-0.176	-0.000	0.092	120.000	119.000	220.286	407.378	165.306	138.000	155.000	10.239	-0.019	0.000	-0.055	120.000	119.000	199.222	407.378	173.161	142.103	158.571	5.029	-0.972	0.016	0.867	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
120.000	121.000	120.000	210.800	409.146	202.733	159.206	185.214	4.015	0.566	0.000	-0.404	121.000	120.000	269.222	409.146	197.400	159.933	184.500	2.372	0.046	-0.000	-0.045	121.000	120.000	223.500	409.146	165.877	137.607	149.200	10.193	-0.046	-0.055	0.055	121.000	120.000	208.667	409.146	174.493	147.500	162.077	5.140	0.111	-0.015	-0.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
