 	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)	T (9)	Base X (9)	Base Y (9)	Tip X (9)	Tip Y (9)	||[body,base]|| (9)	||[base,tip]||  (9)	||[base,tip]|| : [body,base] (9)	[base,tip] ? [body,base] (9)	?||[base,tip]|| : [body,base] (9)	||[tip(t-1),tip(t)]|| : [base,tip] (9)	||[base(t-1),base(t)]|| : [base,tip] (9)
73	52.000	14.105	5.655	15.535	3.965	4.105	2.214	1.387	5.695	0.064	NaN	-0.050	52.000	19.955	11.050	27.495	10.920	5.251	7.541	7.247	38.050	-0.082	0.065	0.261	52.000	11.635	12.025	3.575	14.690	4.005	8.489	8.098	32.431	0.410	0.267	-0.144	52.000	9.685	7.930	4.940	11.700	5.488	6.060	3.290	18.058	-0.019	NaN	0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	19.370	19.045	24.375	32.890	10.379	14.722	14.648	152.037	-0.153	-0.061	0.083	52.000	23.920	16.380	39.845	25.285	11.245	18.246	18.097	203.501	-0.031	0.057	0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
74	53.000	13.975	5.785	15.535	3.965	4.005	2.397	1.418	5.678	0.030	NaN	-0.183	53.000	19.760	11.115	27.430	10.920	5.080	7.672	7.305	37.112	0.058	-0.065	-0.197	53.000	11.635	12.025	3.315	14.690	4.005	8.736	8.309	33.276	0.211	0.248	NaN	53.000	9.685	7.865	4.940	11.700	5.509	6.101	3.212	17.694	-0.079	NaN	-0.041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.000	19.370	19.045	24.440	32.825	10.379	14.683	14.618	151.720	-0.031	-0.039	NaN	53.000	23.920	16.380	39.845	25.285	11.245	18.246	18.097	203.501	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
75	54.000	13.975	5.850	15.535	3.965	3.878	2.447	1.466	5.687	0.048	NaN	-0.050	54.000	19.760	11.050	27.430	10.920	5.080	7.671	7.323	37.205	0.018	NaN	0.001	54.000	11.895	11.960	3.315	14.690	3.797	9.004	8.439	32.042	0.130	NaN	-0.267	54.000	9.815	7.865	4.940	11.635	5.365	6.163	3.374	18.100	0.162	-0.040	-0.103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	19.305	18.915	24.440	32.760	10.292	14.767	14.709	151.386	0.091	-0.061	-0.144	54.000	23.920	16.380	39.845	25.285	11.284	18.246	18.086	204.080	-0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
76	55.000	14.040	5.785	15.535	3.965	3.800	2.355	1.442	5.480	-0.024	NaN	0.091	55.000	19.630	11.050	27.235	10.985	4.995	7.605	7.204	35.984	-0.119	-0.196	-0.130	55.000	11.895	11.960	3.120	14.690	3.878	9.190	8.504	32.980	0.065	0.186	NaN	55.000	9.750	7.605	4.940	11.700	5.470	6.317	3.104	16.980	-0.269	0.042	-0.119	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	19.175	18.655	24.375	32.760	10.119	15.033	14.979	151.580	0.271	-0.022	-0.289	55.000	23.855	16.315	39.585	25.155	11.271	18.044	17.871	201.431	-0.215	-0.290	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77	56.000	13.975	5.850	15.535	4.030	3.674	2.397	1.412	5.188	-0.030	-0.049	-0.092	56.000	19.630	11.050	27.170	10.920	5.077	7.541	7.102	36.056	-0.103	-0.064	NaN	56.000	12.285	11.765	2.860	14.755	3.450	9.888	8.954	30.889	0.450	0.267	-0.431	56.000	9.880	7.540	5.005	11.700	5.287	6.409	3.072	16.241	-0.033	-0.049	-0.141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	19.240	18.655	24.375	32.760	10.234	15.011	14.939	152.886	-0.040	NaN	0.022	56.000	23.725	16.250	39.520	25.220	11.220	18.164	17.993	201.875	0.122	-0.024	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
78	57.000	13.975	5.915	15.470	4.030	3.563	2.406	1.441	5.133	0.028	-0.040	-0.051	57.000	19.630	11.050	27.170	10.920	5.037	7.541	7.059	35.558	-0.042	NaN	NaN	57.000	11.765	11.960	2.795	14.755	4.061	9.395	8.680	35.253	-0.273	0.062	0.554	57.000	9.815	7.540	4.940	11.700	5.387	6.409	3.183	17.145	0.111	0.049	0.049	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	19.175	18.460	24.310	32.825	10.061	15.255	15.183	152.751	0.244	0.039	-0.206	57.000	23.855	16.315	39.455	25.155	11.350	17.931	17.745	201.414	-0.248	-0.089	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
79	58.000	14.040	5.785	15.470	4.030	3.610	2.264	1.372	4.952	-0.069	NaN	0.142	58.000	19.370	11.115	27.170	10.985	4.840	7.801	7.179	34.746	0.119	-0.001	-0.261	58.000	11.635	12.025	2.730	14.820	4.244	9.333	8.616	36.572	-0.064	0.081	0.143	58.000	9.425	7.605	5.070	11.440	5.716	5.803	3.026	17.297	-0.156	-0.269	0.336	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	19.110	18.330	24.310	33.020	9.974	15.583	15.510	154.694	0.326	0.184	-0.144	58.000	23.855	16.315	39.520	25.155	11.390	17.987	17.784	202.572	0.039	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
80	59.000	14.105	5.850	15.470	4.030	3.518	2.275	1.505	5.294	0.133	NaN	-0.013	59.000	19.435	11.115	27.170	10.985	4.961	7.736	7.148	35.460	-0.031	NaN	0.065	59.000	11.635	12.025	2.600	14.820	4.195	9.457	8.679	36.407	0.063	0.124	NaN	59.000	9.165	8.125	5.070	11.440	5.775	5.269	3.338	19.279	0.312	NaN	0.529	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	19.110	18.265	24.310	33.020	9.943	15.644	15.555	154.660	0.045	NaN	-0.061	59.000	23.790	16.250	39.520	25.155	11.350	18.076	17.888	203.032	0.103	NaN	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
81	60.000	14.170	5.655	15.470	3.965	3.646	2.132	1.402	5.112	-0.102	0.052	0.194	60.000	19.565	11.050	27.170	10.985	5.021	7.605	7.064	35.473	-0.084	NaN	0.131	60.000	10.400	12.350	2.470	14.755	5.463	8.287	7.883	43.070	-0.796	0.106	1.276	60.000	8.970	8.515	5.135	11.375	5.958	4.784	3.464	20.639	0.126	-0.091	0.389	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	19.045	18.265	24.375	33.085	9.947	15.749	15.691	156.072	0.136	0.083	-0.022	60.000	23.855	16.250	39.455	25.155	11.390	17.963	17.773	202.445	-0.114	-0.056	0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
82	61.000	14.235	5.785	15.470	4.030	3.518	2.146	1.467	5.163	0.065	-0.053	-0.069	61.000	19.370	11.115	27.170	10.985	4.805	7.801	7.124	34.231	0.059	NaN	-0.196	61.000	11.245	12.090	2.535	14.625	4.680	9.071	8.444	39.521	0.561	-0.099	-0.884	61.000	9.100	8.320	5.135	11.375	5.920	5.005	3.448	20.415	-0.016	NaN	-0.222	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	19.045	18.200	24.310	33.150	9.861	15.850	15.786	155.662	0.096	0.040	-0.061	61.000	23.920	16.315	39.455	25.155	11.431	17.874	17.670	201.980	-0.103	NaN	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83	62.000	14.430	5.590	15.470	4.030	3.668	1.875	1.419	5.205	-0.048	NaN	0.270	62.000	19.370	11.115	27.170	10.985	4.865	7.801	7.140	34.738	0.017	NaN	NaN	62.000	11.505	11.960	2.340	14.625	4.345	9.545	8.804	38.253	0.361	0.187	-0.286	62.000	9.295	8.125	5.070	11.375	5.698	5.330	3.515	20.027	0.066	0.052	-0.273	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	19.045	18.200	24.310	33.280	9.888	15.973	15.896	157.170	0.109	0.123	NaN	62.000	23.920	16.315	39.455	25.155	11.482	17.874	17.680	202.990	0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84	63.000	14.495	5.850	15.535	3.965	3.402	2.153	1.753	5.966	0.334	0.088	-0.196	63.000	19.500	11.050	27.170	10.985	4.961	7.670	7.111	35.279	-0.029	NaN	0.131	63.000	11.960	11.765	2.210	14.625	3.871	10.161	9.241	35.769	0.437	0.125	-0.491	63.000	9.360	8.125	5.135	11.440	5.634	5.370	3.493	19.680	-0.022	-0.011	-0.051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	19.045	18.200	24.245	33.475	9.888	16.136	16.045	158.649	0.150	0.164	NaN	63.000	23.920	16.250	39.455	25.155	11.442	17.906	17.731	202.872	0.051	NaN	-0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85	64.000	14.365	6.045	15.470	3.965	3.174	2.355	1.841	5.843	0.087	-0.030	-0.233	64.000	19.565	11.050	27.105	10.985	4.985	7.540	6.956	34.675	-0.156	-0.065	0.065	64.000	12.090	11.700	1.950	14.430	3.822	10.501	9.399	35.921	0.158	0.200	-0.142	64.000	9.165	8.320	5.135	11.375	5.846	5.057	3.546	20.732	0.053	-0.039	0.273	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	18.980	18.070	24.115	33.670	9.774	16.423	16.330	159.612	0.284	0.145	-0.144	64.000	23.985	16.185	39.455	25.155	11.442	17.882	17.720	202.741	-0.011	NaN	0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
86	65.000	14.495	6.110	15.470	3.965	3.089	2.356	1.978	6.109	0.137	NaN	-0.005	65.000	19.565	11.050	27.105	10.985	4.985	7.540	6.956	34.675	NaN	NaN	NaN	65.000	11.310	12.090	1.885	14.430	4.670	9.711	8.813	41.152	-0.586	0.063	0.851	65.000	9.100	8.385	5.070	11.375	5.902	5.018	3.599	21.243	0.053	0.052	0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	18.980	18.070	23.985	33.865	9.774	16.569	16.454	160.825	0.124	0.147	NaN	65.000	23.985	16.250	39.455	25.155	11.482	17.850	17.668	202.863	-0.051	NaN	0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87	66.000	14.690	6.110	15.470	4.030	3.066	2.221	2.006	6.152	0.028	-0.061	0.068	66.000	19.630	11.050	27.170	10.985	5.045	7.540	6.970	35.165	0.014	0.065	0.065	66.000	11.050	12.155	1.950	14.300	4.914	9.349	8.527	41.904	-0.286	-0.093	0.268	66.000	9.165	8.320	5.135	11.375	5.846	5.057	3.546	20.732	-0.053	-0.052	-0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	19.045	18.070	24.115	33.865	9.801	16.589	16.469	161.416	0.015	0.040	0.020	66.000	23.985	16.315	39.520	25.090	11.522	17.842	17.627	203.100	-0.041	0.025	0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88	67.000	14.690	6.305	15.470	4.030	2.872	2.405	2.195	6.304	0.189	NaN	-0.184	67.000	19.565	11.115	27.170	10.920	5.010	7.607	6.929	34.717	-0.040	0.002	-0.067	67.000	11.700	12.025	2.015	14.300	4.329	9.949	8.774	37.983	0.247	-0.063	-0.663	67.000	9.230	8.255	5.135	11.375	5.792	5.148	3.554	20.584	0.008	NaN	-0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	19.045	18.135	24.050	33.995	9.861	16.631	16.506	162.760	0.038	0.104	0.062	67.000	23.985	16.315	39.650	25.155	11.522	17.987	17.770	204.739	0.142	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89	68.000	14.690	6.370	15.470	4.030	3.066	2.467	2.265	6.946	0.070	NaN	-0.062	68.000	19.630	11.180	27.105	10.985	4.998	7.478	6.931	34.641	0.001	-0.067	0.063	68.000	11.115	12.155	2.015	14.170	4.707	9.320	8.582	40.399	-0.192	-0.028	0.599	68.000	9.295	8.190	5.135	11.375	5.788	5.239	3.385	19.591	-0.169	NaN	-0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	19.370	18.785	23.985	34.190	10.351	16.081	15.901	164.589	-0.606	0.168	0.716	68.000	23.985	16.380	39.455	25.155	11.402	17.785	17.611	200.802	-0.158	-0.170	0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90	69.000	14.820	5.980	15.470	4.030	3.511	2.055	1.938	6.802	-0.328	NaN	0.411	69.000	19.565	11.180	27.040	10.985	4.976	7.478	6.964	34.653	0.034	-0.065	-0.065	69.000	11.765	12.025	1.885	14.170	4.020	10.110	9.021	36.263	0.439	0.127	-0.663	69.000	9.165	8.320	5.135	11.375	5.838	5.057	3.336	19.477	-0.049	NaN	0.182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	19.435	18.915	23.920	34.515	10.466	16.232	15.998	167.437	0.098	0.294	0.143	69.000	23.920	16.250	39.520	25.155	11.284	17.963	17.826	201.144	0.214	0.056	-0.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91	70.000	14.430	6.110	15.470	4.030	3.346	2.326	1.919	6.422	-0.018	NaN	-0.291	70.000	19.565	11.180	27.105	10.985	4.998	7.543	6.991	34.945	0.027	0.065	NaN	70.000	11.700	12.025	1.885	14.170	4.111	10.047	8.960	36.838	-0.061	NaN	0.064	70.000	10.335	7.605	5.135	11.375	4.901	6.423	3.428	16.799	0.092	NaN	-1.367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	19.370	18.720	23.920	34.580	10.320	16.500	16.261	167.825	0.263	0.062	-0.205	70.000	23.920	16.250	39.455	25.155	11.323	17.906	17.763	201.135	-0.062	-0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92	71.000	14.365	6.240	15.470	4.030	3.227	2.471	2.003	6.464	0.084	NaN	-0.145	71.000	19.825	11.115	27.105	10.985	5.221	7.281	6.846	35.744	-0.145	NaN	0.261	71.000	11.700	12.025	1.820	14.300	4.111	10.139	9.092	37.383	0.133	0.093	NaN	71.000	10.465	7.605	5.135	11.375	4.780	6.529	3.493	16.697	0.065	NaN	-0.106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	19.370	18.720	23.920	34.580	10.320	16.500	16.261	167.825	NaN	NaN	NaN	71.000	23.920	16.250	39.390	25.155	11.323	17.850	17.711	200.548	-0.052	-0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
93	72.000	14.495	6.240	15.470	4.030	3.153	2.416	2.046	6.452	0.043	NaN	0.052	72.000	19.565	11.180	27.170	10.985	4.961	7.607	7.003	34.742	0.157	0.065	-0.262	72.000	12.025	11.960	3.835	12.155	3.914	8.192	6.251	24.463	-2.841	-2.065	-0.326	72.000	10.530	7.540	5.135	11.375	4.780	6.619	3.528	16.866	0.035	NaN	-0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	19.370	18.655	23.920	35.100	10.292	17.063	16.805	172.967	0.544	0.501	-0.063	72.000	23.920	16.250	39.325	25.090	11.311	17.761	17.602	199.090	-0.110	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94	73.000	14.495	6.110	15.470	4.030	3.253	2.297	2.039	6.633	-0.007	NaN	0.118	73.000	19.955	11.050	27.105	10.985	5.592	7.150	6.796	38.000	-0.207	-0.065	0.391	73.000	5.135	14.235	5.005	14.300	10.669	0.145	0.145	1.551	-6.105	-0.087	7.180	73.000	5.070	11.440	4.940	11.505	9.779	0.145	0.141	1.377	-3.388	0.233	6.628	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	19.370	18.655	23.920	34.905	10.436	16.875	16.542	172.634	-0.263	-0.188	NaN	73.000	23.920	16.185	39.130	25.090	11.532	17.625	17.530	202.154	-0.071	-0.168	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95	74.000	14.495	6.045	15.470	4.030	3.396	2.238	1.912	6.494	-0.127	NaN	0.059	74.000	20.150	11.050	27.105	10.920	5.572	6.956	6.615	36.859	-0.181	0.001	0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	9.815	7.800	5.070	11.505	5.262	6.020	3.369	17.728	3.228	-0.102	-5.980	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	19.435	18.720	23.920	35.230	10.378	17.108	16.782	174.159	0.240	0.314	0.080	74.000	23.790	15.925	39.065	25.025	11.077	17.780	17.709	196.167	0.178	-0.089	-0.245	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96	75.000	14.495	6.110	15.470	4.030	3.331	2.297	1.975	6.578	0.063	NaN	-0.059	75.000	20.150	11.115	27.105	10.985	5.592	6.956	6.590	36.850	-0.024	-0.001	-0.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	9.815	7.865	5.135	11.440	5.242	5.889	3.404	17.846	0.035	-0.091	0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	19.435	18.655	23.985	35.425	10.319	17.376	17.034	175.785	0.252	0.205	-0.063	75.000	23.855	15.990	39.000	25.025	11.168	17.635	17.563	196.150	-0.145	-0.056	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97	76.000	14.625	6.110	15.470	4.030	3.325	2.245	2.008	6.676	0.033	NaN	0.049	76.000	20.215	11.115	27.105	10.985	5.592	6.891	6.528	36.504	-0.062	NaN	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	10.140	7.735	5.070	11.375	5.037	6.241	3.555	17.906	0.151	0.015	-0.340	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	19.435	18.590	24.180	35.620	10.232	17.679	17.364	177.670	0.329	0.240	-0.063	76.000	23.855	15.925	38.935	25.025	11.077	17.613	17.551	194.418	-0.012	-0.056	-0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
