 	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)	T (9)	Base X (9)	Base Y (9)	Tip X (9)	Tip Y (9)	||[body,base]|| (9)	||[base,tip]||  (9)	||[base,tip]|| : [body,base] (9)	[base,tip] ? [body,base] (9)	?||[base,tip]|| : [body,base] (9)	||[tip(t-1),tip(t)]|| : [base,tip] (9)	||[base(t-1),base(t)]|| : [base,tip] (9)
98	77.000	14.560	6.175	15.470	4.030	3.266	2.330	2.044	6.676	0.036	NaN	-0.085	77.000	22.230	10.855	27.170	10.985	7.483	4.942	4.874	36.470	-1.655	0.065	2.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	10.140	7.670	5.135	11.375	5.059	6.227	3.409	17.246	-0.146	-0.052	-0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	19.435	18.590	24.180	35.555	10.232	17.616	17.305	177.074	-0.058	-0.063	NaN	77.000	23.855	15.925	38.935	25.025	11.077	17.613	17.551	194.418	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99	78.000	14.625	6.305	15.470	4.030	3.191	2.427	2.219	7.081	0.175	NaN	-0.099	78.000	22.230	10.855	27.170	10.985	7.535	4.942	4.882	36.783	0.008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	10.855	7.540	5.135	11.375	4.419	6.887	3.440	15.202	0.031	NaN	-0.666	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	19.500	18.720	24.180	35.490	10.349	17.411	17.074	176.690	-0.232	-0.063	0.143	78.000	23.725	15.860	38.935	24.895	10.949	17.691	17.627	192.998	0.077	-0.066	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100	79.000	14.755	6.045	15.470	3.965	3.576	2.199	2.067	7.390	-0.152	0.061	0.288	79.000	21.970	10.790	27.105	10.985	7.245	5.139	5.099	36.943	0.217	-0.065	-0.262	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	9.750	7.995	5.135	11.375	5.324	5.720	3.363	17.906	-0.077	NaN	1.160	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	19.630	18.980	24.245	35.620	10.524	17.268	16.910	177.949	-0.164	0.143	0.285	79.000	23.725	15.860	39.065	24.960	10.874	17.836	17.785	193.387	0.158	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101	80.000	14.755	6.045	15.470	4.030	3.705	2.138	2.015	7.466	-0.052	-0.061	NaN	80.000	21.905	10.790	27.170	10.985	7.225	5.269	5.238	37.848	0.139	0.065	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	10.855	7.605	5.265	11.245	4.451	6.671	3.144	13.993	-0.219	-0.180	-1.139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	19.760	19.240	24.245	35.360	10.729	16.732	16.351	175.426	-0.559	-0.250	0.285	80.000	23.660	15.795	39.130	25.025	10.763	18.014	17.984	193.556	0.199	0.089	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102	81.000	14.755	6.175	15.470	4.095	3.966	2.199	2.068	8.201	0.053	-0.061	-0.123	81.000	21.840	10.790	27.170	10.920	7.050	5.332	5.319	37.501	0.081	-0.002	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.000	10.920	7.540	5.460	11.050	4.687	6.491	2.596	12.168	-0.548	-0.269	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.000	20.280	20.215	24.115	35.360	11.459	15.623	15.143	173.525	-1.208	-0.032	1.073	81.000	23.855	15.990	39.000	24.960	10.764	17.602	17.588	189.310	-0.395	-0.145	0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103	82.000	14.560	5.980	15.405	4.160	4.100	2.007	1.778	7.288	-0.290	-0.086	0.095	82.000	21.905	10.790	27.170	10.985	7.186	5.269	5.258	37.784	-0.061	0.002	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.000	10.595	7.605	5.460	11.050	4.838	6.184	2.657	12.852	0.061	NaN	0.306	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.000	20.215	20.020	24.050	35.945	11.345	16.380	15.805	179.313	0.663	0.554	-0.205	82.000	23.790	15.860	39.000	24.960	10.728	17.724	17.716	190.066	0.128	NaN	-0.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104	83.000	14.300	5.525	15.340	4.095	4.644	1.768	1.305	6.059	-0.473	0.014	0.215	83.000	21.970	10.790	27.170	10.985	7.179	5.204	5.196	37.307	-0.062	NaN	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.000	10.725	7.540	5.460	11.050	4.851	6.328	2.563	12.434	-0.093	NaN	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.000	20.280	20.150	23.855	36.335	11.402	16.575	15.921	181.531	0.115	0.339	0.141	83.000	23.855	15.925	39.065	25.025	10.728	17.724	17.716	190.066	3.553E-15	0.089	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105	84.000	14.170	5.655	15.340	4.095	4.394	1.950	1.390	6.109	0.086	NaN	-0.182	84.000	21.840	10.855	27.170	10.985	7.135	5.332	5.308	37.873	0.112	NaN	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	10.855	7.540	5.460	11.050	4.616	6.436	2.680	12.371	0.116	NaN	-0.109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	20.150	19.890	23.985	36.335	11.257	16.886	16.271	183.166	0.351	0.030	-0.283	84.000	23.725	15.795	39.065	25.025	10.674	17.903	17.894	190.995	0.178	NaN	-0.178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106	85.000	14.105	5.525	15.405	4.095	4.644	1.933	1.275	5.923	-0.115	0.044	0.052	85.000	21.840	10.855	27.105	10.985	7.250	5.267	5.252	38.080	-0.056	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	10.790	7.540	5.460	11.050	4.633	6.382	2.442	11.315	-0.238	NaN	0.054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	20.020	19.760	24.050	36.075	11.030	16.805	16.201	178.692	-0.070	-0.237	-0.157	85.000	23.400	15.535	39.130	25.090	10.301	18.405	18.404	189.580	0.510	0.089	-0.413	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107	86.000	14.170	5.525	15.340	4.095	5.808	1.848	1.320	7.664	0.044	-0.041	0.041	86.000	21.840	10.790	27.235	10.920	7.169	5.397	5.371	38.507	0.119	0.128	-0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	10.595	7.670	5.460	11.050	5.479	6.148	1.592	8.725	-0.850	NaN	0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	20.930	22.360	24.050	36.010	12.690	14.002	13.420	170.301	-2.781	-0.063	2.737	86.000	23.530	15.600	39.325	25.155	9.826	18.460	18.382	180.619	-0.023	0.200	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108	87.000	14.235	5.590	15.340	4.095	4.845	1.859	1.351	6.545	0.031	NaN	-0.014	87.000	21.905	10.855	27.105	10.985	7.100	5.202	5.198	36.901	-0.174	-0.128	0.067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	10.465	7.735	5.460	10.985	5.106	5.968	2.573	13.136	0.980	-0.035	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	20.345	20.540	24.180	35.945	11.548	15.875	15.362	177.395	1.942	-0.032	-1.907	87.000	23.855	15.990	39.520	25.220	10.624	18.182	18.178	193.129	-0.204	0.201	0.478	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109	88.000	14.300	5.590	15.340	4.095	5.750	1.821	1.381	7.943	0.031	NaN	0.037	88.000	21.710	10.920	27.105	10.985	6.836	5.395	5.383	36.796	0.185	NaN	-0.194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	10.595	7.735	5.525	10.985	5.584	6.022	1.814	10.132	-0.758	-0.055	-0.109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	20.995	22.360	24.180	35.880	12.627	13.890	13.373	168.856	-1.989	-0.063	1.921	88.000	23.920	16.120	39.650	25.285	10.236	18.205	18.192	186.204	0.014	0.145	0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110	89.000	14.300	5.785	15.340	4.095	4.394	1.984	1.536	6.752	0.155	NaN	-0.166	89.000	21.840	10.920	27.105	10.985	6.999	5.265	5.239	36.669	-0.143	NaN	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	10.465	7.800	5.525	10.985	5.001	5.878	2.876	14.382	1.061	NaN	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	20.215	20.085	24.180	35.880	11.283	16.285	15.795	178.215	2.422	NaN	-2.396	89.000	23.855	15.925	39.780	25.285	10.674	18.472	18.456	196.995	0.264	0.112	-0.155	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111	90.000	14.300	5.720	15.340	4.095	4.596	1.929	1.462	6.718	-0.075	NaN	0.055	90.000	22.945	10.790	27.105	10.920	8.012	4.162	4.160	33.327	-1.080	-0.002	1.100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	10.595	7.735	5.460	10.985	5.039	6.077	2.803	14.124	-0.073	0.055	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	20.280	20.280	24.180	35.815	11.341	16.017	15.545	176.292	-0.249	-0.063	0.205	90.000	23.985	16.185	39.845	25.350	10.799	18.318	18.289	197.506	-0.167	0.089	0.243	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112	91.000	14.170	5.850	15.340	4.160	4.424	2.055	1.457	6.447	-0.004	-0.053	-0.181	91.000	22.555	10.855	27.105	10.920	7.633	4.550	4.539	34.645	0.379	NaN	-0.389	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	10.595	7.735	5.460	10.985	5.007	6.077	2.863	14.335	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	20.280	20.150	24.180	35.750	11.283	16.080	15.592	175.929	0.047	-0.063	-0.126	91.000	23.985	16.185	39.845	25.415	10.835	18.350	18.320	198.491	0.031	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113	92.000	14.235	5.980	15.340	4.160	4.275	2.129	1.631	6.971	0.174	NaN	-0.077	92.000	22.295	10.790	27.105	10.920	7.433	4.812	4.805	35.718	0.266	NaN	-0.262	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	10.140	8.060	5.460	10.985	5.207	5.519	3.060	15.932	0.196	NaN	0.558	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	20.280	20.215	24.180	35.685	11.371	15.954	15.468	175.895	-0.124	-0.063	0.063	92.000	23.920	16.055	39.910	25.415	10.764	18.528	18.509	199.226	0.189	0.056	-0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114	93.000	14.235	6.045	15.340	4.160	4.201	2.185	1.713	7.195	0.082	NaN	-0.056	93.000	22.295	10.790	27.105	10.985	7.498	4.814	4.811	36.069	0.005	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	9.360	8.320	5.460	10.985	5.776	4.724	2.817	16.270	-0.243	NaN	0.791	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	20.215	20.085	24.245	35.620	11.257	16.049	15.566	175.228	0.098	-0.047	-0.142	93.000	23.790	15.925	39.975	25.415	10.639	18.762	18.749	199.462	0.240	0.056	-0.178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
115	94.000	14.235	6.110	15.340	4.160	4.146	2.241	1.753	7.267	0.040	NaN	-0.057	94.000	21.970	10.855	27.170	10.920	7.115	5.200	5.184	36.884	0.374	0.064	-0.324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	10.595	7.995	5.460	10.985	4.826	5.942	3.196	15.421	0.379	NaN	-1.231	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	20.215	20.085	24.180	35.555	11.226	15.970	15.498	173.977	-0.068	-0.079	NaN	94.000	23.855	15.990	40.105	25.480	10.674	18.818	18.800	200.662	0.051	0.145	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
116	95.000	14.235	6.110	15.340	4.160	3.954	2.241	1.742	6.887	-0.011	NaN	NaN	95.000	21.645	10.725	27.105	10.920	6.798	5.463	5.450	37.049	0.266	-0.065	-0.329	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	10.270	8.125	5.460	10.985	4.985	5.596	3.371	16.807	0.176	NaN	0.346	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	20.085	19.760	24.180	35.490	11.050	16.254	15.806	174.662	0.309	-0.063	-0.347	95.000	23.920	16.055	40.170	25.545	10.871	18.818	18.783	204.186	-0.017	0.089	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
117	96.000	14.300	6.175	15.340	4.160	4.789	2.268	1.855	8.885	0.113	NaN	-0.028	96.000	21.190	10.725	27.105	10.920	6.243	5.918	5.906	36.872	0.456	NaN	-0.455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	10.855	7.995	5.460	10.985	5.032	6.168	2.652	13.347	-0.719	NaN	-0.575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	20.735	21.645	24.180	35.360	12.186	14.141	13.706	167.023	-2.100	-0.126	1.987	96.000	23.985	16.185	40.105	25.610	10.457	18.673	18.673	195.267	-0.110	-0.023	0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
118	97.000	14.300	6.045	15.340	4.160	4.082	2.153	1.695	6.921	-0.160	NaN	0.114	97.000	21.060	10.790	27.105	10.920	6.152	6.046	6.019	37.028	0.113	NaN	-0.129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	10.400	8.125	5.460	10.985	4.950	5.708	3.414	16.900	0.762	NaN	0.459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	20.085	19.825	24.115	35.295	11.020	15.986	15.566	171.527	1.859	-0.079	-1.925	97.000	23.985	16.250	40.170	25.610	10.944	18.697	18.644	204.029	-0.029	0.056	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
119	98.000	14.235	6.175	15.340	4.160	3.901	2.298	1.778	6.937	0.083	NaN	-0.145	98.000	21.190	10.790	27.105	10.920	6.289	5.916	5.885	37.011	-0.134	NaN	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	10.660	8.125	5.460	11.050	4.686	5.966	3.584	16.794	0.170	0.032	-0.227	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	20.085	19.825	24.115	35.230	11.077	15.923	15.518	171.894	-0.048	-0.063	NaN	98.000	23.985	16.185	40.105	25.675	10.944	18.706	18.663	204.245	0.020	-0.023	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
120	99.000	14.300	6.175	15.340	4.160	4.596	2.268	1.848	8.492	0.069	NaN	0.030	99.000	20.345	10.985	27.105	10.920	5.401	6.760	6.749	36.453	0.864	NaN	-0.847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	10.920	8.060	5.460	11.050	4.831	6.225	2.905	14.035	-0.679	NaN	-0.259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	20.605	21.190	24.115	35.230	11.895	14.472	14.021	166.778	-1.497	NaN	1.450	99.000	23.920	16.185	40.040	25.675	10.501	18.706	18.704	196.412	0.041	-0.056	-0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
121	100.000	14.430	6.110	15.340	4.225	4.702	2.093	1.788	8.408	-0.060	-0.059	0.115	100.000	20.345	11.050	27.105	10.920	5.466	6.761	6.746	36.876	-0.003	NaN	-0.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	10.660	8.125	5.395	11.115	4.995	6.055	2.858	14.276	-0.047	0.089	0.258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	20.670	21.385	24.115	35.165	12.071	14.204	13.746	165.928	-0.275	-0.063	0.205	100.000	23.920	16.185	39.975	25.675	10.523	18.650	18.650	196.255	-0.054	-0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
122	101.000	14.495	6.110	15.340	4.160	4.567	2.125	1.871	8.543	0.083	0.060	0.026	101.000	20.410	10.985	27.105	10.920	5.535	6.695	6.680	36.969	-0.067	NaN	0.066	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	10.855	7.800	5.330	11.115	4.942	6.443	2.587	12.785	-0.271	0.056	-0.334	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	20.540	21.125	24.115	35.100	11.895	14.425	13.994	166.465	0.249	-0.063	-0.284	101.000	23.855	15.990	39.910	25.675	10.434	18.750	18.750	195.634	0.100	-0.056	-0.156	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
