T	X	Y	Mean	StdDev
1.000	22.165	43.355	814.544	453.914
2.000	22.425	43.420	805.882	450.466
3.000	22.555	43.420	808.049	450.774
4.000	23.010	43.355	809.099	448.732
5.000	23.140	43.355	810.430	444.480
6.000	23.075	43.290	810.803	446.706
7.000	23.140	43.290	810.521	445.851
8.000	23.205	43.355	811.123	442.061
9.000	23.400	43.355	807.095	437.731
10.000	23.465	43.420	809.364	434.451
11.000	23.400	43.550	808.143	428.977
12.000	23.400	43.615	806.317	429.955
13.000	23.270	43.290	804.990	434.499
14.000	23.140	43.290	804.883	437.136
15.000	23.075	43.420	803.833	434.625
16.000	23.205	43.615	809.731	442.418
17.000	23.205	43.680	812.348	446.906
18.000	23.140	43.745	813.225	451.122
19.000	23.205	43.875	813.177	456.427
20.000	23.335	43.810	814.587	460.722
21.000	23.335	43.940	811.588	464.415
22.000	23.400	44.135	812.518	465.920
23.000	23.400	44.135	811.058	464.420
24.000	23.335	44.200	809.145	461.739
25.000	23.270	44.265	814.199	460.104
26.000	23.335	44.070	811.578	458.898
27.000	23.335	44.135	816.477	455.234
28.000	23.335	44.005	817.478	450.041
29.000	23.400	44.135	832.560	444.265
30.000	23.400	44.135	833.185	445.362
31.000	23.465	44.135	839.281	452.339
32.000	23.530	44.070	832.983	458.620
33.000	23.400	43.745	841.157	457.300
34.000	23.270	43.550	844.969	459.605
35.000	23.270	43.615	843.164	466.204
36.000	23.270	43.680	835.895	460.325
37.000	23.270	43.485	834.746	468.099
38.000	23.270	43.550	837.658	471.396
39.000	23.270	43.615	838.841	475.648
40.000	23.205	43.680	840.561	472.863
41.000	23.205	43.680	846.616	471.762
42.000	23.270	43.680	850.616	476.910
43.000	23.335	43.615	850.551	478.866
44.000	23.335	43.680	847.973	482.880
45.000	23.400	43.680	848.504	482.751
46.000	23.335	43.680	849.016	479.581
47.000	23.335	43.745	842.272	481.024
48.000	23.335	43.745	841.976	482.264
49.000	23.400	44.070	840.074	486.106
50.000	23.400	44.070	834.369	484.319
51.000	23.465	44.070	839.780	482.814
52.000	23.660	44.135	828.063	477.758
53.000	23.725	43.940	826.627	481.873
54.000	23.855	44.005	822.827	479.383
55.000	23.855	44.070	822.545	478.647
56.000	23.920	43.940	816.533	483.428
57.000	23.920	44.200	816.657	485.784
58.000	23.855	44.200	812.758	488.296
59.000	23.855	44.200	828.225	488.146
60.000	23.855	44.135	823.178	490.782
61.000	23.855	43.875	822.929	488.553
62.000	23.855	44.070	825.412	490.410
63.000	23.855	43.940	826.402	497.848
64.000	23.855	43.745	814.763	500.549
65.000	23.855	43.810	810.279	494.757
66.000	23.855	43.745	816.782	495.921
67.000	23.855	43.810	819.060	487.425
68.000	23.855	43.875	828.602	486.860
69.000	23.855	43.875	815.119	486.598
70.000	23.790	43.875	819.885	480.250
71.000	23.790	43.940	819.886	478.806
72.000	23.790	43.875	821.640	474.235
73.000	23.790	44.005	827.226	469.266
74.000	23.725	43.940	827.078	466.305
75.000	23.725	43.940	825.945	463.771
76.000	23.725	44.070	826.530	464.641
77.000	23.725	44.135	827.405	470.585
78.000	23.725	44.265	828.311	469.834
79.000	23.725	44.200	826.094	471.587
80.000	23.725	44.330	830.645	470.054
81.000	23.660	44.395	837.120	472.646
82.000	23.660	44.460	837.933	468.221
83.000	23.660	44.330	840.866	467.426
84.000	23.725	44.330	837.721	467.920
85.000	23.660	44.330	843.442	466.186
86.000	23.660	44.265	850.589	469.481
87.000	23.660	44.330	857.044	473.884
88.000	23.660	44.330	855.989	478.138
89.000	23.725	44.330	861.890	477.241
90.000	23.725	43.680	850.437	476.665
91.000	23.790	43.680	851.185	480.770
92.000	23.790	43.810	855.923	474.066
93.000	23.790	43.810	857.768	473.846
94.000	23.790	43.680	852.699	475.655
95.000	22.945	43.550	883.203	462.165
96.000	23.790	43.485	848.684	479.068
97.000	23.790	43.550	850.447	479.114
98.000	23.790	43.550	853.121	475.671
99.000	23.855	43.485	845.725	478.081
100.000	23.790	43.550	846.556	469.066
101.000	23.790	43.485	833.885	474.297
102.000	23.790	43.615	837.100	470.226
103.000	23.790	43.680	846.287	468.360
104.000	23.725	43.745	851.467	470.636
105.000	23.725	43.745	850.536	466.376
106.000	23.660	43.745	845.921	467.053
107.000	23.660	43.810	845.131	465.240
108.000	23.595	43.940	841.902	469.490
109.000	23.725	44.005	839.001	469.724
110.000	23.660	43.940	838.291	471.059
111.000	23.595	44.005	841.925	469.229
112.000	23.660	44.135	845.850	468.009
113.000	23.660	43.940	837.899	472.072
114.000	23.660	43.940	831.977	469.110
115.000	23.660	44.330	851.091	464.322
116.000	23.660	44.460	856.463	458.188
117.000	23.725	44.330	858.777	457.569
118.000	23.010	44.395	888.686	438.608
119.000	23.010	44.200	889.308	439.073
120.000	25.025	44.070	813.275	464.726
121.000	24.895	44.200	811.122	465.676
