dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)	T (14)	dT (14)	Base Mean (14)	Body Mean (14)	Proj Mean (14)	Tip Mean (14)	Tip Th Mean (14)	Length (14)	dL (14)	DCTM (14)	DCBM (14)	T (15)	dT (15)	Base Mean (15)	Body Mean (15)	Proj Mean (15)	Tip Mean (15)	Tip Th Mean (15)	Length (15)	dL (15)	DCTM (15)	DCBM (15)
69.000	70.000	69.000	265.027	738.030	167.846	141.238	149.364	7.622	0.276	0.182	-0.039	70.000	69.000	288.628	738.030	159.278	133.192	142.062	12.637	0.157	0.000	-0.064	70.000	69.000	352.767	738.030	186.739	149.125	155.556	7.288	0.168	0.096	-0.090	70.000	69.000	365.630	738.030	207.858	142.458	158.700	4.513	-0.157	0.078	0.063	70.000	69.000	277.593	738.030	185.609	151.538	163.000	4.852	-0.650	0.060	0.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	69.000	240.227	738.030	163.163	137.120	144.200	9.550	-0.130	-0.024	0.084	70.000	69.000	223.111	738.030	157.817	131.231	138.875	7.060	-0.149	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	69.000	362.071	713.699	198.054	147.760	159.312	5.137	-0.092	-0.091	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
70.000	71.000	70.000	253.794	737.218	172.591	134.565	146.778	7.143	-0.479	-0.273	0.130	71.000	70.000	298.719	737.218	160.626	139.833	150.294	12.526	-0.111	0.000	0.000	71.000	70.000	328.757	737.218	179.968	156.727	162.909	7.731	0.444	0.303	0.057	71.000	70.000	343.129	737.218	208.530	147.360	155.095	4.689	0.176	0.063	-0.078	71.000	70.000	295.481	737.218	186.835	146.750	159.062	4.844	-0.008	-0.060	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	70.000	237.227	737.218	157.956	131.120	139.250	9.550	0.000	0.000	0.000	71.000	70.000	217.852	737.218	156.121	129.522	138.938	6.949	-0.111	-0.059	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	70.000	355.575	714.273	197.176	145.609	158.273	5.018	-0.119	-0.052	0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
71.000	72.000	71.000	263.235	738.623	171.642	133.833	142.667	7.162	0.019	0.000	-0.052	72.000	71.000	293.971	738.623	160.957	140.320	155.000	12.545	0.019	0.000	-0.064	72.000	71.000	356.681	738.623	185.859	165.000	171.913	7.685	-0.046	-0.438	-0.115	72.000	71.000	420.784	738.623	223.390	148.308	157.389	5.140	0.452	0.063	-0.254	72.000	71.000	299.704	738.623	185.055	139.042	146.000	4.890	0.046	-0.000	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	71.000	232.841	738.623	156.551	129.136	135.308	9.569	0.019	0.024	0.000	72.000	71.000	232.037	738.623	156.974	131.913	141.000	6.968	0.019	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	71.000	356.711	716.200	192.536	151.000	167.286	5.182	0.165	0.143	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
72.000	73.000	72.000	275.382	737.263	171.408	136.407	147.059	7.327	0.165	0.000	-0.091	73.000	72.000	296.725	737.263	160.602	133.600	143.692	12.759	0.214	0.000	-0.128	73.000	72.000	354.524	737.263	183.931	166.786	196.167	7.609	-0.076	-0.025	0.000	73.000	72.000	294.083	737.263	189.172	150.069	157.609	4.299	-0.842	0.127	0.916	73.000	72.000	319.517	737.263	187.548	138.381	150.091	5.058	0.168	-0.000	-0.181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	72.000	254.065	737.263	159.667	137.042	144.263	9.791	0.222	0.060	-0.085	73.000	72.000	213.160	737.263	156.147	131.545	138.125	6.949	-0.019	0.059	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
73.000	74.000	73.000	274.034	735.735	172.729	137.545	143.333	7.281	-0.046	0.143	0.052	74.000	73.000	309.941	735.735	161.664	134.231	144.278	12.702	-0.057	0.000	0.000	74.000	73.000	338.500	735.735	185.009	169.161	184.000	7.636	0.027	-0.053	0.086	74.000	73.000	283.489	735.735	186.062	149.778	162.083	4.280	-0.019	0.000	0.126	74.000	73.000	310.821	735.735	187.250	149.095	179.000	5.004	-0.054	-0.000	-0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	73.000	256.370	735.735	161.777	141.667	147.200	9.818	0.027	0.025	0.000	74.000	73.000	228.200	735.735	158.523	132.885	136.926	7.152	0.203	0.000	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
74.000	75.000	74.000	265.235	736.043	169.886	143.375	154.688	7.530	0.249	0.091	-0.091	75.000	74.000	288.704	736.043	158.616	135.731	143.864	12.277	-0.425	-0.064	0.234	75.000	74.000	362.725	736.043	188.702	169.833	188.000	7.644	0.008	-0.089	-0.028	75.000	74.000	264.036	736.043	185.543	157.680	195.500	3.790	-0.490	-0.063	0.126	75.000	74.000	337.429	736.043	188.561	134.545	149.000	5.280	0.276	0.061	-0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	74.000	261.651	736.043	161.951	140.458	156.200	9.929	0.111	0.085	-0.060	75.000	74.000	207.955	736.043	158.948	130.870	141.417	6.903	-0.249	0.000	0.172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
75.000	76.000	75.000	264.550	735.371	172.546	149.450	153.611	7.909	0.379	0.143	-0.143	76.000	75.000	236.741	735.371	153.800	132.520	150.700	12.017	-0.260	0.064	0.320	76.000	75.000	386.312	735.371	199.095	157.375	162.143	7.292	-0.352	-0.278	-0.105	76.000	75.000	314.483	735.371	193.783	155.120	171.000	4.142	0.352	-0.063	-0.331	76.000	75.000	294.556	735.371	187.278	140.250	152.462	5.169	-0.111	-0.040	0.105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	75.000	235.838	735.371	159.833	136.893	146.944	9.642	-0.287	-0.024	0.205	76.000	75.000	215.485	735.371	156.090	127.000	132.833	7.079	0.176	-0.086	-0.172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
76.000	77.000	76.000	275.242	734.080	172.021	141.667	151.000	7.917	0.008	0.091	0.000	77.000	76.000	260.148	734.080	155.217	136.148	147.125	12.101	0.084	-0.064	-0.128	77.000	76.000	356.350	734.080	181.522	141.909	151.286	11.407	4.115	4.308	-0.049	77.000	76.000	291.765	734.080	194.910	154.000	167.733	4.364	0.222	0.000	-0.126	77.000	76.000	311.897	734.080	191.823	140.545	149.312	5.398	0.230	0.042	-0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	76.000	243.022	734.080	159.574	135.087	149.750	9.818	0.176	-0.060	-0.145	77.000	76.000	206.636	734.080	154.638	126.227	133.286	7.098	0.019	0.059	0.026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77.000	78.000	77.000	262.344	727.432	171.772	132.450	138.214	8.093	0.176	0.234	0.038	78.000	77.000	315.679	727.432	158.716	131.917	142.412	12.453	0.352	0.000	-0.310	78.000	77.000	382.216	727.432	182.326	135.192	145.812	11.340	-0.067	0.380	-0.092	78.000	77.000	313.393	727.432	201.980	156.037	171.357	4.345	-0.019	-0.013	-0.050	78.000	77.000	330.032	727.432	196.347	145.087	155.538	5.398	0.000	-0.062	-0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	77.000	243.512	727.432	162.972	140.087	148.824	9.569	-0.249	-0.169	0.024	78.000	77.000	224.146	727.432	155.908	128.565	139.818	7.358	0.260	0.026	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
78.000	79.000	78.000	269.000	730.585	167.201	131.600	138.455	8.276	0.184	0.221	0.052	79.000	78.000	306.571	730.585	156.710	134.042	153.429	12.361	-0.092	0.000	0.064	79.000	78.000	378.432	730.585	183.751	138.833	148.500	11.768	0.428	0.200	0.000	79.000	78.000	323.333	730.585	206.323	161.440	171.667	4.310	-0.035	0.013	-0.051	79.000	78.000	303.852	730.585	192.881	142.227	149.273	5.169	-0.230	-0.000	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	78.000	243.140	730.585	162.400	132.545	157.400	9.569	0.000	0.000	-0.024	79.000	78.000	218.639	730.585	151.418	135.550	139.688	7.163	-0.195	-0.026	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
79.000	80.000	79.000	279.469	732.261	169.829	130.333	139.333	8.598	0.322	0.143	-0.196	80.000	79.000	300.786	732.261	158.315	132.591	138.211	12.315	-0.046	-0.010	0.000	80.000	79.000	364.943	732.261	178.483	131.591	141.357	11.822	0.054	0.203	-0.010	80.000	79.000	302.296	732.261	204.075	150.840	167.545	4.429	0.119	0.141	0.064	80.000	79.000	313.379	732.261	193.957	146.958	162.077	5.222	0.054	-0.062	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	79.000	242.049	732.261	158.669	132.783	148.625	9.458	-0.111	-0.084	0.000	80.000	79.000	218.385	732.261	151.234	130.217	141.429	7.320	0.157	0.027	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
80.000	81.000	80.000	267.034	734.436	167.587	137.550	142.125	8.690	0.092	0.091	0.000	81.000	80.000	311.357	734.436	160.733	137.444	144.368	12.591	0.276	0.075	-0.128	81.000	80.000	327.410	734.436	176.832	137.500	146.200	11.990	0.168	0.091	0.091	81.000	80.000	345.037	734.436	205.272	149.500	160.938	4.605	0.176	0.000	-0.204	81.000	80.000	341.897	734.436	195.722	139.318	143.824	5.307	0.084	0.061	-0.104	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.000	80.000	247.455	734.436	160.621	135.692	143.684	9.615	0.157	0.061	-0.061	81.000	80.000	221.969	734.436	150.931	134.833	140.250	7.144	-0.176	0.000	0.118	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
81.000	82.000	81.000	289.250	731.977	171.996	133.778	147.333	9.234	0.544	0.129	-0.286	82.000	81.000	310.607	731.977	160.640	131.917	142.625	12.610	0.019	0.000	0.000	82.000	81.000	337.457	731.977	175.489	140.958	149.647	12.109	0.119	0.193	-0.040	82.000	81.000	341.214	731.977	204.483	145.963	158.214	4.605	0.000	-0.014	-0.014	82.000	81.000	340.903	731.977	197.777	147.227	160.667	5.307	0.000	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.000	81.000	240.605	731.977	156.323	126.480	134.235	9.642	0.027	0.084	0.060	82.000	81.000	230.917	731.977	152.514	130.391	142.286	7.496	0.352	0.000	-0.173	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
82.000	83.000	82.000	347.605	733.948	177.525	140.150	145.923	9.815	0.582	0.129	-0.339	83.000	82.000	300.429	733.948	161.666	138.875	146.684	12.518	-0.092	0.000	0.053	83.000	82.000	350.455	733.948	177.835	147.273	149.739	12.645	0.536	0.245	-0.182	83.000	82.000	339.704	733.948	203.407	150.000	160.889	4.559	-0.046	0.014	0.078	83.000	82.000	335.966	733.948	196.116	147.609	158.308	5.242	-0.065	-0.000	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.000	82.000	221.629	733.948	155.188	131.357	140.700	9.420	-0.222	0.084	0.229	83.000	82.000	218.633	733.948	149.078	131.348	139.308	7.033	-0.463	0.000	0.199	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83.000	84.000	83.000	347.100	736.101	172.903	147.500	158.636	10.091	0.276	0.325	0.000	84.000	83.000	281.964	736.101	156.616	142.667	164.727	12.323	-0.195	0.000	0.192	84.000	83.000	315.114	736.101	175.389	144.391	150.176	12.656	0.011	0.143	0.131	84.000	83.000	328.963	736.101	200.696	152.385	168.786	4.540	-0.019	0.127	0.141	84.000	83.000	358.172	736.101	199.489	141.400	159.100	5.391	0.149	-0.000	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	83.000	245.705	736.101	157.703	138.760	149.667	9.726	0.306	0.000	-0.229	84.000	83.000	232.512	736.101	155.924	131.304	137.714	7.450	0.417	0.059	-0.172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84.000	85.000	84.000	337.231	728.657	173.159	147.905	160.769	10.359	0.268	0.105	-0.091	85.000	84.000	263.867	728.657	158.334	134.840	145.053	12.231	-0.092	0.000	0.064	85.000	84.000	186.452	728.657	158.761	141.000	155.000	10.412	-2.244	0.197	2.300	85.000	84.000	306.926	728.657	201.000	147.464	163.429	4.567	0.027	0.000	0.000	85.000	84.000	348.032	728.657	202.142	145.913	155.188	5.437	0.046	-0.000	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	84.000	233.872	728.657	156.470	136.640	154.714	9.791	0.065	0.000	0.000	85.000	84.000	228.000	728.657	154.949	134.565	147.000	7.144	-0.306	-0.086	0.118	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85.000	86.000	85.000	335.842	728.762	174.300	147.409	161.538	10.516	0.157	0.053	-0.091	86.000	85.000	254.926	728.762	159.191	140.560	152.167	12.147	-0.084	0.000	0.064	86.000	85.000	188.654	728.762	159.405	141.450	156.000	10.534	0.122	0.251	0.090	86.000	85.000	317.370	728.762	205.360	151.731	193.333	4.605	0.038	0.064	0.000	86.000	85.000	345.034	728.762	198.431	139.609	151.100	5.318	-0.119	-0.000	0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	85.000	242.767	728.762	156.404	141.125	158.615	9.680	-0.111	-0.060	0.000	86.000	85.000	221.133	728.762	148.501	129.783	145.286	7.033	-0.111	0.027	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
