dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)	T (14)	dT (14)	Base Mean (14)	Body Mean (14)	Proj Mean (14)	Tip Mean (14)	Tip Th Mean (14)	Length (14)	dL (14)	DCTM (14)	DCBM (14)	T (15)	dT (15)	Base Mean (15)	Body Mean (15)	Proj Mean (15)	Tip Mean (15)	Tip Th Mean (15)	Length (15)	dL (15)	DCTM (15)	DCBM (15)
86.000	87.000	86.000	328.917	727.674	172.303	140.818	156.571	10.635	0.119	0.273	0.014	87.000	86.000	243.133	727.674	154.723	140.292	150.933	11.971	-0.176	0.000	0.203	87.000	86.000	186.893	727.674	159.277	139.440	147.375	10.737	0.203	0.162	0.000	87.000	86.000	339.750	727.674	204.046	146.200	164.600	4.838	0.233	0.078	-0.141	87.000	86.000	351.818	727.674	199.777	138.269	151.467	5.482	0.165	-0.000	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	86.000	236.304	727.674	157.495	142.519	156.143	9.726	0.046	-0.024	0.000	87.000	86.000	233.026	727.674	153.921	129.080	134.545	7.301	0.268	0.000	-0.204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87.000	88.000	87.000	312.455	731.729	170.352	140.909	147.500	10.727	0.092	0.052	0.000	88.000	87.000	235.464	731.729	155.860	144.654	158.429	11.814	-0.157	0.000	0.064	88.000	87.000	186.655	731.729	158.913	142.667	152.231	11.088	0.352	0.252	0.018	88.000	87.000	353.630	731.729	204.887	144.520	159.786	4.976	0.138	0.141	0.014	88.000	87.000	342.969	731.729	196.895	138.000	147.500	5.536	0.054	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	87.000	238.233	731.729	157.491	141.840	151.333	9.569	-0.157	-0.060	0.000	88.000	87.000	231.356	731.729	151.830	130.250	136.429	7.450	0.149	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88.000	89.000	88.000	330.609	730.939	171.956	135.750	146.000	11.236	0.509	0.143	-0.196	89.000	88.000	246.233	730.939	155.854	136.720	150.231	12.036	0.222	0.064	-0.064	89.000	88.000	191.571	730.939	158.875	134.375	140.905	11.329	0.241	0.344	0.070	89.000	88.000	355.000	730.939	202.265	148.792	163.250	5.022	0.046	0.127	0.077	89.000	88.000	350.424	730.939	199.623	142.565	159.100	5.540	0.003	-0.000	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	88.000	232.000	730.939	158.741	136.333	147.500	9.523	-0.046	0.000	0.024	89.000	88.000	227.646	730.939	152.899	126.409	132.263	7.561	0.111	0.059	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89.000	90.000	89.000	314.243	733.298	169.349	150.318	154.524	11.152	-0.084	0.038	0.052	90.000	89.000	230.741	733.298	154.927	142.680	154.643	11.887	-0.149	-0.064	0.064	90.000	89.000	193.207	733.298	157.224	142.815	150.364	11.781	0.452	0.234	-0.125	90.000	89.000	374.607	733.298	205.083	140.538	147.900	5.152	0.130	-0.013	-0.076	90.000	89.000	336.618	733.298	200.702	148.478	155.565	5.494	-0.046	-0.000	-0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	89.000	227.886	733.298	159.097	148.769	162.450	9.420	-0.103	-0.145	-0.024	90.000	89.000	228.851	733.298	152.775	132.091	145.538	7.542	-0.019	0.000	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90.000	91.000	90.000	319.415	730.555	168.816	144.565	152.882	11.538	0.387	0.273	-0.039	91.000	90.000	235.821	730.555	157.469	138.920	150.533	11.879	-0.008	0.000	0.011	91.000	90.000	186.774	730.555	156.949	141.750	158.091	11.922	0.141	0.109	0.055	91.000	90.000	292.481	730.555	188.795	142.250	157.000	4.559	-0.593	-0.064	0.459	91.000	90.000	339.800	730.555	194.107	141.000	154.231	5.234	-0.260	-0.060	0.156	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	90.000	240.894	730.555	159.583	142.963	156.929	9.523	0.103	-0.024	-0.061	91.000	90.000	233.436	730.555	153.564	135.955	138.684	7.255	-0.287	-0.086	0.031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91.000	92.000	91.000	324.707	732.299	170.314	138.318	153.857	11.676	0.138	0.143	-0.052	92.000	91.000	250.933	732.299	159.149	145.240	156.765	11.982	0.103	0.000	-0.128	92.000	91.000	194.621	732.299	159.367	133.684	143.917	12.071	0.149	0.199	0.055	92.000	91.000	309.536	732.299	191.666	141.160	152.600	4.846	0.287	0.078	-0.141	92.000	91.000	330.723	732.299	198.682	146.091	156.083	5.513	0.279	-0.000	-0.182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	91.000	244.435	732.299	159.302	136.808	157.000	9.504	-0.019	-0.060	-0.024	92.000	91.000	239.263	732.299	151.270	127.182	137.833	7.274	0.019	0.000	0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92.000	93.000	92.000	335.211	732.856	172.503	138.696	153.273	11.833	0.157	0.182	-0.014	93.000	92.000	235.552	732.856	154.614	137.393	147.300	11.776	-0.206	0.011	0.256	93.000	92.000	189.448	732.856	156.280	130.348	135.316	12.385	0.314	0.254	0.000	93.000	92.000	318.333	732.856	190.301	135.808	144.375	4.918	0.073	0.127	0.000	93.000	92.000	332.394	732.856	192.176	140.000	151.214	5.261	-0.252	-0.000	0.126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	92.000	228.116	732.856	157.052	132.478	149.800	9.366	-0.138	0.024	0.085	93.000	92.000	223.362	732.856	150.389	128.652	137.923	7.469	0.195	0.000	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
93.000	94.000	93.000	293.030	734.435	169.805	140.000	157.000	11.795	-0.038	0.182	0.143	94.000	93.000	246.931	734.435	156.150	133.731	144.062	11.979	0.203	0.064	-0.128	94.000	93.000	200.533	734.435	156.913	134.435	141.667	12.902	0.517	0.344	-0.145	94.000	93.000	323.407	734.435	195.318	146.519	161.700	5.002	0.084	0.078	0.000	94.000	93.000	341.667	734.435	202.534	149.160	162.769	4.763	-0.498	-0.460	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	93.000	225.927	734.435	156.022	134.000	139.722	9.209	-0.157	-0.024	0.084	94.000	93.000	231.487	734.435	152.761	129.000	137.429	7.366	-0.103	0.086	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94.000	95.000	94.000	296.975	731.946	173.378	147.909	159.600	12.293	0.498	0.301	-0.091	95.000	94.000	240.571	731.946	155.999	138.786	146.455	11.868	-0.111	-0.064	0.064	95.000	94.000	197.964	731.946	157.725	135.792	154.167	13.181	0.279	0.311	0.055	95.000	94.000	361.963	731.946	200.402	143.080	165.400	5.243	0.241	0.063	-0.190	95.000	94.000	347.467	731.946	205.792	145.192	154.381	4.771	0.008	-0.025	-0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	94.000	230.541	731.946	158.261	134.174	145.333	9.190	-0.019	0.000	-0.024	95.000	94.000	223.424	731.946	152.573	130.545	136.444	7.217	-0.149	0.000	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95.000	96.000	95.000	300.300	731.506	176.432	141.913	151.278	12.450	0.157	0.195	0.091	96.000	95.000	255.379	731.506	154.964	134.640	168.600	11.944	0.076	-0.011	-0.128	96.000	95.000	206.452	731.506	157.788	140.625	155.000	13.495	0.314	0.145	-0.089	96.000	95.000	356.963	731.506	197.486	143.875	155.000	5.243	0.000	0.064	0.077	96.000	95.000	328.129	731.506	205.274	151.917	161.750	4.790	0.019	-0.035	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	95.000	233.946	731.506	158.326	131.500	142.538	9.144	-0.046	-0.060	0.000	96.000	95.000	221.943	731.506	149.470	125.478	132.143	7.255	0.038	-0.059	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96.000	97.000	96.000	304.973	729.418	179.920	140.636	148.500	12.504	0.054	0.091	0.000	97.000	96.000	246.444	729.418	155.296	130.111	146.500	11.933	-0.011	0.011	0.052	97.000	96.000	200.552	729.418	159.157	139.250	154.200	13.628	0.133	0.134	0.089	97.000	96.000	333.926	729.418	191.143	145.840	158.167	5.106	-0.138	0.000	0.127	97.000	96.000	326.000	729.418	200.949	137.560	146.625	4.633	-0.157	-0.000	0.119	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	96.000	236.261	729.418	161.298	128.375	141.300	9.450	0.306	0.000	-0.145	97.000	96.000	233.103	729.418	154.609	129.391	140.846	7.144	-0.111	-0.145	-0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97.000	98.000	97.000	273.044	724.212	166.585	135.952	142.867	11.792	-0.712	0.183	0.814	98.000	97.000	261.815	724.212	156.070	131.960	143.667	11.952	0.019	0.064	0.000	98.000	97.000	207.842	724.212	160.762	138.520	145.095	14.053	0.425	0.022	-0.246	98.000	97.000	338.852	724.212	195.266	143.926	152.000	5.335	0.230	0.064	-0.127	98.000	97.000	344.643	724.212	207.201	142.565	154.333	4.698	0.065	-0.000	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	97.000	222.705	724.212	161.231	134.167	147.273	9.228	-0.222	-0.060	0.085	98.000	97.000	243.933	724.212	154.508	133.000	144.000	7.247	0.103	0.000	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98.000	99.000	98.000	277.396	725.597	167.540	132.818	143.100	11.995	0.203	0.000	-0.142	99.000	98.000	242.143	725.597	152.481	135.478	151.727	11.749	-0.203	-0.011	0.139	99.000	98.000	205.562	725.597	160.568	134.080	143.133	13.923	-0.130	0.000	0.089	99.000	98.000	364.667	725.597	202.595	152.333	161.600	5.530	0.195	0.014	-0.141	99.000	98.000	346.791	725.597	202.147	142.360	152.733	5.031	0.333	-0.000	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	98.000	225.717	725.597	157.380	135.522	144.467	9.339	0.111	0.061	0.024	99.000	98.000	246.083	725.597	153.307	132.913	144.000	7.312	0.065	-0.027	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99.000	100.000	99.000	282.277	722.747	171.320	138.050	146.889	12.144	0.149	0.000	-0.103	100.000	99.000	246.857	722.747	152.100	131.520	145.357	11.684	-0.065	-0.064	0.075	100.000	99.000	213.469	722.747	159.190	138.000	149.250	13.893	-0.030	0.034	-0.089	100.000	99.000	345.000	722.747	196.969	136.083	147.833	5.530	0.000	0.142	0.126	100.000	99.000	342.269	722.747	202.870	147.400	159.143	4.614	-0.417	-0.059	0.177	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	99.000	229.000	722.747	157.845	133.000	139.059	9.144	-0.195	0.000	0.060	100.000	99.000	227.083	722.747	152.438	134.273	139.824	7.006	-0.306	0.000	0.112	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100.000	101.000	100.000	258.167	725.687	160.761	140.500	145.941	11.340	-0.804	0.183	0.792	101.000	100.000	251.893	725.687	154.209	133.800	142.706	11.462	-0.222	0.000	0.192	101.000	100.000	217.378	725.687	159.785	139.783	151.769	14.107	0.214	-0.055	-0.069	101.000	100.000	370.893	725.687	199.933	138.481	153.214	5.825	0.295	0.063	-0.205	101.000	100.000	340.611	725.687	201.192	147.080	158.308	4.817	0.203	-0.026	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	100.000	215.417	725.687	156.230	136.208	141.909	9.052	-0.092	0.000	0.060	101.000	100.000	224.226	725.687	150.939	129.190	136.500	6.857	-0.149	0.000	0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101.000	102.000	101.000	260.400	724.197	162.663	136.619	144.900	11.451	0.111	0.091	0.000	102.000	101.000	243.571	724.197	151.501	128.917	137.714	11.183	-0.279	0.000	0.267	102.000	101.000	216.833	724.197	161.549	144.348	153.600	13.606	-0.501	-0.145	0.068	102.000	101.000	359.148	724.197	194.885	134.320	141.667	5.871	0.046	0.063	0.000	102.000	101.000	331.244	724.197	199.190	147.391	155.875	4.947	0.130	0.085	0.026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	101.000	227.886	724.197	157.858	136.957	149.286	9.079	0.027	0.000	-0.060	102.000	101.000	225.778	724.197	151.691	131.400	138.583	6.792	-0.065	0.027	0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102.000	103.000	102.000	263.000	723.055	163.841	144.400	153.462	11.654	0.203	0.182	-0.051	103.000	102.000	249.571	723.055	151.179	127.115	140.273	10.942	-0.241	0.000	0.192	103.000	102.000	222.074	723.055	172.260	132.143	138.133	5.869	-7.737	-6.358	0.045	103.000	102.000	293.296	723.055	179.126	140.269	153.462	5.481	-0.390	-0.063	0.315	103.000	102.000	340.311	723.055	196.749	141.417	158.800	5.050	0.103	-0.000	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	102.000	232.119	723.055	154.306	133.364	142.786	9.209	0.130	0.000	-0.061	103.000	102.000	215.583	723.055	150.940	131.708	140.529	6.589	-0.203	-0.086	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
